model prior treeSize rep method collision trueNmus estNmus
s25d75 09 sub250 r04 Startle 0.6176057810027172 19 21
s25d75 09 sub250 r04 Startle 0.06722113765478124 47 43
s25d75 09 sub250 r04 Startle 0.15073203562543197 24 24
s25d75 09 sub250 r04 Startle 0.07166673642885503 32 32
s25d75 09 sub250 r04 Startle 0.05081137035534802 18 18
s25d75 09 sub250 r04 Startle 0.6296296296296298 24 23
s25d75 09 sub250 r04 Startle 0.41950113378684806 34 28
s25d75 09 sub250 r04 Startle 0.23792105259347113 31 30
s25d75 09 sub250 r04 Startle 0.09445131947712847 36 37
s25d75 09 sub250 r04 Startle 0.5481569560047563 32 29
s25d75 09 sub250 r04 Startle 0.06154283590829239 0 1
s25d75 09 sub250 r04 Startle 0.12826286474793502 47 43
s25d75 09 sub250 r04 Startle 0.07210511732724173 20 19
s25d75 09 sub250 r04 Startle 0.08632965270580924 15 14
s25d75 09 sub250 r04 Startle 0.06120109470091623 16 16
s25d75 09 sub250 r04 Startle 0.3545699334451048 26 23
s25d75 09 sub250 r04 Startle 0.07095813953488372 37 38
s25d75 09 sub250 r04 Cass-greedy 1.0 38 45
s25d75 09 sub250 r04 Cass-greedy 0.649365114724883 19 27
s25d75 09 sub250 r04 Cass-greedy 0.05546229395889135 18 19
s25d75 09 sub250 r04 Cass-greedy 0.06391982724350474 30 28
s25d75 09 sub250 r04 Cass-greedy 0.13942310895720295 14 16
s25d75 09 sub250 r04 Cass-greedy 0.7193875721610671 36 42
s25d75 09 sub250 r04 Cass-greedy 0.5003616668958218 33 39
s25d75 09 sub250 r04 Cass-greedy 0.6377160493827159 30 40
s25d75 09 sub250 r04 Cass-greedy 0.08632965270580924 35 40
s25d75 09 sub250 r04 Cass-greedy 0.4725853345848311 30 33
s25d75 09 sub250 r04 Cass-greedy 0.07391235078303943 22 27
s25d75 09 sub250 r04 Cass-greedy 0.05644593761280854 33 42
s25d75 09 sub250 r04 Cass-greedy 0.5468871647561008 26 36
s25d75 09 sub250 r04 Cass-greedy 0.6176057810027172 19 26
s25d75 09 sub250 r04 Cass-greedy 0.06722113765478124 47 52
s25d75 09 sub250 r04 Cass-greedy 0.15073203562543197 24 31
s25d75 09 sub250 r04 Cass-greedy 0.07166673642885503 32 38
s25d75 09 sub250 r04 Cass-greedy 0.05081137035534802 18 20
s25d75 09 sub250 r04 Cass-greedy 0.6296296296296298 24 28
s25d75 09 sub250 r04 Cass-greedy 0.41950113378684806 34 41
s25d75 09 sub250 r04 Cass-greedy 0.23792105259347113 31 42
s25d75 09 sub250 r04 Cass-greedy 0.09445131947712847 36 41
s25d75 09 sub250 r04 Cass-greedy 0.5481569560047563 32 43
s25d75 09 sub250 r04 Cass-greedy 0.06154283590829239 0 1
s25d75 09 sub250 r04 Cass-greedy 0.12826286474793502 47 56
s25d75 09 sub250 r04 Cass-greedy 0.07210511732724173 20 20
s25d75 09 sub250 r04 Cass-greedy 0.08632965270580924 15 19
s25d75 09 sub250 r04 Cass-greedy 0.06120109470091623 16 21
s25d75 09 sub250 r04 Cass-greedy 0.3545699334451048 26 30
s25d75 09 sub250 r04 Cass-greedy 0.07095813953488372 37 45
s25d75 09 sub250 r05 Problin 1.0 48 51
s25d75 09 sub250 r05 Problin 0.649365114724883 23 23
s25d75 09 sub250 r05 Problin 0.05546229395889135 16 16
s25d75 09 sub250 r05 Problin 0.06391982724350474 31 30
s25d75 09 sub250 r05 Problin 0.13942310895720295 12 12
s25d75 09 sub250 r05 Problin 0.7193875721610671 37 36
s25d75 09 sub250 r05 Problin 0.5003616668958218 33 30
s25d75 09 sub250 r05 Problin 0.6377160493827159 34 33
s25d75 09 sub250 r05 Problin 0.08632965270580924 35 38
s25d75 09 sub250 r05 Problin 0.4725853345848311 27 27
s25d75 09 sub250 r05 Problin 0.07391235078303943 28 28
s25d75 09 sub250 r05 Problin 0.05644593761280854 25 25
s25d75 09 sub250 r05 Problin 0.5468871647561008 25 27
s25d75 09 sub250 r05 Problin 0.6176057810027172 21 23
s25d75 09 sub250 r05 Problin 0.06722113765478124 45 43
s25d75 09 sub250 r05 Problin 0.15073203562543197 26 26
s25d75 09 sub250 r05 Problin 0.07166673642885503 31 29
s25d75 09 sub250 r05 Problin 0.05081137035534802 18 19
s25d75 09 sub250 r05 Problin 0.6296296296296298 25 25
s25d75 09 sub250 r05 Problin 0.41950113378684806 32 35
s25d75 09 sub250 r05 Problin 0.23792105259347113 30 32
s25d75 09 sub250 r05 Problin 0.09445131947712847 35 34
s25d75 09 sub250 r05 Problin 0.5481569560047563 34 33
s25d75 09 sub250 r05 Problin 0.06154283590829239 0 1
s25d75 09 sub250 r05 Problin 0.12826286474793502 42 46
s25d75 09 sub250 r05 Problin 0.07210511732724173 18 19
s25d75 09 sub250 r05 Problin 0.08632965270580924 16 14
s25d75 09 sub250 r05 Problin 0.06120109470091623 18 20
s25d75 09 sub250 r05 Problin 0.3545699334451048 32 32
s25d75 09 sub250 r05 Problin 0.07095813953488372 30 29
s25d75 09 sub250 r05 Startle 1.0 48 50
s25d75 09 sub250 r05 Startle 0.649365114724883 23 21
s25d75 09 sub250 r05 Startle 0.05546229395889135 16 16
s25d75 09 sub250 r05 Startle 0.06391982724350474 31 27
s25d75 09 sub250 r05 Startle 0.13942310895720295 12 11
s25d75 09 sub250 r05 Startle 0.7193875721610671 37 36
s25d75 09 sub250 r05 Startle 0.5003616668958218 33 30
s25d75 09 sub250 r05 Startle 0.6377160493827159 34 31
s25d75 09 sub250 r05 Startle 0.08632965270580924 35 35
s25d75 09 sub250 r05 Startle 0.4725853345848311 27 25
s25d75 09 sub250 r05 Startle 0.07391235078303943 28 26
s25d75 09 sub250 r05 Startle 0.05644593761280854 25 25
s25d75 09 sub250 r05 Startle 0.5468871647561008 25 27
s25d75 09 sub250 r05 Startle 0.6176057810027172 21 20
s25d75 09 sub250 r05 Startle 0.06722113765478124 45 43
s25d75 09 sub250 r05 Startle 0.15073203562543197 26 26
s25d75 09 sub250 r05 Startle 0.07166673642885503 31 29
s25d75 09 sub250 r05 Startle 0.05081137035534802 18 19
s25d75 09 sub250 r05 Startle 0.6296296296296298 25 24
s25d75 09 sub250 r05 Startle 0.41950113378684806 32 32
s25d75 09 sub250 r05 Startle 0.23792105259347113 30 31
s25d75 09 sub250 r05 Startle 0.09445131947712847 35 33
s25d75 09 sub250 r05 Startle 0.5481569560047563 34 33
s25d75 09 sub250 r05 Startle 0.06154283590829239 0 1
s25d75 09 sub250 r05 Startle 0.12826286474793502 42 41
s25d75 09 sub250 r05 Startle 0.07210511732724173 18 18
s25d75 09 sub250 r05 Startle 0.08632965270580924 16 14
s25d75 09 sub250 r05 Startle 0.06120109470091623 18 17
s25d75 09 sub250 r05 Startle 0.3545699334451048 32 31
s25d75 09 sub250 r05 Startle 0.07095813953488372 30 29
s25d75 09 sub250 r05 Cass-greedy 1.0 48 47
s25d75 09 sub250 r05 Cass-greedy 0.649365114724883 23 24
s25d75 09 sub250 r05 Cass-greedy 0.05546229395889135 16 19
s25d75 09 sub250 r05 Cass-greedy 0.06391982724350474 31 29
s25d75 09 sub250 r05 Cass-greedy 0.13942310895720295 12 16
s25d75 09 sub250 r05 Cass-greedy 0.7193875721610671 37 43
s25d75 09 sub250 r05 Cass-greedy 0.5003616668958218 33 38
s25d75 09 sub250 r05 Cass-greedy 0.6377160493827159 34 39
s25d75 09 sub250 r05 Cass-greedy 0.08632965270580924 35 43
s25d75 09 sub250 r05 Cass-greedy 0.4725853345848311 27 28
s25d75 09 sub250 r05 Cass-greedy 0.07391235078303943 28 33
s25d75 09 sub250 r05 Cass-greedy 0.05644593761280854 25 28
s25d75 09 sub250 r05 Cass-greedy 0.5468871647561008 25 31
s25d75 09 sub250 r05 Cass-greedy 0.6176057810027172 21 27
s25d75 09 sub250 r05 Cass-greedy 0.06722113765478124 45 47
s25d75 09 sub250 r05 Cass-greedy 0.15073203562543197 26 39
s25d75 09 sub250 r05 Cass-greedy 0.07166673642885503 31 33
s25d75 09 sub250 r05 Cass-greedy 0.05081137035534802 18 20
s25d75 09 sub250 r05 Cass-greedy 0.6296296296296298 25 35
s25d75 09 sub250 r05 Cass-greedy 0.41950113378684806 32 51
s25d75 09 sub250 r05 Cass-greedy 0.23792105259347113 30 38
s25d75 09 sub250 r05 Cass-greedy 0.09445131947712847 35 42
s25d75 09 sub250 r05 Cass-greedy 0.5481569560047563 34 45
s25d75 09 sub250 r05 Cass-greedy 0.06154283590829239 0 1
s25d75 09 sub250 r05 Cass-greedy 0.12826286474793502 42 56
s25d75 09 sub250 r05 Cass-greedy 0.07210511732724173 18 20
s25d75 09 sub250 r05 Cass-greedy 0.08632965270580924 16 16
s25d75 09 sub250 r05 Cass-greedy 0.06120109470091623 18 20
s25d75 09 sub250 r05 Cass-greedy 0.3545699334451048 32 39
s25d75 09 sub250 r05 Cass-greedy 0.07095813953488372 30 36
s25d75 10 sub250 r01 Problin 0.4239103968833697 40 36
s25d75 10 sub250 r01 Problin 0.10703078846382356 34 35
s25d75 10 sub250 r01 Problin 0.7542385484830458 24 28
s25d75 10 sub250 r01 Problin 0.08445529022550673 43 47
s25d75 10 sub250 r01 Problin 0.749479476502082 24 21
s25d75 10 sub250 r01 Problin 0.0747318347125947 26 28
s25d75 10 sub250 r01 Problin 0.14345088757396443 0 1
s25d75 10 sub250 r01 Problin 0.2584 18 18
s25d75 10 sub250 r01 Problin 0.8276643990929707 32 32
s25d75 10 sub250 r01 Problin 0.4725853345848311 2 2
s25d75 10 sub250 r01 Problin 0.059752087076241966 37 34
s25d75 10 sub250 r01 Problin 0.41950113378684806 43 43
s25d75 10 sub250 r01 Problin 0.526140843618748 36 33
s25d75 10 sub250 r01 Problin 0.04998488191013573 37 38
s25d75 10 sub250 r01 Problin 0.6429743719227368 19 19
s25d75 10 sub250 r01 Problin 0.0819576594345825 48 45
s25d75 10 sub250 r01 Problin 0.905 14 16
s25d75 10 sub250 r01 Problin 0.09445131947712847 33 31
s25d75 10 sub250 r01 Problin 0.07454420004395136 42 44
s25d75 10 sub250 r01 Problin 0.05745620007262168 26 26
s25d75 10 sub250 r01 Problin 0.9592013888888888 22 20
s25d75 10 sub250 r01 Problin 0.3564814814814816 0 1
s25d75 10 sub250 r01 Problin 0.08914164630459041 20 21
s25d75 10 sub250 r01 Problin 0.6728925122790604 13 15
s25d75 10 sub250 r01 Problin 0.5055379836524617 1 1
s25d75 10 sub250 r01 Problin 0.8210059171597631 38 37
s25d75 10 sub250 r01 Problin 0.05708312943317832 35 38
s25d75 10 sub250 r01 Problin 0.14216184340574917 0 1
s25d75 10 sub250 r01 Problin 0.11721457344276336 22 24
s25d75 10 sub250 r01 Problin 0.4133448194846893 33 34
s25d75 10 sub250 r01 Startle 0.4239103968833697 40 36
s25d75 10 sub250 r01 Startle 0.10703078846382356 34 35
s25d75 10 sub250 r01 Startle 0.7542385484830458 24 27
s25d75 10 sub250 r01 Startle 0.08445529022550673 43 46
s25d75 10 sub250 r01 Startle 0.749479476502082 24 22
s25d75 10 sub250 r01 Startle 0.0747318347125947 26 24
s25d75 10 sub250 r01 Startle 0.14345088757396443 0 1
s25d75 10 sub250 r01 Startle 0.2584 18 17
s25d75 10 sub250 r01 Startle 0.8276643990929707 32 29
s25d75 10 sub250 r01 Startle 0.4725853345848311 2 2
s25d75 10 sub250 r01 Startle 0.059752087076241966 37 35
s25d75 10 sub250 r01 Startle 0.41950113378684806 43 37
s25d75 10 sub250 r01 Startle 0.526140843618748 36 31
s25d75 10 sub250 r01 Startle 0.04998488191013573 37 39
s25d75 10 sub250 r01 Startle 0.6429743719227368 19 19
s25d75 10 sub250 r01 Startle 0.0819576594345825 48 45
s25d75 10 sub250 r01 Startle 0.905 14 14
s25d75 10 sub250 r01 Startle 0.09445131947712847 33 31
s25d75 10 sub250 r01 Startle 0.07454420004395136 42 41
s25d75 10 sub250 r01 Startle 0.05745620007262168 26 25
s25d75 10 sub250 r01 Startle 0.9592013888888888 22 19
s25d75 10 sub250 r01 Startle 0.3564814814814816 0 1
s25d75 10 sub250 r01 Startle 0.08914164630459041 20 18
s25d75 10 sub250 r01 Startle 0.6728925122790604 13 12
s25d75 10 sub250 r01 Startle 0.5055379836524617 1 1
s25d75 10 sub250 r01 Startle 0.8210059171597631 38 33
s25d75 10 sub250 r01 Startle 0.05708312943317832 35 38
s25d75 10 sub250 r01 Startle 0.14216184340574917 0 1
s25d75 10 sub250 r01 Startle 0.11721457344276336 22 22
s25d75 10 sub250 r01 Startle 0.4133448194846893 33 33
s25d75 10 sub250 r01 Cass-greedy 0.4239103968833697 40 41
s25d75 10 sub250 r01 Cass-greedy 0.10703078846382356 34 44
s25d75 10 sub250 r01 Cass-greedy 0.7542385484830458 24 34
s25d75 10 sub250 r01 Cass-greedy 0.08445529022550673 43 51
s25d75 10 sub250 r01 Cass-greedy 0.749479476502082 24 34
s25d75 10 sub250 r01 Cass-greedy 0.0747318347125947 26 29
s25d75 10 sub250 r01 Cass-greedy 0.14345088757396443 0 1
s25d75 10 sub250 r01 Cass-greedy 0.2584 18 22
s25d75 10 sub250 r01 Cass-greedy 0.8276643990929707 32 34
s25d75 10 sub250 r01 Cass-greedy 0.4725853345848311 2 2
s25d75 10 sub250 r01 Cass-greedy 0.059752087076241966 37 41
s25d75 10 sub250 r01 Cass-greedy 0.41950113378684806 43 56
s25d75 10 sub250 r01 Cass-greedy 0.526140843618748 36 40
s25d75 10 sub250 r01 Cass-greedy 0.04998488191013573 37 45
s25d75 10 sub250 r01 Cass-greedy 0.6429743719227368 19 24
s25d75 10 sub250 r01 Cass-greedy 0.0819576594345825 48 50
s25d75 10 sub250 r01 Cass-greedy 0.905 14 15
s25d75 10 sub250 r01 Cass-greedy 0.09445131947712847 33 35
s25d75 10 sub250 r01 Cass-greedy 0.07454420004395136 42 48
s25d75 10 sub250 r01 Cass-greedy 0.05745620007262168 26 28
s25d75 10 sub250 r01 Cass-greedy 0.9592013888888888 22 22
s25d75 10 sub250 r01 Cass-greedy 0.3564814814814816 0 1
s25d75 10 sub250 r01 Cass-greedy 0.08914164630459041 20 23
s25d75 10 sub250 r01 Cass-greedy 0.6728925122790604 13 24
s25d75 10 sub250 r01 Cass-greedy 0.5055379836524617 1 1
s25d75 10 sub250 r01 Cass-greedy 0.8210059171597631 38 46
s25d75 10 sub250 r01 Cass-greedy 0.05708312943317832 35 46
s25d75 10 sub250 r01 Cass-greedy 0.14216184340574917 0 1
s25d75 10 sub250 r01 Cass-greedy 0.11721457344276336 22 24
s25d75 10 sub250 r01 Cass-greedy 0.4133448194846893 33 40
s25d75 10 sub250 r02 Problin 0.4239103968833697 43 41
s25d75 10 sub250 r02 Problin 0.10703078846382356 44 47
s25d75 10 sub250 r02 Problin 0.7542385484830458 23 29
s25d75 10 sub250 r02 Problin 0.08445529022550673 42 44
s25d75 10 sub250 r02 Problin 0.749479476502082 30 28
s25d75 10 sub250 r02 Problin 0.0747318347125947 34 32
s25d75 10 sub250 r02 Problin 0.14345088757396443 0 1
s25d75 10 sub250 r02 Problin 0.2584 24 28
s25d75 10 sub250 r02 Problin 0.8276643990929707 41 37
s25d75 10 sub250 r02 Problin 0.4725853345848311 2 2
s25d75 10 sub250 r02 Problin 0.059752087076241966 37 40
s25d75 10 sub250 r02 Problin 0.41950113378684806 39 34
s25d75 10 sub250 r02 Problin 0.526140843618748 41 35
s25d75 10 sub250 r02 Problin 0.04998488191013573 37 38
s25d75 10 sub250 r02 Problin 0.6429743719227368 16 17
s25d75 10 sub250 r02 Problin 0.0819576594345825 49 49
s25d75 10 sub250 r02 Problin 0.905 12 12
s25d75 10 sub250 r02 Problin 0.09445131947712847 30 31
s25d75 10 sub250 r02 Problin 0.07454420004395136 45 43
s25d75 10 sub250 r02 Problin 0.05745620007262168 34 32
s25d75 10 sub250 r02 Problin 0.9592013888888888 24 21
s25d75 10 sub250 r02 Problin 0.3564814814814816 0 1
s25d75 10 sub250 r02 Problin 0.08914164630459041 22 23
s25d75 10 sub250 r02 Problin 0.6728925122790604 14 14
s25d75 10 sub250 r02 Problin 0.5055379836524617 1 1
s25d75 10 sub250 r02 Problin 0.8210059171597631 35 31
s25d75 10 sub250 r02 Problin 0.05708312943317832 36 38
s25d75 10 sub250 r02 Problin 0.14216184340574917 0 1
s25d75 10 sub250 r02 Problin 0.11721457344276336 21 19
s25d75 10 sub250 r02 Problin 0.4133448194846893 25 22
s25d75 10 sub250 r02 Startle 0.4239103968833697 43 38
s25d75 10 sub250 r02 Startle 0.10703078846382356 44 44
s25d75 10 sub250 r02 Startle 0.7542385484830458 23 26
s25d75 10 sub250 r02 Startle 0.08445529022550673 42 42
s25d75 10 sub250 r02 Startle 0.749479476502082 30 24
s25d75 10 sub250 r02 Startle 0.0747318347125947 34 32
s25d75 10 sub250 r02 Startle 0.14345088757396443 0 1
s25d75 10 sub250 r02 Startle 0.2584 24 24
s25d75 10 sub250 r02 Startle 0.8276643990929707 41 33
s25d75 10 sub250 r02 Startle 0.4725853345848311 2 2
s25d75 10 sub250 r02 Startle 0.059752087076241966 37 38
s25d75 10 sub250 r02 Startle 0.41950113378684806 39 33
s25d75 10 sub250 r02 Startle 0.526140843618748 41 33
s25d75 10 sub250 r02 Startle 0.04998488191013573 37 38
s25d75 10 sub250 r02 Startle 0.6429743719227368 16 16
s25d75 10 sub250 r02 Startle 0.0819576594345825 49 49
s25d75 10 sub250 r02 Startle 0.905 12 12
s25d75 10 sub250 r02 Startle 0.09445131947712847 30 31
s25d75 10 sub250 r02 Startle 0.07454420004395136 45 42
s25d75 10 sub250 r02 Startle 0.05745620007262168 34 31
s25d75 10 sub250 r02 Startle 0.9592013888888888 24 20
s25d75 10 sub250 r02 Startle 0.3564814814814816 0 1
s25d75 10 sub250 r02 Startle 0.08914164630459041 22 22
s25d75 10 sub250 r02 Startle 0.6728925122790604 14 14
s25d75 10 sub250 r02 Startle 0.5055379836524617 1 1
s25d75 10 sub250 r02 Startle 0.8210059171597631 35 30
s25d75 10 sub250 r02 Startle 0.05708312943317832 36 36
s25d75 10 sub250 r02 Startle 0.14216184340574917 0 1
s25d75 10 sub250 r02 Startle 0.11721457344276336 21 19
s25d75 10 sub250 r02 Startle 0.4133448194846893 25 22
s25d75 10 sub250 r02 Cass-greedy 0.4239103968833697 43 43
s25d75 10 sub250 r02 Cass-greedy 0.10703078846382356 44 48
s25d75 10 sub250 r02 Cass-greedy 0.7542385484830458 23 34
s25d75 10 sub250 r02 Cass-greedy 0.08445529022550673 42 49
s25d75 10 sub250 r02 Cass-greedy 0.749479476502082 30 36
s25d75 10 sub250 r02 Cass-greedy 0.0747318347125947 34 39
s25d75 10 sub250 r02 Cass-greedy 0.14345088757396443 0 1
s25d75 10 sub250 r02 Cass-greedy 0.2584 24 28
s25d75 10 sub250 r02 Cass-greedy 0.8276643990929707 41 43
s25d75 10 sub250 r02 Cass-greedy 0.4725853345848311 2 3
s25d75 10 sub250 r02 Cass-greedy 0.059752087076241966 37 41
s25d75 10 sub250 r02 Cass-greedy 0.41950113378684806 39 46
s25d75 10 sub250 r02 Cass-greedy 0.526140843618748 41 43
s25d75 10 sub250 r02 Cass-greedy 0.04998488191013573 37 43
s25d75 10 sub250 r02 Cass-greedy 0.6429743719227368 16 24
s25d75 10 sub250 r02 Cass-greedy 0.0819576594345825 49 54
s25d75 10 sub250 r02 Cass-greedy 0.905 12 13
s25d75 10 sub250 r02 Cass-greedy 0.09445131947712847 30 35
s25d75 10 sub250 r02 Cass-greedy 0.07454420004395136 45 51
s25d75 10 sub250 r02 Cass-greedy 0.05745620007262168 34 32
s25d75 10 sub250 r02 Cass-greedy 0.9592013888888888 24 29
s25d75 10 sub250 r02 Cass-greedy 0.3564814814814816 0 1
s25d75 10 sub250 r02 Cass-greedy 0.08914164630459041 22 25
s25d75 10 sub250 r02 Cass-greedy 0.6728925122790604 14 23
s25d75 10 sub250 r02 Cass-greedy 0.5055379836524617 1 1
s25d75 10 sub250 r02 Cass-greedy 0.8210059171597631 35 41
s25d75 10 sub250 r02 Cass-greedy 0.05708312943317832 36 43
s25d75 10 sub250 r02 Cass-greedy 0.14216184340574917 0 1
s25d75 10 sub250 r02 Cass-greedy 0.11721457344276336 21 25
s25d75 10 sub250 r02 Cass-greedy 0.4133448194846893 25 33
s25d75 10 sub250 r03 Problin 0.4239103968833697 42 40
s25d75 10 sub250 r03 Problin 0.10703078846382356 41 44
s25d75 10 sub250 r03 Problin 0.7542385484830458 25 27
s25d75 10 sub250 r03 Problin 0.08445529022550673 44 48
s25d75 10 sub250 r03 Problin 0.749479476502082 25 19
s25d75 10 sub250 r03 Problin 0.0747318347125947 32 32
s25d75 10 sub250 r03 Problin 0.14345088757396443 0 1
s25d75 10 sub250 r03 Problin 0.2584 22 22
s25d75 10 sub250 r03 Problin 0.8276643990929707 39 34
s25d75 10 sub250 r03 Problin 0.4725853345848311 2 2
s25d75 10 sub250 r03 Problin 0.059752087076241966 42 42
s25d75 10 sub250 r03 Problin 0.41950113378684806 46 42
s25d75 10 sub250 r03 Problin 0.526140843618748 26 29
s25d75 10 sub250 r03 Problin 0.04998488191013573 32 31
s25d75 10 sub250 r03 Problin 0.6429743719227368 18 22
s25d75 10 sub250 r03 Problin 0.0819576594345825 41 40
s25d75 10 sub250 r03 Problin 0.905 14 17
s25d75 10 sub250 r03 Problin 0.09445131947712847 34 32
s25d75 10 sub250 r03 Problin 0.07454420004395136 47 49
s25d75 10 sub250 r03 Problin 0.05745620007262168 27 26
s25d75 10 sub250 r03 Problin 0.9592013888888888 18 22
s25d75 10 sub250 r03 Problin 0.3564814814814816 0 1
s25d75 10 sub250 r03 Problin 0.08914164630459041 19 19
s25d75 10 sub250 r03 Problin 0.6728925122790604 16 20
s25d75 10 sub250 r03 Problin 0.5055379836524617 1 1
s25d75 10 sub250 r03 Problin 0.8210059171597631 35 32
s25d75 10 sub250 r03 Problin 0.05708312943317832 34 38
s25d75 10 sub250 r03 Problin 0.14216184340574917 0 1
s25d75 10 sub250 r03 Problin 0.11721457344276336 21 20
s25d75 10 sub250 r03 Problin 0.4133448194846893 34 33
s25d75 10 sub250 r03 Startle 0.4239103968833697 42 39
s25d75 10 sub250 r03 Startle 0.10703078846382356 41 41
s25d75 10 sub250 r03 Startle 0.7542385484830458 25 25
s25d75 10 sub250 r03 Startle 0.08445529022550673 44 43
s25d75 10 sub250 r03 Startle 0.749479476502082 25 19
s25d75 10 sub250 r03 Startle 0.0747318347125947 32 29
s25d75 10 sub250 r03 Startle 0.14345088757396443 0 1
s25d75 10 sub250 r03 Startle 0.2584 22 22
s25d75 10 sub250 r03 Startle 0.8276643990929707 39 37
s25d75 10 sub250 r03 Startle 0.4725853345848311 2 2
s25d75 10 sub250 r03 Startle 0.059752087076241966 42 43
s25d75 10 sub250 r03 Startle 0.41950113378684806 46 39
s25d75 10 sub250 r03 Startle 0.526140843618748 26 25
s25d75 10 sub250 r03 Startle 0.04998488191013573 32 30
s25d75 10 sub250 r03 Startle 0.6429743719227368 18 19
s25d75 10 sub250 r03 Startle 0.0819576594345825 41 38
s25d75 10 sub250 r03 Startle 0.905 14 17
s25d75 10 sub250 r03 Startle 0.09445131947712847 34 34
s25d75 10 sub250 r03 Startle 0.07454420004395136 47 47
s25d75 10 sub250 r03 Startle 0.05745620007262168 27 26
s25d75 10 sub250 r03 Startle 0.9592013888888888 18 19
s25d75 10 sub250 r03 Startle 0.3564814814814816 0 1
s25d75 10 sub250 r03 Startle 0.08914164630459041 19 19
s25d75 10 sub250 r03 Startle 0.6728925122790604 16 18
s25d75 10 sub250 r03 Startle 0.5055379836524617 1 1
s25d75 10 sub250 r03 Startle 0.8210059171597631 35 30
s25d75 10 sub250 r03 Startle 0.05708312943317832 34 36
s25d75 10 sub250 r03 Startle 0.14216184340574917 0 1
s25d75 10 sub250 r03 Startle 0.11721457344276336 21 20
s25d75 10 sub250 r03 Startle 0.4133448194846893 34 31
s25d75 10 sub250 r03 Cass-greedy 0.4239103968833697 42 49
s25d75 10 sub250 r03 Cass-greedy 0.10703078846382356 41 45
s25d75 10 sub250 r03 Cass-greedy 0.7542385484830458 25 29
s25d75 10 sub250 r03 Cass-greedy 0.08445529022550673 44 49
s25d75 10 sub250 r03 Cass-greedy 0.749479476502082 25 27
s25d75 10 sub250 r03 Cass-greedy 0.0747318347125947 32 39
s25d75 10 sub250 r03 Cass-greedy 0.14345088757396443 0 1
s25d75 10 sub250 r03 Cass-greedy 0.2584 22 26
s25d75 10 sub250 r03 Cass-greedy 0.8276643990929707 39 42
s25d75 10 sub250 r03 Cass-greedy 0.4725853345848311 2 2
s25d75 10 sub250 r03 Cass-greedy 0.059752087076241966 42 43
s25d75 10 sub250 r03 Cass-greedy 0.41950113378684806 46 47
s25d75 10 sub250 r03 Cass-greedy 0.526140843618748 26 27
s25d75 10 sub250 r03 Cass-greedy 0.04998488191013573 32 34
s25d75 10 sub250 r03 Cass-greedy 0.6429743719227368 18 24
s25d75 10 sub250 r03 Cass-greedy 0.0819576594345825 41 40
s25d75 10 sub250 r03 Cass-greedy 0.905 14 20
s25d75 10 sub250 r03 Cass-greedy 0.09445131947712847 34 31
s25d75 10 sub250 r03 Cass-greedy 0.07454420004395136 47 55
s25d75 10 sub250 r03 Cass-greedy 0.05745620007262168 27 29
s25d75 10 sub250 r03 Cass-greedy 0.9592013888888888 18 22
s25d75 10 sub250 r03 Cass-greedy 0.3564814814814816 0 1
s25d75 10 sub250 r03 Cass-greedy 0.08914164630459041 19 21
s25d75 10 sub250 r03 Cass-greedy 0.6728925122790604 16 19
s25d75 10 sub250 r03 Cass-greedy 0.5055379836524617 1 1
s25d75 10 sub250 r03 Cass-greedy 0.8210059171597631 35 42
s25d75 10 sub250 r03 Cass-greedy 0.05708312943317832 34 37
s25d75 10 sub250 r03 Cass-greedy 0.14216184340574917 0 1
s25d75 10 sub250 r03 Cass-greedy 0.11721457344276336 21 23
s25d75 10 sub250 r03 Cass-greedy 0.4133448194846893 34 43
s25d75 10 sub250 r04 Problin 0.4239103968833697 37 38
s25d75 10 sub250 r04 Problin 0.10703078846382356 44 45
s25d75 10 sub250 r04 Problin 0.7542385484830458 27 25
s25d75 10 sub250 r04 Problin 0.08445529022550673 45 48
s25d75 10 sub250 r04 Problin 0.749479476502082 21 23
s25d75 10 sub250 r04 Problin 0.0747318347125947 30 31
s25d75 10 sub250 r04 Problin 0.14345088757396443 0 1
s25d75 10 sub250 r04 Problin 0.2584 25 21
s25d75 10 sub250 r04 Problin 0.8276643990929707 34 31
s25d75 10 sub250 r04 Problin 0.4725853345848311 2 2
s25d75 10 sub250 r04 Problin 0.059752087076241966 34 35
s25d75 10 sub250 r04 Problin 0.41950113378684806 48 45
s25d75 10 sub250 r04 Problin 0.526140843618748 40 40
s25d75 10 sub250 r04 Problin 0.04998488191013573 37 36
s25d75 10 sub250 r04 Problin 0.6429743719227368 11 15
s25d75 10 sub250 r04 Problin 0.0819576594345825 47 51
s25d75 10 sub250 r04 Problin 0.905 14 13
s25d75 10 sub250 r04 Problin 0.09445131947712847 32 34
s25d75 10 sub250 r04 Problin 0.07454420004395136 42 45
s25d75 10 sub250 r04 Problin 0.05745620007262168 32 31
s25d75 10 sub250 r04 Problin 0.9592013888888888 28 29
s25d75 10 sub250 r04 Problin 0.3564814814814816 0 1
s25d75 10 sub250 r04 Problin 0.08914164630459041 20 22
s25d75 10 sub250 r04 Problin 0.6728925122790604 13 13
s25d75 10 sub250 r04 Problin 0.5055379836524617 1 1
s25d75 10 sub250 r04 Problin 0.8210059171597631 38 41
s25d75 10 sub250 r04 Problin 0.05708312943317832 32 34
s25d75 10 sub250 r04 Problin 0.14216184340574917 0 1
