model prior treeSize rep method collision trueNmus estNmus
s100d0 02 sub250 r03 Problin 0.1947873799725652 17 17
s100d0 02 sub250 r03 Problin 0.10367176878207095 0 1
s100d0 02 sub250 r03 Problin 1.0 27 23
s100d0 02 sub250 r03 Problin 0.06649280129154116 16 16
s100d0 02 sub250 r03 Problin 0.07793257388220322 12 12
s100d0 02 sub250 r03 Problin 0.06543364516634018 22 23
s100d0 02 sub250 r03 Problin 0.15747369089379534 21 20
s100d0 02 sub250 r03 Problin 1.0 23 22
s100d0 02 sub250 r03 Problin 0.0734002857064766 31 31
s100d0 02 sub250 r03 Problin 0.08666896653143902 27 27
s100d0 02 sub250 r03 Problin 0.05665445229931804 28 28
s100d0 02 sub250 r03 Problin 0.5935135135135134 35 33
s100d0 02 sub250 r03 Problin 0.07567678691421549 17 17
s100d0 02 sub250 r03 Problin 0.07711693548387098 34 32
s100d0 02 sub250 r03 Problin 0.1258920764505303 47 48
s100d0 02 sub250 r03 Problin 0.5468871647561008 38 39
s100d0 02 sub250 r03 Problin 0.07779771063989488 23 23
s100d0 02 sub250 r03 Startle 0.30945821854912753 23 24
s100d0 02 sub250 r03 Startle 0.07020530016224986 29 29
s100d0 02 sub250 r03 Startle 0.5274461789613306 46 42
s100d0 02 sub250 r03 Startle 0.09638832626028808 49 49
s100d0 02 sub250 r03 Startle 0.05888577194238353 31 30
s100d0 02 sub250 r03 Startle 1.0 35 37
s100d0 02 sub250 r03 Startle 0.07201585100690101 34 33
s100d0 02 sub250 r03 Startle 0.057154836743894356 37 37
s100d0 02 sub250 r03 Startle 0.10417479873013026 34 32
s100d0 02 sub250 r03 Startle 0.0659662222222222 0 1
s100d0 02 sub250 r03 Startle 0.10078450437053775 28 28
s100d0 02 sub250 r03 Startle 0.08465885318210462 38 38
s100d0 02 sub250 r03 Startle 0.08212226818577079 41 40
s100d0 02 sub250 r03 Startle 0.1947873799725652 17 17
s100d0 02 sub250 r03 Startle 0.10367176878207095 0 1
s100d0 02 sub250 r03 Startle 1.0 27 22
s100d0 02 sub250 r03 Startle 0.06649280129154116 16 15
s100d0 02 sub250 r03 Startle 0.07793257388220322 12 13
s100d0 02 sub250 r03 Startle 0.06543364516634018 22 22
s100d0 02 sub250 r03 Startle 0.15747369089379534 21 19
s100d0 02 sub250 r03 Startle 1.0 23 22
s100d0 02 sub250 r03 Startle 0.0734002857064766 31 31
s100d0 02 sub250 r03 Startle 0.08666896653143902 27 27
s100d0 02 sub250 r03 Startle 0.05665445229931804 28 27
s100d0 02 sub250 r03 Startle 0.5935135135135134 35 35
s100d0 02 sub250 r03 Startle 0.07567678691421549 17 17
s100d0 02 sub250 r03 Startle 0.07711693548387098 34 31
s100d0 02 sub250 r03 Startle 0.1258920764505303 47 49
s100d0 02 sub250 r03 Startle 0.5468871647561008 38 39
s100d0 02 sub250 r03 Startle 0.07779771063989488 23 21
s100d0 02 sub250 r03 Cass-greedy 0.30945821854912753 23 27
s100d0 02 sub250 r03 Cass-greedy 0.07020530016224986 29 30
s100d0 02 sub250 r03 Cass-greedy 0.5274461789613306 46 52
s100d0 02 sub250 r03 Cass-greedy 0.09638832626028808 49 54
s100d0 02 sub250 r03 Cass-greedy 0.05888577194238353 31 34
s100d0 02 sub250 r03 Cass-greedy 1.0 35 40
s100d0 02 sub250 r03 Cass-greedy 0.07201585100690101 34 40
s100d0 02 sub250 r03 Cass-greedy 0.057154836743894356 37 41
s100d0 02 sub250 r03 Cass-greedy 0.10417479873013026 34 40
s100d0 02 sub250 r03 Cass-greedy 0.0659662222222222 0 1
s100d0 02 sub250 r03 Cass-greedy 0.10078450437053775 28 36
s100d0 02 sub250 r03 Cass-greedy 0.08465885318210462 38 44
s100d0 02 sub250 r03 Cass-greedy 0.08212226818577079 41 45
s100d0 02 sub250 r03 Cass-greedy 0.1947873799725652 17 20
s100d0 02 sub250 r03 Cass-greedy 0.10367176878207095 0 1
s100d0 02 sub250 r03 Cass-greedy 1.0 27 24
s100d0 02 sub250 r03 Cass-greedy 0.06649280129154116 16 16
s100d0 02 sub250 r03 Cass-greedy 0.07793257388220322 12 15
s100d0 02 sub250 r03 Cass-greedy 0.06543364516634018 22 27
s100d0 02 sub250 r03 Cass-greedy 0.15747369089379534 21 23
s100d0 02 sub250 r03 Cass-greedy 1.0 23 25
s100d0 02 sub250 r03 Cass-greedy 0.0734002857064766 31 33
s100d0 02 sub250 r03 Cass-greedy 0.08666896653143902 27 29
s100d0 02 sub250 r03 Cass-greedy 0.05665445229931804 28 28
s100d0 02 sub250 r03 Cass-greedy 0.5935135135135134 35 39
s100d0 02 sub250 r03 Cass-greedy 0.07567678691421549 17 18
s100d0 02 sub250 r03 Cass-greedy 0.07711693548387098 34 42
s100d0 02 sub250 r03 Cass-greedy 0.1258920764505303 47 52
s100d0 02 sub250 r03 Cass-greedy 0.5468871647561008 38 44
s100d0 02 sub250 r03 Cass-greedy 0.07779771063989488 23 22
s100d0 02 sub250 r04 Problin 0.30945821854912753 17 17
s100d0 02 sub250 r04 Problin 0.07020530016224986 28 28
s100d0 02 sub250 r04 Problin 0.5274461789613306 48 43
s100d0 02 sub250 r04 Problin 0.09638832626028808 48 47
s100d0 02 sub250 r04 Problin 0.05888577194238353 29 29
s100d0 02 sub250 r04 Problin 1.0 30 29
s100d0 02 sub250 r04 Problin 0.07201585100690101 31 30
s100d0 02 sub250 r04 Problin 0.057154836743894356 31 31
s100d0 02 sub250 r04 Problin 0.10417479873013026 29 29
s100d0 02 sub250 r04 Problin 0.0659662222222222 0 1
s100d0 02 sub250 r04 Problin 0.10078450437053775 31 31
s100d0 02 sub250 r04 Problin 0.08465885318210462 28 28
s100d0 02 sub250 r04 Problin 0.08212226818577079 37 36
s100d0 02 sub250 r04 Problin 0.1947873799725652 19 19
s100d0 02 sub250 r04 Problin 0.10367176878207095 0 1
s100d0 02 sub250 r04 Problin 1.0 26 25
s100d0 02 sub250 r04 Problin 0.06649280129154116 12 12
s100d0 02 sub250 r04 Problin 0.07793257388220322 12 12
s100d0 02 sub250 r04 Problin 0.06543364516634018 19 19
s100d0 02 sub250 r04 Problin 0.15747369089379534 18 18
s100d0 02 sub250 r04 Problin 1.0 26 24
s100d0 02 sub250 r04 Problin 0.0734002857064766 42 40
s100d0 02 sub250 r04 Problin 0.08666896653143902 25 25
s100d0 02 sub250 r04 Problin 0.05665445229931804 26 25
s100d0 02 sub250 r04 Problin 0.5935135135135134 30 31
s100d0 02 sub250 r04 Problin 0.07567678691421549 21 21
s100d0 02 sub250 r04 Problin 0.07711693548387098 33 32
s100d0 02 sub250 r04 Problin 0.1258920764505303 44 44
s100d0 02 sub250 r04 Problin 0.5468871647561008 40 41
s100d0 02 sub250 r04 Problin 0.07779771063989488 25 25
s100d0 02 sub250 r04 Startle 0.30945821854912753 17 17
s100d0 02 sub250 r04 Startle 0.07020530016224986 28 28
s100d0 02 sub250 r04 Startle 0.5274461789613306 48 42
s100d0 02 sub250 r04 Startle 0.09638832626028808 48 47
s100d0 02 sub250 r04 Startle 0.05888577194238353 29 29
s100d0 02 sub250 r04 Startle 1.0 30 31
s100d0 02 sub250 r04 Startle 0.07201585100690101 31 30
s100d0 02 sub250 r04 Startle 0.057154836743894356 31 31
s100d0 02 sub250 r04 Startle 0.10417479873013026 29 27
s100d0 02 sub250 r04 Startle 0.0659662222222222 0 1
s100d0 02 sub250 r04 Startle 0.10078450437053775 31 32
s100d0 02 sub250 r04 Startle 0.08465885318210462 28 28
s100d0 02 sub250 r04 Startle 0.08212226818577079 37 36
s100d0 02 sub250 r04 Startle 0.1947873799725652 19 19
s100d0 02 sub250 r04 Startle 0.10367176878207095 0 1
s100d0 02 sub250 r04 Startle 1.0 26 22
s100d0 02 sub250 r04 Startle 0.06649280129154116 12 12
s100d0 02 sub250 r04 Startle 0.07793257388220322 12 13
s100d0 02 sub250 r04 Startle 0.06543364516634018 19 18
s100d0 02 sub250 r04 Startle 0.15747369089379534 18 18
s100d0 02 sub250 r04 Startle 1.0 26 28
s100d0 02 sub250 r04 Startle 0.0734002857064766 42 40
s100d0 02 sub250 r04 Startle 0.08666896653143902 25 25
s100d0 02 sub250 r04 Startle 0.05665445229931804 26 25
s100d0 02 sub250 r04 Startle 0.5935135135135134 30 29
s100d0 02 sub250 r04 Startle 0.07567678691421549 21 21
s100d0 02 sub250 r04 Startle 0.07711693548387098 33 32
s100d0 02 sub250 r04 Startle 0.1258920764505303 44 45
s100d0 02 sub250 r04 Startle 0.5468871647561008 40 36
s100d0 02 sub250 r04 Startle 0.07779771063989488 25 24
s100d0 02 sub250 r04 Cass-greedy 0.30945821854912753 17 24
s100d0 02 sub250 r04 Cass-greedy 0.07020530016224986 28 31
s100d0 02 sub250 r04 Cass-greedy 0.5274461789613306 48 50
s100d0 02 sub250 r04 Cass-greedy 0.09638832626028808 48 51
s100d0 02 sub250 r04 Cass-greedy 0.05888577194238353 29 29
s100d0 02 sub250 r04 Cass-greedy 1.0 30 37
s100d0 02 sub250 r04 Cass-greedy 0.07201585100690101 31 35
s100d0 02 sub250 r04 Cass-greedy 0.057154836743894356 31 38
s100d0 02 sub250 r04 Cass-greedy 0.10417479873013026 29 30
s100d0 02 sub250 r04 Cass-greedy 0.0659662222222222 0 1
s100d0 02 sub250 r04 Cass-greedy 0.10078450437053775 31 36
s100d0 02 sub250 r04 Cass-greedy 0.08465885318210462 28 36
s100d0 02 sub250 r04 Cass-greedy 0.08212226818577079 37 46
s100d0 02 sub250 r04 Cass-greedy 0.1947873799725652 19 25
s100d0 02 sub250 r04 Cass-greedy 0.10367176878207095 0 1
s100d0 02 sub250 r04 Cass-greedy 1.0 26 27
s100d0 02 sub250 r04 Cass-greedy 0.06649280129154116 12 16
s100d0 02 sub250 r04 Cass-greedy 0.07793257388220322 12 19
s100d0 02 sub250 r04 Cass-greedy 0.06543364516634018 19 23
s100d0 02 sub250 r04 Cass-greedy 0.15747369089379534 18 20
s100d0 02 sub250 r04 Cass-greedy 1.0 26 30
s100d0 02 sub250 r04 Cass-greedy 0.0734002857064766 42 45
s100d0 02 sub250 r04 Cass-greedy 0.08666896653143902 25 30
s100d0 02 sub250 r04 Cass-greedy 0.05665445229931804 26 28
s100d0 02 sub250 r04 Cass-greedy 0.5935135135135134 30 38
s100d0 02 sub250 r04 Cass-greedy 0.07567678691421549 21 21
s100d0 02 sub250 r04 Cass-greedy 0.07711693548387098 33 43
s100d0 02 sub250 r04 Cass-greedy 0.1258920764505303 44 54
s100d0 02 sub250 r04 Cass-greedy 0.5468871647561008 40 46
s100d0 02 sub250 r04 Cass-greedy 0.07779771063989488 25 25
s100d0 02 sub250 r05 Problin 0.30945821854912753 17 17
s100d0 02 sub250 r05 Problin 0.07020530016224986 28 29
s100d0 02 sub250 r05 Problin 0.5274461789613306 49 45
s100d0 02 sub250 r05 Problin 0.09638832626028808 49 50
s100d0 02 sub250 r05 Problin 0.05888577194238353 32 31
s100d0 02 sub250 r05 Problin 1.0 30 33
s100d0 02 sub250 r05 Problin 0.07201585100690101 28 28
s100d0 02 sub250 r05 Problin 0.057154836743894356 35 36
s100d0 02 sub250 r05 Problin 0.10417479873013026 27 27
s100d0 02 sub250 r05 Problin 0.0659662222222222 0 1
s100d0 02 sub250 r05 Problin 0.10078450437053775 38 38
s100d0 02 sub250 r05 Problin 0.08465885318210462 39 39
s100d0 02 sub250 r05 Problin 0.08212226818577079 36 37
s100d0 02 sub250 r05 Problin 0.1947873799725652 19 19
s100d0 02 sub250 r05 Problin 0.10367176878207095 0 1
s100d0 02 sub250 r05 Problin 1.0 26 22
s100d0 02 sub250 r05 Problin 0.06649280129154116 12 12
s100d0 02 sub250 r05 Problin 0.07793257388220322 19 19
s100d0 02 sub250 r05 Problin 0.06543364516634018 19 20
s100d0 02 sub250 r05 Problin 0.15747369089379534 13 12
s100d0 02 sub250 r05 Problin 1.0 23 21
s100d0 02 sub250 r05 Problin 0.0734002857064766 35 34
s100d0 02 sub250 r05 Problin 0.08666896653143902 25 26
s100d0 02 sub250 r05 Problin 0.05665445229931804 25 24
s100d0 02 sub250 r05 Problin 0.5935135135135134 34 32
s100d0 02 sub250 r05 Problin 0.07567678691421549 19 19
s100d0 02 sub250 r05 Problin 0.07711693548387098 35 33
s100d0 02 sub250 r05 Problin 0.1258920764505303 44 43
s100d0 02 sub250 r05 Problin 0.5468871647561008 32 33
s100d0 02 sub250 r05 Problin 0.07779771063989488 26 25
s100d0 02 sub250 r05 Startle 0.30945821854912753 17 17
s100d0 02 sub250 r05 Startle 0.07020530016224986 28 29
s100d0 02 sub250 r05 Startle 0.5274461789613306 49 43
s100d0 02 sub250 r05 Startle 0.09638832626028808 49 49
s100d0 02 sub250 r05 Startle 0.05888577194238353 32 31
s100d0 02 sub250 r05 Startle 1.0 30 34
s100d0 02 sub250 r05 Startle 0.07201585100690101 28 28
s100d0 02 sub250 r05 Startle 0.057154836743894356 35 36
s100d0 02 sub250 r05 Startle 0.10417479873013026 27 27
s100d0 02 sub250 r05 Startle 0.0659662222222222 0 1
s100d0 02 sub250 r05 Startle 0.10078450437053775 38 36
s100d0 02 sub250 r05 Startle 0.08465885318210462 39 39
s100d0 02 sub250 r05 Startle 0.08212226818577079 36 37
s100d0 02 sub250 r05 Startle 0.1947873799725652 19 19
s100d0 02 sub250 r05 Startle 0.10367176878207095 0 1
s100d0 02 sub250 r05 Startle 1.0 26 22
s100d0 02 sub250 r05 Startle 0.06649280129154116 12 11
s100d0 02 sub250 r05 Startle 0.07793257388220322 19 18
s100d0 02 sub250 r05 Startle 0.06543364516634018 19 20
s100d0 02 sub250 r05 Startle 0.15747369089379534 13 12
s100d0 02 sub250 r05 Startle 1.0 23 23
s100d0 02 sub250 r05 Startle 0.0734002857064766 35 34
s100d0 02 sub250 r05 Startle 0.08666896653143902 25 26
s100d0 02 sub250 r05 Startle 0.05665445229931804 25 24
s100d0 02 sub250 r05 Startle 0.5935135135135134 34 33
s100d0 02 sub250 r05 Startle 0.07567678691421549 19 19
s100d0 02 sub250 r05 Startle 0.07711693548387098 35 33
s100d0 02 sub250 r05 Startle 0.1258920764505303 44 44
s100d0 02 sub250 r05 Startle 0.5468871647561008 32 31
s100d0 02 sub250 r05 Startle 0.07779771063989488 26 25
s100d0 02 sub250 r05 Cass-greedy 0.30945821854912753 17 24
s100d0 02 sub250 r05 Cass-greedy 0.07020530016224986 28 32
s100d0 02 sub250 r05 Cass-greedy 0.5274461789613306 49 54
s100d0 02 sub250 r05 Cass-greedy 0.09638832626028808 49 53
s100d0 02 sub250 r05 Cass-greedy 0.05888577194238353 32 34
s100d0 02 sub250 r05 Cass-greedy 1.0 30 39
s100d0 02 sub250 r05 Cass-greedy 0.07201585100690101 28 31
s100d0 02 sub250 r05 Cass-greedy 0.057154836743894356 35 38
s100d0 02 sub250 r05 Cass-greedy 0.10417479873013026 27 30
s100d0 02 sub250 r05 Cass-greedy 0.0659662222222222 0 1
s100d0 02 sub250 r05 Cass-greedy 0.10078450437053775 38 43
s100d0 02 sub250 r05 Cass-greedy 0.08465885318210462 39 46
s100d0 02 sub250 r05 Cass-greedy 0.08212226818577079 36 43
s100d0 02 sub250 r05 Cass-greedy 0.1947873799725652 19 26
s100d0 02 sub250 r05 Cass-greedy 0.10367176878207095 0 1
s100d0 02 sub250 r05 Cass-greedy 1.0 26 24
s100d0 02 sub250 r05 Cass-greedy 0.06649280129154116 12 13
s100d0 02 sub250 r05 Cass-greedy 0.07793257388220322 19 22
s100d0 02 sub250 r05 Cass-greedy 0.06543364516634018 19 23
s100d0 02 sub250 r05 Cass-greedy 0.15747369089379534 13 16
s100d0 02 sub250 r05 Cass-greedy 1.0 23 25
s100d0 02 sub250 r05 Cass-greedy 0.0734002857064766 35 38
s100d0 02 sub250 r05 Cass-greedy 0.08666896653143902 25 27
s100d0 02 sub250 r05 Cass-greedy 0.05665445229931804 25 25
s100d0 02 sub250 r05 Cass-greedy 0.5935135135135134 34 37
s100d0 02 sub250 r05 Cass-greedy 0.07567678691421549 19 20
s100d0 02 sub250 r05 Cass-greedy 0.07711693548387098 35 39
s100d0 02 sub250 r05 Cass-greedy 0.1258920764505303 44 46
s100d0 02 sub250 r05 Cass-greedy 0.5468871647561008 32 43
s100d0 02 sub250 r05 Cass-greedy 0.07779771063989488 26 23
s100d0 03 sub250 r01 Problin 0.8210059171597631 15 12
s100d0 03 sub250 r01 Problin 0.07412656240895056 32 30
s100d0 03 sub250 r01 Problin 0.6561013757221743 22 23
s100d0 03 sub250 r01 Problin 1.0 21 17
s100d0 03 sub250 r01 Problin 0.09238759910366302 12 11
s100d0 03 sub250 r01 Problin 0.11348191246972235 27 26
s100d0 03 sub250 r01 Problin 0.8851555555555554 0 0
s100d0 03 sub250 r01 Problin 0.0793353171455944 14 14
s100d0 03 sub250 r01 Problin 0.08006182809026781 32 32
s100d0 03 sub250 r01 Problin 0.1666042292943968 13 12
s100d0 03 sub250 r01 Problin 1.0 31 29
s100d0 03 sub250 r01 Problin 0.22845863915889691 30 30
s100d0 03 sub250 r01 Problin 0.11879729875834937 37 34
s100d0 03 sub250 r01 Problin 0.0667996440050411 23 23
s100d0 03 sub250 r01 Problin 0.7499256395002973 24 22
s100d0 03 sub250 r01 Problin 0.07362613287512862 21 21
s100d0 03 sub250 r01 Problin 0.05075223959404869 40 38
s100d0 03 sub250 r01 Problin 0.5549410722435503 0 0
s100d0 03 sub250 r01 Problin 0.07711693548387098 30 31
s100d0 03 sub250 r01 Problin 0.07801559555609133 13 13
s100d0 03 sub250 r01 Problin 0.06904855022559091 37 35
s100d0 03 sub250 r01 Problin 0.1025888307513423 38 35
s100d0 03 sub250 r01 Problin 0.3295733861417668 32 31
s100d0 03 sub250 r01 Problin 0.054251998882011626 23 23
s100d0 03 sub250 r01 Problin 0.06745515589101805 0 1
s100d0 03 sub250 r01 Problin 0.06383516568265368 33 33
s100d0 03 sub250 r01 Problin 0.037574058352273065 34 33
s100d0 03 sub250 r01 Problin 0.18238132668915552 0 1
s100d0 03 sub250 r01 Problin 0.037574058352273065 0 1
s100d0 03 sub250 r01 Problin 0.6544421487603302 36 38
s100d0 03 sub250 r01 Startle 0.8210059171597631 15 11
s100d0 03 sub250 r01 Startle 0.07412656240895056 32 31
s100d0 03 sub250 r01 Startle 0.6561013757221743 22 20
s100d0 03 sub250 r01 Startle 1.0 21 18
s100d0 03 sub250 r01 Startle 0.09238759910366302 12 11
s100d0 03 sub250 r01 Startle 0.11348191246972235 27 26
s100d0 03 sub250 r01 Startle 0.8851555555555554 0 0
s100d0 03 sub250 r01 Startle 0.0793353171455944 14 14
s100d0 03 sub250 r01 Startle 0.08006182809026781 32 32
s100d0 03 sub250 r01 Startle 0.1666042292943968 13 11
s100d0 03 sub250 r01 Startle 1.0 31 32
s100d0 03 sub250 r01 Startle 0.22845863915889691 30 29
s100d0 03 sub250 r01 Startle 0.11879729875834937 37 34
s100d0 03 sub250 r01 Startle 0.0667996440050411 23 23
s100d0 03 sub250 r01 Startle 0.7499256395002973 24 22
s100d0 03 sub250 r01 Startle 0.07362613287512862 21 21
s100d0 03 sub250 r01 Startle 0.05075223959404869 40 38
s100d0 03 sub250 r01 Startle 0.5549410722435503 0 0
s100d0 03 sub250 r01 Startle 0.07711693548387098 30 32
s100d0 03 sub250 r01 Startle 0.07801559555609133 13 13
s100d0 03 sub250 r01 Startle 0.06904855022559091 37 34
s100d0 03 sub250 r01 Startle 0.1025888307513423 38 35
s100d0 03 sub250 r01 Startle 0.3295733861417668 32 31
s100d0 03 sub250 r01 Startle 0.054251998882011626 23 23
s100d0 03 sub250 r01 Startle 0.06745515589101805 0 1
s100d0 03 sub250 r01 Startle 0.06383516568265368 33 33
s100d0 03 sub250 r01 Startle 0.037574058352273065 34 32
s100d0 03 sub250 r01 Startle 0.18238132668915552 0 1
s100d0 03 sub250 r01 Startle 0.037574058352273065 0 1
s100d0 03 sub250 r01 Startle 0.6544421487603302 36 36
s100d0 03 sub250 r01 Cass-greedy 0.8210059171597631 15 14
s100d0 03 sub250 r01 Cass-greedy 0.07412656240895056 32 33
s100d0 03 sub250 r01 Cass-greedy 0.6561013757221743 22 26
s100d0 03 sub250 r01 Cass-greedy 1.0 21 19
s100d0 03 sub250 r01 Cass-greedy 0.09238759910366302 12 11
s100d0 03 sub250 r01 Cass-greedy 0.11348191246972235 27 30
s100d0 03 sub250 r01 Cass-greedy 0.8851555555555554 0 0
s100d0 03 sub250 r01 Cass-greedy 0.0793353171455944 14 16
s100d0 03 sub250 r01 Cass-greedy 0.08006182809026781 32 34
s100d0 03 sub250 r01 Cass-greedy 0.1666042292943968 13 11
s100d0 03 sub250 r01 Cass-greedy 1.0 31 35
s100d0 03 sub250 r01 Cass-greedy 0.22845863915889691 30 37
s100d0 03 sub250 r01 Cass-greedy 0.11879729875834937 37 35
s100d0 03 sub250 r01 Cass-greedy 0.0667996440050411 23 26
s100d0 03 sub250 r01 Cass-greedy 0.7499256395002973 24 30
s100d0 03 sub250 r01 Cass-greedy 0.07362613287512862 21 22
s100d0 03 sub250 r01 Cass-greedy 0.05075223959404869 40 41
s100d0 03 sub250 r01 Cass-greedy 0.5549410722435503 0 0
s100d0 03 sub250 r01 Cass-greedy 0.07711693548387098 30 33
s100d0 03 sub250 r01 Cass-greedy 0.07801559555609133 13 13
s100d0 03 sub250 r01 Cass-greedy 0.06904855022559091 37 38
s100d0 03 sub250 r01 Cass-greedy 0.1025888307513423 38 41
s100d0 03 sub250 r01 Cass-greedy 0.3295733861417668 32 39
s100d0 03 sub250 r01 Cass-greedy 0.054251998882011626 23 26
s100d0 03 sub250 r01 Cass-greedy 0.06745515589101805 0 1
s100d0 03 sub250 r01 Cass-greedy 0.06383516568265368 33 37
s100d0 03 sub250 r01 Cass-greedy 0.037574058352273065 34 33
s100d0 03 sub250 r01 Cass-greedy 0.18238132668915552 0 1
s100d0 03 sub250 r01 Cass-greedy 0.037574058352273065 0 1
s100d0 03 sub250 r01 Cass-greedy 0.6544421487603302 36 41
s100d0 03 sub250 r02 Problin 0.8210059171597631 15 13
s100d0 03 sub250 r02 Problin 0.07412656240895056 29 27
s100d0 03 sub250 r02 Problin 0.6561013757221743 25 24
s100d0 03 sub250 r02 Problin 1.0 24 19
s100d0 03 sub250 r02 Problin 0.09238759910366302 15 14
s100d0 03 sub250 r02 Problin 0.11348191246972235 30 30
s100d0 03 sub250 r02 Problin 0.8851555555555554 0 0
s100d0 03 sub250 r02 Problin 0.0793353171455944 14 14
s100d0 03 sub250 r02 Problin 0.08006182809026781 36 35
s100d0 03 sub250 r02 Problin 0.1666042292943968 14 13
s100d0 03 sub250 r02 Problin 1.0 31 30
s100d0 03 sub250 r02 Problin 0.22845863915889691 28 30
s100d0 03 sub250 r02 Problin 0.11879729875834937 32 31
s100d0 03 sub250 r02 Problin 0.0667996440050411 30 30
s100d0 03 sub250 r02 Problin 0.7499256395002973 22 25
s100d0 03 sub250 r02 Problin 0.07362613287512862 15 15
s100d0 03 sub250 r02 Problin 0.05075223959404869 39 39
s100d0 03 sub250 r02 Problin 0.5549410722435503 0 0
s100d0 03 sub250 r02 Problin 0.07711693548387098 32 31
s100d0 03 sub250 r02 Problin 0.07801559555609133 14 14
s100d0 03 sub250 r02 Problin 0.06904855022559091 31 32
s100d0 03 sub250 r02 Problin 0.1025888307513423 36 34
s100d0 03 sub250 r02 Problin 0.3295733861417668 36 35
s100d0 03 sub250 r02 Problin 0.054251998882011626 25 24
s100d0 03 sub250 r02 Problin 0.06745515589101805 0 1
s100d0 03 sub250 r02 Problin 0.06383516568265368 38 38
s100d0 03 sub250 r02 Problin 0.037574058352273065 29 29
s100d0 03 sub250 r02 Problin 0.18238132668915552 0 1
s100d0 03 sub250 r02 Problin 0.037574058352273065 0 1
s100d0 03 sub250 r02 Problin 0.6544421487603302 46 41
s100d0 03 sub250 r02 Startle 0.8210059171597631 15 12
s100d0 03 sub250 r02 Startle 0.07412656240895056 29 27
s100d0 03 sub250 r02 Startle 0.6561013757221743 25 23
s100d0 03 sub250 r02 Startle 1.0 24 18
s100d0 03 sub250 r02 Startle 0.09238759910366302 15 14
s100d0 03 sub250 r02 Startle 0.11348191246972235 30 30
s100d0 03 sub250 r02 Startle 0.8851555555555554 0 0
s100d0 03 sub250 r02 Startle 0.0793353171455944 14 14
s100d0 03 sub250 r02 Startle 0.08006182809026781 36 35
s100d0 03 sub250 r02 Startle 0.1666042292943968 14 13
s100d0 03 sub250 r02 Startle 1.0 31 36
s100d0 03 sub250 r02 Startle 0.22845863915889691 28 28
s100d0 03 sub250 r02 Startle 0.11879729875834937 32 29
s100d0 03 sub250 r02 Startle 0.0667996440050411 30 30
s100d0 03 sub250 r02 Startle 0.7499256395002973 22 23
s100d0 03 sub250 r02 Startle 0.07362613287512862 15 15
s100d0 03 sub250 r02 Startle 0.05075223959404869 39 39
s100d0 03 sub250 r02 Startle 0.5549410722435503 0 0
s100d0 03 sub250 r02 Startle 0.07711693548387098 32 32
s100d0 03 sub250 r02 Startle 0.07801559555609133 14 14
s100d0 03 sub250 r02 Startle 0.06904855022559091 31 30
s100d0 03 sub250 r02 Startle 0.1025888307513423 36 35
s100d0 03 sub250 r02 Startle 0.3295733861417668 36 34
s100d0 03 sub250 r02 Startle 0.054251998882011626 25 24
s100d0 03 sub250 r02 Startle 0.06745515589101805 0 1
s100d0 03 sub250 r02 Startle 0.06383516568265368 38 38
s100d0 03 sub250 r02 Startle 0.037574058352273065 29 29
s100d0 03 sub250 r02 Startle 0.18238132668915552 0 1
s100d0 03 sub250 r02 Startle 0.037574058352273065 0 1
s100d0 03 sub250 r02 Startle 0.6544421487603302 46 36
s100d0 03 sub250 r02 Cass-greedy 0.8210059171597631 15 15
s100d0 03 sub250 r02 Cass-greedy 0.07412656240895056 29 30
s100d0 03 sub250 r02 Cass-greedy 0.6561013757221743 25 34
s100d0 03 sub250 r02 Cass-greedy 1.0 24 22
s100d0 03 sub250 r02 Cass-greedy 0.09238759910366302 15 14
s100d0 03 sub250 r02 Cass-greedy 0.11348191246972235 30 39
s100d0 03 sub250 r02 Cass-greedy 0.8851555555555554 0 0
s100d0 03 sub250 r02 Cass-greedy 0.0793353171455944 14 15
s100d0 03 sub250 r02 Cass-greedy 0.08006182809026781 36 39
s100d0 03 sub250 r02 Cass-greedy 0.1666042292943968 14 14
s100d0 03 sub250 r02 Cass-greedy 1.0 31 33
s100d0 03 sub250 r02 Cass-greedy 0.22845863915889691 28 39
s100d0 03 sub250 r02 Cass-greedy 0.11879729875834937 32 37
s100d0 03 sub250 r02 Cass-greedy 0.0667996440050411 30 32
s100d0 03 sub250 r02 Cass-greedy 0.7499256395002973 22 32
s100d0 03 sub250 r02 Cass-greedy 0.07362613287512862 15 14
s100d0 03 sub250 r02 Cass-greedy 0.05075223959404869 39 40
s100d0 03 sub250 r02 Cass-greedy 0.5549410722435503 0 0
s100d0 03 sub250 r02 Cass-greedy 0.07711693548387098 32 35
s100d0 03 sub250 r02 Cass-greedy 0.07801559555609133 14 15
s100d0 03 sub250 r02 Cass-greedy 0.06904855022559091 31 34
s100d0 03 sub250 r02 Cass-greedy 0.1025888307513423 36 42
s100d0 03 sub250 r02 Cass-greedy 0.3295733861417668 36 43
s100d0 03 sub250 r02 Cass-greedy 0.054251998882011626 25 26
s100d0 03 sub250 r02 Cass-greedy 0.06745515589101805 0 1
s100d0 03 sub250 r02 Cass-greedy 0.06383516568265368 38 43
s100d0 03 sub250 r02 Cass-greedy 0.037574058352273065 29 30
s100d0 03 sub250 r02 Cass-greedy 0.18238132668915552 0 1
s100d0 03 sub250 r02 Cass-greedy 0.037574058352273065 0 1
s100d0 03 sub250 r02 Cass-greedy 0.6544421487603302 46 48
