num_chars,alphabet_size,seed_prior,num_cells,seq_prior,algorithm,memory_usage,cpu_usage,runtime
30,30,6,250,3,greedy,123932,50.0,0.0
30,30,6,250,4,greedy,124432,50.0,0.0
30,30,6,250,5,greedy,124200,50.0,0.0
30,30,7,250,1,greedy,124064,50.0,0.0
30,30,7,250,2,greedy,124340,50.0,0.0
30,30,7,250,3,greedy,124472,50.0,0.0
30,30,7,250,4,greedy,124480,50.0,0.0
30,30,7,250,5,greedy,124056,33.33,0.0
30,30,8,250,1,greedy,124576,33.33,0.0
30,30,8,250,2,greedy,124044,33.33,0.0
30,30,8,250,3,greedy,124584,33.33,0.0
30,30,8,250,4,greedy,124312,50.0,0.0
30,30,8,250,5,greedy,124240,50.0,0.0
30,30,9,250,1,greedy,124180,33.33,0.0
30,30,9,250,2,greedy,124624,33.33,0.0
30,30,9,250,3,greedy,124444,33.33,0.0
30,30,9,250,4,greedy,124444,33.33,0.0
30,30,9,250,5,greedy,124016,33.33,0.0
30,30,10,250,1,greedy,123940,25.0,0.0
30,30,10,250,2,greedy,123928,33.33,0.0
30,30,10,250,3,greedy,124128,25.0,0.0
30,30,10,250,4,greedy,124312,25.0,0.0
30,30,10,250,5,greedy,124116,25.0,0.0
30,100,2,250,1,greedy,124008,25.0,0.0
30,100,3,250,1,greedy,124116,25.0,0.0
30,100,3,250,2,greedy,124052,25.0,0.0
30,100,3,250,3,greedy,124348,50.0,0.0
30,100,3,250,4,greedy,124124,50.0,0.0
30,100,3,250,5,greedy,124456,50.0,0.0
30,100,4,250,1,greedy,124424,50.0,0.0
30,100,4,250,2,greedy,124068,33.33,0.0
30,100,4,250,3,greedy,124080,33.33,0.0
30,100,4,250,4,greedy,124036,33.33,0.0
30,100,4,250,5,greedy,124548,33.33,0.0
30,100,5,250,1,greedy,124320,25.0,0.0
30,100,5,250,2,greedy,124432,50.0,0.0
30,100,5,250,3,greedy,124592,50.0,0.0
30,100,5,250,4,greedy,124256,50.0,0.0
30,100,5,250,5,greedy,124392,50.0,0.0
30,100,6,250,1,greedy,124096,50.0,0.0
30,100,6,250,2,greedy,124372,25.0,0.0
30,100,6,250,3,greedy,124508,25.0,0.0
30,100,6,250,4,greedy,124464,25.0,0.0
30,100,6,250,5,greedy,140472,0.88,1.0
30,100,7,250,1,greedy,147148,0.88,1.0
30,100,7,250,2,greedy,124616,25.0,0.0
30,100,7,250,3,greedy,124388,25.0,0.0
30,100,7,250,4,greedy,124516,25.0,0.0
30,100,7,250,5,greedy,124296,25.0,0.0
30,100,8,250,1,greedy,123920,33.33,0.0
30,100,8,250,2,greedy,124028,33.33,0.0
30,100,8,250,3,greedy,123956,33.33,0.0
30,100,8,250,4,greedy,124580,33.33,0.0
30,100,8,250,5,greedy,124448,33.33,0.0
30,100,9,250,1,greedy,124176,50.0,0.0
30,100,9,250,2,greedy,124064,50.0,0.0
30,100,9,250,3,greedy,124308,50.0,0.0
30,100,9,250,4,greedy,124556,50.0,0.0
30,100,9,250,5,greedy,124420,50.0,0.0
30,100,10,250,1,greedy,124684,50.0,0.0
30,100,10,250,2,greedy,124124,33.33,0.0
30,100,10,250,3,greedy,124512,33.33,0.0
30,100,10,250,4,greedy,124264,33.33,0.0
30,100,10,250,5,greedy,124432,50.0,0.0
30,30,2,250,3,greedy,1537204,63.58,77.0
30,30,3,250,1,greedy,1543872,63.84,67.0
30,30,3,250,2,greedy,1535052,63.54,129.0
30,30,3,250,3,greedy,1538484,63.34,66.0
30,30,3,250,4,greedy,1505.50M,63.23,55.0
30,30,3,250,5,greedy,1536900,63.52,46.0
30,30,4,250,1,greedy,1542620,61.63,124.0
30,30,4,250,2,greedy,1540264,63.38,78.0
30,30,4,250,3,greedy,1545480,63.36,72.0
30,30,4,250,4,greedy,1545188,63.19,88.0
30,30,4,250,5,greedy,1540108,62.97,137.0
30,30,5,250,1,greedy,1538320,63.09,93.0
30,30,5,250,2,greedy,1536468,63.25,87.0
30,30,5,250,3,greedy,1539012,63.34,126.0
30,30,5,250,4,greedy,1546176,63.45,80.0
30,30,5,250,5,greedy,1542348,63.32,99.0
30,30,6,250,1,greedy,1539664,63.54,66.0
30,30,6,250,2,greedy,1545540,63.17,152.0
30,30,6,250,3,greedy,1541376,63.41,82.0
30,30,6,250,4,greedy,1539556,63.7,59.0
30,30,6,250,5,greedy,1534320,64.05,54.0
30,30,7,250,1,greedy,1544356,63.48,81.0
30,30,7,250,2,greedy,1543876,64.09,56.0
30,30,7,250,3,greedy,1545360,63.86,75.0
30,30,7,250,4,greedy,1544212,63.31,106.0
30,30,7,250,5,greedy,1544932,63.77,77.0
30,30,8,250,1,greedy,1539620,63.5,140.0
30,30,8,250,2,greedy,1536916,63.47,122.0
30,30,8,250,3,greedy,1540488,63.46,123.0
30,30,8,250,4,greedy,1544860,61.98,75.0
30,30,8,250,5,greedy,1549992,63.63,80.0
30,30,9,250,1,greedy,1547008,63.63,87.0
30,30,9,250,2,greedy,1543560,63.73,64.0
30,30,9,250,3,greedy,1552488,63.43,118.0
30,30,9,250,4,greedy,1558624,63.55,92.0
30,30,9,250,5,greedy,1545528,63.48,79.0
30,30,10,250,1,greedy,1559140,63.57,66.0
30,30,10,250,2,greedy,1564844,63.26,89.0
30,30,10,250,3,greedy,1547428,63.79,46.0
30,30,10,250,4,greedy,1538420,63.24,95.0
30,30,10,250,5,greedy,1551608,63.19,140.0
30,100,2,250,1,greedy,1545964,63.26,80.0
30,100,3,250,1,greedy,1548824,63.57,88.0
30,100,3,250,2,greedy,1546636,63.38,126.0
30,100,3,250,3,greedy,1541400,62.15,129.0
30,100,3,250,4,greedy,1558024,63.35,129.0
30,100,3,250,5,greedy,1564452,64.11,62.0
30,100,4,250,1,greedy,1565380,63.42,106.0
30,100,4,250,2,greedy,1559288,63.64,91.0
30,100,4,250,3,greedy,1517M,63.66,100.0
30,100,4,250,4,greedy,1568704,63.5,77.0
30,100,4,250,5,greedy,1547160,63.61,98.0
30,100,5,250,1,greedy,1536932,63.47,96.0
30,100,5,250,2,greedy,1544168,63.29,80.0
30,100,5,250,3,greedy,1542976,63.52,70.0
30,100,5,250,4,greedy,1541208,63.66,72.0
30,100,5,250,5,greedy,1538100,63.11,109.0
30,100,6,250,1,greedy,1538572,63.12,115.0
30,100,6,250,2,greedy,1541892,63.46,98.0
30,100,6,250,3,greedy,1541604,64.21,50.0
30,100,6,250,4,greedy,1549156,63.6,67.0
30,100,6,250,5,greedy,1542232,63.47,101.0
30,100,7,250,1,greedy,1557036,63.75,71.0
30,100,7,250,2,greedy,1563992,63.53,128.0
30,100,7,250,3,greedy,1559856,63.34,83.0
30,100,7,250,4,greedy,1543384,63.42,82.0
30,100,7,250,5,greedy,1543428,63.18,103.0
30,100,8,250,1,greedy,1546952,62.06,81.0
30,100,8,250,2,greedy,1546444,62.49,73.0
30,100,8,250,3,greedy,1565040,62.31,128.0
30,100,8,250,4,greedy,1541028,64.01,62.0
30,100,8,250,5,greedy,1539324,63.67,104.0
30,100,9,250,1,greedy,1547720,63.68,73.0
30,100,9,250,2,greedy,1544160,63.7,116.0
30,100,9,250,3,greedy,1547076,64.03,57.0
30,100,9,250,4,greedy,1546280,63.67,68.0
30,100,9,250,5,greedy,1534544,63.95,67.0
30,100,10,250,1,greedy,1566956,63.5,108.0
30,100,10,250,2,greedy,1552664,63.38,70.0
30,100,10,250,3,greedy,1536132,63.5,79.0
30,100,10,250,4,greedy,1541100,63.8,101.0
30,100,10,250,5,greedy,1535976,63.73,93.0
30,30,1,1000,1,nj,2496,30.0,20.0
30,30,1,1000,2,nj,2500,30.0,20.0
30,30,1,1000,3,nj,2496,30.0,20.0
30,30,1,1000,4,nj,2496,34.78,23.0
30,30,1,1000,5,nj,2496,34.78,23.0
30,30,2,1000,1,nj,2496,34.78,23.0
30,30,2,1000,2,nj,2496,34.78,23.0
30,30,2,1000,3,nj,1664,33.33,24.0
30,30,2,1000,4,nj,2500,30.0,20.0
30,30,2,1000,5,nj,2500,30.0,20.0
30,30,3,1000,1,nj,2496,39.29,14.0
30,30,3,1000,2,nj,2500,42.86,14.0
30,30,3,1000,3,nj,1668,44.44,18.0
30,30,3,1000,4,nj,2496,44.44,18.0
30,30,3,1000,5,nj,2496,44.44,18.0
30,30,4,1000,1,nj,1668,50.0,12.0
30,30,4,1000,2,nj,2500,45.83,12.0
30,30,4,1000,3,nj,2496,45.83,12.0
30,30,4,1000,4,nj,2500,50.0,12.0
30,30,4,1000,5,nj,2496,50.0,12.0
30,30,5,1000,1,nj,2496,50.0,12.0
30,30,5,1000,2,nj,2500,50.0,12.0
30,30,5,1000,3,nj,2916,42.86,21.0
30,30,5,1000,4,nj,3472,42.86,21.0
30,30,5,1000,5,nj,3024,42.86,21.0
30,30,6,1000,1,nj,3024,42.86,21.0
30,30,6,1000,2,nj,3024,42.86,21.0
30,30,6,1000,3,nj,3472,42.86,21.0
30,30,6,1000,4,nj,3200,42.86,21.0
30,30,6,1000,5,nj,2500,50.0,12.0
30,30,7,1000,1,nj,2500,50.0,12.0
30,30,7,1000,2,nj,2500,46.15,13.0
30,30,7,1000,3,nj,2500,46.15,13.0
30,30,7,1000,4,nj,2500,46.15,13.0
30,30,7,1000,5,nj,2500,46.15,13.0
30,30,8,1000,1,nj,2500,50.0,12.0
30,30,8,1000,2,nj,2500,50.0,12.0
30,30,8,1000,3,nj,2496,46.15,13.0
30,30,8,1000,4,nj,2496,47.06,17.0
30,30,8,1000,5,nj,2500,47.06,17.0
30,30,9,1000,1,nj,1664,47.06,17.0
30,30,9,1000,2,nj,2496,47.06,17.0
30,30,9,1000,3,nj,2496,47.06,17.0
30,30,9,1000,4,nj,2500,47.06,17.0
30,30,9,1000,5,nj,2496,47.06,17.0
30,30,10,1000,1,nj,2500,47.06,17.0
30,30,10,1000,2,nj,2496,46.15,13.0
30,30,10,1000,3,nj,2500,46.15,13.0
30,30,10,1000,4,nj,3472,47.06,17.0
30,30,10,1000,5,nj,2500,45.83,12.0
30,30,1,5000,1,nj,1359760,49.79,717.0
30,30,1,5000,2,nj,1508660,49.86,1066.0
30,30,1,5000,3,nj,1282604,49.86,1069.0
30,30,1,5000,4,nj,1387416,49.86,1071.0
30,30,1,5000,5,nj,1275200,49.81,1073.0
30,30,2,5000,1,nj,1470128,49.93,677.0
30,30,2,5000,2,nj,1270496,49.81,788.0
30,30,2,5000,3,nj,1383692,49.81,792.0
30,30,2,5000,4,nj,1463172,49.79,705.0
30,30,2,5000,5,nj,1331876,49.79,710.0
30,30,3,5000,1,nj,1272900,49.76,1226.0
30,30,3,5000,2,nj,1392280,49.8,1222.0
30,30,3,5000,3,nj,1444764,49.8,1222.0
30,30,3,5000,4,nj,1298260,49.79,1208.0
30,30,3,5000,5,nj,1404452,49.8,1222.0
30,30,4,5000,1,nj,1410572,49.79,1206.0
30,30,4,5000,2,nj,1447992,49.8,1222.0
30,30,4,5000,3,nj,1313304,49.79,1212.0
30,30,4,5000,4,nj,1290264,49.77,1293.0
30,30,4,5000,5,nj,1470224,49.81,1293.0
30,30,5,5000,1,nj,1377764,49.81,1290.0
30,30,5,5000,2,nj,1395624,49.8,1272.0
30,30,5,5000,3,nj,1318624,49.8,1278.0
30,30,5,5000,4,nj,1481656,49.8,1276.0
30,30,5,5000,5,nj,1348004,49.8,1274.0
30,30,6,5000,1,nj,1309592,49.81,1288.0
30,30,6,5000,2,nj,1394444,49.79,710.0
30,30,6,5000,3,nj,1359132,45.89,1167.0
30,30,6,5000,4,nj,1373388,45.75,1153.0
30,30,6,5000,5,nj,1305400,45.82,1159.0
30,30,7,5000,1,nj,1444560,45.84,1166.0
30,30,7,5000,2,nj,1520500,45.85,1168.0
30,30,7,5000,3,nj,1310288,45.81,1157.0
30,30,7,5000,4,nj,1390332,49.85,676.0
30,30,7,5000,5,nj,1262924,49.76,851.0
30,30,8,5000,1,nj,1343044,49.77,855.0
30,30,8,5000,2,nj,1402436,49.77,857.0
30,30,8,5000,3,nj,1369024,49.77,858.0
30,30,8,5000,4,nj,1463700,49.81,786.0
30,30,8,5000,5,nj,1254196,49.81,791.0
30,30,9,5000,1,nj,1443828,49.75,1603.0
30,30,9,5000,2,nj,1408432,49.75,1597.0
30,30,9,5000,3,nj,1364888,49.75,1599.0
30,30,9,5000,4,nj,1331880,49.75,1597.0
30,30,9,5000,5,nj,1463764,49.7,1348.0
30,30,10,5000,1,nj,1506696,49.7,1345.0
30,30,10,5000,2,nj,1424000,49.7,1353.0
30,30,10,5000,3,nj,1389852,49.7,1350.0
30,30,10,5000,4,nj,1398564,49.71,1742.0
30,30,10,5000,5,nj,1324576,49.74,1749.0
30,100,1,1000,1,nj,2500,47.22,18.0
30,100,1,1000,2,nj,2500,47.22,18.0
30,100,1,1000,3,nj,2496,47.22,18.0
30,100,1,1000,4,nj,2500,44.44,18.0
30,100,1,1000,5,nj,2500,47.22,18.0
30,100,2,1000,1,nj,2500,47.22,18.0
30,100,2,1000,2,nj,2500,46.67,15.0
30,100,2,1000,3,nj,2496,46.67,15.0
30,100,2,1000,4,nj,2496,46.67,15.0
30,100,2,1000,5,nj,2496,46.67,15.0
30,100,3,1000,1,nj,2496,46.67,15.0
30,100,3,1000,2,nj,2500,46.67,15.0
30,100,3,1000,3,nj,2496,46.67,15.0
30,100,3,1000,4,nj,2496,46.67,15.0
30,100,3,1000,5,nj,2496,46.67,15.0
30,100,4,1000,1,nj,2500,46.67,15.0
30,100,4,1000,2,nj,2496,50.0,18.0
30,100,4,1000,3,nj,2496,50.0,18.0
30,100,4,1000,4,nj,2496,50.0,18.0
30,100,4,1000,5,nj,2496,50.0,18.0
30,100,5,1000,1,nj,2496,50.0,18.0
30,100,5,1000,2,nj,2500,50.0,18.0
30,100,5,1000,3,nj,1668,47.06,17.0
30,100,5,1000,4,nj,2496,47.06,17.0
30,100,5,1000,5,nj,2496,47.06,17.0
30,100,6,1000,1,nj,2500,47.06,17.0
30,100,6,1000,2,nj,2496,47.06,17.0
30,100,6,1000,3,nj,2496,47.06,17.0
30,100,6,1000,4,nj,2500,47.06,17.0
30,100,6,1000,5,nj,2500,47.06,17.0
30,100,7,1000,1,nj,2496,47.06,17.0
30,100,7,1000,2,nj,2496,47.06,17.0
30,100,7,1000,3,nj,2496,50.0,15.0
30,100,7,1000,4,nj,2496,50.0,15.0
30,100,7,1000,5,nj,2500,50.0,15.0
30,100,8,1000,1,nj,2500,50.0,15.0
30,100,8,1000,2,nj,2496,47.37,19.0
30,100,8,1000,3,nj,2496,47.37,19.0
30,100,8,1000,4,nj,2496,47.37,19.0
30,100,8,1000,5,nj,2496,47.37,19.0
30,100,9,1000,1,nj,2500,47.37,19.0
30,100,9,1000,2,nj,2500,47.37,19.0
30,100,9,1000,3,nj,1668,50.0,16.0
30,100,9,1000,4,nj,2500,46.88,16.0
30,100,9,1000,5,nj,2500,50.0,16.0
30,100,10,1000,1,nj,1668,46.88,16.0
30,100,10,1000,2,nj,2496,46.88,16.0
30,100,10,1000,3,nj,1664,50.0,16.0
30,100,10,1000,4,nj,2500,50.0,16.0
30,100,10,1000,5,nj,2496,46.88,16.0
30,100,1,5000,1,nj,1272884,49.72,726.0
30,100,1,5000,2,nj,1283328,49.73,729.0
30,100,1,5000,3,nj,1300012,49.78,910.0
30,100,1,5000,4,nj,1466488,49.78,911.0
30,100,1,5000,5,nj,1504576,49.73,914.0
30,100,2,5000,1,nj,1394004,49.78,903.0
30,100,2,5000,2,nj,1328724,49.7,1007.0
30,100,2,5000,3,nj,1417020,49.75,1011.0
30,100,2,5000,4,nj,1451420,49.7,1004.0
30,100,2,5000,5,nj,1456720,49.75,1008.0
30,100,3,5000,1,nj,1507196,49.67,1382.0
30,100,3,5000,2,nj,1257076,49.75,1383.0
30,100,3,5000,3,nj,1536912,49.75,1380.0
30,100,3,5000,4,nj,1469288,49.75,1383.0
30,100,3,5000,5,nj,1468756,49.75,1384.0
30,100,4,5000,1,nj,1457160,49.75,1376.0
30,100,4,5000,2,nj,1445612,49.75,1382.0
30,100,4,5000,3,nj,1527300,49.75,1383.0
30,100,4,5000,4,nj,1360844,49.72,1816.0
30,100,4,5000,5,nj,1437932,49.75,1811.0
30,100,5,5000,1,nj,1472216,49.72,1811.0
30,100,5,5000,2,nj,1508976,49.75,1812.0
30,100,5,5000,3,nj,1420192,49.7,1672.0
30,100,5,5000,4,nj,1511480,49.73,1666.0
30,100,5,5000,5,nj,1405072,49.76,1662.0
30,100,6,5000,1,nj,1450676,49.73,1664.0
30,100,6,5000,2,nj,1434460,49.73,1665.0
30,100,6,5000,3,nj,1342316,49.73,1661.0
30,100,6,5000,4,nj,1409196,49.73,1658.0
30,100,6,5000,5,nj,1478908,49.73,1666.0
30,100,7,5000,1,nj,1270696,49.73,1664.0
30,100,7,5000,2,nj,1506396,49.73,1659.0
30,100,7,5000,3,nj,1342728,49.73,1664.0
30,100,7,5000,4,nj,1444676,49.73,1664.0
30,100,7,5000,5,nj,1494956,49.72,908.0
30,100,8,5000,1,nj,1238416,49.67,904.0
30,100,8,5000,2,nj,1426856,49.66,895.0
30,100,8,5000,3,nj,1199420,49.72,906.0
30,100,8,5000,4,nj,1464160,49.72,1813.0
30,100,8,5000,5,nj,1468192,49.72,1813.0
30,100,9,5000,1,nj,1422964,49.75,1810.0
30,100,9,5000,2,nj,1360160,49.75,1812.0
30,100,9,5000,3,nj,1494692,49.75,1813.0
30,100,9,5000,4,nj,1455288,49.75,1808.0
30,100,9,5000,5,nj,1388028,49.75,1810.0
30,100,10,5000,1,nj,1483684,49.75,1812.0
30,100,10,5000,2,nj,1500400,49.75,1811.0
30,100,10,5000,3,nj,1501164,49.75,1808.0
30,100,10,5000,4,nj,1456436,49.75,1811.0
30,100,10,5000,5,nj,1277028,49.75,1810.0
30,30,1,250,1,nj,2944,37.5,16.0
30,30,1,250,2,nj,3472,37.5,16.0
30,30,1,250,3,nj,3024,42.86,14.0
30,30,1,250,4,nj,3024,39.29,14.0
30,30,1,250,5,nj,3472,39.29,14.0
30,30,2,250,1,nj,3472,39.29,14.0
30,30,2,250,2,nj,3472,39.29,14.0
30,30,2,250,3,nj,3716,39.29,14.0
30,30,2,250,4,nj,2576,39.29,14.0
30,30,2,250,5,nj,3024,39.29,14.0
30,30,3,250,1,nj,3024,39.29,14.0
30,30,3,250,2,nj,3472,28.57,21.0
30,30,3,250,3,nj,3472,28.57,21.0
30,30,3,250,4,nj,3472,28.57,21.0
30,30,3,250,5,nj,3472,28.57,21.0
30,30,4,250,1,nj,3600,28.57,21.0
30,30,4,250,2,nj,3024,28.57,21.0
30,30,4,250,3,nj,3472,28.57,21.0
30,30,4,250,4,nj,3024,28.57,21.0
30,30,4,250,5,nj,3024,28.57,21.0
30,30,5,250,1,nj,3024,28.57,21.0
30,30,5,250,2,nj,3024,28.57,21.0
30,30,5,250,3,nj,3024,28.57,21.0
30,30,5,250,4,nj,3024,28.57,21.0
30,30,5,250,5,nj,3472,28.57,21.0
30,30,6,250,1,nj,3024,28.57,21.0
30,30,6,250,2,nj,3024,28.57,21.0
30,30,6,250,3,nj,3472,28.57,21.0
30,30,6,250,4,nj,2936,28.57,21.0
30,30,6,250,5,nj,3396,28.57,21.0
30,30,7,250,1,nj,3664,28.57,21.0
30,30,7,250,2,nj,3472,30.0,20.0
30,30,7,250,3,nj,3024,28.57,21.0
30,30,7,250,4,nj,3008,28.57,21.0
30,30,7,250,5,nj,3472,28.57,21.0
30,30,8,250,1,nj,3024,28.57,21.0
30,30,8,250,2,nj,3388,28.57,21.0
30,30,8,250,3,nj,3076,28.57,21.0
30,30,8,250,4,nj,3472,28.57,21.0
30,30,8,250,5,nj,356736,7.14,91.0
30,30,9,250,1,nj,356956,7.14,91.0
30,30,9,250,2,nj,355964,7.14,91.0
30,30,9,250,3,nj,357244,7.14,91.0
30,30,9,250,4,nj,356888,7.14,91.0
30,30,9,250,5,nj,354720,7.14,91.0
30,30,10,250,1,nj,355396,7.14,91.0
30,30,10,250,2,nj,356684,7.14,91.0
30,30,10,250,3,nj,355140,7.14,91.0
30,30,10,250,4,nj,355480,7.14,91.0
30,30,10,250,5,nj,355760,7.14,91.0
30,30,1,500,1,nj,363304,7.61,92.0
30,30,1,500,2,nj,362896,7.61,92.0
30,30,1,500,3,nj,363016,7.61,92.0
30,30,1,500,4,nj,361064,8.15,92.0
30,30,1,500,5,nj,361076,8.15,92.0
30,30,2,500,1,nj,361028,8.15,92.0
30,30,2,500,2,nj,362324,8.15,92.0
30,30,2,500,3,nj,363468,7.61,92.0
30,30,2,500,4,nj,362460,8.15,92.0
30,30,2,500,5,nj,362304,8.15,92.0
30,30,3,500,1,nj,362868,7.61,92.0
30,30,3,500,2,nj,362908,8.15,92.0
30,30,3,500,3,nj,362868,8.15,92.0
30,30,3,500,4,nj,362080,8.15,92.0
30,30,3,500,5,nj,361508,8.15,92.0
30,30,4,500,1,nj,360916,8.15,92.0
30,30,4,500,2,nj,362968,8.15,92.0
30,30,4,500,3,nj,2500,36.11,18.0
30,30,4,500,4,nj,2496,36.11,18.0
30,30,4,500,5,nj,2504,36.11,18.0
30,30,5,500,1,nj,2504,36.11,18.0
30,30,5,500,2,nj,2500,36.11,18.0
30,30,5,500,3,nj,2496,36.11,18.0
30,30,5,500,4,nj,2496,36.11,18.0
30,30,5,500,5,nj,2500,36.11,18.0
30,30,6,500,1,nj,2500,36.11,18.0
30,30,6,500,2,nj,2504,36.11,18.0
30,30,6,500,3,nj,2500,36.11,18.0
30,30,6,500,4,nj,2500,36.11,18.0
30,30,6,500,5,nj,2504,36.11,18.0
30,30,7,500,1,nj,2504,36.11,18.0
30,30,7,500,2,nj,2500,36.11,18.0
30,30,7,500,3,nj,2500,36.11,18.0
30,30,7,500,4,nj,2496,36.11,18.0
30,30,7,500,5,nj,2504,36.11,18.0
30,30,8,500,1,nj,2500,36.11,18.0
30,30,8,500,2,nj,2504,36.11,18.0
30,30,8,500,3,nj,2496,36.11,18.0
30,30,8,500,4,nj,2500,36.11,18.0
30,30,8,500,5,nj,2504,36.11,18.0
30,30,9,500,1,nj,2496,36.11,18.0
30,30,9,500,2,nj,2504,36.11,18.0
30,30,9,500,3,nj,2500,36.11,18.0
30,30,9,500,4,nj,2504,36.11,18.0
30,30,9,500,5,nj,2504,36.11,18.0
30,30,10,500,1,nj,2504,36.11,18.0
30,30,10,500,2,nj,2504,36.11,18.0
30,30,10,500,3,nj,2504,36.11,18.0
30,30,10,500,4,nj,2500,36.11,18.0
30,30,10,500,5,nj,1672,36.11,18.0
30,100,1,250,1,nj,1668,35.29,17.0
30,100,1,250,2,nj,2500,35.29,17.0
30,100,1,250,3,nj,2504,35.29,17.0
30,100,1,250,4,nj,2504,35.29,17.0
30,100,1,250,5,nj,2504,35.29,17.0
30,100,2,250,1,nj,2504,35.29,17.0
30,100,2,250,2,nj,2504,35.29,17.0
30,100,2,250,3,nj,2500,35.29,17.0
30,100,2,250,4,nj,1672,35.29,17.0
30,100,2,250,5,nj,2504,35.29,17.0
30,100,3,250,1,nj,1672,35.29,17.0
30,100,3,250,2,nj,2500,34.21,19.0
30,100,3,250,3,nj,1672,34.21,19.0
30,100,3,250,4,nj,2504,34.21,19.0
30,100,3,250,5,nj,2504,34.21,19.0
30,100,4,250,1,nj,2504,34.21,19.0
30,100,4,250,2,nj,2500,34.21,19.0
30,100,4,250,3,nj,2504,34.21,19.0
30,100,4,250,4,nj,2504,34.21,19.0
30,100,4,250,5,nj,2496,34.21,19.0
30,100,5,250,1,nj,2500,34.21,19.0
30,100,5,250,2,nj,2504,34.21,19.0
30,100,5,250,3,nj,2500,34.21,19.0
30,100,5,250,4,nj,2496,34.21,19.0
30,100,5,250,5,nj,2500,34.21,19.0
30,100,6,250,1,nj,2496,34.21,19.0
30,100,6,250,2,nj,2496,34.21,19.0
30,100,6,250,3,nj,2500,34.21,19.0
30,100,6,250,4,nj,2500,34.21,19.0
30,100,6,250,5,nj,2496,34.21,19.0
30,100,7,250,1,nj,2500,34.21,19.0
30,100,7,250,2,nj,2504,34.21,19.0
30,100,7,250,3,nj,2504,34.21,19.0
30,100,7,250,4,nj,2496,34.21,19.0
30,100,7,250,5,nj,2500,34.21,19.0
30,100,8,250,1,nj,2500,34.21,19.0
30,100,8,250,2,nj,1668,34.21,19.0
30,100,8,250,3,nj,1668,34.21,19.0
30,100,8,250,4,nj,2500,34.21,19.0
30,100,8,250,5,nj,2504,34.21,19.0
30,100,9,250,1,nj,2504,34.21,19.0
30,100,9,250,2,nj,2504,34.21,19.0
30,100,9,250,3,nj,2496,34.21,19.0
30,100,9,250,4,nj,2496,34.21,19.0
30,100,9,250,5,nj,2504,34.21,19.0
30,100,10,250,1,nj,2496,34.21,19.0
30,100,10,250,2,nj,2496,34.21,19.0
30,100,10,250,3,nj,2504,34.21,19.0
30,100,10,250,4,nj,2504,34.21,19.0
30,100,10,250,5,nj,2500,34.21,19.0
30,100,1,500,1,nj,2500,32.5,20.0
30,100,1,500,2,nj,2500,34.21,19.0
30,100,1,500,3,nj,2504,32.5,20.0
30,100,1,500,4,nj,2500,32.5,20.0
30,100,1,500,5,nj,2504,32.5,20.0
30,100,2,500,1,nj,2500,32.5,20.0
30,100,2,500,2,nj,2504,34.21,19.0
30,100,2,500,3,nj,2504,32.5,20.0
30,100,2,500,4,nj,1668,32.5,20.0
30,100,2,500,5,nj,2504,34.21,19.0
30,100,3,500,1,nj,2504,32.5,20.0
30,100,3,500,2,nj,1672,32.5,20.0
30,100,3,500,3,nj,2500,32.5,20.0
30,100,3,500,4,nj,2504,32.5,20.0
30,100,3,500,5,nj,2500,32.5,20.0
30,100,4,500,1,nj,1664,32.5,20.0
30,100,4,500,2,nj,2500,32.5,20.0
30,100,4,500,3,nj,1668,32.5,20.0
30,100,4,500,4,nj,2500,32.5,20.0
30,100,4,500,5,nj,2504,32.5,20.0
30,100,5,500,1,nj,2500,32.5,20.0
30,100,5,500,2,nj,2504,32.5,20.0
30,100,5,500,3,nj,2504,32.5,20.0
30,100,5,500,4,nj,2500,32.5,20.0
30,100,5,500,5,nj,2504,32.5,20.0
30,100,6,500,1,nj,2504,32.5,20.0
30,100,6,500,2,nj,2500,32.5,20.0
30,100,6,500,3,nj,2504,32.5,20.0
30,100,6,500,4,nj,2504,32.5,20.0
30,100,6,500,5,nj,2504,32.5,20.0
30,100,7,500,1,nj,2504,32.5,20.0
30,100,7,500,2,nj,2504,32.5,20.0
30,100,7,500,3,nj,1664,32.5,20.0
30,100,7,500,4,nj,2496,32.5,20.0
30,100,7,500,5,nj,2496,32.5,20.0
30,100,8,500,1,nj,2504,32.5,20.0
30,100,8,500,2,nj,2504,32.5,20.0
30,100,8,500,3,nj,2504,32.5,20.0
30,100,8,500,4,nj,2504,32.5,20.0
30,100,8,500,5,nj,2504,30.56,18.0
30,100,9,500,1,nj,2500,30.56,18.0
30,100,9,500,2,nj,2500,30.56,18.0
30,100,9,500,3,nj,2504,30.56,18.0
30,100,9,500,4,nj,2500,30.56,18.0
30,100,9,500,5,nj,2504,30.56,18.0
30,100,10,500,1,nj,2504,30.56,18.0
30,100,10,500,2,nj,2500,30.56,18.0
30,100,10,500,3,nj,2504,30.56,18.0
30,100,10,500,4,nj,2500,30.56,18.0
30,100,10,500,5,nj,2500,30.56,18.0
30,30,1,1000,1,startle,2013772,0.0,
30,30,1,1000,2,startle,2034148,0.0,
30,30,1,1000,3,startle,2017468,0.0,
30,30,1,1000,4,startle,1994.50M,0.0,
30,30,1,1000,5,startle,2010276,0.0,
30,30,2,1000,1,startle,2023784,0.0,
30,30,2,1000,2,startle,2026076,0.55,
30,30,2,1000,3,startle,2019640,0.0,
30,30,2,1000,4,startle,2020552,0.0,
30,30,2,1000,5,startle,2026776,0.0,
