"","modelcondition","true_nu","true_phi","prioridx","rep","startle_phi","startle_nu","cassg_phi","cassg_nu","nj_phi","nj_nu","problin_nu","problin_phi","true_phi_value","true_nu_value"
"67","s100d0","s100",0,4,"r02",0,0.349203121623849,0,0.3314940488276,0,0.341785847993917,0.292908523785008,0,0,0.288
"68","s100d0","s100",0,4,"r03",0,0.380913440906704,0,0.345570004171132,0,0.373622046667732,0.315029000168436,0,0,0.288
"69","s100d0","s100",0,4,"r04",0,0.328162195821339,0,0.330359346159331,0,0.322043802432104,0.284115954925005,0,0,0.288
"70","s100d0","s100",0,4,"r05",0,0.370245422263692,0,0.360757348686712,0,0.370147802232346,0.31316017378155,0,0,0.288
"71","s100d0","s100",0,5,"r01",0.00802836005524687,0.283934220357065,0.00264521775433119,0.292223623481482,0.00139766744046248,0.290418398166818,0.273839286640816,0,0,0.288
"72","s100d0","s100",0,5,"r02",0.00752754640268441,0.278240497817023,0,0.284468653127745,0.00615264828355036,0.272804683451925,0.268131163062443,0,0,0.288
"73","s100d0","s100",0,5,"r03",0,0.308956618706652,0,0.291448140856372,0.00584112006671331,0.290905585356524,0.28150118893751,0,0,0.288
"74","s100d0","s100",0,5,"r04",0,0.31589403159924,0,0.29692499971675,0.000719849144763122,0.305732873472095,0.287332878202864,0,0,0.288
"75","s100d0","s100",0,5,"r05",0,0.309846797585612,0,0.287020596173761,0,0.293052595839921,0.273912418524966,0,0,0.288
"76","s100d0","s100",0,6,"r01",0.000151499320161508,0.341548296416185,0,0.330817287900107,0,0.312977748594257,0.298973909395332,0,0,0.288
"77","s100d0","s100",0,6,"r02",0.0190049943205351,0.317834563238415,0,0.33964438846978,0.0113353145764342,0.309882610554097,0.309791459623157,0,0,0.288
"78","s100d0","s100",0,6,"r03",0.000445770865810968,0.368421086208414,0,0.329619500000882,0,0.334495578079461,0.319566086223348,0,0,0.288
"79","s100d0","s100",0,6,"r04",0.00835138656965613,0.303196122296781,0.00875891941234413,0.287394596234347,0,0.311625407465706,0.290236476877093,0,0,0.288
"80","s100d0","s100",0,6,"r05",0.006121381420021,0.304637268845285,0,0.310136879701498,0,0.310179266693764,0.28400853448255,0,0,0.288
"81","s100d0","s100",0,7,"r01",0,0.385819366715982,0,0.358219766947106,0,0.338510234393152,0.301624456742167,0,0,0.288
"82","s100d0","s100",0,7,"r02",0,0.36609713710071,0,0.375292318553931,0,0.350599615527686,0.320576447199985,0,0,0.288
"83","s100d0","s100",0,7,"r03",0,0.356119024537094,0,0.350748182075818,0,0.354933111186351,0.300381161610423,0,0,0.288
"84","s100d0","s100",0,7,"r04",0,0.363477963811289,0,0.362602500763527,0,0.353151552416083,0.310063127087145,0,0,0.288
"85","s100d0","s100",0,7,"r05",0,0.385906930580358,0,0.360680873581905,0,0.380705725679724,0.315904093120365,0,0,0.288
"86","s100d0","s100",0,8,"r01",0,0.356036657246221,0,0.340048716860169,0,0.371957535202456,0.305866712601415,0,0,0.288
"87","s100d0","s100",0,8,"r02",0,0.338673360354832,0,0.333991975161587,0,0.338534283531899,0.299305758398616,0,0,0.288
"88","s100d0","s100",0,8,"r03",0,0.359645245838492,0,0.343591008239021,0,0.379789995091827,0.309097920706477,0,0,0.288
"89","s100d0","s100",0,8,"r04",0,0.336600564855704,0,0.311826548313337,0,0.346482232666619,0.286225314366146,0,0,0.288
"90","s100d0","s100",0,8,"r05",0,0.345076014002149,0,0.332378721414693,0,0.356603068722816,0.293528160395714,0,0,0.288
"91","s100d0","s100",0,9,"r01",0,0.339346559050539,0,0.345121828688848,0,0.334990328860631,0.292013039302264,0,0,0.288
"92","s100d0","s100",0,9,"r02",0,0.327504447020936,0,0.313835575218559,0,0.322454658560601,0.277818000188846,0,0,0.288
"93","s100d0","s100",0,9,"r03",0.00763201440985144,0.292273111094597,0.00389337498442548,0.294391024423081,0,0.316460065579286,0.279181396862719,0,0,0.288
"94","s100d0","s100",0,9,"r04",0,0.321196840953438,0,0.318413542724624,0,0.305993612269819,0.27575245029186,0,0,0.288
"95","s100d0","s100",0,9,"r05",0,0.320006404147561,0,0.317536443422146,0,0.312277437366,0.276676089195004,0,0,0.288
"96","s100d0","s100",0,10,"r01",0.00797794496570243,0.324310724224202,0,0.315968538861042,0,0.325591093844537,0.289141121064035,0,0,0.288
"97","s100d0","s100",0,10,"r02",0.010971606198009,0.303713978701527,0,0.333228370243722,0,0.343479416294775,0.29285753472699,0,0,0.288
"98","s100d0","s100",0,10,"r03",0,0.353572316122822,0,0.344165675768094,0,0.350480020348323,0.300625854584515,0,0,0.288
"99","s100d0","s100",0,10,"r04",0.000594965408490251,0.318757133455397,0.000202833623685486,0.326540936519644,0.00331534580751148,0.306327935390154,0.286230387990749,0,0,0.288
"100","s100d0","s100",0,10,"r05",0.000189819173534862,0.328694669422361,0,0.309818753921859,0,0.319069443894199,0.278793275000348,0,0,0.288
"101","s25d75","s25",75,1,"r01",0.197408900221518,0.0672606611614398,0.193371926848092,0.079356100453437,0.193819238003203,0.0795630098515062,0.0762496927674459,0.193075651010561,0.2,0.065
"102","s25d75","s25",75,1,"r02",0.205064815273689,0.0665078677913822,0.19470859323701,0.0886993383145268,0.200775801194806,0.0722465561664127,0.0744187046448794,0.199346094366374,0.2,0.065
"103","s25d75","s25",75,1,"r03",0.200948139108778,0.0726995698768814,0.190945634254906,0.0967061288434982,0.199162142555684,0.0750727156061417,0.0797082478448659,0.195927477774141,0.2,0.065
"104","s25d75","s25",75,1,"r04",0.205329377939317,0.0724627673331972,0.202706935317588,0.0787307749596788,0.203538742467026,0.0734860012045289,0.0746767686370053,0.202433690135738,0.2,0.065
"105","s25d75","s25",75,1,"r05",0.21188976227784,0.0562461232321946,0.194895888587626,0.0973425903501717,0.207705623371352,0.0651834728608865,0.0640046063510544,0.207688432490879,0.2,0.065
"106","s25d75","s25",75,2,"r01",0.197389183787745,0.077333182112862,0.193040713013604,0.0878292715634572,0.1973327979529,0.077937621858471,0.0697656079778317,0.1978686256806,0.2,0.065
"107","s25d75","s25",75,2,"r02",0.207083874581079,0.0530798794966331,0.203558364428199,0.0642461541276793,0.208434312309969,0.0489216240100494,0.052110383842076,0.205814787899676,0.2,0.065
"108","s25d75","s25",75,2,"r03",0.214471629042709,0.0555493616672135,0.205532842230362,0.0809703364119844,0.211771218495935,0.0599643396836346,0.0551314214006041,0.212386671242946,0.2,0.065
"109","s25d75","s25",75,2,"r04",0.207122046896207,0.0563413580054303,0.199490551680934,0.0748738405266389,0.203778673469185,0.0669034114427664,0.0539941030800488,0.206762920671987,0.2,0.065
"110","s25d75","s25",75,2,"r05",0.200196155350944,0.0523623179945535,0.197177796683263,0.0560111942395694,0.201390919993104,0.0478890100233851,0.0492143952319069,0.199107516020381,0.2,0.065
"111","s25d75","s25",75,3,"r01",0.193319159145498,0.071589033671995,0.180764381920967,0.103052965865847,0.188316991251513,0.0817246073513311,0.0821810129861232,0.188003232801224,0.2,0.065
"112","s25d75","s25",75,3,"r02",0.190545889491224,0.107071349912853,0.186246504955962,0.118482141736044,0.195056649519552,0.089883587753301,0.107079097178644,0.187058188245535,0.2,0.065
"113","s25d75","s25",75,3,"r03",0.200811627354447,0.0678894650893045,0.1898858213991,0.0980726518903258,0.195341288216714,0.0867458573906353,0.0717699023926731,0.197398877082819,0.2,0.065
"114","s25d75","s25",75,3,"r04",0.206545750785511,0.0782348909447362,0.202750197093526,0.0893789275623328,0.203576614188689,0.0849243212599353,0.0840933982003222,0.202042512364276,0.2,0.065
"115","s25d75","s25",75,3,"r05",0.195305233154255,0.0810441120677595,0.189720979094257,0.091928914881034,0.19666636793733,0.0775575500308413,0.0767448231609984,0.19490102948206,0.2,0.065
"116","s25d75","s25",75,4,"r01",0.201057359756076,0.0679327713929039,0.196927300033416,0.0776068031365852,0.20179542580278,0.0661638633736774,0.0721953538056644,0.197265306983108,0.2,0.065
"117","s25d75","s25",75,4,"r02",0.201983433130162,0.0531494641354423,0.194052518005302,0.0713948867981948,0.200226499617856,0.0601886604832423,0.0551456381586555,0.198499440015827,0.2,0.065
"118","s25d75","s25",75,4,"r03",0.198767882138016,0.0582566314057329,0.193238372629572,0.074947884532455,0.195571859201458,0.0697002011250348,0.0554352310993235,0.197388071858855,0.2,0.065
"119","s25d75","s25",75,4,"r04",0.198841835273232,0.0587344868577991,0.19736157454936,0.0642207642608139,0.196625417795927,0.0705078699146372,0.0533612679914472,0.197816387888918,0.2,0.065
"120","s25d75","s25",75,4,"r05",0.19549358571125,0.0692760512557824,0.196942645110843,0.0656167028287086,0.191697918076104,0.082154731985347,0.0641409406194323,0.194753273185011,0.2,0.065
"121","s25d75","s25",75,5,"r01",0.194419407949195,0.0644414476681871,0.187303860643321,0.084921605730659,0.185076156860358,0.0902148536128122,0.0759264783554471,0.187249468611006,0.2,0.065
"122","s25d75","s25",75,5,"r02",0.200863197209322,0.06422079046786,0.191405354615561,0.0835161024895986,0.194011741934305,0.0808053296060799,0.0652749659123747,0.197871389310516,0.2,0.065
"123","s25d75","s25",75,5,"r03",0.203925500232461,0.0599644922888166,0.197988335484014,0.0782147628701445,0.202650318425506,0.0627287025974605,0.0538226047458627,0.202776819569588,0.2,0.065
"124","s25d75","s25",75,5,"r04",0.19792905014091,0.0682441993519408,0.190478101717365,0.0862840763976636,0.197774605601445,0.0679855019693739,0.0634541112990759,0.195351791233713,0.2,0.065
"125","s25d75","s25",75,5,"r05",0.201320351895784,0.0626582825974051,0.196591225076526,0.0757354831012071,0.19905130911847,0.0718628864866492,0.0644989804950032,0.198284879747973,0.2,0.065
"126","s25d75","s25",75,6,"r01",0.188469272286373,0.071598186164017,0.185839747084136,0.0846946348698835,0.190507258420581,0.0681698651852374,0.0639998669679241,0.188185523998985,0.2,0.065
"127","s25d75","s25",75,6,"r02",0.204584708496528,0.067766930067627,0.198359370504376,0.0850582237493767,0.204867797866733,0.0632149959960217,0.0658176246034272,0.201744360903578,0.2,0.065
"128","s25d75","s25",75,6,"r03",0.203013174486909,0.0747478282734187,0.200719017821753,0.0901520031457738,0.200864907832249,0.0800676171075247,0.075830882405896,0.200777506598058,0.2,0.065
"129","s25d75","s25",75,6,"r04",0.199759178643119,0.0816055142166372,0.194076659326033,0.0923880130516816,0.198656900602089,0.0876409009273369,0.0796360375619821,0.197742254066873,0.2,0.065
"130","s25d75","s25",75,6,"r05",0.201894715689034,0.0685717130731707,0.198223122850167,0.0804859870026199,0.197698025719068,0.0777945035171465,0.0703896572721447,0.199080668578602,0.2,0.065
"131","s25d75","s25",75,7,"r01",0.203027494082706,0.053414226975942,0.193019162192159,0.0693083515939552,0.200859814941647,0.0553300571026457,0.0509286550677779,0.201149801880332,0.2,0.065
"132","s25d75","s25",75,7,"r02",0.214242974259843,0.0459511854832899,0.201063906248668,0.0765004285167697,0.208409830242983,0.0610183342300085,0.0462571146386117,0.213066583467989,0.2,0.065
"133","s25d75","s25",75,7,"r03",0.207899062287549,0.035604980948913,0.202395198450433,0.0514330279224199,0.207410265058106,0.0361766807174653,0.036288531599362,0.206043750726014,0.2,0.065
"134","s25d75","s25",75,7,"r04",0.207939072641452,0.0486427742122494,0.205002402790778,0.0532721688256109,0.20687817602606,0.0506798558422473,0.0492940898787583,0.206220827616793,0.2,0.065
"135","s25d75","s25",75,7,"r05",0.202381240637547,0.0448901127244688,0.192075123519261,0.0703641401779399,0.201537082307955,0.0466043773219302,0.0466665450091222,0.200712947561414,0.2,0.065
"136","s25d75","s25",75,8,"r01",0.202512049734247,0.0527390658978948,0.196649547114355,0.0683126816392365,0.200480057509197,0.0558643083778503,0.0665882614336456,0.19557621475762,0.2,0.065
"137","s25d75","s25",75,8,"r02",0.196572035335471,0.0652374745285055,0.188356786557961,0.0827925260378179,0.197195517945735,0.0616273933778758,0.0757585657942259,0.190421485177385,0.2,0.065
"138","s25d75","s25",75,8,"r03",0.197608802092459,0.0619811744935977,0.19241999157295,0.0678428037123209,0.197809987417795,0.0560656180721785,0.0649456052344757,0.194517925468605,0.2,0.065
"139","s25d75","s25",75,8,"r04",0.203626733625021,0.0445086080310992,0.20524287984226,0.0397294903069909,0.201195794140591,0.0483611527778765,0.0487019447618617,0.200507466100482,0.2,0.065
"140","s25d75","s25",75,8,"r05",0.194312673462756,0.0536236304858269,0.186653757866974,0.0749119131962965,0.194159891802734,0.0506640214098794,0.0622300968554673,0.189552345762679,0.2,0.065
"141","s25d75","s25",75,9,"r01",0.197965605353641,0.0435201432200037,0.195807419862584,0.0477215241693508,0.199391771820178,0.0392092639754778,0.0440534586901915,0.196686043689199,0.2,0.065
"142","s25d75","s25",75,9,"r02",0.205574937609389,0.0414411693628903,0.197991513512257,0.0636625349648978,0.204083176265443,0.0428307084503808,0.0438559995642495,0.203798744903885,0.2,0.065
"143","s25d75","s25",75,9,"r03",0.199251839097035,0.0462626351119339,0.19463427354267,0.0590265995012399,0.201530788912949,0.0380537989340867,0.0498490062346314,0.197401263532848,0.2,0.065
"144","s25d75","s25",75,9,"r04",0.209558369632387,0.0357825904385925,0.209565413426551,0.0397224722652399,0.206392938684653,0.044767469321215,0.0382047324657472,0.208158219658858,0.2,0.065
"145","s25d75","s25",75,9,"r05",0.206820542367095,0.0388358035836361,0.199606867212086,0.0575861491221705,0.20745639763385,0.0379909462010011,0.0463693853694803,0.203495222347276,0.2,0.065
"146","s25d75","s25",75,10,"r01",0.200710582497159,0.0620069638586974,0.194495273335773,0.0742902855909666,0.199840809227323,0.060657027655932,0.0596638011655485,0.198906512050422,0.2,0.065
"147","s25d75","s25",75,10,"r02",0.206072248834314,0.0513501800756663,0.201224131133388,0.0609957309814999,0.206722363794698,0.048242123399651,0.047602099804147,0.20543947365891,0.2,0.065
"148","s25d75","s25",75,10,"r03",0.207560394716513,0.0448859492175515,0.207940152142739,0.0423654659417346,0.208019878362604,0.0369931848530128,0.0464738274383534,0.203308746692749,0.2,0.065
"149","s25d75","s25",75,10,"r04",0.202768324146278,0.0454003382342363,0.200658532093492,0.0555122767159679,0.200797997748753,0.0520665272279415,0.0494055658414585,0.199145729537986,0.2,0.065
"150","s25d75","s25",75,10,"r05",0.208620633591316,0.0435439421557338,0.209218103353919,0.0422426282727247,0.206589926152924,0.0478336695520643,0.0441342882417935,0.206586349086512,0.2,0.065
"151","s50d50","s50",50,1,"r01",0.147776710508556,0.139940833736383,0.146803474098902,0.137886923885186,0.146077657214634,0.145177132351009,0.143810733949665,0.140921985983057,0.143,0.134
"152","s50d50","s50",50,1,"r02",0.143170769460531,0.151636102010031,0.134485019268912,0.169474847039046,0.135842786224878,0.168568049296722,0.155249846704668,0.135046076442931,0.143,0.134
"153","s50d50","s50",50,1,"r03",0.144101231254516,0.145853438468868,0.134877445855169,0.165959939515671,0.151105207541426,0.134830974178142,0.13421494309963,0.143142783242429,0.143,0.134
"154","s50d50","s50",50,1,"r04",0.144082077530248,0.154029618300703,0.139463074998253,0.167551606402597,0.141833280448362,0.154475873453305,0.150138970073217,0.140660412321727,0.143,0.134
"155","s50d50","s50",50,1,"r05",0.149994111401292,0.129637787333477,0.146474717305291,0.134443422725628,0.141753352289775,0.13918814091402,0.137233185190714,0.14207236228992,0.143,0.134
"156","s50d50","s50",50,2,"r01",0.139904010697305,0.152338328478616,0.128950633797837,0.176835294762679,0.139658110158109,0.154056977937292,0.152539414746229,0.135829534187542,0.143,0.134
