true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,cassilp_phi,cassilp_nu,truetopo_phi,truetopo_nu,problin_nu,problin_phi,nj_nu,nj_phi,true_llh,startle_NLLH,cassg_NLLH,cassilp_NLLH,truetopo_NLLH,problin_NLLH,nj_NLLH,startle_wp,cassg_wp,cassilp_wp,truetopo_wp,problin_wp,nj_wp,startle_rf,cassg_rf,cassilp_rf,problin_rf,nj_rf,norm_startle_wp,norm_cassg_wp,norm_cassilp_wp,norm_truetopo_wp,norm_problin_wp,norm_nj_wp
s100,0,08,r05, 0, 0.345076014002149, 0, 0.3323787214146932, 0, 0.35962236172984735, 0, 0.2814508059080574, 0.2935281603957144, 0, 0.3566030687228158, 0,5758.786452063394, 5948.519190636935, 6530.474711575251, 6228.576609647392, 5628.492748037721, 5723.0064372995585, 6299.067629491827,1762.4479127076872,2022.2502877035906,1854.881985907205,1764.7893622190775,1762.1107155707084,1854.881985907205, 0.375281, 0.645788, 0.466368, 0.372470, 0.466368,1762.4479127076872,2022.2502877035906,1854.881985907205,1764.7893622190775,1762.1107155707084,1854.881985907205
s100,0,10,r02, 0.010971606198009031, 0.30371397870152694, 0, 0.33322837024372204, 0, 0.3656960883053059, 0, 0.28869873193616363, 0.2928575347269898, 0, 0.3434794162947749, 0,5242.424558940878, 5339.080116890088, 5650.225099022773, 5985.410203873575, 5127.617912374296, 5127.560430089713, 5572.693019717182,1236.1007704855685,1465.3879612063029,1367.2354793314005,1243.8091938110142,1236.038030337828,1367.2354793314005, 0.611354, 0.787140, 0.767654, 0.534413, 0.767654,1236.1007704855685,1465.3879612063029,1367.2354793314005,1243.8091938110142,1236.038030337828,1367.2354793314005
s25,75,03,r02, 0.19054588949122422, 0.10707134991285279, 0.18624650495596198, 0.11848214173604367, 0.19404516249658987, 0.09774905167659469, 0.189579942855216, 0.10134519359860221, 0.10707909717864367, 0.1870581882455346, 0.08988358775330099, 0.19505664951955176,7977.154797244749, 7916.183839712033, 8450.261054691991, 8090.887787316003, 7849.38304918524, 7868.770678688958, 8041.175533979764,1193.548719952912,1465.5192899049866,1344.6821432435659,1203.9165415508444,1194.3244369698007,1344.6821432435659, 0.558442, 0.781659, 0.684932, 0.510121, 0.684932,1193.548719952912,1465.5192899049866,1344.6821432435659,1203.9165415508444,1194.3244369698007,1344.6821432435659
s25,75,03,r03, 0.2008116273544466, 0.06788946508930453, 0.18988582139909996, 0.09807265189032585, 0.2014901067311242, 0.06477232747193852, 0.1975766260015463, 0.07266318524470214, 0.07176990239267313, 0.19739887708281922, 0.08674585739063533, 0.19534128821671426,7844.037854514838, 7742.003982267164, 8281.33884007141, 7766.393764427125, 7713.983166962398, 7709.3298665489465, 7983.197061811018,1217.6897644749138,1493.4988857217613,1326.1890614105034,1191.403478893319,1218.0401084796176,1326.1890614105034, 0.608018, 0.835189, 0.678899, 0.514170, 0.678899,1217.6897644749138,1493.4988857217613,1326.1890614105034,1191.403478893319,1218.0401084796176,1326.1890614105034
s25,75,04,r01, 0.20105735975607616, 0.06793277139290393, 0.19692730003341577, 0.07760680313658525, 0.20235320034876897, 0.06571191666350489, 0.19898040702527567, 0.0659463783038349, 0.07219535380566437, 0.19726530698310754, 0.06616386337367737, 0.2017954258027804,7784.560277729391, 7721.484371877195, 8330.000311539736, 7799.21174959831, 7640.654535246755, 7675.932337291723, 7835.050792231484,1239.2812280366468,1463.7653569720765,1341.243274804992,1208.0182915714263,1248.3946424043006,1341.243274804992, 0.580786, 0.820569, 0.645233, 0.493927, 0.645233,1239.2812280366468,1463.7653569720765,1341.243274804992,1208.0182915714263,1248.3946424043006,1341.243274804992
s25,75,04,r03, 0.1987678821380158, 0.058256631405732874, 0.19323837262957191, 0.07494788453245496, 0.19925171323659965, 0.05947527228396125, 0.19692826526094034, 0.05800678925886542, 0.055435231099323516, 0.19738807185885532, 0.06970020112503476, 0.19557185920145792,7810.400737738946, 7699.669237745707, 8532.68421138314, 7813.478348400921, 7677.926049517737, 7664.6685643168585, 7970.066563744082,1162.1327054573346,1411.4900024988553,1254.150876728659,1155.9097145025803,1173.1688969987265,1254.150876728659, 0.580574, 0.827434, 0.689095, 0.522267, 0.689095,1162.1327054573346,1411.4900024988553,1254.150876728659,1155.9097145025803,1173.1688969987265,1254.150876728659
s25,75,04,r04, 0.1988418352732324, 0.05873448685779913, 0.19736157454935965, 0.06422076426081386, 0.20236665215569163, 0.0531654360028282, 0.19743242390337726, 0.056494895810425744, 0.05336126799144723, 0.19781638788891828, 0.07050786991463717, 0.19662541779592732,7772.082276475992, 7696.464752102915, 8578.802988488389, 7735.4699087056315, 7640.558370313525, 7648.846689974, 7914.959186970473,1545.6085250442175,1889.8754166361562,1611.340058985607,1558.691948387554,1548.6004319701874,1611.340058985607, 0.351230, 0.769401, 0.471783, 0.307692, 0.471783,1545.6085250442175,1889.8754166361562,1611.340058985607,1558.691948387554,1548.6004319701874,1611.340058985607
s25,75,04,r05, 0.19549358571125008, 0.06927605125578236, 0.1969426451108433, 0.06561670282870859, 0.20039411723757392, 0.05283946218839702, 0.19530035513793143, 0.06123310000633656, 0.06414094061943229, 0.19475327318501084, 0.08215473198534701, 0.19169791807610392,7826.035023971479, 7793.856789520415, 8476.821538883785, 8700.57343283512, 7701.000901788188, 7742.627268209556, 7931.090240775208,1522.1922022788535,1890.8333257161635,1644.2597932999226,1552.1450562203852,1524.804167868522,1644.2597932999226, 0.441242, 0.780172, 0.608018, 0.368421, 0.608018,1522.1922022788535,1890.8333257161635,1644.2597932999226,1552.1450562203852,1524.804167868522,1644.2597932999226
s25,75,05,r03, 0.20392550023246087, 0.05996449228881661, 0.1979883354840143, 0.07821476287014448, 0.2048873735879042, 0.058722049833102793, 0.2014133107764963, 0.05736314902198301, 0.053822604745862694, 0.20277681956958812, 0.06272870259746054, 0.2026503184255056,6946.6943991609605, 6909.035811305905, 7375.401128770714, 6993.844117373982, 6818.1465958564995, 6828.631975486496, 7200.433593365408,1581.480387726649,1886.768100585117,1639.6718988411028,1577.097830750393,1584.0663732818937,1639.6718988411028, 0.416856, 0.762637, 0.580866, 0.425101, 0.580866,1581.480387726649,1886.768100585117,1639.6718988411028,1577.097830750393,1584.0663732818937,1639.6718988411028
s25,75,05,r05, 0.2013203518957842, 0.06265828259740508, 0.19659122507652618, 0.07573548310120712, 0.20494775253751277, 0.05665453463149954, 0.19740090916078032, 0.06603241555891756, 0.06449898049500324, 0.19828487974797276, 0.07186288648664921, 0.1990513091184697,6921.890314379227, 6822.741655217937, 7266.653265172995, 7000.6093740587385, 6797.890058550912, 6783.86378326913, 7172.307612441046,1624.3786916864713,2021.8486207716087,1626.292419449656,1580.536523480863,1628.6332248523793,1626.292419449656, 0.492205, 0.815451, 0.492341, 0.425101, 0.492341,1624.3786916864713,2021.8486207716087,1626.292419449656,1580.536523480863,1628.6332248523793,1626.292419449656
s25,75,06,r04, 0.199759178643119, 0.08160551421663723, 0.1940766593260329, 0.0923880130516816, 0.2023322539533039, 0.07557541736430483, 0.20005500775324309, 0.07290477683175592, 0.07963603756198215, 0.1977422540668727, 0.08764090092733692, 0.19865690060208935,7848.729348278556, 7731.885327806555, 8270.54555773876, 7985.634721117012, 7693.9148268632935, 7694.591954734707, 8017.225500656642,1475.1283146897288,1836.0550394770826,1558.926118316675,1482.2771075504884,1476.784798235984,1558.926118316675, 0.462069, 0.796460, 0.567568, 0.408907, 0.567568,1475.1283146897288,1836.0550394770826,1558.926118316675,1482.2771075504884,1476.784798235984,1558.926118316675
s25,75,06,r05, 0.20189471568903394, 0.0685717130731707, 0.19822312285016708, 0.08048598700261994, 0.20150662532277833, 0.06833398706008997, 0.19883518781269527, 0.06712500505961647, 0.07038965727214473, 0.19908066857860227, 0.07779450351714647, 0.1976980257190677,7802.287433637106, 7683.839312473806, 8229.806306407643, 7791.580326821833, 7652.708920987843, 7640.891334944767, 8012.668257269054,1742.8115431939157,2078.63580943839,1827.986697223214,1739.4043229981278,1747.2354133504923,1827.986697223214, 0.412027, 0.765217, 0.559091, 0.384615, 0.559091,1742.8115431939157,2078.63580943839,1827.986697223214,1739.4043229981278,1747.2354133504923,1827.986697223214
s25,75,07,r01, 0.20302749408270607, 0.05341422697594199, 0.19301916219215903, 0.06930835159395518, 0.20339269827564646, 0.04725540239581345, 0.19906735426371183, 0.05630212896567297, 0.05092865506777791, 0.20114980188033152, 0.05533005710264574, 0.20085981494164654,7862.7072918798785, 7777.706333490578, 8292.284212956032, 7805.277857787108, 7744.723514660799, 7729.278411119081, 8002.140898580361,1713.0587102112518,2056.753990097594,1783.6341869351716,1722.8439197535688,1716.5093902833585,1783.6341869351716, 0.367946, 0.676856, 0.482143, 0.307692, 0.482143,1713.0587102112518,2056.753990097594,1783.6341869351716,1722.8439197535688,1716.5093902833585,1783.6341869351716
s25,75,07,r05, 0.2023812406375467, 0.04489011272446883, 0.19207512351926115, 0.07036414017793992, 0.20150174408527927, 0.04800494957654452, 0.1994632369587384, 0.05116078267371648, 0.04666654500912225, 0.2007129475614138, 0.04660437732193025, 0.20153708230795503,8010.512962315364, 7902.89941199959, 8424.78579194581, 7986.032257332356, 7897.4108393399265, 7880.816537481765, 8163.635076561327,1730.4335344447531,2051.0482713449496,1827.928411278393,1748.3376162959012,1731.1142906778819,1827.928411278393, 0.345133, 0.675439, 0.501114, 0.327935, 0.501114,1730.4335344447531,2051.0482713449496,1827.928411278393,1748.3376162959012,1731.1142906778819,1827.928411278393
s25,75,08,r01, 0.20251204973424664, 0.05273906589789476, 0.19664954711435467, 0.06831268163923651, 0.20136440320313853, 0.054944234170423704, 0.19531839395791245, 0.06692231151793687, 0.06658826143364559, 0.1955762147576202, 0.0558643083778503, 0.20048005750919673,8005.041459950281, 7949.456441858574, 8243.292243465035, 8038.760683622948, 7871.720863021527, 7896.261746554657, 8163.303126216892,1680.611014490691,2089.6262833750043,1828.1652807905775,1702.4652746430877,1681.4769924600525,1828.1652807905775, 0.357631, 0.711790, 0.567329, 0.259109, 0.567329,1680.611014490691,2089.6262833750043,1828.1652807905775,1702.4652746430877,1681.4769924600525,1828.1652807905775
s25,75,08,r04, 0.20362673362502087, 0.044508608031099156, 0.20524287984225972, 0.03972949030699092, 0.20413873162407045, 0.04045657965709478, 0.1999943997610098, 0.04774516213145267, 0.04870194476186166, 0.2005074661004823, 0.04836115277787654, 0.20119579414059113,8003.5330608251, 7924.40136999391, 8298.954350119915, 7997.311017031758, 7860.546920297105, 7869.038869469824, 8156.385186523236,1692.7804328172285,2027.8390694372342,1749.495390890497,1691.3726137043457,1677.9460823769903,1749.495390890497, 0.445946, 0.736842, 0.466960, 0.348178, 0.466960,1692.7804328172285,2027.8390694372342,1749.495390890497,1691.3726137043457,1677.9460823769903,1749.495390890497
s25,75,10,r03, 0.20756039471651339, 0.04488594921755145, 0.20794015214273887, 0.04236546594173456, 0.20860260965698652, 0.040815536322081396, 0.20487485889428064, 0.041202143463938926, 0.046473827438353356, 0.20330874669274893, 0.03699318485301283, 0.20801987836260374,7360.543515480917, 7275.194525771771, 7521.69020758906, 7598.541126171711, 7225.220718632871, 7226.643969699108, 7472.981968628832,1376.5642980842288,1591.1282944339314,1462.9148006727726,1366.2878607284822,1382.1422929133887,1462.9148006727726, 0.458613, 0.723077, 0.524887, 0.392713, 0.524887,1376.5642980842288,1591.1282944339314,1462.9148006727726,1366.2878607284822,1382.1422929133887,1462.9148006727726
s50,50,01,r01, 0.1477767105085561, 0.13994083373638302, 0.14680347409890157, 0.13788692388518556, 0.1477351628106671, 0.14393083991413289, 0.14376052848494866, 0.13368951629420267, 0.14381073394966548, 0.1409219859830571, 0.1451771323510088, 0.1460776572146335,7121.475700785034, 7035.197411793458, 7565.821760720886, 7118.150215259619, 6987.352271655604, 6983.458318010732, 7351.903041399729,1341.8708418760648,1565.3622820832334,1388.1418439840004,1338.9155615686018,1344.2072731000235,1388.1418439840004, 0.548098, 0.778271, 0.639723, 0.493927, 0.639723,1341.8708418760648,1565.3622820832334,1388.1418439840004,1338.9155615686018,1344.2072731000235,1388.1418439840004
s50,50,01,r04, 0.14408207753024796, 0.1540296183007035, 0.13946307499825342, 0.167551606402597, 0.14314577325761338, 0.14695582526724446, 0.1402872899765676, 0.14485285818348506, 0.15013897007321714, 0.1406604123217266, 0.15447587345330546, 0.14183328044836155,7115.831686201661, 7050.5369074636865, 7704.856805048151, 7948.905524275333, 6984.75578063806, 6985.304281178381, 7294.377404209096,1338.4553775792135,1628.7371235532535,1425.3630566388615,1340.9933789817987,1343.5049188080818,1425.3630566388615, 0.473214, 0.775785, 0.636782, 0.376518, 0.636782,1338.4553775792135,1628.7371235532535,1425.3630566388615,1340.9933789817987,1343.5049188080818,1425.3630566388615
s50,50,05,r04, 0.1381896598123002, 0.17211234377042145, 0.1308028773770747, 0.19255909771156968, 0.1493550493034198, 0.12607930771810372, 0.14154146047602537, 0.1295771351304853, 0.1408591253030214, 0.1397145893717444, 0.13412761545996316, 0.14233742872760402,6852.1704902515, 6958.900360681901, 7433.972557047447, 6840.526555543892, 6729.48937315189, 6857.985859025126, 6946.907861707348,1326.1508341854967,1503.4043037365236,1362.972699291666,1304.5866618734285,1330.2484086105355,1362.972699291666, 0.559551, 0.723831, 0.617312, 0.510121, 0.617312,1326.1508341854967,1503.4043037365236,1362.972699291666,1304.5866618734285,1330.2484086105355,1362.972699291666
s50,50,05,r05, 0.14478533068555102, 0.15880560835645022, 0.13615863285299837, 0.18165343303053252, 0.14618806811826787, 0.14770526879035373, 0.1442511647915589, 0.13125977924659993, 0.14346864631200992, 0.14090555869281954, 0.1400631032522356, 0.1427381730126099,6900.150306206633, 6990.125877789957, 7241.613525217701, 6976.929920974745, 6751.844118533742, 6882.214339478347, 7114.799140749572,1363.5979660908004,1678.3467464839737,1432.9497583062916,1342.5356988307299,1362.4711168617787,1432.9497583062916, 0.584650, 0.851528, 0.700461, 0.542510, 0.700461,1363.5979660908004,1678.3467464839737,1432.9497583062916,1342.5356988307299,1362.4711168617787,1432.9497583062916
s75,25,02,r02, 0.07781438930999085, 0.22737806117713627, 0.07139818817173954, 0.24464051590277722, 0.07774249636479662, 0.22981216810634275, 0.07085982039412694, 0.2151652754586246, 0.21585104691972418, 0.07114249399898587, 0.2223024717321134, 0.07726181689721022,6660.820790958952, 6665.77685390198, 7144.384790317163, 6735.036605426171, 6533.970622232594, 6530.201768874386, 6814.8380855876,1562.7325962755358,1934.5247967110622,1630.012143373912,1545.9244216463087,1561.9074159726813,1630.012143373912, 0.441758, 0.734783, 0.525499, 0.348178, 0.525499,1562.7325962755358,1934.5247967110622,1630.012143373912,1545.9244216463087,1561.9074159726813,1630.012143373912
