true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,truetopo_phi,truetopo_nu,problin_nu,problin_phi,nj_nu,nj_phi,true_llh,startle_NLLH,cassg_NLLH,truetopo_NLLH,problin_NLLH,nj_NLLH,startle_wp,cassg_wp,truetopo_wp,problin_wp,nj_wp,startle_rf,cassg_rf,problin_rf,nj_rf,norm_startle_wp,norm_cassg_wp,norm_truetopo_wp,norm_problin_wp,norm_nj_wp
s0,100,08,r03, 0.24653168767411346, 4.71407076931398e-06, 0.2465317175973385, 4.747417822791756e-06, 0.24653186358793885, 4.231869029424398e-06, 2.625932225533312e-06, 0.24653247496093691, 2.9281396516574347e-06, 0.2465324176785804,7669.278475723987, 7595.705496560985, 8085.090989659879, 7542.991360677742, 7537.215194045164, 7853.303184541182,1338.4553775792135,1628.7371235532535,1340.9933789817987,1343.5049188080818,1425.3630566388615, 0.473214, 0.775785, 0.376518, 0.636782,1338.4553775792135,1628.7371235532535,1340.9933789817987,1343.5049188080818,1425.3630566388615
s0,100,08,r04, 0.2518546336907121, 3.6044258287132705e-05, 0.25185445503216836, 3.449000984886147e-05, 0.2518602145208931, 1.896522648346117e-05, 0.008135847009766434, 0.24877893058215955, 0.0027292143109301616, 0.2508259892249609,7617.885025274533, 7576.760242105815, 7890.485883497152, 7488.469224302692, 7526.935997071613, 7719.176601616202,1326.1508341854967,1503.4043037365236,1304.5866618734285,1330.2484086105355,1362.972699291666, 0.559551, 0.723831, 0.510121, 0.617312,1326.1508341854967,1503.4043037365236,1304.5866618734285,1330.2484086105355,1362.972699291666
s0,100,08,r05, 0.24986579041221615, 2.9589223467604523e-06, 0.24970356609716574, 0.0004093916616651964, 0.24986606353196472, 2.221238631940145e-06, 2.9022476453487415e-06, 0.24986581798320123, 4.049416635988413e-06, 0.2498653081161695,7657.0732948801715, 7619.420469274892, 8166.842422384262, 7528.256778903942, 7577.007980648564, 7818.185710349623,1363.5979660908004,1678.3467464839737,1342.5356988307299,1362.4711168617787,1432.9497583062916, 0.584650, 0.851528, 0.542510, 0.700461,1363.5979660908004,1678.3467464839737,1342.5356988307299,1362.4711168617787,1432.9497583062916
s0,100,09,r01, 0.2610651533855133, 5.475569843714438e-06, 0.26105945028047234, 2.0389481806123356e-05, 0.2610647685498321, 6.442383497394469e-06, 5.295288737936579e-06, 0.26106518605343254, 1.2593320188166126e-05, 0.26106284878203395,8112.594705083214, 8046.944978400797, 8688.242726124969, 7979.142110818187, 8015.378806390404, 8291.258534325585,1562.7325962755358,1934.5247967110622,1545.9244216463087,1561.9074159726813,1630.012143373912, 0.441758, 0.734783, 0.348178, 0.525499,1562.7325962755358,1934.5247967110622,1545.9244216463087,1561.9074159726813,1630.012143373912
s0,100,09,r02, 0.2594614272069669, 1.744561582917796e-05, 0.25649303270174373, 0.008183849924354667, 0.2594592868146186, 2.4102345849941314e-05, 0.009772625941334545, 0.2558878389035522, 0.0035036861491835373, 0.25808661094479896,8199.291040785354, 8097.585904759699, 8671.443368595383, 8072.343061581347, 8071.501996543506, 8353.0655719424,1589.9952093497072,1922.126028315268,1594.466396586194,1593.1702272599298,1710.5585796262847, 0.477679, 0.733042, 0.417004, 0.590200,1589.9952093497072,1922.126028315268,1594.466396586194,1593.1702272599298,1710.5585796262847
s0,100,09,r03, 0.24973035462631357, 8.705510433606852e-06, 0.249730003717167, 9.954183377175623e-06, 0.24973188669001323, 4.295807282508848e-06, 1.2959665004827276e-05, 0.24972876653835926, 0.0005452349434700671, 0.24950715603838758,8207.141327167068, 8105.5957897793805, 8647.57395661899, 8078.016052771158, 8094.3836802185015, 8371.844147079191,1654.8771838477614,1982.350464731037,1654.072053562472,1655.244934181072,1778.364831076376, 0.447826, 0.750000, 0.380567, 0.566964,1654.8771838477614,1982.350464731037,1654.072053562472,1655.244934181072,1778.364831076376
s0,100,09,r04, 0.24999430358140975, 1.8318280041555103e-05, 0.24999724632524215, 8.783586576332005e-06, 0.24999695992290388, 9.943577059141812e-06, 7.606370580414991e-06, 0.2499976785225053, 7.641432562642706e-06, 0.24999760265651966,8086.887827538777, 8032.200929589183, 8529.812983201711, 7959.023940320904, 7975.673894116749, 8206.374352722818,1603.1878823911363,1906.9115981068023,1578.694616274522,1604.5471132629036,1684.3292886618294, 0.523179, 0.742919, 0.506073, 0.596452,1603.1878823911363,1906.9115981068023,1578.694616274522,1604.5471132629036,1684.3292886618294
s0,100,09,r05, 0.259331105727543, 7.464188037739046e-06, 0.2593304734027683, 8.698664762984485e-06, 0.2593309470519385, 7.512215318695105e-06, 5.612360050322018e-06, 0.2593316548077079, 5.5701875149246126e-06, 0.25933159527891203,8098.830801555203, 8091.798152063954, 8700.498675254537, 7966.292907415717, 8070.156332315521, 8313.083319005204,1612.5056614434836,1987.2352002967507,1569.4877646207276,1615.7614767185123,1694.7660922004657, 0.448578, 0.698690, 0.445344, 0.536105,1612.5056614434836,1987.2352002967507,1569.4877646207276,1615.7614767185123,1694.7660922004657
s0,100,10,r01, 0.2530649517236817, 5.738402696670827e-06, 0.25299500640092015, 0.0002040512252779789, 0.25306517483950147, 5.133138864573409e-06, 4.5592954763079005e-06, 0.25306533919366725, 5.4652721796699065e-06, 0.2530649749524211,8229.313316765114, 8098.443057028548, 8507.604786668739, 8093.800591100011, 8080.171888349903, 8346.880520223522,1523.236053043205,1757.6250009316207,1548.08710227593,1529.232214161492,1606.5317494060625, 0.504310, 0.717949, 0.510121, 0.591111,1523.236053043205,1757.6250009316207,1548.08710227593,1529.232214161492,1606.5317494060625
s0,100,10,r02, 0.24773173792305653, 4.788574781825525e-06, 0.24557541567204985, 0.005474872748204253, 0.2477204743552964, 3.540879789284562e-05, 2.1291023573087103e-05, 0.24772578575099372, 3.994804663507399e-06, 0.2477321294901758,8077.022901967182, 7943.829501972939, 8324.821227337226, 7935.553758568988, 7920.155579848992, 8165.775662414261,1530.744771315201,1729.2670506202,1538.799684347946,1530.9865939476856,1606.7888606033152, 0.429194, 0.626087, 0.376518, 0.534368,1530.744771315201,1729.2670506202,1538.799684347946,1530.9865939476856,1606.7888606033152
s0,100,10,r03, 0.25253255886525666, 2.7535355851423407e-06, 0.2525316440426647, 4.999774722614878e-06, 0.25253261588654297, 2.455002668623015e-06, 3.031577804358723e-06, 0.25253244869371216, 5.355227728640456e-06, 0.25253152669970486,8342.82641809139, 8231.930334682636, 8566.613351855212, 8216.204980657116, 8212.199187092112, 8459.073268148699,1657.778076512124,1833.4565888230998,1660.3379660254705,1664.3838819188427,1762.8097307792486, 0.421166, 0.703704, 0.368421, 0.550111,1657.778076512124,1833.4565888230998,1660.3379660254705,1664.3838819188427,1762.8097307792486
s0,100,10,r04, 0.25026348144202715, 1.0334998181418802e-05, 0.24976182707212435, 0.0014243658572492249, 0.24968988675256273, 0.0016332151634190371, 1.3432485386920272e-05, 0.25026247378316013, 7.244390593458254e-06, 0.2502642872946781,8212.622081190231, 8121.054914603404, 8486.250448721745, 8086.065797796964, 8107.0760735738595, 8401.784999043735,1577.0909686222992,1789.5878223373834,1588.6331394229142,1579.2166804054577,1692.8347858095744, 0.442982, 0.716738, 0.392713, 0.599099,1577.0909686222992,1789.5878223373834,1588.6331394229142,1579.2166804054577,1692.8347858095744
s0,100,10,r05, 0.2554625782844256, 1.1898430175441011e-05, 0.25546359152775544, 8.887762007462717e-06, 0.2554659550492793, 2.4784488257638245e-06, 2.544823413491114e-05, 0.25545720021039137, 4.70752763504694e-06, 0.25546516194657365,8270.519630026012, 8177.816932481861, 8533.596916063336, 8145.940297115828, 8157.251240486695, 8392.540416455899,1579.0091164414885,1770.9811251473102,1580.4539402938985,1582.9241857614152,1663.4438422416947, 0.417391, 0.689278, 0.376518, 0.604494,1579.0091164414885,1770.9811251473102,1580.4539402938985,1582.9241857614152,1663.4438422416947
s100,0,01,r01, 0.007357603981223228, 0.34376637852065717, 0, 0.3380270675848373, 0, 0.2946407232707509, 0.3098590920558377, 0, 0.35305767062413884, 0.00017503358539671868,4954.039191620845, 5050.36882919973, 5640.195284886674, 4825.488730736288, 4853.8325147325295, 5229.042677364929,1299.4622548556504,1542.1786948354718,1327.3200700484128,1304.1315054492711,1329.3736992763115, 0.379475, 0.629291, 0.255061, 0.483721,1299.4622548556504,1542.1786948354718,1327.3200700484128,1304.1315054492711,1329.3736992763115
s100,0,01,r02, 0, 0.3326545927426261, 0, 0.30431406774653114, 0, 0.27040645225998533, 0.27648003389325027, 0, 0.319543737517648, 0,5111.862418262029, 5180.651511488865, 5767.484304707456, 4975.38009924989, 4992.0712227722515, 5419.820258514717,1408.1071079206488,1653.5485750359637,1438.1953975582514,1419.56854564674,1462.9998696994412, 0.399538, 0.603604, 0.246964, 0.474419,1408.1071079206488,1653.5485750359637,1438.1953975582514,1419.56854564674,1462.9998696994412
s100,0,01,r03, 0.01128102131177981, 0.3119046878046666, 0, 0.32314940407342735, 0, 0.2801874568516621, 0.28317842643065705, 0, 0.333944981518997, 0,4872.567727289002, 4946.179423669017, 5322.8007935198475, 4748.234472397095, 4734.529398146163, 5205.748477367332,1301.9854971147267,1473.6567604362042,1334.911831754997,1318.7344687400375,1366.5394432347687, 0.377990, 0.502326, 0.161943, 0.490476,1301.9854971147267,1473.6567604362042,1334.911831754997,1318.7344687400375,1366.5394432347687
s100,0,01,r04, 0, 0.326605056977213, 0, 0.30271695739869015, 0, 0.262601489495439, 0.26467691786699293, 0, 0.30765600604180815, 0,5061.471878536485, 5160.582563798193, 5557.029159495455, 4925.307129757346, 4935.028118359045, 5319.5192665088825,1424.143407659554,1600.200265092401,1439.5306345898023,1436.5643082869167,1480.1524924054302, 0.390300, 0.487179, 0.238866, 0.441860,1424.143407659554,1600.200265092401,1439.5306345898023,1436.5643082869167,1480.1524924054302
s100,0,01,r05, 0, 0.3284367269273761, 0, 0.30037805320191974, 0, 0.2645138201564985, 0.27750551606202123, 0, 0.3107431093664839, 0,5109.743749094895, 5237.330329847596, 5573.085745112894, 4974.0179417985255, 5075.262525704867, 5404.723699876444,1465.6846677036583,1632.013565635025,1456.3414300054826,1477.3472950386176,1493.2435892556825, 0.414286, 0.571429, 0.275304, 0.450237,1465.6846677036583,1632.013565635025,1456.3414300054826,1477.3472950386176,1493.2435892556825
s100,0,02,r01, 0.014244697762215059, 0.3052033965708578, 0.011951753873816254, 0.3039926221444226, 0.008449802115901572, 0.277336572378477, 0.28138040638560224, 0.008766478453108274, 0.3096362349697986, 0.009367480481788131,6021.439134034623, 6046.954019039762, 6434.296131918418, 5885.013296811847, 5892.980622248736, 6122.343597004542,1733.6943817912727,1934.8293356033319,1755.5891925751243,1743.0650727531065,1761.8470269286888, 0.293303, 0.486111, 0.137652, 0.321185,1733.6943817912727,1934.8293356033319,1755.5891925751243,1743.0650727531065,1761.8470269286888
s100,0,02,r02, 0.007350150962545293, 0.3282969156266566, 0, 0.3453559139743937, 0, 0.31379280130710624, 0.3191092693313776, 0, 0.3430472170991784, 0,5924.7763771635255, 5922.966364802167, 6390.443647557047, 5786.448330062381, 5779.305235129357, 6013.705049056279,1696.2947676947779,1903.2576233278394,1704.4877187220097,1693.8564146393333,1725.1778766888826, 0.259091, 0.527840, 0.178138, 0.309417,1696.2947676947779,1903.2576233278394,1704.4877187220097,1693.8564146393333,1725.1778766888826
s100,0,02,r03, 0, 0.3048461417779762, 0, 0.29049722443736503, 0, 0.26924505313465696, 0.27407120442952637, 0, 0.29943843671342807, 0,6052.2569063788005, 6041.987098840018, 6412.486562241274, 5922.04970451634, 5934.924838431945, 6216.823504327801,1788.7033498487715,1976.9858081961152,1810.5402125030864,1805.578919432537,1839.7634190810306, 0.269488, 0.427928, 0.121457, 0.339286,1788.7033498487715,1976.9858081961152,1810.5402125030864,1805.578919432537,1839.7634190810306
s100,0,02,r04, 0.0064337650998109305, 0.3170964629677708, 0, 0.330153371208133, 0, 0.30120693890875233, 0.30433884869103156, 0, 0.31475281442115227, 0.0052256682646886505,5999.975632171005, 5985.956921480853, 6544.8795869688665, 5865.391295282619, 5861.498421192251, 6087.705528521139,1705.2364604434824,1961.8341477565057,1720.4237359061958,1711.8307908138445,1747.8489896602225, 0.229025, 0.461883, 0.117409, 0.286996,1705.2364604434824,1961.8341477565057,1720.4237359061958,1711.8307908138445,1747.8489896602225
s100,0,02,r05, 0.011513678254298448, 0.27826397027277955, 0.010066233859774083, 0.2767659300687653, 0.006676743245983565, 0.25853879959417037, 0.255975315834382, 0.008356060403704334, 0.2764780080632806, 0.010686170419323028,5978.5567920321855, 5998.9435694877275, 6434.114091794341, 5855.2536099560275, 5881.537825830487, 6154.025583688244,1751.079014415338,1939.8254187144887,1755.2910770286026,1761.2658572118833,1790.7324006978877, 0.238307, 0.453333, 0.125506, 0.322727,1751.079014415338,1939.8254187144887,1755.2910770286026,1761.2658572118833,1790.7324006978877
s100,0,03,r01, 0.012060389618113091, 0.3164274239802187, 0.00026690037785835613, 0.3355617757970288, 0, 0.2988439360376827, 0.3019585625379838, 0.004013347230541188, 0.30904261792089, 0.009913921620957293,5158.577193010976, 5168.129491268906, 5412.443507267773, 5021.211937654093, 5025.403679146084, 5381.739983608368,1384.2735505877783,1481.454113035339,1413.481166645377,1386.59682703068,1433.9541476969162, 0.361702, 0.476636, 0.226721, 0.464203,1384.2735505877783,1481.454113035339,1413.481166645377,1386.59682703068,1433.9541476969162
s100,0,03,r02, 0.0034750127148710504, 0.32575234537333153, 0, 0.3152317416379512, 0, 0.28000915769394646, 0.28338196932330983, 0, 0.314008286036117, 0,5119.499813032838, 5147.354668845159, 5484.554330306559, 4973.958418448925, 4964.562237168774, 5287.808247089045,1383.368395672536,1541.4159941180078,1404.4401978174676,1394.1331434361928,1402.644570427282, 0.350588, 0.509091, 0.230769, 0.393939,1383.368395672536,1541.4159941180078,1404.4401978174676,1394.1331434361928,1402.644570427282
s100,0,03,r03, 0.010413625788534745, 0.3110029578727209, 0.008919432135912729, 0.2883948131268331, 0.0007233483165188125, 0.29449491054654736, 0.2982667655630966, 0, 0.32546441395221837, 0.00162029052986128,5066.990695240921, 5098.263181176435, 5432.498966105232, 4941.78912033777, 4932.045015868812, 5185.238020777362,1360.6170307787825,1520.7324149172669,1364.9585417057788,1360.0068439301376,1384.1972256925199, 0.314421, 0.455814, 0.153846, 0.371560,1360.6170307787825,1520.7324149172669,1364.9585417057788,1360.0068439301376,1384.1972256925199
s100,0,03,r04, 0, 0.34916719347034586, 0, 0.3188390223799531, 0, 0.2868483812983443, 0.2898010386334443, 0, 0.32064346684571754, 0,5181.039306290508, 5242.593906825409, 5702.880898686595, 5048.095396197219, 5034.925981784049, 5357.677536321817,1384.9959668440822,1592.6360377993972,1402.2890716480479,1395.4575472398126,1420.6971288451055, 0.383178, 0.549884, 0.214575, 0.418605,1384.9959668440822,1592.6360377993972,1402.2890716480479,1395.4575472398126,1420.6971288451055
s100,0,03,r05, 0, 0.3553825892979499, 0, 0.3338744935859979, 0, 0.298809712753604, 0.3045809385901678, 0, 0.33418743821845215, 0,5132.224293051031, 5242.165025810634, 5592.195800929878, 5003.627436022467, 5046.621132595097, 5292.284765629291,1406.356805010646,1543.6246286062913,1402.5624305792844,1411.1601454949466,1428.1747370424052, 0.368171, 0.541766, 0.178138, 0.379953,1406.356805010646,1543.6246286062913,1402.5624305792844,1411.1601454949466,1428.1747370424052
s100,0,04,r01, 0.0008746369047898931, 0.334196867923397, 0, 0.3272469025136319, 0, 0.2902915104406613, 0.2926600605394669, 0, 0.3472211561794146, 0,5479.489649845497, 5553.954527218014, 5797.758126998525, 5346.201082213787, 5386.404113746555, 5926.067550499364,1483.793142143241,1598.5940278212875,1490.5322845084215,1494.147553282586,1559.4838307692073, 0.337868, 0.433790, 0.186235, 0.432494,1483.793142143241,1598.5940278212875,1490.5322845084215,1494.147553282586,1559.4838307692073
s100,0,04,r02, 0, 0.34920312162384937, 0, 0.33149404882760036, 0, 0.28714831941415986, 0.292908523785008, 0, 0.3417858479939175, 0,5551.661003341296, 5626.216262090077, 5783.301712589935, 5405.324550974189, 5412.356992563568, 5890.876904948181,1511.2543307632923,1596.6647045021089,1531.4171590180708,1518.8930807587046,1608.385841572084, 0.314031, 0.401330, 0.153846, 0.395455,1511.2543307632923,1596.6647045021089,1531.4171590180708,1518.8930807587046,1608.385841572084
s100,0,04,r03, 0, 0.3809134409067042, 0, 0.3455700041711316, 0, 0.3099849228559675, 0.3150290001684356, 0, 0.373622046667732, 0,5503.052458698019, 5708.696419731245, 5889.801852286561, 5348.302442948592, 5459.546806075821, 5916.623929649595,1474.2227016381373,1575.5317177016211,1455.5305502670474,1492.482243545965,1516.6047111233036, 0.370536, 0.493213, 0.210526, 0.467890,1474.2227016381373,1575.5317177016211,1455.5305502670474,1492.482243545965,1516.6047111233036
s100,0,04,r04, 0, 0.32816219582133943, 0, 0.33035934615933144, 0, 0.2815571445797835, 0.2841159549250045, 0, 0.3220438024321036, 0,5500.178577370927, 5493.728962494683, 5845.637898106267, 5355.050416193736, 5340.662758593016, 5748.541006685316,1498.2720843677437,1618.8164500098387,1525.5301487705635,1505.343928214649,1549.7170058481704, 0.303167, 0.500000, 0.202429, 0.410138,1498.2720843677437,1618.8164500098387,1525.5301487705635,1505.343928214649,1549.7170058481704
s100,0,04,r05, 0, 0.3702454222636915, 0, 0.36075734868671205, 0, 0.30534677149252876, 0.3131601737815498, 0, 0.37014780223234606, 0,5377.490989754171, 5507.146700774496, 5863.3732784121285, 5251.414878478232, 5290.293427636066, 5799.140405596976,1447.0414106433427,1593.34899507744,1445.0267176870348,1446.301664061955,1504.8306319095525, 0.324074, 0.532880, 0.174089, 0.412322,1447.0414106433427,1593.34899507744,1445.0267176870348,1446.301664061955,1504.8306319095525
s100,0,05,r01, 0.008028360055246875, 0.28393422035706484, 0.002645217754331195, 0.2922236234814822, 0, 0.26593316398815164, 0.27383928664081625, 0, 0.2904183981668176, 0.0013976674404624762,5333.312097541533, 5422.356376416703, 5811.4949307426, 5215.171612389269, 5247.671340528199, 5622.965547379508,1162.623272984135,1288.0975177431058,1183.026561848744,1176.8094666291506,1194.9310060331056, 0.355556, 0.559551, 0.234818, 0.421296,1162.623272984135,1288.0975177431058,1183.026561848744,1176.8094666291506,1194.9310060331056
s100,0,05,r02, 0.007527546402684407, 0.27824049781702326, 0, 0.2844686531277449, 0, 0.26416093690974873, 0.26813116306244283, 0, 0.2728046834519247, 0.006152648283550363,5171.166595580511, 5201.49371649326, 5611.04652143328, 5049.785549099812, 5048.675842495979, 5483.173674814571,1100.3416440361218,1253.2837139774927,1115.1452983887143,1109.4627151052155,1169.7266873273388, 0.345291, 0.540230, 0.198381, 0.447005,1100.3416440361218,1253.2837139774927,1115.1452983887143,1109.4627151052155,1169.7266873273388
s100,0,05,r03, 0, 0.3089566187066522, 0, 0.2914481408563719, 0, 0.27446874876965177, 0.28150118893751014, 0, 0.2909055853565236, 0.005841120066713311,5172.488904268533, 5205.128813608038, 5519.783519913637, 5052.69865546106, 5070.763594635599, 5546.6049629020845,1099.6480987174264,1225.636660812202,1126.2712780482484,1107.5675103875672,1157.088433618864, 0.340708, 0.562077, 0.238866, 0.483721,1099.6480987174264,1225.636660812202,1126.2712780482484,1107.5675103875672,1157.088433618864
s100,0,05,r04, 0, 0.31589403159923984, 0, 0.2969249997167505, 0, 0.2807129695041181, 0.28733287820286363, 0, 0.30573287347209466, 0.0007198491447631219,5181.390033743206, 5245.66345288117, 5583.789915410278, 5038.05432719476, 5093.8395028196, 5620.803196508596,1092.103617216364,1189.4592895374212,1102.9878754261338,1100.0599009357304,1165.169760800409, 0.361419, 0.526437, 0.226721, 0.516746,1092.103617216364,1189.4592895374212,1102.9878754261338,1100.0599009357304,1165.169760800409
s100,0,05,r05, 0, 0.3098467975856122, 0, 0.28702059617376074, 0, 0.2641458322769539, 0.27391241852496584, 0, 0.29305259583992144, 0,5331.759592374571, 5421.050217131399, 5922.570777826382, 5215.427496511334, 5245.484753735015, 5648.412150796553,1130.0164882601593,1346.9392804529284,1146.9427908413636,1142.3490149016536,1194.3968834747363, 0.389381, 0.611872, 0.242915, 0.482838,1130.0164882601593,1346.9392804529284,1146.9427908413636,1142.3490149016536,1194.3968834747363
s100,0,06,r01, 0.0001514993201615076, 0.3415482964161845, 0, 0.330817287900107, 0, 0.28649034804789225, 0.2989739093953324, 0, 0.31297774859425664, 0,5009.603571965592, 5083.917419871593, 5666.993330749263, 4889.521495945811, 4918.392411161305, 5357.740938697695,1222.5138489788128,1406.674721413952,1231.8734531015455,1229.537805556649,1282.9549270261625, 0.343750, 0.619910, 0.206478, 0.483721,1222.5138489788128,1406.674721413952,1231.8734531015455,1229.537805556649,1282.9549270261625
s100,0,06,r02, 0.019004994320535117, 0.31783456323841464, 0, 0.33964438846978007, 0, 0.31096586362442846, 0.30979145962315685, 0, 0.3098826105540971, 0.011335314576434214,5013.888196740278, 5167.218991530015, 5431.606232912368, 4874.63930248867, 4879.038614190074, 5322.891973896418,1192.1126098463933,1305.3766075494345,1196.823883194713,1196.2931027072595,1232.1165022297857, 0.364055, 0.563218, 0.210526, 0.440758,1192.1126098463933,1305.3766075494345,1196.823883194713,1196.2931027072595,1232.1165022297857
s100,0,06,r03, 0.00044577086581096774, 0.3684210862084141, 0, 0.3296195000008817, 0, 0.3162478658892371, 0.3195660862233477, 0, 0.3344955780794614, 0,5018.33503906444, 5066.236926487482, 5545.595870610546, 4891.228749029622, 4894.327739135303, 5412.086546129778,1175.5828380022483,1351.9591109578296,1193.7623160467351,1183.6992235761836,1256.8203599614797, 0.340961, 0.598174, 0.218623, 0.476636,1175.5828380022483,1351.9591109578296,1193.7623160467351,1183.6992235761836,1256.8203599614797
s100,0,06,r04, 0.008351386569656132, 0.30319612229678083, 0.00875891941234413, 0.2873945962343472, 0, 0.28964360363630015, 0.2902364768770926, 0, 0.31162540746570655, 0,5178.336798878354, 5223.042601220179, 5655.143798773243, 5050.483436818045, 5078.14572422437, 5561.732691832628,1290.5769787442985,1443.567774154668,1289.7663214669915,1299.5524766749936,1348.446182099627, 0.330396, 0.558087, 0.165992, 0.454118,1290.5769787442985,1443.567774154668,1289.7663214669915,1299.5524766749936,1348.446182099627
s100,0,06,r05, 0.006121381420020997, 0.30463726884528464, 0, 0.31013687970149834, 0, 0.2784656726804823, 0.2840085344825495, 0, 0.3101792666937641, 0,5179.639380469523, 5218.364565351622, 5773.990536732783, 5067.034923922794, 5087.091179419598, 5433.1019430532515,1303.464575706885,1521.8769608727832,1323.7297309162839,1309.9842831399747,1354.4613563071903, 0.280000, 0.582960, 0.161943, 0.394077,1303.464575706885,1521.8769608727832,1323.7297309162839,1309.9842831399747,1354.4613563071903
s100,0,07,r01, 0, 0.3858193667159825, 0, 0.35821976694710594, 0, 0.2825535673875393, 0.30162445674216676, 0, 0.33851023439315187, 0,5660.570369169151, 6143.5455146839495, 6881.9772010838915, 5515.367927739316, 5721.651225986421, 6054.498598427128,1636.7725022118727,1927.4932874585174,1571.7169796977432,1615.1019845094868,1646.9891106060722, 0.470588, 0.636364, 0.271255, 0.432432,1636.7725022118727,1927.4932874585174,1571.7169796977432,1615.1019845094868,1646.9891106060722
s100,0,07,r02, 0, 0.36609713710070974, 0, 0.3752923185539313, 0, 0.3048383721973912, 0.3205764471999846, 0, 0.35059961552768604, 0,5644.591189580506, 5731.3979806940215, 6934.422224637215, 5493.676369309852, 5548.397594228691, 5935.19862273137,1534.4934525237309,1948.3170996861468,1534.6648688603325,1531.2275816859237,1586.8193124133518, 0.322654, 0.702703, 0.210526, 0.404063,1534.4934525237309,1948.3170996861468,1534.6648688603325,1531.2275816859237,1586.8193124133518
s100,0,07,r03, 0, 0.35611902453709415, 0, 0.35074818207581776, 0, 0.29032865244900374, 0.3003811616104232, 0, 0.35493311118635124, 0,5642.083139834521, 5795.758348014892, 7097.69421127119, 5518.441211990301, 5565.889150664439, 6096.912727991995,1542.6805914558572,2025.9250284197185,1540.0295452064297,1545.7048568948212,1614.987920315006, 0.298405, 0.701357, 0.178138, 0.467849,1542.6805914558572,2025.9250284197185,1540.0295452064297,1545.7048568948212,1614.987920315006
s100,0,07,r04, 0, 0.3634779638112887, 0, 0.36260250076352685, 0, 0.29327532565220626, 0.31006312708714545, 0, 0.3531515524160833, 0,5642.4448423260465, 5787.721171420309, 6786.573280621387, 5497.020918840969, 5559.17824690294, 6042.398354148898,1535.4273748224996,1901.3635238957593,1536.1005210098042,1530.364594175363,1608.3174356823577, 0.389140, 0.698876, 0.234818, 0.509091,1535.4273748224996,1901.3635238957593,1536.1005210098042,1530.364594175363,1608.3174356823577
s100,0,07,r05, 0, 0.38590693058035846, 0, 0.3606808735819051, 0, 0.3007789936996701, 0.31590409312036527, 0, 0.3807057256797237, 0,5523.256037863173, 5762.762684519879, 6577.162682527031, 5400.911999071976, 5459.643959872878, 6024.608771554927,1480.4469819296667,1810.7228678807014,1469.517268183672,1468.0968014348314,1525.8889302479686, 0.398190, 0.598214, 0.218623, 0.470852,1480.4469819296667,1810.7228678807014,1469.517268183672,1468.0968014348314,1525.8889302479686
s100,0,08,r01, 0, 0.35603665724622063, 0, 0.3400487168601688, 0, 0.29504137931503716, 0.3058667126014154, 0, 0.3719575352024556, 0,5667.760541122886, 5793.03835916293, 6503.584162353294, 5524.989099373562, 5599.007094328526, 6272.756933222272,1509.4395407376837,1761.9167344125276,1506.687238298974,1516.6034022893123,1590.4762756432492, 0.345538, 0.612613, 0.198381, 0.458980,1509.4395407376837,1761.9167344125276,1506.687238298974,1516.6034022893123,1590.4762756432492
s100,0,08,r02, 0, 0.33867336035483175, 0, 0.3339919751615871, 0.003782505768267853, 0.27722663913025697, 0.2993057583986156, 0, 0.3385342835318991, 0,5645.745937192545, 5704.848538419916, 6305.97807833431, 5496.199576721124, 5537.084598563628, 6058.851793090823,1468.7106369870896,1687.7297189841986,1474.5226679936625,1475.2176048350586,1523.758668851311, 0.331839, 0.522321, 0.251012, 0.416290,1468.7106369870896,1687.7297189841986,1474.5226679936625,1475.2176048350586,1523.758668851311
s100,0,08,r03, 0, 0.3596452458384919, 0, 0.3435910082390209, 0, 0.292318284527013, 0.3090979207064773, 0, 0.37978999509182676, 0,5677.566323444344, 5850.991671233949, 6254.5509327409645, 5520.898423563509, 5636.789879226965, 6260.148714878956,1484.614477556379,1660.9132595708652,1485.149006109935,1494.0558683622498,1548.9632622938054, 0.400447, 0.547085, 0.291498, 0.471526,1484.614477556379,1660.9132595708652,1485.149006109935,1494.0558683622498,1548.9632622938054
s100,0,08,r04, 0, 0.33660056485570367, 0, 0.31182654831333717, 0, 0.2734263249074049, 0.28622531436614607, 0, 0.3464822326666194, 0,5739.0027803020575, 5901.961073715272, 6296.78562355123, 5591.422081769077, 5661.167419148863, 6234.417379434821,1534.0751813612947,1716.756800075477,1530.8278562329813,1530.3591401482854,1635.2457895476932, 0.318386, 0.484305, 0.178138, 0.422222,1534.0751813612947,1716.756800075477,1530.8278562329813,1530.3591401482854,1635.2457895476932
s100,0,08,r05, 0, 0.345076014002149, 0, 0.3323787214146932, 0, 0.2814508059080574, 0.2935281603957144, 0, 0.3566030687228158, 0,5758.786452063394, 5948.519190636935, 6530.474711575251, 5628.492748037721, 5723.0064372995585, 6299.067629491827,1550.1746570743787,1768.1822135531968,1549.8829265784484,1558.2486965128112,1626.2079006291042, 0.404922, 0.622222, 0.295547, 0.500000,1550.1746570743787,1768.1822135531968,1549.8829265784484,1558.2486965128112,1626.2079006291042
