true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,truetopo_phi,truetopo_nu,problin_nu,problin_phi,nj_nu,nj_phi,true_llh,startle_NLLH,cassg_NLLH,truetopo_NLLH,problin_NLLH,nj_NLLH,startle_wp,cassg_wp,truetopo_wp,problin_wp,nj_wp,startle_rf,cassg_rf,problin_rf,nj_rf,norm_startle_wp,norm_cassg_wp,norm_truetopo_wp,norm_problin_wp,norm_nj_wp
s0,100,04,r01, 0.25959951813683724, 2.0245733923574345e-06, 0.2581880206335118, 0.0032252881990915317, 0.25959923767937687, 2.9451305942428293e-06, 1.83237109449253e-06, 0.259599560105634, 3.837991679970062e-06, 0.25959891395938844,8180.214448673172, 8066.623527377206, 8401.158251969257, 8043.86436642553, 8031.262317749604, 8186.195875495057,1685.3430743210993,1911.551608133733,1704.0960212616656,1689.9691273110814,1752.032713671263, 0.356984, 0.652928, 0.315789, 0.496689,1685.3430743210993,1911.551608133733,1704.0960212616656,1689.9691273110814,1752.032713671263
s0,100,04,r02, 0.2541010082715331, 9.079619479331467e-05, 0.25413110840185976, 6.92305156552648e-06, 0.25413037302584507, 8.928954245803091e-06, 2.37928880721146e-05, 0.25412508195334815, 3.4139501781322154e-05, 0.2541212551749149,8094.324976619954, 7947.586240813373, 8388.769889222523, 7939.724714096981, 7913.210779916638, 8203.207949716712,1636.4774095462683,1909.4532841507742,1648.1790928145506,1632.5146600365927,1773.0723841984732, 0.357143, 0.675439, 0.291498, 0.528345,1636.4774095462683,1909.4532841507742,1648.1790928145506,1632.5146600365927,1773.0723841984732
s0,100,04,r03, 0.24946490876575697, 5.576775691814735e-06, 0.24946340063903255, 9.689310512436676e-06, 0.2494655038320258, 3.6169172735320205e-06, 5.81072038976099e-06, 0.24946481706460216, 1.1091481711229547e-05, 0.24946285204423677,8250.121565779056, 8146.866280680864, 8480.835996750428, 8099.768111104067, 8105.8987917942295, 8254.445402001544,1773.3264630334772,1991.0040953662635,1762.8887905689796,1773.875028985226,1826.3993429433776, 0.451613, 0.623377, 0.376518, 0.544248,1773.3264630334772,1991.0040953662635,1762.8887905689796,1773.875028985226,1826.3993429433776
s0,100,04,r04, 0.26104103069101786, 0.0026094222747441672, 0.26199533819746756, 1.4028440710758179e-05, 0.2619956423931342, 1.2978975605803421e-05, 0.0005962943581870976, 0.26177246141307997, 9.506965374337898e-06, 0.26199685506029863,8259.562075421381, 8138.642587226797, 8509.819637221302, 8112.040489167739, 8105.655442404309, 8369.049255397067,1712.5378746348572,1941.7447387829575,1718.0551589619367,1716.1205530180573,1822.08813789533, 0.457778, 0.649891, 0.388664, 0.577273,1712.5378746348572,1941.7447387829575,1718.0551589619367,1716.1205530180573,1822.08813789533
s0,100,04,r05, 0.25333237017987453, 0.001781007522476196, 0.2537825281902076, 0.0005785778467957762, 0.2531276401227303, 0.0022825640212593237, 0.002602263208994574, 0.25301308763563374, 0.0035940897160754415, 0.2525388551517529,8318.412624803701, 8188.838533534145, 8637.022652865488, 8170.447007232264, 8159.194973544461, 8349.455292691271,1762.4479127076872,2022.2502877035906,1764.7893622190775,1762.1107155707084,1854.881985907205, 0.375281, 0.645788, 0.372470, 0.466368,1762.4479127076872,2022.2502877035906,1764.7893622190775,1762.1107155707084,1854.881985907205
s0,100,05,r01, 0.2511994727711412, 2.076115149302809e-06, 0.25115170368853273, 0.00012366273931204897, 0.2511996228902884, 1.5531799285709318e-06, 3.036420388144497e-06, 0.2511991830438619, 2.1148193462075025e-06, 0.25119934402049166,7780.438123163998, 7707.807392083211, 8221.484300134545, 7639.575376837185, 7655.4536084828205, 8141.270402747187,1236.1007704855685,1465.3879612063029,1243.8091938110142,1236.038030337828,1367.2354793314005, 0.611354, 0.787140, 0.534413, 0.767654,1236.1007704855685,1465.3879612063029,1243.8091938110142,1236.038030337828,1367.2354793314005
s0,100,05,r02, 0.24373199211292332, 4.900235094139015e-06, 0.24372231004458006, 3.14746549282334e-05, 0.24373004564943962, 1.0615013044434538e-05, 4.862631277580256e-06, 0.24373197798963425, 0.0002082791365187483, 0.24365577160411314,7607.393962421372, 7525.0749252092355, 8109.793247150878, 7471.010319332226, 7474.238159363581, 7923.809348116071,1193.548719952912,1465.5192899049866,1203.9165415508444,1194.3244369698007,1344.6821432435659, 0.558442, 0.781659, 0.510121, 0.684932,1193.548719952912,1465.5192899049866,1203.9165415508444,1194.3244369698007,1344.6821432435659
s0,100,05,r03, 0.25093170748536153, 5.486208530997771e-06, 0.24724855240576687, 0.009447415623681758, 0.25093265054145925, 2.433043485717522e-06, 5.437605200660524e-06, 0.25093170886634336, 8.80713087074172e-06, 0.25092999799059873,7617.990413992467, 7622.74219179339, 8257.670967721997, 7463.643806217026, 7547.187527249381, 7994.814767752023,1217.6897644749138,1493.4988857217613,1191.403478893319,1218.0401084796176,1326.1890614105034, 0.608018, 0.835189, 0.514170, 0.678899,1217.6897644749138,1493.4988857217613,1191.403478893319,1218.0401084796176,1326.1890614105034
s0,100,05,r04, 0.25013097091236247, 7.889760237154633e-06, 0.24885223181849983, 0.0031993650300997122, 0.2501325306125873, 2.926872378375046e-06, 3.97287632529377e-06, 0.25013220545413245, 3.558966859259628e-06, 0.2501321968847429,7648.263315320767, 7633.1615580448515, 8142.905319664585, 7504.611484495634, 7580.589564434287, 7937.280508036475,1239.2812280366468,1463.7653569720765,1208.0182915714263,1248.3946424043006,1341.243274804992, 0.580786, 0.820569, 0.493927, 0.645233,1239.2812280366468,1463.7653569720765,1208.0182915714263,1248.3946424043006,1341.243274804992
s0,100,05,r05, 0.2538655411543024, 4.01601883846601e-06, 0.25385952496294606, 1.897291969610596e-05, 0.2538659755561962, 2.6538383611606652e-06, 3.0777049621407966e-06, 0.2538658378375188, 2.133082321164617e-06, 0.2538659853062686,7542.072639726223, 7495.815440240454, 8146.027411440285, 7406.693079347311, 7449.551227127826, 7895.699032709103,1162.1327054573346,1411.4900024988553,1155.9097145025803,1173.1688969987265,1254.150876728659, 0.580574, 0.827434, 0.522267, 0.689095,1162.1327054573346,1411.4900024988553,1155.9097145025803,1173.1688969987265,1254.150876728659
s0,100,06,r01, 0.2513093910879044, 6.39715533602931e-05, 0.24748609274096847, 0.008899955344404598, 0.25133148649667103, 5.676207772966098e-06, 0.0032616054188451646, 0.2500451749283352, 1.2212477875522129e-05, 0.2513291356334834,7791.289895560262, 7676.136015312086, 8259.357738626582, 7669.857427773333, 7648.4328660413885, 7884.660460716372,1545.6085250442175,1889.8754166361562,1558.691948387554,1548.6004319701874,1611.340058985607, 0.351230, 0.769401, 0.307692, 0.471783,1545.6085250442175,1889.8754166361562,1558.691948387554,1548.6004319701874,1611.340058985607
s0,100,06,r02, 0.2539995936976673, 1.708204327685836e-06, 0.2539959327039926, 1.2126097732203346e-05, 0.25399936943550755, 2.301042740280627e-06, 1.9552123000025137e-06, 0.2539995101813799, 1.7736544549448375e-06, 0.2539994267258692,7845.534227437424, 7703.013159758131, 8271.382257424031, 7712.495889921044, 7672.656403474866, 7944.697130209222,1522.1922022788535,1890.8333257161635,1552.1450562203852,1524.804167868522,1644.2597932999226, 0.441242, 0.780172, 0.368421, 0.608018,1522.1922022788535,1890.8333257161635,1552.1450562203852,1524.804167868522,1644.2597932999226
s0,100,06,r03, 0.2527990091982828, 3.428527886458467e-06, 0.25043374641469435, 0.005475353407756964, 0.2527993343756806, 2.3926164612572258e-06, 3.178195556116233e-06, 0.2527990854587903, 4.427784104637926e-06, 0.2527985781995794,7884.467592062416, 7788.885277362517, 8309.096910319848, 7747.800688167771, 7768.5113683874815, 7962.211174302307,1581.480387726649,1886.768100585117,1577.097830750393,1584.0663732818937,1639.6718988411028, 0.416856, 0.762637, 0.425101, 0.580866,1581.480387726649,1886.768100585117,1577.097830750393,1584.0663732818937,1639.6718988411028
s0,100,06,r04, 0.256932337741699, 3.2818144858040227e-06, 0.2567898539966202, 0.0003529019516873727, 0.256931856132236, 4.5737846692577135e-06, 4.039645756294249e-06, 0.2569320269587397, 3.7658400949179097e-06, 0.2569321174528878,7929.4165400981465, 7904.475855248931, 8574.611184534157, 7793.909510568426, 7877.250284514934, 7955.674562021517,1624.3786916864713,2021.8486207716087,1580.536523480863,1628.6332248523793,1626.292419449656, 0.492205, 0.815451, 0.425101, 0.492341,1624.3786916864713,2021.8486207716087,1580.536523480863,1628.6332248523793,1626.292419449656
s0,100,06,r05, 0.25319924750274814, 2.7773078799558216e-06, 0.24883664012244136, 0.009699346531201138, 0.25319908387461004, 3.3097786547825766e-06, 3.4394185729630935e-06, 0.2531990228689445, 6.0084458768695055e-06, 0.2531979848458988,7729.74051155946, 7622.2542945971645, 8246.1549354382, 7604.126711852772, 7593.939465294076, 7833.813254589115,1475.1283146897288,1836.0550394770826,1482.2771075504884,1476.784798235984,1558.926118316675, 0.462069, 0.796460, 0.408907, 0.567568,1475.1283146897288,1836.0550394770826,1482.2771075504884,1476.784798235984,1558.926118316675
s0,100,07,r01, 0.2477321959936523, 3.951826150734057e-06, 0.24497893697486478, 0.006679512101211571, 0.24773239231998845, 3.3047173115809482e-06, 4.426509707880282e-06, 0.24773202960637342, 2.847792448906539e-06, 0.24773248178827992,8140.0036843811595, 8050.703276856504, 8605.188916269895, 8017.249871591111, 8022.563060425982, 8273.708682318225,1742.8115431939157,2078.63580943839,1739.4043229981278,1747.2354133504923,1827.986697223214, 0.412027, 0.765217, 0.384615, 0.559091,1742.8115431939157,2078.63580943839,1739.4043229981278,1747.2354133504923,1827.986697223214
s0,100,07,r02, 0.24693306130846734, 1.1629021905923863e-06, 0.24693280374005958, 1.6959804022385243e-06, 0.2469330057950482, 1.3824878476792958e-06, 1.4327458896919274e-06, 0.24693299503730073, 1.3280380840325433e-06, 0.24693297713239337,8074.144285843915, 7971.135831065387, 8545.068498738245, 7950.019986475818, 7935.583201002481, 8120.411197270489,1713.0587102112518,2056.753990097594,1722.8439197535688,1716.5093902833585,1783.6341869351716, 0.367946, 0.676856, 0.307692, 0.482143,1713.0587102112518,2056.753990097594,1722.8439197535688,1716.5093902833585,1783.6341869351716
s0,100,07,r03, 0.2478651590241638, 5.0544079439038764e-06, 0.24785725891190183, 2.5968606767141427e-05, 0.2478646079086313, 6.672292319901878e-06, 5.871014536792353e-06, 0.2478648826050324, 1.830524069329175e-05, 0.24785997160848,8149.497378071862, 8029.583208311022, 8535.851352992458, 8028.587385697012, 8013.788844676037, 8241.541474087282,1730.4335344447531,2051.0482713449496,1748.3376162959012,1731.1142906778819,1827.928411278393, 0.345133, 0.675439, 0.327935, 0.501114,1730.4335344447531,2051.0482713449496,1748.3376162959012,1731.1142906778819,1827.928411278393
s0,100,07,r04, 0.2497431015814208, 0.00034124094354296504, 0.24789230028374395, 0.004943342247708871, 0.24917575027623481, 0.0018772541982382698, 0.00144355397984073, 0.2493388012782776, 7.138128996592489e-05, 0.24983895971137524,8014.8754391129505, 7891.564108152876, 8578.144511538574, 7889.06315273348, 7863.49658231288, 8155.063244743043,1680.611014490691,2089.6262833750043,1702.4652746430877,1681.4769924600525,1828.1652807905775, 0.357631, 0.711790, 0.259109, 0.567329,1680.611014490691,2089.6262833750043,1702.4652746430877,1681.4769924600525,1828.1652807905775
s0,100,07,r05, 0.2529322862173082, 3.8058941359741322e-06, 0.2529242856152861, 2.571860632281921e-05, 0.25293145999209865, 6.151431627883201e-06, 3.4417185414807757e-06, 0.25293237177778916, 3.47504424374591e-06, 0.2529323440474255,8085.405881200898, 7991.876730411604, 8532.680189951137, 7955.646171794639, 7932.850071762557, 8085.713868655315,1692.7804328172285,2027.8390694372342,1691.3726137043457,1677.9460823769903,1749.495390890497, 0.445946, 0.736842, 0.348178, 0.466960,1692.7804328172285,2027.8390694372342,1691.3726137043457,1677.9460823769903,1749.495390890497
s0,100,08,r01, 0.2521599126363939, 0.0067127757277555215, 0.2536895251104575, 0.003360108370120669, 0.25377383422966876, 0.0028971424503097093, 0.005209780766859952, 0.25273951318660487, 0.002066530508312443, 0.2540541742348308,7747.940405221538, 7683.559828403671, 8005.60996143597, 7616.968105119081, 7642.315914527727, 7867.972228678723,1376.5642980842288,1591.1282944339314,1366.2878607284822,1382.1422929133887,1462.9148006727726, 0.458613, 0.723077, 0.392713, 0.524887,1376.5642980842288,1591.1282944339314,1366.2878607284822,1382.1422929133887,1462.9148006727726
s0,100,08,r02, 0.25066505014591, 5.29779295234479e-06, 0.24920820113775807, 0.003636640651063581, 0.25066526317773213, 4.489792736360118e-06, 5.394270395777235e-06, 0.250665012098501, 1.3679667323620117e-05, 0.25066194524103197,7695.953138875092, 7659.63524965272, 8048.3769979860035, 7580.151666700157, 7605.201154687178, 7798.111394393952,1341.8708418760648,1565.3622820832334,1338.9155615686018,1344.2072731000235,1388.1418439840004, 0.548098, 0.778271, 0.493927, 0.639723,1341.8708418760648,1565.3622820832334,1338.9155615686018,1344.2072731000235,1388.1418439840004
