true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,nj_phi,nj_nu,problin_nu,problin_phi
s50,50,03,r02, 0.15633398428254014, 0.1254256188090861, 0.15217497345450753, 0.13040498131533532, 0.15379180128079997, 0.12354267241648662, 0.12549307928758857, 0.15158916136633083
s50,50,03,r03, 0.15538358488520412, 0.1036451644410465, 0.1541424645894089, 0.11206715872387218, 0.1542531761304917, 0.10570549940173013, 0.10939721692662141, 0.14930257270902866
s50,50,03,r04, 0.14793230927551557, 0.11905648190030223, 0.14202041760188747, 0.12746967275083287, 0.1440144443532647, 0.12903106090279118, 0.11946890521727464, 0.14386091917519034
s50,50,03,r05, 0.14608923636907561, 0.1126675850802786, 0.1420756834314381, 0.12304596816043106, 0.14395645399831353, 0.1111271942405845, 0.11055046848600952, 0.142262091077699
s50,50,04,r01, 0.14248765574165145, 0.14321384841891854, 0.13411764521135824, 0.16646535967211584, 0.1403089824078967, 0.1424872675913187, 0.14654174440596537, 0.13573501076355518
s50,50,04,r02, 0.13740478336693357, 0.1578649059105856, 0.13271433717689002, 0.16705782497838592, 0.13290748298929234, 0.16872957887052228, 0.15351584485577105, 0.1346050179907616
s50,50,04,r03, 0.1360769326645921, 0.15899261806503284, 0.13383101032306283, 0.16071154462013162, 0.12611014455726108, 0.17424422333001455, 0.14077223930372737, 0.1336844245723201
s50,50,04,r04, 0.1352372360988534, 0.16327321906417028, 0.13219698907779986, 0.16885976652461432, 0.1303606121489005, 0.17491272020443324, 0.14641117088308014, 0.1341342202792802
s50,50,04,r05, 0.13309907227785295, 0.17293164290991464, 0.1253208192173807, 0.18412120500950102, 0.13224460088645748, 0.16731917794377538, 0.15494889163072692, 0.13189531558112896
s50,50,05,r01, 0.14135395869422676, 0.15521567940975559, 0.12613342576163353, 0.1958869684309909, 0.1391130871818629, 0.14419177852345985, 0.13936505846876482, 0.13935942660142306
s50,50,05,r02, 0.1523462809363655, 0.15487770112221086, 0.13054096240989324, 0.2069979978551039, 0.14399004156312512, 0.17380893083014312, 0.1690043105452074, 0.14064073093961924
s50,50,05,r03, 0.14642910742381937, 0.14919701926970888, 0.12797402486796855, 0.2058967537596072, 0.14189240734034078, 0.15859619532903121, 0.15872495312076926, 0.1386845926897484
s50,50,05,r04, 0.1381896598123002, 0.17211234377042145, 0.1308028773770747, 0.19255909771156968, 0.14233742872760402, 0.13412761545996316, 0.1408591253030214, 0.1397145893717444
s50,50,05,r05, 0.14478533068555102, 0.15880560835645022, 0.13615863285299837, 0.18165343303053252, 0.1427381730126099, 0.1400631032522356, 0.14346864631200992, 0.14090555869281954
s50,50,06,r01, 0.14332364971824554, 0.13427984825347825, 0.1345850895999027, 0.16110747684691948, 0.13913126903800765, 0.15317291906189454, 0.14183847979258216, 0.13274655101472224
s50,50,06,r02, 0.13986370656742225, 0.15185066215351867, 0.13406649928434178, 0.16800572103131453, 0.13529007945773555, 0.16892942664876706, 0.14981295208363243, 0.1336230349096378
s50,50,06,r03, 0.14314201553948253, 0.14549109605704716, 0.12774969951938095, 0.19241368657433902, 0.13195264511385668, 0.1898484550641697, 0.14462801784249052, 0.13416218519863343
s50,50,06,r04, 0.14450810155083468, 0.15590239417658458, 0.14356232334851582, 0.1632200785296535, 0.14273997863875354, 0.17197740857441288, 0.15496763709303144, 0.13725632416290692
s50,50,06,r05, 0.15035004315039, 0.1353525523843773, 0.14389413219691954, 0.15725047264639158, 0.14131383567386574, 0.160684631464613, 0.13651935159234024, 0.14232774595412573
s50,50,07,r01, 0.1448333741640975, 0.15362666674490968, 0.14383923242047933, 0.15380283483666105, 0.14305149931805392, 0.15510729593784514, 0.14402048144313037, 0.1410393843588661
s50,50,07,r02, 0.1436887264209358, 0.15603668890779687, 0.13605556135248684, 0.1698647579012907, 0.14603834068971883, 0.14727676363666722, 0.1423986003825894, 0.14161813018642244
s50,50,07,r03, 0.14121891838302997, 0.1497194111845653, 0.13846178889635954, 0.14421355573882488, 0.13741192724542925, 0.15449902151789605, 0.1368532855865533, 0.13957461463034518
s50,50,07,r04, 0.13566801617127575, 0.17199834810236264, 0.13727587597708918, 0.15780456329270479, 0.13648507550212133, 0.15751633619640754, 0.15197877294732168, 0.1333872610099008
s50,50,07,r05, 0.1469678106702426, 0.1450143512202973, 0.14201755542529804, 0.15498543209379076, 0.14264069369060098, 0.151932998616583, 0.12688392064111828, 0.14456384897245425
s50,50,08,r01, 0.14953257624222357, 0.13314496026270134, 0.14669055789418145, 0.1421439170591734, 0.14924035825542914, 0.13606280663911632, 0.13508842046778696, 0.1451667999799933
s50,50,08,r02, 0.14951119379287445, 0.1223731574858472, 0.14202776030207082, 0.14886114611360202, 0.14632637420722455, 0.12765666466407072, 0.12922100544417883, 0.14083662139462455
s50,50,08,r03, 0.14033964561946635, 0.14161749980592214, 0.14068134253038733, 0.14301364394264118, 0.14057874196753423, 0.13072308396033322, 0.13484506061570262, 0.13725124861244603
s50,50,08,r04, 0.14775535389159325, 0.13633859725525171, 0.13329000298977312, 0.17136658806738822, 0.14341751088779492, 0.1502091599623532, 0.13909005736080665, 0.14182467185839806
s50,50,08,r05, 0.1530598436410328, 0.14968055425732277, 0.1437914615924274, 0.16937532895327362, 0.1572726858849645, 0.12201650519667573, 0.1408843363266741, 0.14789101218624426
s50,50,09,r01, 0.1435808649363135, 0.14981076274206312, 0.1336043877394939, 0.17727698915203854, 0.1397260651661204, 0.158601921025308, 0.14507242773367088, 0.13734486078010644
s50,50,09,r02, 0.14682614268592567, 0.1369528098867284, 0.14630924944800888, 0.13555118207022598, 0.13968143745980066, 0.1559441408168537, 0.13214228415596765, 0.14351695370175613
s50,50,09,r03, 0.1489336573471928, 0.17438038386449448, 0.14213522401938383, 0.17987825791357512, 0.15223668245583022, 0.15840722425299059, 0.1765217445319222, 0.14113964689195954
s50,50,09,r04, 0.1410566737971994, 0.18430658811463024, 0.13510400108123496, 0.19484863149914378, 0.13599886184181148, 0.18929009181131348, 0.1910694999276645, 0.1303313895497634
s50,50,09,r05, 0.14317600481382894, 0.1632316929046745, 0.13824557781707056, 0.17032673790686886, 0.1432901587097929, 0.1662695045902639, 0.16375076592522528, 0.1362881275021045
s50,50,10,r01, 0.14870892209666003, 0.13054552720604767, 0.13854664064731667, 0.14653040924203695, 0.14316279512260016, 0.1416141801177954, 0.14236172081723536, 0.13699436938215764
s50,50,10,r02, 0.1538462455110188, 0.11867645399433478, 0.1408033052564362, 0.1487824935338295, 0.15173066070716423, 0.12337909631855616, 0.13275947990206458, 0.142552268729674
s50,50,10,r03, 0.1605589643285649, 0.1099109263656451, 0.15355042742555516, 0.12048221371702632, 0.1513792690231674, 0.130693340231256, 0.1238998083300862, 0.14863350049006135
s50,50,10,r04, 0.15391200285224707, 0.11435649653487565, 0.14424150310644657, 0.1351674051127619, 0.15158310086525867, 0.12608352146042393, 0.12154197200252452, 0.1456293133186154
s50,50,10,r05, 0.1422822121718913, 0.12770609528393473, 0.12891340995772688, 0.1540934913478187, 0.1340596912109911, 0.1465808653668208, 0.1400448087344392, 0.1322608891130825
s75,25,01,r01, 0.08325380333804627, 0.2666621737208811, 0.08384448239374723, 0.2569141759913885, 0.07958973380841902, 0.2644079714967017, 0.25072630695179793, 0.07085742746682153
s75,25,01,r02, 0.0888802287886226, 0.26420827269232466, 0.08235848164070039, 0.2653519986897592, 0.08316064582823525, 0.2711236240945013, 0.22182103896037983, 0.08481387767378486
s75,25,01,r03, 0.08330934874621915, 0.25127866493286094, 0.08311877167358478, 0.2351998821600761, 0.07626140986950646, 0.25984161232089037, 0.22529332609854508, 0.07720415666405771
s75,25,01,r04, 0.07616604505430832, 0.26278269700145584, 0.08308320449509835, 0.244568251083605, 0.06829585129152277, 0.28399036263680166, 0.22705384101958384, 0.07203882983411172
s75,25,01,r05, 0.08516228129449038, 0.24592248966995336, 0.0856000687341261, 0.2365321914324347, 0.07872483716117945, 0.2590711408219657, 0.2227557564020876, 0.08215823824278971
s75,25,02,r01, 0.0701630314765377, 0.2547980290167475, 0.0641602971596003, 0.2801600594749851, 0.07083755851079468, 0.2540362986500483, 0.25167133858779517, 0.06304134243983664
s75,25,02,r02, 0.07781438930999085, 0.22737806117713627, 0.07139818817173954, 0.24464051590277722, 0.07726181689721022, 0.2223024717321134, 0.21585104691972418, 0.07114249399898587
s75,25,02,r03, 0.07569559222682404, 0.2274032176177085, 0.06953345421425788, 0.2442928907289004, 0.07610332899856413, 0.2315663756128732, 0.21271525466884747, 0.07197949053894569
s75,25,02,r04, 0.0708708636996737, 0.2703576095902018, 0.060490385980322796, 0.30572828448937117, 0.06788933888639721, 0.27241169317436226, 0.23844211631122428, 0.06782893944594805
s75,25,02,r05, 0.07190908382002215, 0.24635416396199394, 0.07019392666859911, 0.2611782352234511, 0.06624411613950794, 0.26397968122078974, 0.23114622043259248, 0.06624941491846792
s75,25,03,r01, 0.0813680597865847, 0.2591934490045307, 0.07457453164100014, 0.28076412058406314, 0.06462999779738482, 0.3530784819070667, 0.2323635819492253, 0.07673297235402136
s75,25,03,r02, 0.0772898807138876, 0.2756160695010339, 0.0621795206491163, 0.33469113013312424, 0.061166227609879276, 0.3560263401530967, 0.2541660115366428, 0.07181594200066846
s75,25,03,r03, 0.08682538548362409, 0.2861946418114615, 0.07731907303739295, 0.3232386106640271, 0.07540947579573776, 0.35365031043061823, 0.2451490490965671, 0.08047298104446564
s75,25,03,r04, 0.0840116263589157, 0.2520755678563487, 0.06944304972819512, 0.30334088333090015, 0.07476618824268302, 0.3029848077207988, 0.2524985767112478, 0.0714433889362253
s75,25,03,r05, 0.07461995175665419, 0.2859086623366567, 0.07126611897112123, 0.31739859145708765, 0.07245811191569239, 0.3123909577763286, 0.25029304557565374, 0.07516258030069659
s75,25,04,r01, 0.08280963021696414, 0.1868504771096817, 0.07814127446727205, 0.18718584007524694, 0.08124534917164217, 0.18839143313058687, 0.16895137700773055, 0.07872484843360804
s75,25,04,r02, 0.08212106078498692, 0.19388082339169915, 0.07982749497938436, 0.1907485658933339, 0.082099995971146, 0.18924056400889544, 0.18194536290271265, 0.07853839630214896
s75,25,04,r03, 0.0756779981324563, 0.2107143005624498, 0.07127627739759766, 0.20918775192227224, 0.07372869204763013, 0.1971636024954281, 0.20364206112389072, 0.06737200820591739
s75,25,04,r04, 0.07861693926521318, 0.22332690853596804, 0.06634885776902393, 0.23689585001126695, 0.07262640113048939, 0.22809948068376942, 0.20647557575866854, 0.07420752779913145
s75,25,04,r05, 0.07946725719919026, 0.21441649028139953, 0.0771136542911935, 0.21272018669480608, 0.07314076400216026, 0.22341949854048332, 0.21130423822631275, 0.07088767851633251
s75,25,05,r01, 0.08691452229939257, 0.22477276550656708, 0.0726001952442925, 0.24322337397798452, 0.08544410493135611, 0.22218380335302745, 0.21661690475782971, 0.0778914412569705
s75,25,05,r02, 0.09122992127940215, 0.20813420667821075, 0.07913110041248804, 0.226360437729786, 0.08723556296099395, 0.2033811910172096, 0.2098740262046279, 0.07649234968003604
s75,25,05,r03, 0.09285091471566617, 0.20548859760246976, 0.09225495191566724, 0.1973116690293277, 0.09364035863375152, 0.1895592512660663, 0.2130577756510162, 0.08036740190029923
s75,25,05,r04, 0.0980567473607678, 0.21929916578876862, 0.08347488487851498, 0.23885347776435034, 0.09730518571075565, 0.19959148572291827, 0.22807202641180704, 0.07887287698336722
s75,25,05,r05, 0.08304889065390514, 0.2683627703999248, 0.06528788357749925, 0.29004975471686995, 0.0661616753181937, 0.28346750972028767, 0.27467224519802497, 0.06339184068442157
s75,25,06,r01, 0.09684830456940269, 0.18459978794694015, 0.09153912798084246, 0.18879562176549217, 0.09164726217046584, 0.19689950033325815, 0.20244239867256975, 0.08427970141391251
s75,25,06,r02, 0.08556119521264371, 0.20168532458415858, 0.07368963971882041, 0.21756345176382616, 0.07672778445866725, 0.21667149513450157, 0.21511703599631557, 0.06944737907461437
s75,25,06,r03, 0.09862217363611496, 0.18209431385964664, 0.09955413641364366, 0.16815412668837976, 0.09458342582145261, 0.1811961350344523, 0.18634342168320742, 0.08858767656184345
s75,25,06,r04, 0.09574729111956554, 0.1651456516738851, 0.09203458447428989, 0.16406716953884776, 0.0873982873227509, 0.18810211490610654, 0.1866973515482262, 0.07889139718272327
s75,25,06,r05, 0.0824878423618447, 0.2093946269035774, 0.07674451574699974, 0.20463147904602794, 0.08033702275777121, 0.20317220412103557, 0.21484477913754066, 0.07096530319968052
s75,25,07,r01, 0.0840365450050386, 0.25385166182059343, 0.08467365621696483, 0.25522366013346753, 0.08427225494612418, 0.25109795983953453, 0.23645213294212514, 0.08065310322476478
s75,25,07,r02, 0.08622473138198464, 0.22250833413220708, 0.08455298357855803, 0.22157441738873196, 0.08975657709423178, 0.2137730928734351, 0.20832035058418163, 0.0844404417834983
s75,25,07,r03, 0.08323838812427227, 0.25149280343397873, 0.07889435218486616, 0.26268488888004055, 0.08135522424570091, 0.253035546628024, 0.2163757789872189, 0.08101123215297644
s75,25,07,r04, 0.08463061903759625, 0.25684106688591146, 0.07510090077280565, 0.282066595594347, 0.07858876258608734, 0.2692433774034924, 0.25170810559283985, 0.07596587129809616
s75,25,07,r05, 0.08785859342274288, 0.25331785664773465, 0.0835746244168664, 0.2545175132310795, 0.08652720498434216, 0.24779560620549837, 0.24934945430804864, 0.08151105045308049
s75,25,08,r01, 0.08527565948243741, 0.1738971145599755, 0.08099712026216355, 0.17942797604695676, 0.08202421249326114, 0.1735312794381884, 0.16816220515950567, 0.0819959062498847
s75,25,08,r02, 0.08471609048133744, 0.2116687768952976, 0.08219728860398544, 0.22405122332789176, 0.08626125341555198, 0.20787421593387057, 0.2115199737191788, 0.07975621647058766
s75,25,08,r03, 0.07706388982753794, 0.20315289743638093, 0.07835529974786783, 0.19226809022866745, 0.07739246740880046, 0.19922856920371668, 0.19338457146143714, 0.07539657891924888
s75,25,08,r04, 0.08887456692853107, 0.1775234346150883, 0.08257742441736506, 0.19984567001963532, 0.08483294812555459, 0.1825071161683403, 0.18462525860231166, 0.08047074225844321
s75,25,08,r05, 0.07883222701218308, 0.1971376113842106, 0.07796429375156165, 0.19555902274422843, 0.07544655374651707, 0.20289729665077424, 0.19352259728017254, 0.07435447886384396
s75,25,09,r01, 0.08261182147381797, 0.27004558666253986, 0.0789354488337755, 0.26519104492117207, 0.08174680652445578, 0.24965618927168257, 0.24475098847007748, 0.0741165202726413
s75,25,09,r02, 0.07915203140675026, 0.23537984124241668, 0.0700195287929455, 0.2589188701873789, 0.078003775235058, 0.22647529039862468, 0.22468959065488145, 0.07147458920060834
s75,25,09,r03, 0.07857548951161028, 0.22321414701172815, 0.07524781580008243, 0.23228360327165593, 0.07587983748627102, 0.23262291094982857, 0.20445640222199973, 0.07686194625318211
s75,25,09,r04, 0.07871122701107451, 0.23872874070606215, 0.07850459761482388, 0.23709910099441855, 0.0748950880629977, 0.2427011322228694, 0.21707523105393708, 0.07598153985724039
s75,25,09,r05, 0.06860040091568187, 0.24088195158105155, 0.06347011023866647, 0.2540438911605461, 0.06451338784520776, 0.2477885394358546, 0.2249146649714741, 0.06312624389971806
s75,25,10,r01, 0.06850887792295594, 0.2487089676571476, 0.0652528479219741, 0.24878992530845992, 0.06763769208037933, 0.24493847332588203, 0.21714559095138694, 0.06537529271613221
s75,25,10,r02, 0.09004209528106598, 0.22231250899719324, 0.07621283139218823, 0.24516611677770359, 0.08096461623354073, 0.2529477527183498, 0.1985163015195474, 0.08506650027808738
s75,25,10,r03, 0.07404997297928283, 0.24405612233531856, 0.06503210740626161, 0.2644478127167863, 0.0701935866108035, 0.24985827228154306, 0.22903549842143345, 0.06789288212166927
s75,25,10,r04, 0.07865948963874705, 0.2535008889291409, 0.07039481037489215, 0.265762526853642, 0.06723115708724771, 0.2794211556392299, 0.24473896369745693, 0.07061128469365581
s75,25,10,r05, 0.07758420226132566, 0.23929991664707145, 0.055855292124716203, 0.2781398992669351, 0.070708364540484, 0.263851891398347, 0.22237184413822056, 0.07061344246844152
