true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,nj_phi,nj_nu,problin_nu,problin_phi
s0,100,03,r04, 0.2497312841833628, 6.396713484980633e-06, 0.2497303652899521, 8.521530154959894e-06, 0.2497330052407948, 1.2368304408149055e-06, 2.0656765259773295e-05, 0.24972645513041739
s0,100,03,r05, 0.25786587747570594, 2.956521904919468e-06, 0.2578656225289287, 3.473065900888236e-06, 0.25786590289697536, 2.649549741575708e-06, 2.1157052205151695e-06, 0.25786613604537173
s0,100,04,r01, 0.25959951813683724, 2.0245733923574345e-06, 0.2581880206335118, 0.0032252881990915317, 0.25959891395938844, 3.837991679970062e-06, 1.83237109449253e-06, 0.259599560105634
s0,100,04,r02, 0.2541010082715331, 9.079619479331467e-05, 0.25413110840185976, 6.92305156552648e-06, 0.2541212551749149, 3.4139501781322154e-05, 2.37928880721146e-05, 0.25412508195334815
s0,100,04,r03, 0.24946490876575697, 5.576775691814735e-06, 0.24946340063903255, 9.689310512436676e-06, 0.24946285204423677, 1.1091481711229547e-05, 5.81072038976099e-06, 0.24946481706460216
s0,100,04,r04, 0.26104103069101786, 0.0026094222747441672, 0.26199533819746756, 1.4028440710758179e-05, 0.26199685506029863, 9.506965374337898e-06, 0.0005962943581870976, 0.26177246141307997
s0,100,04,r05, 0.25333237017987453, 0.001781007522476196, 0.2537825281902076, 0.0005785778467957762, 0.2525388551517529, 0.0035940897160754415, 0.002602263208994574, 0.25301308763563374
s0,100,05,r01, 0.2511994727711412, 2.076115149302809e-06, 0.25115170368853273, 0.00012366273931204897, 0.25119934402049166, 2.1148193462075025e-06, 3.036420388144497e-06, 0.2511991830438619
s0,100,05,r02, 0.24373199211292332, 4.900235094139015e-06, 0.24372231004458006, 3.14746549282334e-05, 0.24365577160411314, 0.0002082791365187483, 4.862631277580256e-06, 0.24373197798963425
s0,100,05,r03, 0.25093170748536153, 5.486208530997771e-06, 0.24724855240576687, 0.009447415623681758, 0.25092999799059873, 8.80713087074172e-06, 5.437605200660524e-06, 0.25093170886634336
s0,100,05,r04, 0.25013097091236247, 7.889760237154633e-06, 0.24885223181849983, 0.0031993650300997122, 0.2501321968847429, 3.558966859259628e-06, 3.97287632529377e-06, 0.25013220545413245
s0,100,05,r05, 0.2538655411543024, 4.01601883846601e-06, 0.25385952496294606, 1.897291969610596e-05, 0.2538659853062686, 2.133082321164617e-06, 3.0777049621407966e-06, 0.2538658378375188
s0,100,06,r01, 0.2513093910879044, 6.39715533602931e-05, 0.24748609274096847, 0.008899955344404598, 0.2513291356334834, 1.2212477875522129e-05, 0.0032616054188451646, 0.2500451749283352
s0,100,06,r02, 0.2539995936976673, 1.708204327685836e-06, 0.2539959327039926, 1.2126097732203346e-05, 0.2539994267258692, 1.7736544549448375e-06, 1.9552123000025137e-06, 0.2539995101813799
s0,100,06,r03, 0.2527990091982828, 3.428527886458467e-06, 0.25043374641469435, 0.005475353407756964, 0.2527985781995794, 4.427784104637926e-06, 3.178195556116233e-06, 0.2527990854587903
s0,100,06,r04, 0.256932337741699, 3.2818144858040227e-06, 0.2567898539966202, 0.0003529019516873727, 0.2569321174528878, 3.7658400949179097e-06, 4.039645756294249e-06, 0.2569320269587397
s0,100,06,r05, 0.25319924750274814, 2.7773078799558216e-06, 0.24883664012244136, 0.009699346531201138, 0.2531979848458988, 6.0084458768695055e-06, 3.4394185729630935e-06, 0.2531990228689445
s0,100,07,r01, 0.2477321959936523, 3.951826150734057e-06, 0.24497893697486478, 0.006679512101211571, 0.24773248178827992, 2.847792448906539e-06, 4.426509707880282e-06, 0.24773202960637342
s0,100,07,r02, 0.24693306130846734, 1.1629021905923863e-06, 0.24693280374005958, 1.6959804022385243e-06, 0.24693297713239337, 1.3280380840325433e-06, 1.4327458896919274e-06, 0.24693299503730073
s0,100,07,r03, 0.2478651590241638, 5.0544079439038764e-06, 0.24785725891190183, 2.5968606767141427e-05, 0.24785997160848, 1.830524069329175e-05, 5.871014536792353e-06, 0.2478648826050324
s0,100,07,r04, 0.2497431015814208, 0.00034124094354296504, 0.24789230028374395, 0.004943342247708871, 0.24983895971137524, 7.138128996592489e-05, 0.00144355397984073, 0.2493388012782776
s0,100,07,r05, 0.2529322862173082, 3.8058941359741322e-06, 0.2529242856152861, 2.571860632281921e-05, 0.2529323440474255, 3.47504424374591e-06, 3.4417185414807757e-06, 0.25293237177778916
s0,100,08,r01, 0.2521599126363939, 0.0067127757277555215, 0.2536895251104575, 0.003360108370120669, 0.2540541742348308, 0.002066530508312443, 0.005209780766859952, 0.25273951318660487
s0,100,08,r02, 0.25066505014591, 5.29779295234479e-06, 0.24920820113775807, 0.003636640651063581, 0.25066194524103197, 1.3679667323620117e-05, 5.394270395777235e-06, 0.250665012098501
s0,100,08,r03, 0.24653168767411346, 4.71407076931398e-06, 0.2465317175973385, 4.747417822791756e-06, 0.2465324176785804, 2.9281396516574347e-06, 2.625932225533312e-06, 0.24653247496093691
s0,100,08,r04, 0.2518546336907121, 3.6044258287132705e-05, 0.25185445503216836, 3.449000984886147e-05, 0.2508259892249609, 0.0027292143109301616, 0.008135847009766434, 0.24877893058215955
s0,100,08,r05, 0.24986579041221615, 2.9589223467604523e-06, 0.24970356609716574, 0.0004093916616651964, 0.2498653081161695, 4.049416635988413e-06, 2.9022476453487415e-06, 0.24986581798320123
s0,100,09,r01, 0.2610651533855133, 5.475569843714438e-06, 0.26105945028047234, 2.0389481806123356e-05, 0.26106284878203395, 1.2593320188166126e-05, 5.295288737936579e-06, 0.26106518605343254
s0,100,09,r02, 0.2594614272069669, 1.744561582917796e-05, 0.25649303270174373, 0.008183849924354667, 0.25808661094479896, 0.0035036861491835373, 0.009772625941334545, 0.2558878389035522
s0,100,09,r03, 0.24973035462631357, 8.705510433606852e-06, 0.249730003717167, 9.954183377175623e-06, 0.24950715603838758, 0.0005452349434700671, 1.2959665004827276e-05, 0.24972876653835926
s0,100,09,r04, 0.24999430358140975, 1.8318280041555103e-05, 0.24999724632524215, 8.783586576332005e-06, 0.24999760265651966, 7.641432562642706e-06, 7.606370580414991e-06, 0.2499976785225053
s0,100,09,r05, 0.259331105727543, 7.464188037739046e-06, 0.2593304734027683, 8.698664762984485e-06, 0.25933159527891203, 5.5701875149246126e-06, 5.612360050322018e-06, 0.2593316548077079
s0,100,10,r01, 0.2530649517236817, 5.738402696670827e-06, 0.25299500640092015, 0.0002040512252779789, 0.2530649749524211, 5.4652721796699065e-06, 4.5592954763079005e-06, 0.25306533919366725
s0,100,10,r02, 0.24773173792305653, 4.788574781825525e-06, 0.24557541567204985, 0.005474872748204253, 0.2477321294901758, 3.994804663507399e-06, 2.1291023573087103e-05, 0.24772578575099372
s0,100,10,r03, 0.25253255886525666, 2.7535355851423407e-06, 0.2525316440426647, 4.999774722614878e-06, 0.25253152669970486, 5.355227728640456e-06, 3.031577804358723e-06, 0.25253244869371216
s0,100,10,r04, 0.25026348144202715, 1.0334998181418802e-05, 0.24976182707212435, 0.0014243658572492249, 0.2502642872946781, 7.244390593458254e-06, 1.3432485386920272e-05, 0.25026247378316013
s0,100,10,r05, 0.2554625782844256, 1.1898430175441011e-05, 0.25546359152775544, 8.887762007462717e-06, 0.25546516194657365, 4.70752763504694e-06, 2.544823413491114e-05, 0.25545720021039137
s100,0,01,r01, 0.007357603981223228, 0.34376637852065717, 0, 0.3380270675848373, 0.00017503358539671868, 0.35305767062413884, 0.3098590920558377, 0
s100,0,01,r02, 0, 0.3326545927426261, 0, 0.30431406774653114, 0, 0.319543737517648, 0.27648003389325027, 0
s100,0,01,r03, 0.01128102131177981, 0.3119046878046666, 0, 0.32314940407342735, 0, 0.333944981518997, 0.28317842643065705, 0
s100,0,01,r04, 0, 0.326605056977213, 0, 0.30271695739869015, 0, 0.30765600604180815, 0.26467691786699293, 0
s100,0,01,r05, 0, 0.3284367269273761, 0, 0.30037805320191974, 0, 0.3107431093664839, 0.27750551606202123, 0
s100,0,02,r01, 0.014244697762215059, 0.3052033965708578, 0.011951753873816254, 0.3039926221444226, 0.009367480481788131, 0.3096362349697986, 0.28138040638560224, 0.008766478453108274
s100,0,02,r02, 0.007350150962545293, 0.3282969156266566, 0, 0.3453559139743937, 0, 0.3430472170991784, 0.3191092693313776, 0
s100,0,02,r03, 0, 0.3048461417779762, 0, 0.29049722443736503, 0, 0.29943843671342807, 0.27407120442952637, 0
s100,0,02,r04, 0.0064337650998109305, 0.3170964629677708, 0, 0.330153371208133, 0.0052256682646886505, 0.31475281442115227, 0.30433884869103156, 0
s100,0,02,r05, 0.011513678254298448, 0.27826397027277955, 0.010066233859774083, 0.2767659300687653, 0.010686170419323028, 0.2764780080632806, 0.255975315834382, 0.008356060403704334
s100,0,03,r01, 0.012060389618113091, 0.3164274239802187, 0.00026690037785835613, 0.3355617757970288, 0.009913921620957293, 0.30904261792089, 0.3019585625379838, 0.004013347230541188
s100,0,03,r02, 0.0034750127148710504, 0.32575234537333153, 0, 0.3152317416379512, 0, 0.314008286036117, 0.28338196932330983, 0
s100,0,03,r03, 0.010413625788534745, 0.3110029578727209, 0.008919432135912729, 0.2883948131268331, 0.00162029052986128, 0.32546441395221837, 0.2982667655630966, 0
s100,0,03,r04, 0, 0.34916719347034586, 0, 0.3188390223799531, 0, 0.32064346684571754, 0.2898010386334443, 0
s100,0,03,r05, 0, 0.3553825892979499, 0, 0.3338744935859979, 0, 0.33418743821845215, 0.3045809385901678, 0
s100,0,04,r01, 0.0008746369047898931, 0.334196867923397, 0, 0.3272469025136319, 0, 0.3472211561794146, 0.2926600605394669, 0
s100,0,04,r02, 0, 0.34920312162384937, 0, 0.33149404882760036, 0, 0.3417858479939175, 0.292908523785008, 0
s100,0,04,r03, 0, 0.3809134409067042, 0, 0.3455700041711316, 0, 0.373622046667732, 0.3150290001684356, 0
s100,0,04,r04, 0, 0.32816219582133943, 0, 0.33035934615933144, 0, 0.3220438024321036, 0.2841159549250045, 0
s100,0,04,r05, 0, 0.3702454222636915, 0, 0.36075734868671205, 0, 0.37014780223234606, 0.3131601737815498, 0
s100,0,05,r01, 0.008028360055246875, 0.28393422035706484, 0.002645217754331195, 0.2922236234814822, 0.0013976674404624762, 0.2904183981668176, 0.27383928664081625, 0
s100,0,05,r02, 0.007527546402684407, 0.27824049781702326, 0, 0.2844686531277449, 0.006152648283550363, 0.2728046834519247, 0.26813116306244283, 0
s100,0,05,r03, 0, 0.3089566187066522, 0, 0.2914481408563719, 0.005841120066713311, 0.2909055853565236, 0.28150118893751014, 0
s100,0,05,r04, 0, 0.31589403159923984, 0, 0.2969249997167505, 0.0007198491447631219, 0.30573287347209466, 0.28733287820286363, 0
s100,0,05,r05, 0, 0.3098467975856122, 0, 0.28702059617376074, 0, 0.29305259583992144, 0.27391241852496584, 0
s100,0,06,r01, 0.0001514993201615076, 0.3415482964161845, 0, 0.330817287900107, 0, 0.31297774859425664, 0.2989739093953324, 0
s100,0,06,r02, 0.019004994320535117, 0.31783456323841464, 0, 0.33964438846978007, 0.011335314576434214, 0.3098826105540971, 0.30979145962315685, 0
s100,0,06,r03, 0.00044577086581096774, 0.3684210862084141, 0, 0.3296195000008817, 0, 0.3344955780794614, 0.3195660862233477, 0
s100,0,06,r04, 0.008351386569656132, 0.30319612229678083, 0.00875891941234413, 0.2873945962343472, 0, 0.31162540746570655, 0.2902364768770926, 0
s100,0,06,r05, 0.006121381420020997, 0.30463726884528464, 0, 0.31013687970149834, 0, 0.3101792666937641, 0.2840085344825495, 0
s100,0,07,r01, 0, 0.3858193667159825, 0, 0.35821976694710594, 0, 0.33851023439315187, 0.30162445674216676, 0
s100,0,07,r02, 0, 0.36609713710070974, 0, 0.3752923185539313, 0, 0.35059961552768604, 0.3205764471999846, 0
s100,0,07,r03, 0, 0.35611902453709415, 0, 0.35074818207581776, 0, 0.35493311118635124, 0.3003811616104232, 0
s100,0,07,r04, 0, 0.3634779638112887, 0, 0.36260250076352685, 0, 0.3531515524160833, 0.31006312708714545, 0
s100,0,07,r05, 0, 0.38590693058035846, 0, 0.3606808735819051, 0, 0.3807057256797237, 0.31590409312036527, 0
s100,0,08,r01, 0, 0.35603665724622063, 0, 0.3400487168601688, 0, 0.3719575352024556, 0.3058667126014154, 0
s100,0,08,r02, 0, 0.33867336035483175, 0, 0.3339919751615871, 0, 0.3385342835318991, 0.2993057583986156, 0
s100,0,08,r03, 0, 0.3596452458384919, 0, 0.3435910082390209, 0, 0.37978999509182676, 0.3090979207064773, 0
s100,0,08,r04, 0, 0.33660056485570367, 0, 0.31182654831333717, 0, 0.3464822326666194, 0.28622531436614607, 0
s100,0,08,r05, 0, 0.345076014002149, 0, 0.3323787214146932, 0, 0.3566030687228158, 0.2935281603957144, 0
s100,0,09,r01, 0, 0.3393465590505387, 0, 0.3451218286888483, 0, 0.33499032886063085, 0.2920130393022638, 0
s100,0,09,r02, 0, 0.3275044470209358, 0, 0.3138355752185592, 0, 0.3224546585606011, 0.27781800018884584, 0
s100,0,09,r03, 0.007632014409851438, 0.29227311109459675, 0.0038933749844254806, 0.2943910244230807, 0, 0.3164600655792857, 0.27918139686271914, 0
s100,0,09,r04, 0, 0.32119684095343803, 0, 0.3184135427246239, 0, 0.3059936122698186, 0.27575245029185974, 0
s100,0,09,r05, 0, 0.32000640414756076, 0, 0.3175364434221459, 0, 0.31227743736599994, 0.27667608919500447, 0
s100,0,10,r01, 0.00797794496570243, 0.32431072422420193, 0, 0.31596853886104154, 0, 0.32559109384453744, 0.2891411210640352, 0
s100,0,10,r02, 0.010971606198009031, 0.30371397870152694, 0, 0.33322837024372204, 0, 0.3434794162947749, 0.2928575347269898, 0
s100,0,10,r03, 0, 0.3535723161228217, 0, 0.34416567576809365, 0, 0.3504800203483231, 0.30062585458451535, 0
s100,0,10,r04, 0.0005949654084902514, 0.3187571334553965, 0.00020283362368548604, 0.3265409365196441, 0.0033153458075114764, 0.30632793539015374, 0.28623038799074885, 0
s100,0,10,r05, 0.00018981917353486205, 0.32869466942236103, 0, 0.30981875392185904, 0, 0.31906944389419895, 0.2787932750003484, 0
s25,75,01,r01, 0.19740890022151786, 0.0672606611614398, 0.19337192684809232, 0.07935610045343702, 0.1938192380032027, 0.07956300985150624, 0.07624969276744588, 0.19307565101056096
s25,75,01,r02, 0.20506481527368906, 0.06650786779138222, 0.1947085932370097, 0.08869933831452677, 0.2007758011948058, 0.0722465561664127, 0.07441870464487937, 0.19934609436637404
s25,75,01,r03, 0.20094813910877846, 0.07269956987688143, 0.19094563425490652, 0.09670612884349815, 0.1991621425556836, 0.07507271560614175, 0.07970824784486587, 0.19592747777414074
s25,75,01,r04, 0.20532937793931666, 0.07246276733319718, 0.20270693531758838, 0.07873077495967881, 0.20353874246702583, 0.07348600120452892, 0.07467676863700527, 0.202433690135738
s25,75,01,r05, 0.21188976227784032, 0.05624612323219456, 0.19489588858762644, 0.09734259035017172, 0.20770562337135193, 0.06518347286088652, 0.0640046063510544, 0.20768843249087926
s25,75,02,r01, 0.19738918378774525, 0.07733318211286198, 0.19304071301360415, 0.08782927156345717, 0.1973327979528995, 0.07793762185847095, 0.06976560797783174, 0.19786862568060032
s25,75,02,r02, 0.20708387458107902, 0.05307987949663308, 0.203558364428199, 0.06424615412767926, 0.208434312309969, 0.04892162401004938, 0.052110383842075954, 0.20581478789967642
s25,75,02,r03, 0.21447162904270944, 0.05554936166721352, 0.20553284223036233, 0.08097033641198441, 0.21177121849593514, 0.059964339683634585, 0.05513142140060409, 0.2123866712429461
s25,75,02,r04, 0.20712204689620695, 0.056341358005430275, 0.19949055168093427, 0.07487384052663891, 0.20377867346918496, 0.06690341144276644, 0.05399410308004879, 0.20676292067198737
s25,75,02,r05, 0.20019615535094448, 0.05236231799455353, 0.19717779668326268, 0.056011194239569365, 0.2013909199931037, 0.047889010023385095, 0.04921439523190692, 0.19910751602038082
s25,75,03,r01, 0.19331915914549777, 0.07158903367199496, 0.18076438192096694, 0.10305296586584663, 0.1883169912515134, 0.08172460735133115, 0.08218101298612317, 0.18800323280122408
s25,75,03,r02, 0.19054588949122422, 0.10707134991285279, 0.18624650495596198, 0.11848214173604367, 0.19505664951955176, 0.08988358775330099, 0.10707909717864367, 0.1870581882455346
s25,75,03,r03, 0.2008116273544466, 0.06788946508930453, 0.18988582139909996, 0.09807265189032585, 0.19534128821671426, 0.08674585739063533, 0.07176990239267313, 0.19739887708281922
s25,75,03,r04, 0.20654575078551085, 0.07823489094473621, 0.20275019709352574, 0.08937892756233282, 0.20357661418868894, 0.08492432125993529, 0.0840933982003222, 0.20204251236427637
s25,75,03,r05, 0.1953052331542552, 0.08104411206775951, 0.18972097909425695, 0.09192891488103402, 0.19666636793732964, 0.07755755003084128, 0.07674482316099841, 0.19490102948206037
s25,75,04,r01, 0.20105735975607616, 0.06793277139290393, 0.19692730003341577, 0.07760680313658525, 0.2017954258027804, 0.06616386337367737, 0.07219535380566437, 0.19726530698310754
s25,75,04,r02, 0.20198343313016165, 0.0531494641354423, 0.1940525180053017, 0.07139488679819475, 0.20022649961785646, 0.06018866048324235, 0.05514563815865548, 0.19849944001582712
s25,75,04,r03, 0.1987678821380158, 0.058256631405732874, 0.19323837262957191, 0.07494788453245496, 0.19557185920145792, 0.06970020112503476, 0.055435231099323516, 0.19738807185885532
s25,75,04,r04, 0.1988418352732324, 0.05873448685779913, 0.19736157454935965, 0.06422076426081386, 0.19662541779592732, 0.07050786991463717, 0.05336126799144723, 0.19781638788891828
s25,75,04,r05, 0.19549358571125008, 0.06927605125578236, 0.1969426451108433, 0.06561670282870859, 0.19169791807610392, 0.08215473198534701, 0.06414094061943229, 0.19475327318501084
s25,75,05,r01, 0.19441940794919485, 0.06444144766818713, 0.18730386064332138, 0.084921605730659, 0.18507615686035767, 0.09021485361281223, 0.07592647835544712, 0.18724946861100558
s25,75,05,r02, 0.20086319720932214, 0.06422079046785996, 0.19140535461556124, 0.08351610248959859, 0.19401174193430487, 0.08080532960607988, 0.06527496591237472, 0.19787138931051598
s25,75,05,r03, 0.20392550023246087, 0.05996449228881661, 0.1979883354840143, 0.07821476287014448, 0.2026503184255056, 0.06272870259746054, 0.053822604745862694, 0.20277681956958812
s25,75,05,r04, 0.19792905014091014, 0.06824419935194083, 0.19047810171736462, 0.08628407639766356, 0.19777460560144516, 0.06798550196937392, 0.06345411129907585, 0.1953517912337128
s25,75,05,r05, 0.2013203518957842, 0.06265828259740508, 0.19659122507652618, 0.07573548310120712, 0.1990513091184697, 0.07186288648664921, 0.06449898049500324, 0.19828487974797276
s25,75,06,r01, 0.18846927228637264, 0.07159818616401702, 0.18583974708413575, 0.08469463486988348, 0.19050725842058053, 0.06816986518523739, 0.06399986696792413, 0.188185523998985
s25,75,06,r02, 0.20458470849652766, 0.06776693006762698, 0.19835937050437652, 0.0850582237493767, 0.20486779786673262, 0.06321499599602166, 0.0658176246034272, 0.20174436090357767
s25,75,06,r03, 0.20301317448690948, 0.07474782827341866, 0.20071901782175317, 0.09015200314577376, 0.20086490783224883, 0.08006761710752472, 0.07583088240589596, 0.20077750659805804
s25,75,06,r04, 0.199759178643119, 0.08160551421663723, 0.1940766593260329, 0.0923880130516816, 0.19865690060208935, 0.08764090092733692, 0.07963603756198215, 0.1977422540668727
s25,75,06,r05, 0.20189471568903394, 0.0685717130731707, 0.19822312285016708, 0.08048598700261994, 0.1976980257190677, 0.07779450351714647, 0.07038965727214473, 0.19908066857860227
s25,75,07,r01, 0.20302749408270607, 0.05341422697594199, 0.19301916219215903, 0.06930835159395518, 0.20085981494164654, 0.05533005710264574, 0.05092865506777791, 0.20114980188033152
s25,75,07,r02, 0.21424297425984323, 0.045951185483289886, 0.20106390624866782, 0.07650042851676972, 0.20840983024298296, 0.06101833423000851, 0.0462571146386117, 0.21306658346798926
s25,75,07,r03, 0.207899062287549, 0.03560498094891304, 0.2023951984504335, 0.05143302792241987, 0.20741026505810634, 0.036176680717465264, 0.03628853159936203, 0.20604375072601375
s25,75,07,r04, 0.2079390726414524, 0.04864277421224943, 0.20500240279077828, 0.053272168825610866, 0.20687817602606023, 0.0506798558422473, 0.04929408987875829, 0.20622082761679275
s25,75,07,r05, 0.2023812406375467, 0.04489011272446883, 0.19207512351926115, 0.07036414017793992, 0.20153708230795503, 0.04660437732193025, 0.04666654500912225, 0.2007129475614138
s25,75,08,r01, 0.20251204973424664, 0.05273906589789476, 0.19664954711435467, 0.06831268163923651, 0.20048005750919673, 0.0558643083778503, 0.06658826143364559, 0.1955762147576202
s25,75,08,r02, 0.196572035335471, 0.06523747452850549, 0.18835678655796056, 0.08279252603781787, 0.19719551794573464, 0.061627393377875817, 0.07575856579422593, 0.19042148517738522
s25,75,08,r03, 0.1976088020924589, 0.061981174493597656, 0.1924199915729501, 0.06784280371232089, 0.19780998741779457, 0.05606561807217849, 0.06494560523447573, 0.19451792546860514
s25,75,08,r04, 0.20362673362502087, 0.044508608031099156, 0.20524287984225972, 0.03972949030699092, 0.20119579414059113, 0.04836115277787654, 0.04870194476186166, 0.2005074661004823
s25,75,08,r05, 0.19431267346275594, 0.05362363048582695, 0.18665375786697413, 0.07491191319629648, 0.1941598918027344, 0.0506640214098794, 0.062230096855467334, 0.18955234576267896
s25,75,09,r01, 0.19796560535364055, 0.043520143220003644, 0.19580741986258424, 0.04772152416935085, 0.1993917718201779, 0.03920926397547784, 0.04405345869019149, 0.1966860436891991
s25,75,09,r02, 0.20557493760938933, 0.04144116936289035, 0.1979915135122567, 0.06366253496489781, 0.20408317626544303, 0.04283070845038078, 0.04385599956424948, 0.20379874490388508
s25,75,09,r03, 0.19925183909703537, 0.04626263511193388, 0.1946342735426696, 0.05902659950123991, 0.201530788912949, 0.038053798934086724, 0.04984900623463144, 0.1974012635328483
s25,75,09,r04, 0.20955836963238678, 0.03578259043859245, 0.2095654134265514, 0.039722472265239915, 0.20639293868465342, 0.044767469321215, 0.038204732465747154, 0.20815821965885817
s25,75,09,r05, 0.20682054236709488, 0.0388358035836361, 0.1996068672120864, 0.05758614912217048, 0.20745639763385032, 0.037990946201001075, 0.04636938536948035, 0.20349522234727577
s25,75,10,r01, 0.20071058249715928, 0.06200696385869739, 0.19449527333577332, 0.07429028559096662, 0.19984080922732253, 0.060657027655932005, 0.05966380116554855, 0.1989065120504222
s25,75,10,r02, 0.20607224883431446, 0.05135018007566627, 0.20122413113338838, 0.06099573098149985, 0.20672236379469844, 0.04824212339965096, 0.04760209980414702, 0.20543947365890994
s25,75,10,r03, 0.20756039471651339, 0.04488594921755145, 0.20794015214273887, 0.04236546594173456, 0.20801987836260374, 0.03699318485301283, 0.046473827438353356, 0.20330874669274893
s25,75,10,r04, 0.20276832414627752, 0.045400338234236275, 0.20065853209349244, 0.05551227671596789, 0.20079799774875282, 0.052066527227941514, 0.04940556584145849, 0.19914572953798604
s25,75,10,r05, 0.20862063359131558, 0.04354394215573381, 0.2092181033539194, 0.04224262827272468, 0.2065899261529239, 0.04783366955206433, 0.04413428824179352, 0.2065863490865124
s50,50,01,r01, 0.1477767105085561, 0.13994083373638302, 0.14680347409890157, 0.13788692388518556, 0.1460776572146335, 0.1451771323510088, 0.14381073394966548, 0.1409219859830571
s50,50,01,r02, 0.1431707694605308, 0.151636102010031, 0.13448501926891188, 0.16947484703904644, 0.1358427862248785, 0.16856804929672234, 0.15524984670466846, 0.13504607644293132
s50,50,01,r03, 0.14410123125451585, 0.1458534384688682, 0.13487744585516942, 0.16595993951567112, 0.15110520754142623, 0.1348309741781425, 0.13421494309963, 0.1431427832424289
s50,50,01,r04, 0.14408207753024796, 0.1540296183007035, 0.13946307499825342, 0.167551606402597, 0.14183328044836155, 0.15447587345330546, 0.15013897007321714, 0.1406604123217266
s50,50,01,r05, 0.1499941114012918, 0.12963778733347653, 0.14647471730529094, 0.1344434227256278, 0.14175335228977465, 0.1391881409140203, 0.1372331851907135, 0.14207236228992018
s50,50,02,r01, 0.13990401069730457, 0.15233832847861617, 0.12895063379783656, 0.17683529476267879, 0.13965811015810947, 0.15405697793729226, 0.1525394147462288, 0.1358295341875422
s50,50,02,r02, 0.1469823269002199, 0.13942507524367853, 0.14383661831511932, 0.13603899617024978, 0.14040895962766292, 0.15658589979270113, 0.14943353790228414, 0.13985173446507027
s50,50,02,r03, 0.1449818436628895, 0.15208054231274704, 0.13922089307052438, 0.16340130315317766, 0.14512846740478558, 0.14860085186538663, 0.15376815474982092, 0.13919534641148648
s50,50,02,r04, 0.15027919464414627, 0.1313904784754111, 0.14109025933391253, 0.1537877286743076, 0.14659668599248232, 0.1406515982126864, 0.14998223096066013, 0.13968860090924784
s50,50,02,r05, 0.14348088361552802, 0.13552982071592473, 0.13617493013420415, 0.14942241226029404, 0.13829566461688872, 0.1489258193138267, 0.1384687672397486, 0.13694514855694317
s50,50,03,r01, 0.1596249062032826, 0.12247334694399481, 0.14450705447923853, 0.15545266870718796, 0.15779246051550122, 0.12302822926505831, 0.13334043559190156, 0.14927776780005964
