Sample	posterior	likelihood	prior	treeLikelihood	treeHeight	editRate.1	editRate.2	editRate.3	editRate.4	editRate.5	editRate.6	editRate.7	editRate.8	editRate.9	editRate.10	editRate.11	editRate.12	editRate.13	editRate.14	editRate.15	editRate.16	editRate.17	editRate.18	editRate.19	editRate.20	editRate.21	editRate.22	editRate.23	editRate.24	editRate.25	editRate.26	editRate.27	editRate.28	editRate.29	editRate.30	editRate.31	editRate.32	editRate.33	editRate.34	editRate.35	editRate.36	editRate.37	editRate.38	editRate.39	editRate.40	editRate.41	editRate.42	editRate.43	editRate.44	editRate.45	editRate.46	editRate.47	editRate.48	editRate.49	editRate.50	editRate.51	editRate.52	editRate.53	editRate.54	editRate.55	editRate.56	editRate.57	editRate.58	editRate.59	editRate.60	editRate.61	editRate.62	editRate.63	editRate.64	editRate.65	editRate.66	editRate.67	editRate.68	editRate.69	editRate.70	editRate.71	editRate.72	editRate.73	editRate.74	editRate.75	editRate.76	editRate.77	editRate.78	editRate.79	editRate.80	editRate.81	editRate.82	editRate.83	editRate.84	editRate.85	editRate.86	editRate.87	editRate.88	editRate.89	editRate.90	editRate.91	editRate.92	editRate.93	editRate.94	editRate.95	editRate.96	editRate.97	editRate.98	editRate.99	editRate.100	editRate.101	editRate.102	editRate.103	editRate.104	editRate.105	editRate.106	editRate.107	editRate.108	editRate.109	editRate.110	editRate.111	editRate.112	editRate.113	editRate.114	editRate.115	editRate.116	silencingRate	clockRate.c	birthRate	rho	deathRate
0	-13364.897636858828	-13130.576066951176	-234.32156990765156	-13130.576066951176	54.00000180000002	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	1.0	0.6	1.0	0.01
10000	-1517.0865045881155	-1821.3002487031465	304.2137441150309	-1821.3002487031465	48.937639661222455	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0015220280700397985	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.02647464687704385	0.05831957818823972	1.0	0.0523700832239754
20000	-1500.0211286020842	-1805.3837919896696	305.3626633875854	-1805.3837919896696	50.27482583191409	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0015220280700397985	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.023208757942945336	0.04147409867494333	1.0	0.014602425735148727
30000	-1504.1541569353549	-1808.4949930270463	304.3408360916916	-1808.4949930270463	52.93481052701051	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0015220280700397985	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.02244665131295428	0.039819082842834204	1.0	0.011227681099485205
40000	-1497.9891298104271	-1802.2118204690605	304.2226906586335	-1802.2118204690605	52.98350780284165	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005852407174468798	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0015220280700397985	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01138897213587603	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.024133207210151747	0.045102323407682686	1.0	0.014592544874017996
50000	-1500.8108253023177	-1805.567738710075	304.7569134077573	-1805.567738710075	52.8512165456576	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005852407174468798	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.006675849452376548	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005286668745530168	0.0015220280700397985	0.006555759210851968	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010685620099492858	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.011954710564814659	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01138897213587603	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010565529857968279	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.023927936703860953	0.0332941191091716	1.0	0.00576126279287795
60000	-1504.0906343086822	-1805.8760282929713	301.7853939842892	-1805.8760282929713	52.633386504962814	0.008620689655172414	0.013220770433674976	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005852407174468798	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.006675849452376548	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005286668745530168	0.0015220280700397985	0.006555759210851968	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010685620099492858	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.011954710564814659	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0040206088766698515	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01138897213587603	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0018883147290378747	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010565529857968279	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.015353064581306954	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.021499025226883073	0.037336188911813124	1.0	0.01749611580844651
70000	-1501.3490612687995	-1800.6680579785998	299.31899670980033	-1800.6680579785998	52.932310057589184	0.008620689655172414	0.013220770433674976	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.001961849227225616	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.015279530083119212	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005852407174468798	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.006675849452376548	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005286668745530168	0.0015220280700397985	0.006555759210851968	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010685620099492858	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.011954710564814659	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0040206088766698515	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01138897213587603	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0018883147290378747	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010565529857968279	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.015353064581306954	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.0232288879518575	0.03879510278527084	1.0	0.031155493345846507
80000	-1506.089049245398	-1806.772534351189	300.6834851057911	-1806.772534351189	52.40294651848488	0.008620689655172414	0.013220770433674976	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.001961849227225616	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.015279530083119212	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005852407174468798	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.006675849452376548	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005286668745530168	0.0015220280700397985	0.006555759210851968	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010685620099492858	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.011954710564814659	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0040206088766698515	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01138897213587603	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0018883147290378747	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010565529857968279	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.015353064581306954	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.024121962553220522	0.0359122605161364	1.0	0.0028475892413068016
90000	-1501.4920853061226	-1800.3276469112952	298.83556160517253	-1800.3276469112952	53.20073083304856	0.008620689655172414	0.013220770433674976	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010954954974305358	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.001961849227225616	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01571935124030503	0.008620689655172414	0.011739025490400106	0.008620689655172414	0.015279530083119212	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005502353819944721	0.008620689655172414	0.006906384664759766	0.008620689655172414	0.008620689655172414	0.010334994645585061	0.005852407174468798	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.006675849452376548	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.005286668745530168	0.0015220280700397985	0.006555759210851968	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010685620099492858	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.00865379381029711	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.011954710564814659	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0040206088766698515	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.01138897213587603	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0018883147290378747	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.010565529857968279	0.008620689655172414	0.0062533201809147725	0.008620689655172414	0.015353064581306954	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.134	0.023016270949228805	0.05351676892112858	1.0	0.023475078528031438
