branch_length,epoch
2.282915814433405,Primary Growth
2.282915814433405,Metastasis Burst
2.282915814433405,Late Metastasis
1.818160681237794,Primary Growth
1.818160681237794,Metastasis Burst
1.818160681237794,Late Metastasis
1.6831296699538953,Primary Growth
1.6831296699538953,Metastasis Burst
1.6831296699538953,Late Metastasis
1.4338149431260367,Primary Growth
1.4338149431260367,Metastasis Burst
1.4338149431260367,Late Metastasis
1.086034074712329,Primary Growth
1.086034074712329,Metastasis Burst
1.086034074712329,Late Metastasis
1.086034074712329,Primary Growth
1.086034074712329,Metastasis Burst
1.086034074712329,Late Metastasis
0.5213270633349785,Primary Growth
0.5213270633349785,Metastasis Burst
0.5213270633349785,Late Metastasis
0.5163235361828349,Primary Growth
0.5163235361828349,Metastasis Burst
0.5163235361828349,Late Metastasis
2.011322954608657,Primary Growth
2.011322954608657,Metastasis Burst
2.011322954608657,Late Metastasis
2.3400213569905084,Primary Growth
2.3400213569905084,Metastasis Burst
2.3400213569905084,Late Metastasis
0.5113228749087244,Primary Growth
0.5113228749087244,Metastasis Burst
0.5113228749087244,Late Metastasis
0.5113228749087244,Primary Growth
0.5113228749087244,Metastasis Burst
0.5113228749087244,Late Metastasis
1.5332486601190802,Primary Growth
1.5332486601190802,Metastasis Burst
1.5332486601190802,Late Metastasis
0.7242618677351027,Primary Growth
0.7242618677351027,Metastasis Burst
0.7242618677351027,Late Metastasis
0.7242618677351027,Primary Growth
0.7242618677351027,Metastasis Burst
0.7242618677351027,Late Metastasis
1.2281683042111753,Primary Growth
1.2281683042111753,Metastasis Burst
1.2281683042111753,Late Metastasis
1.032460409514391,Primary Growth
1.032460409514391,Metastasis Burst
1.032460409514391,Late Metastasis
1.032460409514391,Primary Growth
1.032460409514391,Metastasis Burst
1.032460409514391,Late Metastasis
1.325592380673835,Primary Growth
1.325592380673835,Metastasis Burst
1.325592380673835,Late Metastasis
1.2832437852247094,Primary Growth
1.2832437852247094,Metastasis Burst
1.2832437852247094,Late Metastasis
1.2832437852247094,Primary Growth
1.2832437852247094,Metastasis Burst
1.2832437852247094,Late Metastasis
2.4444676278964788,Primary Growth
2.4444676278964788,Metastasis Burst
2.4444676278964788,Late Metastasis
2.108410160982241,Primary Growth
2.108410160982241,Metastasis Burst
2.108410160982241,Late Metastasis
2.108410160982241,Primary Growth
2.108410160982241,Metastasis Burst
2.108410160982241,Late Metastasis
0.010217278583303457,Primary Growth
0.010217278583303457,Metastasis Burst
0.010217278583303457,Late Metastasis
1.2476982448273093,Primary Growth
1.2476982448273093,Metastasis Burst
1.2476982448273093,Late Metastasis
1.2476982448273093,Primary Growth
1.2476982448273093,Metastasis Burst
1.2476982448273093,Late Metastasis
1.828030973387133,Primary Growth
1.828030973387133,Metastasis Burst
1.828030973387133,Late Metastasis
1.4316573750844268,Primary Growth
1.4316573750844268,Metastasis Burst
1.4316573750844268,Late Metastasis
0.8868462772526149,Primary Growth
0.8868462772526149,Metastasis Burst
0.8868462772526149,Late Metastasis
0.8868462772526149,Primary Growth
0.8868462772526149,Metastasis Burst
0.8868462772526149,Late Metastasis
0.4614641296781903,Primary Growth
0.4614641296781903,Metastasis Burst
0.4614641296781903,Late Metastasis
0.6852101671317647,Primary Growth
0.6852101671317647,Metastasis Burst
0.6852101671317647,Late Metastasis
0.6852101671317647,Primary Growth
0.6852101671317647,Metastasis Burst
0.6852101671317647,Late Metastasis
2.055659253709271,Primary Growth
2.055659253709271,Metastasis Burst
2.055659253709271,Late Metastasis
1.9503257047988658,Primary Growth
1.9503257047988658,Metastasis Burst
1.9503257047988658,Late Metastasis
2.372822605634022,Primary Growth
2.372822605634022,Metastasis Burst
2.372822605634022,Late Metastasis
0.0050052045797244205,Primary Growth
0.0050052045797244205,Metastasis Burst
0.0050052045797244205,Late Metastasis
0.0050052045797244205,Primary Growth
0.0050052045797244205,Metastasis Burst
0.0050052045797244205,Late Metastasis
1.47832532473636,Primary Growth
1.47832532473636,Metastasis Burst
1.47832532473636,Late Metastasis
1.47832532473636,Primary Growth
1.47832532473636,Metastasis Burst
1.47832532473636,Late Metastasis
0.9812645746834245,Primary Growth
0.9812645746834245,Metastasis Burst
0.9812645746834245,Late Metastasis
0.010011479121320832,Primary Growth
0.010011479121320832,Metastasis Burst
0.010011479121320832,Late Metastasis
1.2181638554763912,Primary Growth
1.2181638554763912,Metastasis Burst
1.2181638554763912,Late Metastasis
0.4402262597472695,Primary Growth
0.4402262597472695,Metastasis Burst
0.4402262597472695,Late Metastasis
0.4402262597472695,Primary Growth
0.4402262597472695,Metastasis Burst
0.4402262597472695,Late Metastasis
0.9007965302098002,Primary Growth
0.9007965302098002,Metastasis Burst
0.9007965302098002,Late Metastasis
1.9834386057818496,Primary Growth
1.9834386057818496,Metastasis Burst
1.9834386057818496,Late Metastasis
1.9834386057818496,Primary Growth
1.9834386057818496,Metastasis Burst
1.9834386057818496,Late Metastasis
0.5083592643705894,Primary Growth
0.5083592643705894,Metastasis Burst
0.5083592643705894,Late Metastasis
1.990772597440917,Primary Growth
1.990772597440917,Metastasis Burst
1.990772597440917,Late Metastasis
2.0117480857332546,Primary Growth
2.0117480857332546,Metastasis Burst
2.0117480857332546,Late Metastasis
1.7153797728069846,Primary Growth
1.7153797728069846,Metastasis Burst
1.7153797728069846,Late Metastasis
0.893743791190347,Primary Growth
0.893743791190347,Metastasis Burst
0.893743791190347,Late Metastasis
1.1128755454564736,Primary Growth
1.1128755454564736,Metastasis Burst
1.1128755454564736,Late Metastasis
0.005002436909760988,Primary Growth
0.005002436909760988,Metastasis Burst
0.005002436909760988,Late Metastasis
0.005002436909760988,Primary Growth
0.005002436909760988,Metastasis Burst
0.005002436909760988,Late Metastasis
0.005009801677906545,Primary Growth
0.005009801677906545,Metastasis Burst
0.005009801677906545,Late Metastasis
0.005009801677906545,Primary Growth
0.005009801677906545,Metastasis Burst
0.005009801677906545,Late Metastasis
0.751795135643273,Primary Growth
0.751795135643273,Metastasis Burst
0.751795135643273,Late Metastasis
1.1376903782638967,Primary Growth
1.1376903782638967,Metastasis Burst
1.1376903782638967,Late Metastasis
0.005000793291780603,Primary Growth
0.005000793291780603,Metastasis Burst
0.005000793291780603,Late Metastasis
0.005000793291780603,Primary Growth
0.005000793291780603,Metastasis Burst
