num_chars,alphabet_size,seed_prior,num_cells,seq_prior,algorithm,nllh,runtime,est_nu,est_phi,compile_time,em_iterations,memory_usage,cpu_usage,l1_branch_length_error,l2_branch_length_error,status
30,100,02,500,02,fast-laml-em-cpu,20084.994140625,3.0496389865875244,0.11094192415475845,0.15556277334690094,6.652154445648193,8.0,620116,207,114.14522657579884,26.936486587755503,
30,30,02,10000,02,fast-laml-em-cpu,272211.875,184.11586785316467,0.1383926272392273,0.13907390832901,190.05239057540894,12.0,2865784,269,1748.2698612110698,306.6903862918028,
30,100,01,10000,01,fast-laml-em-cpu,259723.09375,182.7979221343994,0.13881342113018036,0.14118073880672455,185.13928270339966,12.0,2859972,279,1788.9464979492027,339.9900531449732,
30,100,01,250,05,fast-laml-em-cpu,9970.0439453125,1.91786789894104,0.10859284549951553,0.16380269825458527,5.7937095165252686,12.0,561636,214,60.73365435685323,15.197338270224481,
30,30,01,500,02,fast-laml-em-cpu,19216.02734375,3.2120206356048584,0.11002843081951141,0.15415003895759583,7.247844696044922,10.0,615680,239,113.13633382080135,25.130974651292515,
30,30,01,5000,04,fast-laml-em-cpu,146362.484375,43.34947967529297,0.1396448016166687,0.1379021406173706,45.713438987731934,6.0,1286140,121,952.599825099765,188.87180725400344,
30,100,02,250,02,fast-laml-em-cpu,10702.1484375,1.7622087001800537,0.10408475250005722,0.1557254046201706,5.719738960266113,13.0,526708,178,60.36994359083398,15.558703431283895,
30,100,02,250,01,fast-laml-em-cpu,10693.271484375,1.8608767986297607,0.11681211739778519,0.15420611202716827,5.863019227981567,14.0,545232,180,60.30787175853228,15.044969532160966,
30,30,02,1000,01,fast-laml-em-cpu,37507.79296875,6.968535900115967,0.1125980019569397,0.14446014165878296,10.024099111557007,10.0,530076,251,232.6025876305559,57.42028480192294,
30,30,02,500,03,fast-laml-em-cpu,20295.443359375,3.110694408416748,0.10780872404575348,0.155146986246109,6.790584564208984,9.0,623644,218,113.57752599774837,27.963670492554684,
30,30,02,1000,02,fast-laml-em-cpu,36814.1484375,6.318712949752808,0.10349520295858383,0.1553850769996643,9.583404779434204,9.0,532200,256,221.374824450585,53.17239092432201,
30,30,02,1000,04,fast-laml-em-cpu,37309.6640625,6.144184350967407,0.10924587398767471,0.148095041513443,9.396957874298096,9.0,531844,268,218.3562769010384,50.21459126521557,
30,30,01,10000,05,fast-laml-em-cpu,264145.28125,210.38077974319458,0.1327340006828308,0.1405888795852661,213.40483140945435,13.0,2930628,282,1775.4899436712922,310.2333053470241,
30,30,01,10000,03,fast-laml-em-cpu,263512.4375,182.27957963943481,0.13469459116458893,0.14016951620578766,183.69967555999756,12.0,2881144,277,1789.86557907141,320.76945956419223,
30,100,02,10000,03,fast-laml-em-cpu,273732.4375,158.28233981132507,0.13948890566825867,0.14099648594856262,159.37029361724854,10.0,2894324,277,1754.4567367410123,319.8896384617461,
30,100,02,1000,02,fast-laml-em-cpu,37481.5546875,13.076431512832642,0.11749909073114395,0.1500534564256668,16.179216623306274,12.0,535688,251,223.544356881271,50.83307472045049,
30,100,02,1000,04,fast-laml-em-cpu,37420.1328125,7.884021282196045,0.10097385197877884,0.15254564583301544,10.829496383666992,9.0,537444,233,219.79540508859762,48.98889215348693,
30,30,01,250,01,fast-laml-em-cpu,10131.43359375,1.7310800552368164,0.09813526272773743,0.16464807093143463,5.565941572189331,11.0,539592,198,64.78545730874963,19.65303217950055,
30,100,01,500,01,fast-laml-em-cpu,18805.330078125,4.621403932571411,0.11646518111228943,0.15372800827026367,8.665531873703003,12.0,611860,235,117.54312285330595,27.160821647225394,
30,100,01,5000,05,fast-laml-em-cpu,144231.203125,77.03128433227539,0.12829501926898956,0.1430831253528595,83.85028147697449,12.0,1242976,164,978.1248205818706,193.51871883255174,
30,30,02,500,01,fast-laml-em-cpu,19848.51953125,5.431384325027466,0.10464548319578171,0.15100909769535065,9.329408407211304,13.0,699356,242,114.04869668016039,29.045419788284157,
30,30,02,500,02,fast-laml-em-cpu,19756.994140625,2.6505093574523926,0.09854484349489212,0.15167132019996643,6.843259811401367,9.0,605516,223,121.49529612896049,33.8210608130496,
30,100,01,5000,04,fast-laml-em-cpu,144617.203125,66.50427222251892,0.13015654683113098,0.14398165047168732,73.45032095909119,7.0,1278668,143,959.0842566816763,192.3956232048732,
30,30,01,1000,04,fast-laml-em-cpu,36002.72265625,8.73617696762085,0.11656688153743744,0.1465604603290558,12.376357078552246,9.0,534004,256,222.88979209888728,50.715248333967544,
30,100,02,10000,05,fast-laml-em-cpu,272755.5,197.59736275672913,0.1301177442073822,0.14221683144569397,202.53774619102478,12.0,2960284,287,1777.1108465209134,327.22643212950754,
30,30,02,250,04,fast-laml-em-cpu,10742.20703125,1.5530693531036377,0.09749070554971695,0.1584748774766922,5.497866153717041,12.0,527344,173,59.0902584108524,14.165195707332384,
30,100,01,5000,02,fast-laml-em-cpu,143207.453125,47.509604930877686,0.1352226883172989,0.14177963137626648,49.9748899936676,6.0,1281496,129,939.9053672856165,182.518007107311,
30,30,01,10000,02,fast-laml-em-cpu,265260.125,220.76163959503174,0.13312645256519318,0.1410081535577774,226.36749815940857,12.0,1702216,285,1784.2328213736328,324.9592989536899,
30,30,01,500,05,fast-laml-em-cpu,19190.412109375,4.853218078613281,0.11205308884382248,0.1566641628742218,8.817511558532715,13.0,652364,234,115.02703950605138,28.95821478425551,
30,100,01,500,05,fast-laml-em-cpu,18685.169921875,5.478785037994385,0.1068563386797905,0.15228399634361267,8.196022510528564,9.0,652460,208,114.73613149001667,26.612648379115782,
30,100,01,1000,02,fast-laml-em-cpu,35231.74609375,11.556551456451416,0.11940709501504898,0.14993561804294586,14.618902683258057,11.0,555368,272,230.67403401891372,53.568872087865046,
30,30,02,250,02,fast-laml-em-cpu,10532.263671875,1.8847620487213135,0.11171471327543259,0.16069404780864716,5.823395013809204,14.0,541112,189,61.61333286122885,15.182829799976956,
30,30,02,500,05,fast-laml-em-cpu,20140.16015625,3.312148094177246,0.1028854176402092,0.14954057335853577,6.995169162750244,11.0,636908,238,111.65775203455364,25.437896973995407,
30,100,01,10000,03,fast-laml-em-cpu,259865.609375,125.13302683830261,0.14925871789455414,0.13839507102966309,130.6784472465515,7.0,1528740,277,1717.4195929385244,306.6286204585201,
30,100,02,500,03,fast-laml-em-cpu,20084.380859375,3.6587488651275635,0.10596807301044464,0.1540132761001587,7.4553937911987305,10.0,623176,228,111.46035350060865,24.98489250875597,
30,30,01,1000,01,fast-laml-em-cpu,35707.921875,9.439042091369629,0.1161273941397667,0.1512441486120224,12.600973844528198,11.0,536452,246,223.08580447583205,48.84707160570848,
30,30,01,5000,05,fast-laml-em-cpu,146317.53125,71.8815004825592,0.1252744495868683,0.1437770426273346,72.93932890892029,13.0,1243020,155,971.2906894837954,193.02012913273788,
30,100,01,1000,04,fast-laml-em-cpu,35332.546875,9.2931649684906,0.10873814672231674,0.15588347613811493,12.574724197387695,9.0,550544,249,230.46663181768685,56.55484547220473,
30,100,01,5000,03,fast-laml-em-cpu,143875.359375,69.95205855369568,0.13034223020076752,0.14338482916355133,74.86700820922852,10.0,1285648,153,967.0503268484758,192.24574760481832,
30,30,01,250,04,fast-laml-em-cpu,10172.97265625,2.1588172912597656,0.12562501430511475,0.15007995069026947,6.1844587326049805,14.0,538144,216,62.91089884276919,15.37837873329289,
30,100,02,5000,05,fast-laml-em-cpu,152095.90625,71.86872744560242,0.1322433352470398,0.14153900742530823,83.33687376976013,10.0,1271784,156,955.1770677447231,184.29531197504923,
30,100,01,250,02,fast-laml-em-cpu,9947.1826171875,1.9451491832733154,0.09304606914520264,0.15828624367713928,5.786361217498779,12.0,544212,193,64.80484145450178,18.724194091654855,
30,100,01,250,01,fast-laml-em-cpu,10045.7958984375,2.290027618408203,0.1093715950846672,0.16063900291919708,6.136061191558838,14.0,542224,224,63.25325029752033,16.230202000629998,
30,100,02,10000,04,fast-laml-em-cpu,272791.9375,207.71611642837524,0.1313464492559433,0.1420067846775055,211.02118945121765,13.0,2920296,279,1757.9867747542705,312.7702501194474,
30,30,02,10000,05,fast-laml-em-cpu,273271.3125,174.73312187194824,0.14090891182422638,0.13683421909809113,172.77179765701294,10.0,1441472,286,1770.1572540649731,322.3192498220144,
30,30,02,10000,01,fast-laml-em-cpu,272211.625,180.4897105693817,0.14041166007518768,0.1390887051820755,180.93140077590942,10.0,2842456,276,1754.5895337133998,308.90163297499504,
30,30,01,5000,02,fast-laml-em-cpu,147155.140625,45.1059627532959,0.13054808974266052,0.14004679024219513,45.954256772994995,6.0,1256796,127,964.9279054424856,194.48182590112503,
30,100,02,10000,01,fast-laml-em-cpu,272061.25,241.08749914169312,0.1284560263156891,0.1435690075159073,245.55391430854797,15.0,2922028,278,1751.86116813499,313.7191100191095,
30,100,01,500,03,fast-laml-em-cpu,18937.3671875,4.4272143840789795,0.12259335070848465,0.1475929170846939,8.066141843795776,13.0,641900,223,122.38578657337308,32.27669862834518,
