m_prop,p_rep,rep,modelcond,method,rf
m75,03,04,s50d50,cassgreedy,0.987315
m75,03,04,s50d50,casshybrid,NA
m75,03,04,s50d50,startle,0.975709
m75,03,04,s50d50,laml,0.973737
m75,03,05,s50d50,cassgreedy,0.978858
m75,03,05,s50d50,casshybrid,NA
m75,03,05,s50d50,startle,0.987854
m75,03,05,s50d50,laml,0.981818
m75,04,01,s50d50,cassgreedy,0.978448
m75,04,01,s50d50,casshybrid,NA
m75,04,01,s50d50,startle,0.979757
m75,04,01,s50d50,laml,0.977778
m75,04,02,s50d50,cassgreedy,0.995699
m75,04,02,s50d50,casshybrid,NA
m75,04,02,s50d50,startle,0.987854
m75,04,02,s50d50,laml,0.991903
m75,04,03,s50d50,cassgreedy,0.995699
m75,04,03,s50d50,casshybrid,NA
m75,04,03,s50d50,startle,0.983806
m75,04,03,s50d50,laml,0.981818
m75,04,04,s50d50,cassgreedy,0.982906
m75,04,04,s50d50,casshybrid,NA
m75,04,04,s50d50,startle,0.983806
m75,04,04,s50d50,laml,0.981818
m75,04,05,s50d50,cassgreedy,0.961039
m75,04,05,s50d50,casshybrid,NA
m75,04,05,s50d50,startle,0.995951
m75,04,05,s50d50,laml,0.993939
m75,05,01,s50d50,cassgreedy,0.974359
m75,05,01,s50d50,casshybrid,NA
m75,05,01,s50d50,startle,0.991903
m75,05,01,s50d50,laml,0.989899
m75,05,02,s50d50,cassgreedy,0.991579
m75,05,02,s50d50,casshybrid,NA
m75,05,02,s50d50,startle,0.987854
m75,05,02,s50d50,laml,0.985859
m75,05,03,s50d50,cassgreedy,0.995781
m75,05,03,s50d50,casshybrid,NA
m75,05,03,s50d50,startle,0.971660
m75,05,03,s50d50,laml,0.969697
m75,05,04,s50d50,cassgreedy,0.991453
m75,05,04,s50d50,casshybrid,NA
m75,05,04,s50d50,startle,0.971660
m75,05,04,s50d50,laml,0.973737
m75,05,05,s50d50,cassgreedy,0.983437
m75,05,05,s50d50,casshybrid,NA
m75,05,05,s50d50,startle,0.979757
m75,05,05,s50d50,laml,0.969697
m75,06,01,s50d50,cassgreedy,0.979210
m75,06,01,s50d50,casshybrid,NA
m75,06,01,s50d50,startle,0.967611
m75,06,01,s50d50,laml,0.965657
m75,06,02,s50d50,cassgreedy,0.979036
m75,06,02,s50d50,casshybrid,NA
m75,06,02,s50d50,startle,0.975709
m75,06,02,s50d50,laml,0.969697
m75,06,03,s50d50,cassgreedy,0.987207
m75,06,03,s50d50,casshybrid,NA
m75,06,03,s50d50,startle,0.979757
m75,06,03,s50d50,laml,0.977778
m75,06,04,s50d50,cassgreedy,0.974576
m75,06,04,s50d50,casshybrid,NA
m75,06,04,s50d50,startle,0.967611
m75,06,04,s50d50,laml,0.967611
m75,06,05,s50d50,cassgreedy,0.987315
m75,06,05,s50d50,casshybrid,NA
m75,06,05,s50d50,startle,0.975709
m75,06,05,s50d50,laml,0.973737
m75,07,01,s50d50,cassgreedy,0.965739
m75,07,01,s50d50,casshybrid,NA
m75,07,01,s50d50,startle,0.991903
m75,07,01,s50d50,laml,0.991903
m75,07,02,s50d50,cassgreedy,0.978448
m75,07,02,s50d50,casshybrid,NA
m75,07,02,s50d50,startle,0.983806
m75,07,02,s50d50,laml,0.977778
m75,07,03,s50d50,cassgreedy,0.969828
m75,07,03,s50d50,casshybrid,NA
m75,07,03,s50d50,startle,0.963563
m75,07,03,s50d50,laml,0.963563
m75,07,04,s50d50,cassgreedy,0.944563
m75,07,04,s50d50,casshybrid,NA
m75,07,04,s50d50,startle,0.955466
m75,07,04,s50d50,laml,0.949495
m75,07,05,s50d50,cassgreedy,0.969957
m75,07,05,s50d50,casshybrid,NA
m75,07,05,s50d50,startle,0.983806
m75,07,05,s50d50,laml,0.979757
m75,08,01,s50d50,cassgreedy,0.983087
m75,08,01,s50d50,casshybrid,NA
m75,08,01,s50d50,startle,0.975709
m75,08,01,s50d50,laml,0.973737
m75,08,02,s50d50,cassgreedy,0.983402
m75,08,02,s50d50,casshybrid,NA
m75,08,02,s50d50,startle,0.971660
m75,08,02,s50d50,laml,0.967611
m75,08,03,s50d50,cassgreedy,0.970149
m75,08,03,s50d50,casshybrid,NA
m75,08,03,s50d50,startle,0.963563
m75,08,03,s50d50,laml,0.963563
m75,08,04,s50d50,cassgreedy,0.978858
m75,08,04,s50d50,casshybrid,NA
m75,08,04,s50d50,startle,0.987854
m75,08,04,s50d50,laml,0.983806
m75,08,05,s50d50,cassgreedy,0.974468
m75,08,05,s50d50,casshybrid,NA
m75,08,05,s50d50,startle,0.983806
m75,08,05,s50d50,laml,0.981818
m75,09,01,s50d50,cassgreedy,0.986871
m75,09,01,s50d50,casshybrid,NA
m75,09,01,s50d50,startle,0.991903
m75,09,01,s50d50,laml,0.989899
m75,09,02,s50d50,cassgreedy,0.987041
m75,09,02,s50d50,casshybrid,NA
m75,09,02,s50d50,startle,0.979757
m75,09,02,s50d50,laml,0.977778
m75,09,03,s50d50,cassgreedy,0.978166
m75,09,03,s50d50,casshybrid,NA
m75,09,03,s50d50,startle,0.975709
m75,09,03,s50d50,laml,0.973737
m75,09,04,s50d50,cassgreedy,0.982684
m75,09,04,s50d50,casshybrid,NA
m75,09,04,s50d50,startle,0.991903
m75,09,04,s50d50,laml,0.987854
m75,09,05,s50d50,cassgreedy,0.995662
m75,09,05,s50d50,casshybrid,NA
m75,09,05,s50d50,startle,0.995951
m75,09,05,s50d50,laml,0.993939
m75,10,01,s50d50,cassgreedy,0.974948
m75,10,01,s50d50,casshybrid,NA
m75,10,01,s50d50,startle,0.987854
m75,10,01,s50d50,laml,0.987854
m75,10,02,s50d50,cassgreedy,0.991525
m75,10,02,s50d50,casshybrid,NA
m75,10,02,s50d50,startle,0.983806
m75,10,02,s50d50,laml,0.983806
m75,10,03,s50d50,cassgreedy,0.982979
m75,10,03,s50d50,casshybrid,NA
m75,10,03,s50d50,startle,0.995951
m75,10,03,s50d50,laml,0.993939
m75,10,04,s50d50,cassgreedy,0.986985
m75,10,04,s50d50,casshybrid,NA
m75,10,04,s50d50,startle,0.971660
m75,10,04,s50d50,laml,0.969697
m75,10,05,s50d50,cassgreedy,0.983087
m75,10,05,s50d50,casshybrid,NA
m75,10,05,s50d50,startle,0.991903
m75,10,05,s50d50,laml,0.989899
