k,p_rep,rep,modelcond,method,rf
40,05,02,s50d50,startle,0.283401
40,05,02,s50d50,laml,0.218182
40,05,03,s50d50,cassgreedy,0.572939
40,05,03,s50d50,casshybrid,NA
40,05,03,s50d50,startle,0.319838
40,05,03,s50d50,laml,0.181818
40,05,04,s50d50,cassgreedy,0.698514
40,05,04,s50d50,casshybrid,NA
40,05,04,s50d50,startle,0.259109
40,05,04,s50d50,laml,0.234343
40,05,05,s50d50,cassgreedy,0.631692
40,05,05,s50d50,casshybrid,NA
40,05,05,s50d50,startle,0.267206
40,05,05,s50d50,laml,0.185859
40,06,01,s50d50,cassgreedy,0.551724
40,06,01,s50d50,casshybrid,NA
40,06,01,s50d50,startle,0.283401
40,06,01,s50d50,laml,0.197980
40,06,02,s50d50,cassgreedy,0.645299
40,06,02,s50d50,casshybrid,NA
40,06,02,s50d50,startle,0.246964
40,06,02,s50d50,laml,0.121212
40,06,03,s50d50,cassgreedy,0.594714
40,06,03,s50d50,casshybrid,NA
40,06,03,s50d50,startle,0.319838
40,06,03,s50d50,laml,0.169697
40,06,04,s50d50,cassgreedy,0.600877
40,06,04,s50d50,casshybrid,NA
40,06,04,s50d50,startle,0.299595
40,06,04,s50d50,laml,0.161616
40,06,05,s50d50,cassgreedy,0.567100
40,06,05,s50d50,casshybrid,NA
40,06,05,s50d50,startle,0.331984
40,06,05,s50d50,laml,0.323232
40,07,01,s50d50,cassgreedy,0.602564
40,07,01,s50d50,casshybrid,NA
40,07,01,s50d50,startle,0.295547
40,07,01,s50d50,laml,0.250505
40,07,02,s50d50,cassgreedy,0.429787
40,07,02,s50d50,casshybrid,NA
40,07,02,s50d50,startle,0.234818
40,07,02,s50d50,laml,0.149495
40,07,03,s50d50,cassgreedy,0.508547
40,07,03,s50d50,casshybrid,NA
40,07,03,s50d50,startle,0.226721
40,07,03,s50d50,laml,0.210101
40,07,04,s50d50,cassgreedy,0.556025
40,07,04,s50d50,casshybrid,NA
40,07,04,s50d50,startle,0.186235
40,07,04,s50d50,laml,0.133333
40,07,05,s50d50,cassgreedy,0.488372
40,07,05,s50d50,casshybrid,NA
40,07,05,s50d50,startle,0.251012
40,07,05,s50d50,laml,0.185859
40,08,01,s50d50,cassgreedy,0.609442
40,08,01,s50d50,casshybrid,NA
40,08,01,s50d50,startle,0.238866
40,08,01,s50d50,laml,0.230303
40,08,02,s50d50,cassgreedy,0.573276
40,08,02,s50d50,casshybrid,NA
40,08,02,s50d50,startle,0.380567
40,08,02,s50d50,laml,0.355556
40,08,03,s50d50,cassgreedy,0.611111
40,08,03,s50d50,casshybrid,NA
40,08,03,s50d50,startle,0.331984
40,08,03,s50d50,laml,0.307071
40,08,04,s50d50,cassgreedy,0.619658
40,08,04,s50d50,casshybrid,NA
40,08,04,s50d50,startle,0.267206
40,08,04,s50d50,laml,0.266667
40,08,05,s50d50,cassgreedy,0.622318
40,08,05,s50d50,casshybrid,NA
40,08,05,s50d50,startle,0.275304
40,08,05,s50d50,laml,0.266667
40,09,01,s50d50,cassgreedy,0.524229
40,09,01,s50d50,casshybrid,NA
40,09,01,s50d50,startle,0.271255
40,09,01,s50d50,laml,0.270707
40,09,02,s50d50,cassgreedy,0.473461
40,09,02,s50d50,casshybrid,NA
40,09,02,s50d50,startle,0.238866
40,09,02,s50d50,laml,0.210101
40,09,03,s50d50,cassgreedy,0.469828
40,09,03,s50d50,casshybrid,NA
40,09,03,s50d50,startle,0.255061
40,09,03,s50d50,laml,0.246465
40,09,04,s50d50,cassgreedy,0.543478
40,09,04,s50d50,casshybrid,NA
40,09,04,s50d50,startle,0.251012
40,09,04,s50d50,laml,0.258586
40,09,05,s50d50,cassgreedy,0.541401
40,09,05,s50d50,casshybrid,NA
40,09,05,s50d50,startle,0.210526
40,09,05,s50d50,laml,0.169697
40,10,01,s50d50,cassgreedy,0.671642
40,10,01,s50d50,casshybrid,NA
40,10,01,s50d50,startle,0.340081
40,10,01,s50d50,laml,0.319192
40,10,02,s50d50,cassgreedy,0.691983
40,10,02,s50d50,casshybrid,NA
40,10,02,s50d50,startle,0.263158
40,10,02,s50d50,laml,0.181818
40,10,03,s50d50,cassgreedy,0.684435
40,10,03,s50d50,casshybrid,NA
40,10,03,s50d50,startle,0.303644
40,10,03,s50d50,laml,0.173737
40,10,04,s50d50,cassgreedy,0.646055
40,10,04,s50d50,casshybrid,NA
40,10,04,s50d50,startle,0.319838
40,10,04,s50d50,laml,0.214141
40,10,05,s50d50,cassgreedy,0.635193
40,10,05,s50d50,casshybrid,NA
40,10,05,s50d50,startle,0.364372
40,10,05,s50d50,laml,0.210101
50,01,01,s50d50,cassgreedy,0.509514
50,01,01,s50d50,casshybrid,NA
50,01,01,s50d50,startle,0.161943
50,01,01,s50d50,laml,0.076768
50,01,02,s50d50,cassgreedy,0.479915
50,01,02,s50d50,casshybrid,NA
50,01,02,s50d50,startle,0.186235
50,01,02,s50d50,laml,0.185859
50,01,03,s50d50,cassgreedy,0.533613
50,01,03,s50d50,casshybrid,NA
50,01,03,s50d50,startle,0.186235
50,01,03,s50d50,laml,0.137374
50,01,04,s50d50,cassgreedy,0.554140
50,01,04,s50d50,casshybrid,NA
50,01,04,s50d50,startle,0.182186
50,01,04,s50d50,laml,0.109091
50,01,05,s50d50,cassgreedy,0.464730
50,01,05,s50d50,casshybrid,NA
50,01,05,s50d50,startle,0.214575
50,01,05,s50d50,laml,0.113131
50,02,01,s50d50,cassgreedy,0.518828
50,02,01,s50d50,casshybrid,NA
50,02,01,s50d50,startle,0.182186
50,02,01,s50d50,laml,0.141414
50,02,02,s50d50,cassgreedy,0.480851
50,02,02,s50d50,casshybrid,NA
50,02,02,s50d50,startle,0.170040
50,02,02,s50d50,laml,0.153535
50,02,03,s50d50,cassgreedy,0.424370
50,02,03,s50d50,casshybrid,NA
50,02,03,s50d50,startle,0.157895
50,02,03,s50d50,laml,0.117172
50,02,04,s50d50,cassgreedy,0.489451
50,02,04,s50d50,casshybrid,NA
50,02,04,s50d50,startle,0.202429
50,02,04,s50d50,laml,0.157576
50,02,05,s50d50,cassgreedy,0.430380
50,02,05,s50d50,casshybrid,NA
50,02,05,s50d50,startle,0.161943
50,02,05,s50d50,laml,0.105051
50,03,01,s50d50,cassgreedy,0.627119
50,03,01,s50d50,casshybrid,NA
50,03,01,s50d50,startle,0.283401
50,03,01,s50d50,laml,0.137374
50,03,02,s50d50,cassgreedy,0.568710
50,03,02,s50d50,casshybrid,NA
50,03,02,s50d50,startle,0.259109
50,03,02,s50d50,laml,0.113131
50,03,03,s50d50,cassgreedy,0.555094
50,03,03,s50d50,casshybrid,NA
50,03,03,s50d50,startle,0.226721
50,03,03,s50d50,laml,0.153535
50,03,04,s50d50,cassgreedy,0.527426
50,03,04,s50d50,casshybrid,NA
50,03,04,s50d50,startle,0.194332
50,03,04,s50d50,laml,0.121212
50,03,05,s50d50,cassgreedy,0.643312
50,03,05,s50d50,casshybrid,NA
50,03,05,s50d50,startle,0.214575
50,03,05,s50d50,laml,0.137374
50,04,01,s50d50,cassgreedy,0.497908
50,04,01,s50d50,casshybrid,NA
50,04,01,s50d50,startle,0.149798
50,04,01,s50d50,laml,0.068687
50,04,02,s50d50,cassgreedy,0.502075
50,04,02,s50d50,casshybrid,NA
50,04,02,s50d50,startle,0.145749
50,04,02,s50d50,laml,0.080808
50,04,03,s50d50,cassgreedy,0.484277
50,04,03,s50d50,casshybrid,NA
50,04,03,s50d50,startle,0.190283
50,04,03,s50d50,laml,0.193939
50,04,04,s50d50,cassgreedy,0.475891
50,04,04,s50d50,casshybrid,NA
50,04,04,s50d50,startle,0.105263
50,04,04,s50d50,laml,0.080808
50,04,05,s50d50,cassgreedy,0.481328
50,04,05,s50d50,casshybrid,NA
50,04,05,s50d50,startle,0.089069
50,04,05,s50d50,laml,0.060606
50,05,01,s50d50,cassgreedy,0.475687
50,05,01,s50d50,casshybrid,NA
50,05,01,s50d50,startle,0.214575
50,05,01,s50d50,laml,0.133333
50,05,02,s50d50,cassgreedy,0.439490
50,05,02,s50d50,casshybrid,NA
50,05,02,s50d50,startle,0.263158
50,05,02,s50d50,laml,0.181818
50,05,03,s50d50,cassgreedy,0.527426
50,05,03,s50d50,casshybrid,NA
50,05,03,s50d50,startle,0.246964
50,05,03,s50d50,laml,0.218182
50,05,04,s50d50,cassgreedy,0.522199
50,05,04,s50d50,casshybrid,NA
50,05,04,s50d50,startle,0.230769
50,05,04,s50d50,laml,0.189899
50,05,05,s50d50,cassgreedy,0.484407
50,05,05,s50d50,casshybrid,NA
50,05,05,s50d50,startle,0.222672
50,05,05,s50d50,laml,0.157576
50,06,01,s50d50,cassgreedy,0.546218
50,06,01,s50d50,casshybrid,NA
50,06,01,s50d50,startle,0.170040
50,06,01,s50d50,laml,0.096970
50,06,02,s50d50,cassgreedy,0.552301
50,06,02,s50d50,casshybrid,NA
50,06,02,s50d50,startle,0.198381
50,06,02,s50d50,laml,0.109091
50,06,03,s50d50,cassgreedy,0.650526
50,06,03,s50d50,casshybrid,NA
50,06,03,s50d50,startle,0.182186
50,06,03,s50d50,laml,0.121212
50,06,04,s50d50,cassgreedy,0.574468
50,06,04,s50d50,casshybrid,NA
50,06,04,s50d50,startle,0.218623
50,06,04,s50d50,laml,0.101010
50,06,05,s50d50,cassgreedy,0.574737
50,06,05,s50d50,casshybrid,NA
50,06,05,s50d50,startle,0.226721
50,06,05,s50d50,laml,0.101010
50,07,01,s50d50,cassgreedy,0.580300
50,07,01,s50d50,casshybrid,NA
50,07,01,s50d50,startle,0.271255
50,07,01,s50d50,laml,0.193939
50,07,02,s50d50,cassgreedy,0.531646
50,07,02,s50d50,casshybrid,NA
50,07,02,s50d50,startle,0.186235
50,07,02,s50d50,laml,0.145455
50,07,03,s50d50,cassgreedy,0.479915
50,07,03,s50d50,casshybrid,NA
50,07,03,s50d50,startle,0.174089
50,07,03,s50d50,laml,0.177778
50,07,04,s50d50,cassgreedy,0.540426
50,07,04,s50d50,casshybrid,NA
50,07,04,s50d50,startle,0.251012
50,07,04,s50d50,laml,0.210101
50,07,05,s50d50,cassgreedy,0.508475
50,07,05,s50d50,casshybrid,NA
50,07,05,s50d50,startle,0.238866
50,07,05,s50d50,laml,0.189899
50,08,01,s50d50,cassgreedy,0.544681
50,08,01,s50d50,casshybrid,NA
50,08,01,s50d50,startle,0.230769
50,08,01,s50d50,laml,0.206061
50,08,02,s50d50,cassgreedy,0.643154
50,08,02,s50d50,casshybrid,NA
50,08,02,s50d50,startle,0.186235
50,08,02,s50d50,laml,0.181818
50,08,03,s50d50,cassgreedy,0.530398
50,08,03,s50d50,casshybrid,NA
50,08,03,s50d50,startle,0.255061
50,08,03,s50d50,laml,0.145455
50,08,04,s50d50,cassgreedy,0.649269
50,08,04,s50d50,casshybrid,NA
50,08,04,s50d50,startle,0.214575
50,08,04,s50d50,laml,0.133333
50,08,05,s50d50,cassgreedy,0.620253
50,08,05,s50d50,casshybrid,NA
50,08,05,s50d50,startle,0.255061
50,08,05,s50d50,laml,0.189899
50,09,01,s50d50,cassgreedy,0.567797
50,09,01,s50d50,casshybrid,NA
50,09,01,s50d50,startle,0.206478
50,09,01,s50d50,laml,0.206061
50,09,02,s50d50,cassgreedy,0.543340
50,09,02,s50d50,casshybrid,NA
50,09,02,s50d50,startle,0.238866
50,09,02,s50d50,laml,0.145455
50,09,03,s50d50,cassgreedy,0.551282
50,09,03,s50d50,casshybrid,NA
50,09,03,s50d50,startle,0.198381
50,09,03,s50d50,laml,0.133333
50,09,04,s50d50,cassgreedy,0.575372
50,09,04,s50d50,casshybrid,NA
50,09,04,s50d50,startle,0.178138
50,09,04,s50d50,laml,0.177778
50,09,05,s50d50,cassgreedy,0.570833
50,09,05,s50d50,casshybrid,NA
50,09,05,s50d50,startle,0.182186
50,09,05,s50d50,laml,0.101010
50,10,01,s50d50,cassgreedy,0.491525
50,10,01,s50d50,casshybrid,NA
50,10,01,s50d50,startle,0.238866
50,10,01,s50d50,laml,0.157576
50,10,02,s50d50,cassgreedy,0.497890
50,10,02,s50d50,casshybrid,NA
50,10,02,s50d50,startle,0.255061
50,10,02,s50d50,laml,0.109091
50,10,03,s50d50,cassgreedy,0.519149
50,10,03,s50d50,casshybrid,NA
50,10,03,s50d50,startle,0.222672
50,10,03,s50d50,laml,0.169697
50,10,04,s50d50,cassgreedy,0.511579
50,10,04,s50d50,casshybrid,NA
50,10,04,s50d50,startle,0.210526
50,10,04,s50d50,laml,0.169697
50,10,05,s50d50,cassgreedy,0.489540
50,10,05,s50d50,casshybrid,NA
50,10,05,s50d50,startle,0.206478
50,10,05,s50d50,laml,0.197980
