k,p_rep,rep,modelcond,method,rf
50,01,03,s0d0,laml-startle,0.040404
50,01,03,s0d0,laml-casshybrid,0.113131
50,01,03,s0d0,laml-startle-nomissing,0.056566
50,01,04,s0d0,cassgreedy,0.254310
50,01,04,s0d0,casshybrid,NA
50,01,04,s0d0,startle,0.105263
50,01,04,s0d0,laml-startle,0.068687
50,01,04,s0d0,laml-casshybrid,0.088889
50,01,04,s0d0,laml-startle-nomissing,0.076768
50,01,05,s0d0,cassgreedy,0.286652
50,01,05,s0d0,casshybrid,NA
50,01,05,s0d0,startle,0.109312
50,01,05,s0d0,laml-startle,0.092929
50,01,05,s0d0,laml-casshybrid,0.157576
50,01,05,s0d0,laml-startle-nomissing,0.084848
50,02,01,s0d0,cassgreedy,0.200000
50,02,01,s0d0,casshybrid,0.117647
50,02,01,s0d0,startle,0.085020
50,02,01,s0d0,laml-startle,0.084848
50,02,01,s0d0,laml-casshybrid,0.076768
50,02,01,s0d0,laml-startle-nomissing,0.084848
50,02,02,s0d0,cassgreedy,0.161987
50,02,02,s0d0,casshybrid,0.091286
50,02,02,s0d0,startle,0.080972
50,02,02,s0d0,laml-startle,0.076768
50,02,02,s0d0,laml-casshybrid,0.072727
50,02,02,s0d0,laml-startle-nomissing,0.072727
50,02,03,s0d0,cassgreedy,0.168142
50,02,03,s0d0,casshybrid,0.074380
50,02,03,s0d0,startle,0.093117
50,02,03,s0d0,laml-startle,0.088889
50,02,03,s0d0,laml-casshybrid,0.068687
50,02,03,s0d0,laml-startle-nomissing,0.092929
50,02,04,s0d0,cassgreedy,0.221739
50,02,04,s0d0,casshybrid,NA
50,02,04,s0d0,startle,0.101215
50,02,04,s0d0,laml-startle,0.076768
50,02,04,s0d0,laml-casshybrid,0.076768
50,02,04,s0d0,laml-startle-nomissing,0.101010
50,02,05,s0d0,cassgreedy,0.160173
50,02,05,s0d0,casshybrid,0.099585
50,02,05,s0d0,startle,0.089069
50,02,05,s0d0,laml-startle,0.068687
50,02,05,s0d0,laml-casshybrid,0.072727
50,02,05,s0d0,laml-startle-nomissing,0.088889
50,03,01,s0d0,cassgreedy,0.125265
50,03,01,s0d0,casshybrid,NA
50,03,01,s0d0,startle,0.076923
50,03,01,s0d0,laml-startle,0.052525
50,03,01,s0d0,laml-casshybrid,0.052525
50,03,01,s0d0,laml-startle-nomissing,0.052525
50,03,02,s0d0,cassgreedy,0.131915
50,03,02,s0d0,casshybrid,0.080082
50,03,02,s0d0,startle,0.085020
50,03,02,s0d0,laml-startle,0.084848
50,03,02,s0d0,laml-casshybrid,0.076768
50,03,02,s0d0,laml-startle-nomissing,0.084848
50,03,03,s0d0,cassgreedy,0.118143
50,03,03,s0d0,casshybrid,0.068041
50,03,03,s0d0,startle,0.068826
50,03,03,s0d0,laml-startle,0.044444
50,03,03,s0d0,laml-casshybrid,0.048485
50,03,03,s0d0,laml-startle-nomissing,0.040404
50,03,04,s0d0,cassgreedy,0.142857
50,03,04,s0d0,casshybrid,0.090147
50,03,04,s0d0,startle,0.076923
50,03,04,s0d0,laml-startle,0.056566
50,03,04,s0d0,laml-casshybrid,0.052525
50,03,04,s0d0,laml-startle-nomissing,0.064646
50,03,05,s0d0,cassgreedy,0.153191
50,03,05,s0d0,casshybrid,0.039014
50,03,05,s0d0,startle,0.048583
50,03,05,s0d0,laml-startle,0.040404
50,03,05,s0d0,laml-casshybrid,0.032323
50,03,05,s0d0,laml-startle-nomissing,0.040404
50,04,01,s0d0,cassgreedy,0.185022
50,04,01,s0d0,casshybrid,0.094340
50,04,01,s0d0,startle,0.085020
50,04,01,s0d0,laml-startle,0.076768
50,04,01,s0d0,laml-casshybrid,0.068687
50,04,01,s0d0,laml-startle-nomissing,0.076768
50,04,02,s0d0,cassgreedy,0.194030
50,04,02,s0d0,casshybrid,0.093555
50,04,02,s0d0,startle,0.080972
50,04,02,s0d0,laml-startle,0.068687
50,04,02,s0d0,laml-casshybrid,0.092929
50,04,02,s0d0,laml-startle-nomissing,0.068687
50,04,03,s0d0,cassgreedy,0.185185
50,04,03,s0d0,casshybrid,0.107368
50,04,03,s0d0,startle,0.052632
50,04,03,s0d0,laml-startle,0.052525
50,04,03,s0d0,laml-casshybrid,0.052525
50,04,03,s0d0,laml-startle-nomissing,0.048485
50,04,04,s0d0,cassgreedy,0.147826
50,04,04,s0d0,casshybrid,NA
50,04,04,s0d0,startle,0.093117
50,04,04,s0d0,laml-startle,0.080808
50,04,04,s0d0,laml-casshybrid,0.076768
50,04,04,s0d0,laml-startle-nomissing,0.080808
50,04,05,s0d0,cassgreedy,0.159483
50,04,05,s0d0,casshybrid,0.093555
50,04,05,s0d0,startle,0.080972
50,04,05,s0d0,laml-startle,0.076768
50,04,05,s0d0,laml-casshybrid,0.068687
50,04,05,s0d0,laml-startle-nomissing,0.080808
50,05,01,s0d0,cassgreedy,0.225108
50,05,01,s0d0,casshybrid,NA
50,05,01,s0d0,startle,0.089069
50,05,01,s0d0,laml-startle,0.088889
50,05,01,s0d0,laml-casshybrid,0.105051
50,05,01,s0d0,laml-startle-nomissing,0.088889
50,05,02,s0d0,cassgreedy,0.160870
50,05,02,s0d0,casshybrid,NA
50,05,02,s0d0,startle,0.093117
50,05,02,s0d0,laml-startle,0.060606
50,05,02,s0d0,laml-casshybrid,0.076768
50,05,02,s0d0,laml-startle-nomissing,0.056566
50,05,03,s0d0,cassgreedy,0.204348
50,05,03,s0d0,casshybrid,NA
50,05,03,s0d0,startle,0.113360
50,05,03,s0d0,laml-startle,0.113131
50,05,03,s0d0,laml-casshybrid,0.222222
50,05,03,s0d0,laml-startle-nomissing,0.080808
50,05,04,s0d0,cassgreedy,0.182609
50,05,04,s0d0,casshybrid,NA
50,05,04,s0d0,startle,0.113360
50,05,04,s0d0,laml-startle,0.113131
50,05,04,s0d0,laml-casshybrid,0.113131
50,05,04,s0d0,laml-startle-nomissing,0.080808
50,05,05,s0d0,cassgreedy,0.176724
50,05,05,s0d0,casshybrid,NA
50,05,05,s0d0,startle,0.072874
50,05,05,s0d0,laml-startle,0.056566
50,05,05,s0d0,laml-casshybrid,0.068687
50,05,05,s0d0,laml-startle-nomissing,0.064646
50,06,01,s0d0,cassgreedy,0.216630
50,06,01,s0d0,casshybrid,NA
50,06,01,s0d0,startle,0.060729
50,06,01,s0d0,laml-startle,0.060606
50,06,01,s0d0,laml-casshybrid,0.238384
50,06,01,s0d0,laml-startle-nomissing,0.048485
50,06,02,s0d0,cassgreedy,0.179266
50,06,02,s0d0,casshybrid,0.091667
50,06,02,s0d0,startle,0.101215
50,06,02,s0d0,laml-startle,0.068687
50,06,02,s0d0,laml-casshybrid,0.072727
50,06,02,s0d0,laml-startle-nomissing,0.072727
50,06,03,s0d0,cassgreedy,0.240175
50,06,03,s0d0,casshybrid,0.113445
50,06,03,s0d0,startle,0.101215
50,06,03,s0d0,laml-startle,0.101010
50,06,03,s0d0,laml-casshybrid,0.072727
50,06,03,s0d0,laml-startle-nomissing,0.088889
50,06,04,s0d0,cassgreedy,0.211329
50,06,04,s0d0,casshybrid,0.111570
50,06,04,s0d0,startle,0.101215
50,06,04,s0d0,laml-startle,0.060606
50,06,04,s0d0,laml-casshybrid,0.072727
50,06,04,s0d0,laml-startle-nomissing,0.064646
50,06,05,s0d0,cassgreedy,0.222707
50,06,05,s0d0,casshybrid,0.115304
50,06,05,s0d0,startle,0.125506
50,06,05,s0d0,laml-startle,0.088889
50,06,05,s0d0,laml-casshybrid,0.084848
50,06,05,s0d0,laml-startle-nomissing,0.076768
50,07,01,s0d0,cassgreedy,0.228070
50,07,01,s0d0,casshybrid,NA
50,07,01,s0d0,startle,0.080972
50,07,01,s0d0,laml-startle,0.076768
50,07,01,s0d0,laml-casshybrid,0.064646
50,07,01,s0d0,laml-startle-nomissing,0.032323
50,07,02,s0d0,cassgreedy,0.246637
50,07,02,s0d0,casshybrid,NA
50,07,02,s0d0,startle,0.085020
50,07,02,s0d0,laml-startle,0.084848
50,07,02,s0d0,laml-casshybrid,0.173737
50,07,02,s0d0,laml-startle-nomissing,0.076768
50,07,03,s0d0,cassgreedy,0.229437
50,07,03,s0d0,casshybrid,NA
50,07,03,s0d0,startle,0.093117
50,07,03,s0d0,laml-startle,0.092929
50,07,03,s0d0,laml-casshybrid,0.117172
50,07,03,s0d0,laml-startle-nomissing,0.092929
50,07,04,s0d0,cassgreedy,0.263158
50,07,04,s0d0,casshybrid,NA
50,07,04,s0d0,startle,0.117409
50,07,04,s0d0,laml-startle,0.109091
50,07,04,s0d0,laml-casshybrid,0.117172
50,07,04,s0d0,laml-startle-nomissing,0.096970
50,07,05,s0d0,cassgreedy,0.239130
50,07,05,s0d0,casshybrid,0.091667
50,07,05,s0d0,startle,0.080972
50,07,05,s0d0,laml-startle,0.080808
50,07,05,s0d0,laml-casshybrid,0.076768
50,07,05,s0d0,laml-startle-nomissing,0.056566
50,08,01,s0d0,cassgreedy,0.247265
50,08,01,s0d0,casshybrid,NA
50,08,01,s0d0,startle,0.121457
50,08,01,s0d0,laml-startle,0.121212
50,08,01,s0d0,laml-casshybrid,0.117172
50,08,01,s0d0,laml-startle-nomissing,0.117172
50,08,02,s0d0,cassgreedy,0.248908
50,08,02,s0d0,casshybrid,NA
50,08,02,s0d0,startle,0.089069
50,08,02,s0d0,laml-startle,0.088889
50,08,02,s0d0,laml-casshybrid,0.084848
50,08,02,s0d0,laml-startle-nomissing,0.088889
50,08,03,s0d0,cassgreedy,0.237885
50,08,03,s0d0,casshybrid,NA
50,08,03,s0d0,startle,0.137652
50,08,03,s0d0,laml-startle,0.105051
50,08,03,s0d0,laml-casshybrid,0.258586
50,08,03,s0d0,laml-startle-nomissing,0.137374
50,08,04,s0d0,cassgreedy,0.307692
50,08,04,s0d0,casshybrid,NA
50,08,04,s0d0,startle,0.093117
50,08,04,s0d0,laml-startle,0.092929
50,08,04,s0d0,laml-casshybrid,0.290909
50,08,04,s0d0,laml-startle-nomissing,0.092929
50,08,05,s0d0,cassgreedy,0.279121
50,08,05,s0d0,casshybrid,NA
50,08,05,s0d0,startle,0.117409
50,08,05,s0d0,laml-startle,0.117172
50,08,05,s0d0,laml-casshybrid,0.282828
50,08,05,s0d0,laml-startle-nomissing,0.117172
50,09,01,s0d0,cassgreedy,0.186957
50,09,01,s0d0,casshybrid,NA
50,09,01,s0d0,startle,0.121457
50,09,01,s0d0,laml-startle,0.113131
50,09,01,s0d0,laml-casshybrid,0.137374
50,09,01,s0d0,laml-startle-nomissing,0.096970
50,09,02,s0d0,cassgreedy,0.200873
50,09,02,s0d0,casshybrid,NA
50,09,02,s0d0,startle,0.101215
50,09,02,s0d0,laml-startle,0.101010
50,09,02,s0d0,laml-casshybrid,0.113131
50,09,02,s0d0,laml-startle-nomissing,0.088889
50,09,03,s0d0,cassgreedy,0.217582
50,09,03,s0d0,casshybrid,NA
50,09,03,s0d0,startle,0.093117
50,09,03,s0d0,laml-startle,0.084848
50,09,03,s0d0,laml-casshybrid,0.121212
50,09,03,s0d0,laml-startle-nomissing,0.080808
50,09,04,s0d0,cassgreedy,0.275488
50,09,04,s0d0,casshybrid,NA
50,09,04,s0d0,startle,0.080972
50,09,04,s0d0,laml-startle,0.068687
50,09,04,s0d0,laml-casshybrid,0.113131
50,09,04,s0d0,laml-startle-nomissing,0.068687
50,09,05,s0d0,cassgreedy,0.221739
50,09,05,s0d0,casshybrid,NA
50,09,05,s0d0,startle,0.072874
50,09,05,s0d0,laml-startle,0.072727
50,09,05,s0d0,laml-casshybrid,0.109091
50,09,05,s0d0,laml-startle-nomissing,0.072727
50,10,01,s0d0,cassgreedy,0.222462
50,10,01,s0d0,casshybrid,NA
50,10,01,s0d0,startle,0.109312
50,10,01,s0d0,laml-startle,0.068687
50,10,01,s0d0,laml-casshybrid,0.064646
50,10,01,s0d0,laml-startle-nomissing,0.060606
50,10,02,s0d0,cassgreedy,0.231788
50,10,02,s0d0,casshybrid,NA
50,10,02,s0d0,startle,0.113360
50,10,02,s0d0,laml-startle,0.084848
50,10,02,s0d0,laml-casshybrid,0.117172
50,10,02,s0d0,laml-startle-nomissing,0.084848
50,10,03,s0d0,cassgreedy,0.223684
50,10,03,s0d0,casshybrid,NA
50,10,03,s0d0,startle,0.097166
50,10,03,s0d0,laml-startle,0.096970
50,10,03,s0d0,laml-casshybrid,0.088889
50,10,03,s0d0,laml-startle-nomissing,0.096970
50,10,04,s0d0,cassgreedy,0.228448
50,10,04,s0d0,casshybrid,NA
50,10,04,s0d0,startle,0.113360
50,10,04,s0d0,laml-startle,0.092929
50,10,04,s0d0,laml-casshybrid,0.105051
50,10,04,s0d0,laml-startle-nomissing,0.096970
50,10,05,s0d0,cassgreedy,0.188720
50,10,05,s0d0,casshybrid,NA
50,10,05,s0d0,startle,0.101215
50,10,05,s0d0,laml-startle,0.064646
50,10,05,s0d0,laml-casshybrid,0.153535
50,10,05,s0d0,laml-startle-nomissing,0.064646
