Launching LAML version 0.0.4
LAML was called as follows: /Users/uym2/my_gits/LAML/run_laml.py -c ../../bar24/Bar24_character_matrix.txt -t progenitor_1_starting.nwk -o progenitor_1_improved --topology_search --parallel -v -p ../../bar24/Bar24_priors.pickle --delimiter tab -m -1 --randomreps 15
Prior keys mismatch with site names.
Prior keys: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]
Site names: ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9', 'r10', 'r11', 'r12', 'r13', 'r14', 'r15', 'r16', 'r17', 'r18', 'r19', 'r20', 'r21', 'r22', 'r23', 'r24', 'r25', 'r26', 'r27', 'r28', 'r29', 'r30']
Attempting to infer mapping between site names and prior keys...
Not all site names are present in the dictionary. Trying offset...
Offset between input site names and prior keys is assumed to be 1
Missing priors at site r30, filling in uniform priors...
{'r1': 0, 'r2': 1, 'r3': 2, 'r4': 3, 'r5': 4, 'r6': 5, 'r7': 6, 'r8': 7, 'r9': 8, 'r10': 9, 'r11': 10, 'r12': 11, 'r13': 12, 'r14': 13, 'r15': 14, 'r16': 15, 'r17': 16, 'r18': 17, 'r19': 18, 'r20': 19, 'r21': 20, 'r22': 21, 'r23': 22, 'r24': 23, 'r25': 24, 'r26': 25, 'r27': 26, 'r28': 27, 'r29': 28, 'r30': 29}
All polytomies will be resolved
Starting topology search
Running topology search in parallel...
Performing nni-search 1
Perform nni moves for full topology search
Initial score: -1191.300064480601
NNI Iter: 0
Current score: -1192.288009135935
Runtime (s): 1.7512585410000003
NNI Iter: 1
Current score: -1192.2769187197866
Runtime (s): 1.7742974169999997
NNI Iter: 2
Current score: -1192.2744805410016
Runtime (s): 1.5990376669999993
NNI Iter: 3
Current score: -1192.3804097786976
Runtime (s): 1.634733292
NNI Iter: 4
Current score: -1192.3646235094786
Runtime (s): 1.9562093750000003
NNI Iter: 5
Current score: -1192.2774730063527
Runtime (s): 1.7281225829999993
NNI Iter: 6
Current score: -1192.1599189561782
Runtime (s): 1.6567244169999995
NNI Iter: 7
Current score: -1192.5173475962176
Runtime (s): 2.015635458000002
NNI Iter: 8
Current score: -1192.6138131156665
Runtime (s): 1.803578292000001
NNI Iter: 9
Current score: -1192.6289490141696
Runtime (s): 1.7510506670000012
NNI Iter: 10
Current score: -1192.3539605368371
Runtime (s): 1.9280731660000008
NNI Iter: 11
Current score: -1192.796491502494
Runtime (s): 1.7722137499999988
NNI Iter: 12
Current score: -1192.6334285099954
Runtime (s): 1.6572434999999999
NNI Iter: 13
Current score: -1192.6933173538455
Runtime (s): 1.724771624999999
NNI Iter: 14
Current score: -1192.3666376737845
Runtime (s): 1.777971375
NNI Iter: 15
Current score: -1192.390460135639
Runtime (s): 1.8353168330000003
NNI Iter: 16
Current score: -1192.241790032194
Runtime (s): 2.1426266249999983
NNI Iter: 17
Current score: -1192.2145368386539
Runtime (s): 6.556910666999997
NNI Iter: 18
Current score: -1192.2183462251128
Runtime (s): 1.655666042
NNI Iter: 19
Current score: -1192.2082729037832
Runtime (s): 5.257979208999998
NNI Iter: 20
Current score: -1192.103574528909
Runtime (s): 1.604024166000002
NNI Iter: 21
Current score: -1191.9861493837645
Runtime (s): 1.6488227919999972
NNI Iter: 22
Current score: -1191.5128632966323
Runtime (s): 9.660538541999998
NNI Iter: 23
Best score for this search: -1191.300064480601
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -1191.30006650649
Performing nni-search 2
Perform nni moves for full topology search
Initial score: -1191.3000630799309
NNI Iter: 0
Current score: -1192.119769944692
Runtime (s): 2.1665161669999975
NNI Iter: 1
Current score: -1192.3611195615376
Runtime (s): 1.7961992089999939
NNI Iter: 2
Current score: -1192.2474532501653
Runtime (s): 1.672992624999992
NNI Iter: 3
Current score: -1192.1949101408009
Runtime (s): 1.5720836250000048
NNI Iter: 4
Current score: -1192.2992458431695
Runtime (s): 1.6310557910000085
NNI Iter: 5
Current score: -1192.3662807517303
Runtime (s): 1.925390875000005
NNI Iter: 6
Current score: -1192.8611816199584
Runtime (s): 1.934270459000004
NNI Iter: 7
Current score: -1192.7749659447131
Runtime (s): 1.5740844999999979
NNI Iter: 8
Current score: -1192.7980316366527
Runtime (s): 1.6147180829999996
NNI Iter: 9
Current score: -1186.888880642981
Runtime (s): 1.9666417920000043
NNI Iter: 10
Current score: -1186.7707361784296
Runtime (s): 1.7203807080000075
NNI Iter: 11
Current score: -1186.5729718828286
Runtime (s): 1.690286125
NNI Iter: 12
Current score: -1186.6638808080238
Runtime (s): 1.809002458000009
NNI Iter: 13
Current score: -1186.7281206178222
Runtime (s): 1.5634082920000054
NNI Iter: 14
Current score: -1186.663891986832
Runtime (s): 1.5336534999999998
NNI Iter: 15
Current score: -1186.7283897064483
Runtime (s): 5.666577458000006
NNI Iter: 16
Current score: -1186.6933633135748
Runtime (s): 2.0806514999999877
NNI Iter: 17
Current score: -1186.646757246497
Runtime (s): 3.5027361249999984
NNI Iter: 18
Current score: -1184.0559108023397
Runtime (s): 1.5786811669999992
NNI Iter: 19
Current score: -1184.0388332349307
Runtime (s): 1.7644721249999975
NNI Iter: 20
Current score: -1183.824545830289
Runtime (s): 2.3969777920000013
NNI Iter: 21
Current score: -1183.7320349222273
Runtime (s): 3.4221213339999963
NNI Iter: 22
Current score: -1183.6882050684221
Runtime (s): 1.5391797089999955
NNI Iter: 23
Current score: -1183.6766774732978
Runtime (s): 1.818582708000008
NNI Iter: 24
Current score: -1183.6330124031506
Runtime (s): 1.525135583000008
NNI Iter: 25
Current score: -1183.60399348612
Runtime (s): 3.554913708000015
NNI Iter: 26
Current score: -1183.5704926145413
Runtime (s): 4.237421374999997
NNI Iter: 27
Current score: -1183.558739364686
Runtime (s): 3.496138957999989
NNI Iter: 28
Current score: -1183.3401343148134
Runtime (s): 3.498803333000012
NNI Iter: 29
Current score: -1182.8635435015178
Runtime (s): 8.928264791000004
NNI Iter: 30
Best score for this search: -1182.8635435015178
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -1182.847242871148
Performing nni-search 3
Perform nni moves for full topology search
Initial score: -1191.3000627040824
NNI Iter: 0
Current score: -1192.7872534628982
Runtime (s): 1.8664423329999806
NNI Iter: 1
Current score: -1195.5605863128146
Runtime (s): 2.0831750839999756
NNI Iter: 2
Current score: -1195.2873827835215
Runtime (s): 1.8233570829999906
NNI Iter: 3
Current score: -1195.3502301427002
Runtime (s): 1.7336556660000042
NNI Iter: 4
Current score: -1195.080747439893
Runtime (s): 1.7982524999999896
NNI Iter: 5
Current score: -1195.232644761488
Runtime (s): 1.7358708750000176
NNI Iter: 6
Current score: -1195.1695157303832
Runtime (s): 1.7053610419999927
NNI Iter: 7
Current score: -1195.516853411026
Runtime (s): 1.7991155830000025
NNI Iter: 8
Current score: -1195.5931112895826
Runtime (s): 1.821629415999979
NNI Iter: 9
Current score: -1195.4953617943672
Runtime (s): 1.603822833999999
NNI Iter: 10
Current score: -1195.4926377084432
Runtime (s): 1.8656912920000082
NNI Iter: 11
Current score: -1195.4599083027924
Runtime (s): 1.7775014589999785
NNI Iter: 12
Current score: -1195.454502923292
Runtime (s): 1.635239791999993
NNI Iter: 13
Current score: -1195.6592181187957
Runtime (s): 1.6348117500000114
NNI Iter: 14
Current score: -1195.6364331755374
Runtime (s): 1.877887458999993
NNI Iter: 15
Current score: -1195.5294244376255
Runtime (s): 1.9776711250000005
NNI Iter: 16
Current score: -1195.4241652534247
Runtime (s): 1.8081209999999999
NNI Iter: 17
Current score: -1194.9156081300632
Runtime (s): 1.696883000000014
NNI Iter: 18
Current score: -1192.3436386886242
Runtime (s): 4.120420124999981
NNI Iter: 19
Current score: -1192.2416224330866
Runtime (s): 2.0922580000000153
NNI Iter: 20
Current score: -1192.206587558724
Runtime (s): 1.8160548339999991
NNI Iter: 21
Current score: -1192.130253507091
Runtime (s): 2.145775791999995
NNI Iter: 22
Current score: -1189.2954054263496
Runtime (s): 1.9637292090000074
NNI Iter: 23
Current score: -1189.1919446595023
Runtime (s): 3.7192929999999933
NNI Iter: 24
Current score: -1189.1828783477808
Runtime (s): 1.8846849580000082
NNI Iter: 25
Best score for this search: -1189.1828783477808
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -1188.6739708922953
Performing nni-search 4
Perform nni moves for full topology search
Initial score: -1191.300063584915
NNI Iter: 0
Current score: -1193.421459806072
Runtime (s): 2.21747908399999
NNI Iter: 1
Current score: -1193.5864306097976
Runtime (s): 2.2154976249999834
NNI Iter: 2
Current score: -1193.4778368393677
Runtime (s): 1.8174646660000064
NNI Iter: 3
Current score: -1193.5683146312408
Runtime (s): 2.166054833000004
NNI Iter: 4
Current score: -1193.6747629485114
Runtime (s): 2.216782916999989
NNI Iter: 5
Current score: -1193.8329144081529
Runtime (s): 2.230605290999989
NNI Iter: 6
Current score: -1194.055766965157
Runtime (s): 1.6431781249999915
NNI Iter: 7
Current score: -1188.226581088557
Runtime (s): 1.9487082920000205
NNI Iter: 8
Current score: -1188.074210390054
Runtime (s): 2.162657667000019
NNI Iter: 9
Current score: -1188.077996157505
Runtime (s): 1.6650557079999828
NNI Iter: 10
Current score: -1187.7852967707463
Runtime (s): 1.844945958000011
NNI Iter: 11
Current score: -1185.1930646000492
Runtime (s): 1.9928972910000198
NNI Iter: 12
Current score: -1185.2255368540227
Runtime (s): 2.1383512920000385
NNI Iter: 13
Current score: -1185.173285527414
Runtime (s): 1.7330410000000143
NNI Iter: 14
Current score: -1185.114936649251
Runtime (s): 1.7964729579999812
NNI Iter: 15
Current score: -1183.683588304521
Runtime (s): 2.1955230840000013
NNI Iter: 16
Current score: -1183.6386528898277
Runtime (s): 1.637760083000046
NNI Iter: 17
Current score: -1183.638652894856
Runtime (s): 1.9862597919999985
NNI Iter: 18
Current score: -1183.6386528898277
Runtime (s): 1.6382620829999723
NNI Iter: 19
Current score: -1183.448192483195
Runtime (s): 2.087910833999956
NNI Iter: 20
Current score: -1183.3200885193924
Runtime (s): 3.7132731669999544
NNI Iter: 21
Current score: -1183.2189354441855
Runtime (s): 1.9896406250000496
NNI Iter: 22
Current score: -1183.2104977757683
Runtime (s): 5.149409957999978
NNI Iter: 23
Current score: -1180.8932894252084
Runtime (s): 1.7427292090000037
NNI Iter: 24
Current score: -1180.831898591185
Runtime (s): 1.637697791999983
NNI Iter: 25
Current score: -1180.7817469358333
Runtime (s): 1.7278864589999898
NNI Iter: 26
Current score: -1180.2617017459363
Runtime (s): 1.843330750000007
NNI Iter: 27
Current score: -1180.1917865078196
Runtime (s): 1.7735096249999742
NNI Iter: 28
Current score: -1180.157006620426
Runtime (s): 1.5802614159999848
NNI Iter: 29
Current score: -1180.1183149910582
Runtime (s): 5.508444499999996
NNI Iter: 30
Current score: -1180.1090805152332
Runtime (s): 7.201180082999997
NNI Iter: 31
Current score: -1180.0960736890338
Runtime (s): 1.7900254580000023
NNI Iter: 32
Current score: -1180.0632285007375
Runtime (s): 7.000095000000044
NNI Iter: 33
Current score: -1180.0629495441362
Runtime (s): 5.019566499999996
NNI Iter: 34
Current score: -1180.05143385812
Runtime (s): 3.401003249999974
NNI Iter: 35
Best score for this search: -1180.05143385812
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -1178.9481076747225
Performing nni-search 5
Perform nni moves for full topology search
Initial score: -1191.300065206855
NNI Iter: 0
Current score: -1192.154789817527
Runtime (s): 1.7246819579999624
NNI Iter: 1
Current score: -1192.992677335059
Runtime (s): 1.733103916999994
NNI Iter: 2
Current score: -1192.9636365096972
Runtime (s): 1.8127137079999898
NNI Iter: 3
Current score: -1192.962854130526
Runtime (s): 1.959874124999999
NNI Iter: 4
Current score: -1193.199817258257
Runtime (s): 2.0092920409999806
NNI Iter: 5
Current score: -1193.2704721412647
Runtime (s): 2.1354263339999875
NNI Iter: 6
Current score: -1193.1237974241408
Runtime (s): 1.989214167
NNI Iter: 7
Current score: -1193.0076385418433
Runtime (s): 2.2234534579999945
NNI Iter: 8
Current score: -1193.1507226023398
Runtime (s): 1.7641956669999672
NNI Iter: 9
Current score: -1193.506692606491
Runtime (s): 1.6255227089999948
NNI Iter: 10
Current score: -1193.4350146403938
Runtime (s): 1.7511433340000053
NNI Iter: 11
Current score: -1193.239812840617
Runtime (s): 1.6698986250000303
NNI Iter: 12
Current score: -1193.363105932547
Runtime (s): 1.882355250000046
NNI Iter: 13
Current score: -1192.6340598256531
Runtime (s): 1.8840249579999977
NNI Iter: 14
Current score: -1192.5193146357065
Runtime (s): 1.7672112500000026
NNI Iter: 15
Current score: -1192.3674510749986
Runtime (s): 1.7666665829999602
NNI Iter: 16
Current score: -1190.1470213759987
Runtime (s): 1.6936300419999952
NNI Iter: 17
Current score: -1190.0160640377967
Runtime (s): 3.5010229170000002
NNI Iter: 18
Current score: -1190.014653190474
Runtime (s): 2.214573458000018
NNI Iter: 19
Current score: -1190.0418989863513
Runtime (s): 5.47543433300001
NNI Iter: 20
Best score for this search: -1190.014653190474
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -1189.242498802356
Performing nni-search 6
Perform nni moves for full topology search
Initial score: -1191.3000625718369
NNI Iter: 0
Current score: -1192.2235492810996
Runtime (s): 2.2376012500000115
NNI Iter: 1
Current score: -1192.1329957792695
Runtime (s): 1.9185113329999695
NNI Iter: 2
Current score: -1192.276610552448
Runtime (s): 1.7811220830000138
NNI Iter: 3
Current score: -1192.1667418350157
Runtime (s): 1.5876916249999908
NNI Iter: 4
Current score: -1192.4267940882787
Runtime (s): 1.909179832999996
NNI Iter: 5
Current score: -1192.6717251371322
Runtime (s): 1.73535212500002
NNI Iter: 6
Current score: -1193.1444320053718
Runtime (s): 1.7947916659999805
NNI Iter: 7
Current score: -1193.158461808672
Runtime (s): 1.5401149589999932
NNI Iter: 8
Current score: -1192.863622077166
Runtime (s): 1.9601732090000041
NNI Iter: 9
Current score: -1192.608307918743
Runtime (s): 1.677385749999985
NNI Iter: 10
Current score: -1192.912662238728
Runtime (s): 1.8085406670000452
NNI Iter: 11
Current score: -1192.370295387438
Runtime (s): 1.6077666669999644
NNI Iter: 12
Current score: -1192.5395554802349
Runtime (s): 1.7629337079999914
NNI Iter: 13
Current score: -1192.6108326146377
