flag,rep,size,totaltime,totalnumiter
closed-form,s0d100p09_sub1250_r04,1250,160.82042907178402,114
closed-form,s0d100p09_sub1250_r05,1250,214.04267334844917,150
closed-form,s0d100p09_sub2500_r01,2500,332.1665434753522,120
closed-form,s0d100p09_sub2500_r02,2500,327.9124958915636,118
closed-form,s0d100p09_sub2500_r03,2500,366.8656108863652,134
closed-form,s0d100p09_sub2500_r04,2500,353.33724168874323,138
closed-form,s0d100p01_sub7500_r02,7500,,
closed-form,s0d100p09_sub2500_r05,2500,318.4887415729463,125
closed-form,s0d100p09_sub5000_r01,5000,50210.23775679432,135
closed-form,s0d100p09_sub5000_r02,5000,43232.24508487806,120
closed-form,s0d100p09_sub5000_r03,5000,42207.693937934935,131
closed-form,s0d100p09_sub5000_r04,5000,33680.30736725591,116
closed-form,s0d100p09_sub5000_r05,5000,31642.336164062843,121
closed-form,s0d100p09_sub7500_r01,7500,,
closed-form,s0d100p09_sub7500_r02,7500,,
closed-form,s0d100p09_sub7500_r03,7500,,
closed-form,s0d100p09_sub7500_r04,7500,,
closed-form,s0d100p01_sub7500_r03,7500,,
closed-form,s0d100p09_sub7500_r05,7500,,
closed-form,s0d100p01_sub7500_r04,7500,,
closed-form,s0d100p01_sub1250_r02,1250,,143
closed-form,s0d100p01_sub7500_r05,7500,,
closed-form,s0d100p02_sub1250_r01,1250,220.6452155103907,125
closed-form,s0d100p02_sub1250_r02,1250,202.23706850782037,150
closed-form,s0d100p02_sub1250_r03,1250,191.95200334955007,113
closed-form,s0d100p02_sub1250_r04,1250,155.04030095599592,120
closed-form,s0d100p02_sub1250_r05,1250,208.71363523695618,134
closed-form,s0d100p02_sub2500_r01,2500,407.87233508192,132
closed-form,s0d100p02_sub2500_r02,2500,444.3269670587033,126
closed-form,s0d100p02_sub2500_r03,2500,313.83657496608794,122
closed-form,s0d100p02_sub2500_r04,2500,361.6311232689768,114
closed-form,s0d100p01_sub1250_r03,1250,,132
closed-form,s0d100p02_sub2500_r05,2500,313.150880837813,119
closed-form,s0d100p02_sub5000_r01,5000,18197.32779291738,127
closed-form,s0d100p02_sub5000_r02,5000,18304.295703420416,108
closed-form,s0d100p02_sub5000_r03,5000,28318.367396395653,138
closed-form,s0d100p02_sub5000_r04,5000,20058.445073124953,133
closed-form,s0d100p02_sub5000_r05,5000,,
closed-form,s0d100p02_sub7500_r01,7500,,
closed-form,s0d100p02_sub7500_r02,7500,,
closed-form,s0d100p02_sub7500_r03,7500,,
closed-form,s0d100p02_sub7500_r04,7500,,
closed-form,s0d100p01_sub1250_r04,1250,,118
closed-form,s0d100p02_sub7500_r05,7500,,
closed-form,s0d100p03_sub1250_r01,1250,153.46156464144588,118
closed-form,s0d100p03_sub1250_r02,1250,197.33306668698788,144
closed-form,s0d100p03_sub1250_r03,1250,175.75642736721784,113
closed-form,s0d100p03_sub1250_r04,1250,148.41827830299735,115
closed-form,s0d100p03_sub1250_r05,1250,163.2285562083125,128
closed-form,s0d100p03_sub2500_r01,2500,373.34085274953395,118
closed-form,s0d100p03_sub2500_r02,2500,309.49407672323287,116
closed-form,s0d100p03_sub2500_r03,2500,387.13085133582354,147
closed-form,s0d100p03_sub2500_r04,2500,304.36149694398046,114
closed-form,s0d100p01_sub1250_r05,1250,,125
closed-form,s0d100p03_sub2500_r05,2500,430.4025564836338,132
closed-form,s0d100p03_sub5000_r01,5000,,
closed-form,s0d100p03_sub5000_r02,5000,,
closed-form,s0d100p03_sub5000_r03,5000,41787.49971712008,123
closed-form,s0d100p03_sub5000_r04,5000,,
closed-form,s0d100p03_sub5000_r05,5000,,
closed-form,s0d100p03_sub7500_r01,7500,,
closed-form,s0d100p03_sub7500_r02,7500,,
closed-form,s0d100p03_sub7500_r03,7500,,
closed-form,s0d100p03_sub7500_r04,7500,,
closed-form,s0d100p01_sub2500_r01,2500,,136
closed-form,s0d100p03_sub7500_r05,7500,,
closed-form,s0d100p04_sub1250_r01,1250,139.4350019749254,108
closed-form,s0d100p04_sub1250_r02,1250,213.46064315456897,166
closed-form,s0d100p04_sub1250_r03,1250,173.1853056056425,134
closed-form,s0d100p04_sub1250_r04,1250,166.40104215219617,128
closed-form,s0d100p04_sub1250_r05,1250,169.58347391430289,132
closed-form,s0d100p04_sub2500_r01,2500,295.8626098353416,118
closed-form,s0d100p04_sub2500_r02,2500,330.4374191900715,125
closed-form,s0d100p04_sub2500_r03,2500,321.5579782007262,122
closed-form,s0d100p04_sub2500_r04,2500,322.3758982764557,124
closed-form,s0d100p01_sub2500_r02,2500,,131
closed-form,s0d100p04_sub2500_r05,2500,308.57259386312217,116
closed-form,s0d100p04_sub5000_r01,5000,28278.679680476896,110
closed-form,s0d100p04_sub5000_r02,5000,22229.68278206885,122
closed-form,s0d100p04_sub5000_r03,5000,20959.137988194823,128
closed-form,s0d100p04_sub5000_r04,5000,,
closed-form,s0d100p04_sub5000_r05,5000,12553.695867171511,112
closed-form,s0d100p04_sub7500_r01,7500,,
closed-form,s0d100p04_sub7500_r02,7500,,
closed-form,s0d100p04_sub7500_r03,7500,,
closed-form,s0d100p04_sub7500_r04,7500,,
closed-form,s0d100p01_sub2500_r03,2500,,118
closed-form,s0d100p04_sub7500_r05,7500,,
closed-form,s0d100p05_sub1250_r01,1250,141.71535180415958,118
closed-form,s0d100p05_sub1250_r02,1250,181.00792173668742,140
closed-form,s0d100p05_sub1250_r03,1250,214.75239101890475,170
closed-form,s0d100p05_sub1250_r04,1250,188.9856842989102,146
closed-form,s0d100p05_sub1250_r05,1250,172.41243061702698,135
closed-form,s0d100p05_sub2500_r01,2500,334.43433246482164,127
closed-form,s0d100p05_sub2500_r02,2500,447.39816607162356,173
closed-form,s0d100p05_sub2500_r03,2500,330.7069883188233,126
closed-form,s0d100p05_sub2500_r04,2500,310.21913784276694,120
closed-form,s0d100p01_sub2500_r04,2500,,140
closed-form,s0d100p05_sub2500_r05,2500,278.3346879594028,144
closed-form,s0d100p05_sub5000_r01,5000,17439.516469893977,119
closed-form,s0d100p05_sub5000_r02,5000,18496.438393276185,129
closed-form,s0d100p05_sub5000_r03,5000,14107.638296108693,134
closed-form,s0d100p05_sub5000_r04,5000,14414.034759400412,130
closed-form,s0d100p05_sub5000_r05,5000,13942.819877590984,118
closed-form,s0d100p05_sub7500_r01,7500,,
closed-form,s0d100p05_sub7500_r02,7500,,
closed-form,s0d100p05_sub7500_r03,7500,,
closed-form,s0d100p05_sub7500_r04,7500,,
non-convex,s0d100p01_sub1024_r01,1024,252.30785662680864,63
non-convex,s0d100p01_sub450_r04,450,181.91375238448381,83
non-convex,s0d100p05_sub650_r05,650,185.5762233696878,81
non-convex,s0d100p05_sub850_r01,850,255.71898201480508,77
non-convex,s0d100p05_sub850_r02,850,211.39301903173327,77
non-convex,s0d100p05_sub850_r03,850,256.96023711934686,83
non-convex,s0d100p05_sub850_r04,850,295.09474903717637,88
non-convex,s0d100p05_sub850_r05,850,207.7864776980132,72
non-convex,s0d100p06_sub1024_r01,1024,379.96787557937205,96
non-convex,s0d100p06_sub250_r01,250,90.46192121319473,102
non-convex,s0d100p06_sub250_r02,250,44.70861794799566,56
non-convex,s0d100p06_sub250_r03,250,67.82117192447186,86
non-convex,s0d100p01_sub450_r05,450,158.26120514050126,101
non-convex,s0d100p06_sub250_r04,250,80.21700985915959,93
non-convex,s0d100p06_sub250_r05,250,71.4177755471319,89
non-convex,s0d100p06_sub450_r01,450,127.55246644839644,93
non-convex,s0d100p06_sub450_r02,450,131.5327133219689,80
non-convex,s0d100p06_sub450_r03,450,170.0371298175305,95
non-convex,s0d100p06_sub450_r04,450,119.54521636664867,80
non-convex,s0d100p06_sub450_r05,450,154.52517450414598,88
non-convex,s0d100p06_sub650_r01,650,258.04226003587246,127
non-convex,s0d100p06_sub650_r02,650,198.32444136962295,86
non-convex,s0d100p06_sub650_r03,650,234.7644905783236,92
non-convex,s0d100p01_sub650_r01,650,203.67746117152274,72
non-convex,s0d100p06_sub650_r04,650,279.033165903762,103
non-convex,s0d100p06_sub650_r05,650,243.58490231260657,98
non-convex,s0d100p06_sub850_r01,850,287.44902559928596,87
non-convex,s0d100p06_sub850_r02,850,284.5925503131002,87
non-convex,s0d100p06_sub850_r03,850,258.07230457663536,74
non-convex,s0d100p06_sub850_r04,850,204.6740115713328,70
non-convex,s0d100p06_sub850_r05,850,287.79809461161494,94
non-convex,s0d100p07_sub1024_r01,1024,215.0677011590451,64
non-convex,s0d100p07_sub250_r01,250,66.25949537754059,82
non-convex,s0d100p07_sub250_r02,250,140.11996102519333,233
non-convex,s0d100p01_sub650_r02,650,185.68231846764684,70
non-convex,s0d100p07_sub250_r03,250,94.57844354212284,114
non-convex,s0d100p07_sub250_r04,250,86.99170707911253,101
non-convex,s0d100p07_sub250_r05,250,96.16201686300337,114
non-convex,s0d100p07_sub450_r01,450,110.20619179867208,72
non-convex,s0d100p07_sub450_r02,450,114.60417445376515,76
non-convex,s0d100p07_sub450_r03,450,130.1692025717348,87
non-convex,s0d100p07_sub450_r04,450,122.24811009131372,92
non-convex,s0d100p07_sub450_r05,450,88.29390999116004,52
non-convex,s0d100p07_sub650_r01,650,160.02681471966207,77
non-convex,s0d100p07_sub650_r02,650,234.47434370964766,90
non-convex,s0d100p01_sub650_r03,650,271.8270978424698,91
non-convex,s0d100p07_sub650_r03,650,267.7142223585397,105
non-convex,s0d100p07_sub650_r04,650,234.28835420124233,148
non-convex,s0d100p07_sub650_r05,650,171.42746014893055,77
non-convex,s0d100p07_sub850_r01,850,246.70627337135375,84
non-convex,s0d100p07_sub850_r02,850,222.30511621758342,81
non-convex,s0d100p07_sub850_r03,850,178.13695446401834,71
non-convex,s0d100p07_sub850_r04,850,177.2439561970532,66
non-convex,s0d100p07_sub850_r05,850,208.0882387533784,65
non-convex,s0d100p08_sub1024_r01,1024,247.85246639885008,73
non-convex,s0d100p08_sub250_r01,250,81.4860119689256,86
non-convex,s0d100p01_sub650_r04,650,246.0575009714812,91
non-convex,s0d100p08_sub250_r02,250,84.24010631255805,101
non-convex,s0d100p08_sub250_r03,250,74.22686329111457,87
non-convex,s0d100p08_sub250_r04,250,142.5454968586564,168
non-convex,s0d100p08_sub250_r05,250,58.61114070750773,78
non-convex,s0d100p08_sub450_r01,450,157.61508915573359,109
non-convex,s0d100p08_sub450_r02,450,113.86128728091717,70
non-convex,s0d100p08_sub450_r03,450,104.72043572366238,64
non-convex,s0d100p08_sub450_r04,450,99.00608018226922,71
non-convex,s0d100p08_sub450_r05,450,106.43501114472747,78
non-convex,s0d100p08_sub650_r01,650,163.27922266162932,84
non-convex,s0d100p01_sub650_r05,650,239.86722800694406,83
non-convex,s0d100p08_sub650_r02,650,148.8542174063623,74
non-convex,s0d100p08_sub650_r03,650,170.0270858295262,81
non-convex,s0d100p08_sub650_r04,650,163.19565324485302,68
non-convex,s0d100p08_sub650_r05,650,184.1777765508741,86
non-convex,s0d100p08_sub850_r01,850,212.03427643701434,67
non-convex,s0d100p08_sub850_r02,850,208.67987965606153,67
non-convex,s0d100p08_sub850_r03,850,209.05386370792985,69
non-convex,s0d100p08_sub850_r04,850,322.82218809984624,101
non-convex,s0d100p08_sub850_r05,850,231.46492433175445,69
non-convex,s0d100p09_sub1024_r01,1024,219.25877217017114,66
non-convex,s0d100p01_sub850_r01,850,342.4638517033309,79
non-convex,s0d100p09_sub250_r01,250,85.00333687290549,106
non-convex,s0d100p09_sub250_r02,250,127.55578362382948,158
non-convex,s0d100p09_sub250_r03,250,77.30215402878821,94
non-convex,s0d100p09_sub250_r04,250,109.00711193867028,127
non-convex,s0d100p09_sub250_r05,250,83.68489939719439,96
non-convex,s0d100p09_sub450_r01,450,126.48563059605658,86
non-convex,s0d100p09_sub450_r02,450,93.99215792119503,68
non-convex,s0d100p09_sub450_r03,450,136.1835300270468,74
non-convex,s0d100p09_sub450_r04,450,115.9047110658139,73
non-convex,s0d100p09_sub450_r05,450,117.69715878367424,77
non-convex,s0d100p01_sub850_r02,850,311.4485051948577,93
non-convex,s0d100p09_sub650_r01,650,187.34772068075836,85
non-convex,s0d100p09_sub650_r02,650,251.67832098342478,111
non-convex,s0d100p09_sub650_r03,650,189.98858225904405,77
non-convex,s0d100p09_sub650_r04,650,147.77998660877347,64
non-convex,s0d100p09_sub650_r05,650,159.37523534707725,75
non-convex,s0d100p09_sub850_r01,850,286.05380378849804,99
non-convex,s0d100p09_sub850_r02,850,320.7936540003866,96
non-convex,s0d100p09_sub850_r03,850,194.06233494356275,69
non-convex,s0d100p09_sub850_r04,850,188.6741881314665,63
non-convex,s0d100p09_sub850_r05,850,184.13124693743885,65
non-convex,s0d100p01_sub850_r03,850,298.19949187524617,87
non-convex,s0d100p10_sub1024_r01,1024,270.13494193181396,105
non-convex,s0d100p10_sub250_r01,250,96.75240049511194,119
non-convex,s0d100p10_sub250_r02,250,129.58855445310473,143
non-convex,s0d100p10_sub250_r03,250,64.1141303256154,76
non-convex,s0d100p10_sub250_r04,250,140.4578700195998,163
non-convex,s0d100p10_sub250_r05,250,53.95203492231667,64
non-convex,s0d100p10_sub450_r01,450,94.56878374516964,61
non-convex,s0d100p10_sub450_r02,450,145.64194453321397,91
non-convex,s0d100p10_sub450_r03,450,125.53015368804336,80
non-convex,s0d100p10_sub450_r04,450,132.674948297441,82
non-convex,s0d100p01_sub250_r01,250,78.24023516662419,85
non-convex,s0d100p01_sub850_r04,850,368.5345058813691,111
non-convex,s0d100p10_sub450_r05,450,123.84212982282043,75
non-convex,s0d100p10_sub650_r01,650,134.9232859686017,57
non-convex,s0d100p10_sub650_r02,650,151.90681372396648,66
non-convex,s0d100p10_sub650_r03,650,89.19284407328814,54
non-convex,s0d100p10_sub650_r04,650,127.92993075586855,79
non-convex,s0d100p10_sub650_r05,650,90.24488151445985,58
non-convex,s0d100p10_sub850_r01,850,191.29691238049418,108
non-convex,s0d100p10_sub850_r02,850,134.8477562572807,73
non-convex,s0d100p10_sub850_r03,850,252.12317162007093,152
non-convex,s0d100p10_sub850_r04,850,140.18412250000983,69
non-convex,s0d100p01_sub850_r05,850,328.4055525381118,88
non-convex,s0d100p10_sub850_r05,850,178.78974600322545,68
non-convex,s0d100p02_sub1024_r01,1024,782.8925484232605,138
non-convex,s0d100p02_sub250_r01,250,161.8930089585483,144
non-convex,s0d100p02_sub250_r02,250,106.20134111307561,98
non-convex,s0d100p02_sub250_r03,250,87.80599624291062,81
non-convex,s0d100p02_sub250_r04,250,62.67933630943298,65
non-convex,s0d100p02_sub250_r05,250,91.17593822441995,87
non-convex,s0d100p02_sub450_r01,450,160.84793043509126,87
non-convex,s0d100p02_sub450_r02,450,102.08869954757392,59
non-convex,s0d100p01_sub250_r02,250,128.16884557716548,124
non-convex,s0d100p02_sub450_r03,450,145.7555677574128,78
non-convex,s0d100p02_sub450_r04,450,169.18929186463356,91
non-convex,s0d100p02_sub450_r05,450,173.95680061355233,97
non-convex,s0d100p02_sub650_r01,650,313.8813970480114,104
non-convex,s0d100p02_sub650_r02,650,343.00186545960605,99
non-convex,s0d100p02_sub650_r03,650,203.85908280871809,60
non-convex,s0d100p02_sub650_r04,650,174.3568928334862,52
non-convex,s0d100p02_sub650_r05,650,154.38934333622456,47
non-convex,s0d100p02_sub850_r01,850,334.35806100815535,81
non-convex,s0d100p02_sub850_r02,850,307.75241799652576,65
non-convex,s0d100p01_sub250_r03,250,73.13111466355622,83
non-convex,s0d100p02_sub850_r03,850,364.39971190318465,88
non-convex,s0d100p02_sub850_r04,850,378.086604019627,87
non-convex,s0d100p02_sub850_r05,850,195.01800337992609,43
non-convex,s0d100p03_sub1024_r01,1024,442.3665161225945,101
non-convex,s0d100p03_sub250_r01,250,89.79412591643631,90
non-convex,s0d100p03_sub250_r02,250,123.64898350834846,112
non-convex,s0d100p03_sub250_r03,250,89.90099284425378,88
non-convex,s0d100p03_sub250_r04,250,64.58850381709635,80
non-convex,s0d100p03_sub250_r05,250,56.39588547311723,69
non-convex,s0d100p03_sub450_r01,450,134.2047814205289,91
non-convex,s0d100p01_sub250_r04,250,76.24290659278631,87
non-convex,s0d100p03_sub450_r02,450,106.29747583717108,77
non-convex,s0d100p03_sub450_r03,450,100.54955304041505,60
non-convex,s0d100p03_sub450_r04,450,127.24102486856282,94
non-convex,s0d100p03_sub450_r05,450,110.48618224076927,72
non-convex,s0d100p03_sub650_r01,650,151.64672449976206,70
non-convex,s0d100p03_sub650_r02,650,233.3961420096457,109
non-convex,s0d100p03_sub650_r03,650,138.01034776121378,69
non-convex,s0d100p03_sub650_r04,650,138.05941358953714,60
non-convex,s0d100p03_sub650_r05,650,229.46907983720303,101
non-convex,s0d100p03_sub850_r01,850,243.3409512117505,84
non-convex,s0d100p01_sub250_r05,250,80.98175105638802,84
non-convex,s0d100p03_sub850_r02,850,271.2830727044493,101
non-convex,s0d100p03_sub850_r03,850,301.8748856969178,102
non-convex,s0d100p03_sub850_r04,850,274.7503798380494,87
non-convex,s0d100p03_sub850_r05,850,159.19468382559717,55
non-convex,s0d100p04_sub1024_r01,1024,244.8490559067577,67
non-convex,s0d100p04_sub250_r01,250,55.43108731880784,69
non-convex,s0d100p04_sub250_r02,250,96.42397785373032,107
non-convex,s0d100p04_sub250_r03,250,120.75131320767105,149
non-convex,s0d100p04_sub250_r04,250,114.06963693536818,132
non-convex,s0d100p04_sub250_r05,250,95.20549142733216,109
non-convex,s0d100p01_sub450_r01,450,192.17860719561577,96
non-convex,s0d100p04_sub450_r01,450,112.6322576161474,73
non-convex,s0d100p04_sub450_r02,450,86.23660644888878,49
non-convex,s0d100p04_sub450_r03,450,120.99109427258372,81
non-convex,s0d100p04_sub450_r04,450,217.83376299589872,130
non-convex,s0d100p04_sub450_r05,450,204.22718852944672,119
non-convex,s0d100p04_sub650_r01,650,219.38625260442495,97
non-convex,s0d100p04_sub650_r02,650,153.8090379331261,65
non-convex,s0d100p04_sub650_r03,650,190.64965161122382,74
non-convex,s0d100p04_sub650_r04,650,181.9324687961489,85
non-convex,s0d100p04_sub650_r05,650,191.37098515592515,73
non-convex,s0d100p01_sub450_r02,450,203.19697651453316,107
non-convex,s0d100p04_sub850_r01,850,242.71646608226,82
non-convex,s0d100p04_sub850_r02,850,217.78611566126347,76
non-convex,s0d100p04_sub850_r03,850,234.70204536430538,74
non-convex,s0d100p04_sub850_r04,850,231.07115488871932,75
non-convex,s0d100p04_sub850_r05,850,239.95564194954932,84
non-convex,s0d100p05_sub1024_r01,1024,217.26998081430793,63
non-convex,s0d100p05_sub250_r01,250,57.61257748492062,78
non-convex,s0d100p05_sub250_r02,250,116.88625428080559,132
non-convex,s0d100p05_sub250_r03,250,72.56168004870415,86
non-convex,s0d100p05_sub250_r04,250,83.28166916966438,106
non-convex,s0d100p01_sub450_r03,450,204.96401334367692,109
non-convex,s0d100p05_sub250_r05,250,65.12547542154789,81
non-convex,s0d100p05_sub450_r01,450,93.33693079650402,54
non-convex,s0d100p05_sub450_r02,450,106.66357213445008,71
non-convex,s0d100p05_sub450_r03,450,214.99950526468456,133
non-convex,s0d100p05_sub450_r04,450,176.984867753461,112
non-convex,s0d100p05_sub450_r05,450,94.18902842327952,66
non-convex,s0d100p05_sub650_r01,650,184.2873007953167,78
non-convex,s0d100p05_sub650_r02,650,150.71967027895153,65
non-convex,s0d100p05_sub650_r03,650,147.27384820766747,66
non-convex,s0d100p05_sub650_r04,650,165.78848203271627,70
non-convex,s0d100p01_sub1250_r01,1250,742.5057832133025,123
non-convex,s0d100p01_sub2500_r05,2500,1898.3039081860334,144
non-convex,s0d100p05_sub7500_r05,7500,,
non-convex,s0d100p06_sub1250_r01,1250,611.0459879897535,114
non-convex,s0d100p06_sub1250_r02,1250,759.4288419242948,150
non-convex,s0d100p06_sub1250_r03,1250,354.0812352504581,92
non-convex,s0d100p06_sub1250_r04,1250,424.6663094498217,101
non-convex,s0d100p06_sub1250_r05,1250,476.151291647926,108
non-convex,s0d100p06_sub2500_r01,2500,834.7223739884794,92
non-convex,s0d100p06_sub2500_r02,2500,1000.3347808010876,104
non-convex,s0d100p06_sub2500_r03,2500,1168.909481620416,115
non-convex,s0d100p06_sub2500_r04,2500,1055.2708270475268,108
non-convex,s0d100p01_sub5000_r01,5000,,
non-convex,s0d100p06_sub2500_r05,2500,689.865320680663,57
non-convex,s0d100p06_sub5000_r01,5000,,
non-convex,s0d100p06_sub5000_r02,5000,,
non-convex,s0d100p06_sub5000_r03,5000,,
non-convex,s0d100p06_sub5000_r04,5000,,
non-convex,s0d100p06_sub5000_r05,5000,,
non-convex,s0d100p06_sub7500_r01,7500,,
non-convex,s0d100p06_sub7500_r02,7500,,
non-convex,s0d100p06_sub7500_r03,7500,,
non-convex,s0d100p06_sub7500_r04,7500,,
non-convex,s0d100p01_sub5000_r02,5000,,
non-convex,s0d100p06_sub7500_r05,7500,,
non-convex,s0d100p07_sub1250_r01,1250,551.9519988521934,109
non-convex,s0d100p07_sub1250_r02,1250,594.2781536374241,128
non-convex,s0d100p07_sub1250_r03,1250,355.879233263433,84
non-convex,s0d100p07_sub1250_r04,1250,579.6576335597783,111
non-convex,s0d100p07_sub1250_r05,1250,489.7520622443408,109
non-convex,s0d100p07_sub2500_r01,2500,850.6681807078421,88
non-convex,s0d100p07_sub2500_r02,2500,1548.5296195652336,110
non-convex,s0d100p07_sub2500_r03,2500,1283.9284603232518,88
non-convex,s0d100p07_sub2500_r04,2500,1801.1696849223226,146
non-convex,s0d100p01_sub5000_r03,5000,,
non-convex,s0d100p07_sub2500_r05,2500,2245.105892586522,116
non-convex,s0d100p07_sub5000_r01,5000,,
non-convex,s0d100p07_sub5000_r02,5000,,
non-convex,s0d100p07_sub5000_r03,5000,,
non-convex,s0d100p07_sub5000_r04,5000,,
non-convex,s0d100p07_sub5000_r05,5000,,
non-convex,s0d100p07_sub7500_r01,7500,,
non-convex,s0d100p07_sub7500_r02,7500,,
non-convex,s0d100p07_sub7500_r03,7500,,
non-convex,s0d100p07_sub7500_r04,7500,,
non-convex,s0d100p01_sub5000_r04,5000,,
non-convex,s0d100p07_sub7500_r05,7500,,
non-convex,s0d100p08_sub1250_r01,1250,519.0758213363588,85
non-convex,s0d100p08_sub1250_r02,1250,598.3402952933684,115
non-convex,s0d100p08_sub1250_r03,1250,453.67392348870635,93
non-convex,s0d100p08_sub1250_r04,1250,699.6022150916979,95
non-convex,s0d100p08_sub1250_r05,1250,480.56190434098244,99
non-convex,s0d100p08_sub2500_r01,2500,1015.7606708724052,98
non-convex,s0d100p08_sub2500_r02,2500,1123.428350022994,95
non-convex,s0d100p08_sub2500_r03,2500,1404.439675710164,108
non-convex,s0d100p08_sub2500_r04,2500,1152.891120779328,99
non-convex,s0d100p01_sub5000_r05,5000,,
non-convex,s0d100p08_sub2500_r05,2500,1091.0203144932166,86
non-convex,s0d100p08_sub5000_r01,5000,,
non-convex,s0d100p08_sub5000_r02,5000,,
non-convex,s0d100p08_sub5000_r03,5000,,
non-convex,s0d100p08_sub5000_r04,5000,,
non-convex,s0d100p08_sub5000_r05,5000,,
non-convex,s0d100p08_sub7500_r01,7500,,
non-convex,s0d100p08_sub7500_r02,7500,,
non-convex,s0d100p08_sub7500_r03,7500,,
non-convex,s0d100p08_sub7500_r04,7500,,
non-convex,s0d100p01_sub7500_r01,7500,,
non-convex,s0d100p08_sub7500_r05,7500,,
non-convex,s0d100p09_sub1250_r01,1250,680.1251383973286,120
non-convex,s0d100p09_sub1250_r02,1250,559.76435590256,105
non-convex,s0d100p09_sub1250_r03,1250,449.49208778329194,105
non-convex,s0d100p09_sub1250_r04,1250,840.8305577440187,141
non-convex,s0d100p09_sub1250_r05,1250,710.4726775893942,124
non-convex,s0d100p09_sub2500_r01,2500,970.0096317445859,99
non-convex,s0d100p09_sub2500_r02,2500,1288.6735241813585,97
non-convex,s0d100p09_sub2500_r03,2500,922.0628447160125,80
non-convex,s0d100p09_sub2500_r04,2500,2179.05219838582,125
non-convex,s0d100p01_sub7500_r02,7500,,
non-convex,s0d100p09_sub2500_r05,2500,1067.426142891869,85
non-convex,s0d100p09_sub5000_r01,5000,,
non-convex,s0d100p09_sub5000_r02,5000,,
non-convex,s0d100p09_sub5000_r03,5000,,
non-convex,s0d100p09_sub5000_r04,5000,,
non-convex,s0d100p09_sub5000_r05,5000,,
non-convex,s0d100p09_sub7500_r01,7500,,
non-convex,s0d100p09_sub7500_r02,7500,,
non-convex,s0d100p09_sub7500_r03,7500,,
non-convex,s0d100p09_sub7500_r04,7500,,
non-convex,s0d100p01_sub7500_r03,7500,,
non-convex,s0d100p09_sub7500_r05,7500,,
non-convex,s0d100p01_sub7500_r04,7500,,
non-convex,s0d100p01_sub1250_r02,1250,826.4615631559864,140
non-convex,s0d100p01_sub7500_r05,7500,,
non-convex,s0d100p02_sub1250_r01,1250,515.3319142796099,100
non-convex,s0d100p02_sub1250_r02,1250,699.9125530291349,111
non-convex,s0d100p02_sub1250_r03,1250,602.0101272463799,102
non-convex,s0d100p02_sub1250_r04,1250,979.275065748021,143
non-convex,s0d100p02_sub1250_r05,1250,741.9283683244139,122
non-convex,s0d100p02_sub2500_r01,2500,1686.582539293915,93
non-convex,s0d100p02_sub2500_r02,2500,1684.225821018219,108
non-convex,s0d100p02_sub2500_r03,2500,1553.8731868173927,104
non-convex,s0d100p02_sub2500_r04,2500,1203.2749624811113,83
non-convex,s0d100p01_sub1250_r03,1250,736.9120047977194,120
non-convex,s0d100p02_sub2500_r05,2500,1458.4170551076531,97
non-convex,s0d100p02_sub5000_r01,5000,,
non-convex,s0d100p02_sub5000_r02,5000,,
non-convex,s0d100p02_sub5000_r03,5000,,
non-convex,s0d100p02_sub5000_r04,5000,,
non-convex,s0d100p02_sub5000_r05,5000,,
non-convex,s0d100p02_sub7500_r01,7500,,
non-convex,s0d100p02_sub7500_r02,7500,,
non-convex,s0d100p02_sub7500_r03,7500,,
non-convex,s0d100p02_sub7500_r04,7500,,
non-convex,s0d100p01_sub1250_r04,1250,650.9061263669282,109
non-convex,s0d100p02_sub7500_r05,7500,,
non-convex,s0d100p03_sub1250_r01,1250,575.6627448108047,105
non-convex,s0d100p03_sub1250_r02,1250,698.8545022197068,107
non-convex,s0d100p03_sub1250_r03,1250,456.730471406132,78
non-convex,s0d100p03_sub1250_r04,1250,935.2777458447963,140
non-convex,s0d100p03_sub1250_r05,1250,714.1323582399637,109
non-convex,s0d100p03_sub2500_r01,2500,2334.0062648225576,139
non-convex,s0d100p03_sub2500_r02,2500,1265.1630821488798,91
non-convex,s0d100p03_sub2500_r03,2500,1389.0408028289676,93
non-convex,s0d100p03_sub2500_r04,2500,1716.6561480108649,101
non-convex,s0d100p01_sub1250_r05,1250,538.2290541343391,100
non-convex,s0d100p03_sub2500_r05,2500,1943.519764835015,125
non-convex,s0d100p03_sub5000_r01,5000,,
non-convex,s0d100p03_sub5000_r02,5000,,
non-convex,s0d100p03_sub5000_r03,5000,,
non-convex,s0d100p03_sub5000_r04,5000,,
non-convex,s0d100p03_sub5000_r05,5000,,
non-convex,s0d100p03_sub7500_r01,7500,,
non-convex,s0d100p03_sub7500_r02,7500,,
non-convex,s0d100p03_sub7500_r03,7500,,
non-convex,s0d100p03_sub7500_r04,7500,,
non-convex,s0d100p01_sub2500_r01,2500,1159.5130503270775,92
non-convex,s0d100p03_sub7500_r05,7500,,
non-convex,s0d100p04_sub1250_r01,1250,368.9040788318962,96
non-convex,s0d100p04_sub1250_r02,1250,424.2735243104398,100
non-convex,s0d100p04_sub1250_r03,1250,543.2393623497337,123
non-convex,s0d100p04_sub1250_r04,1250,516.4269223026931,126
non-convex,s0d100p04_sub1250_r05,1250,591.9907233864069,120
non-convex,s0d100p04_sub2500_r01,2500,1270.0257201325148,121
