type model prior treeSize rep nMissing nSilenceTrue nSilenceEst nDropoutTrue nDropoutEst nCorrect accuracy
estTopo s75d25 03 sub250 r04 2299 1838 1883 461 416 2036 0.8856024358416703
trueTopo s75d25 03 sub250 r04 2299 1838 1854 461 445 2063 0.8973466724662897
estTopo s75d25 03 sub250 r05 2268 1832 1793 436 475 2041 0.8999118165784833
trueTopo s75d25 03 sub250 r05 2268 1832 1786 436 482 2054 0.9056437389770723
estTopo s75d25 04 sub250 r01 1675 1212 1078 463 597 1391 0.8304477611940299
trueTopo s75d25 04 sub250 r01 1675 1212 1077 463 598 1428 0.8525373134328358
estTopo s75d25 04 sub250 r02 1695 1216 1100 479 595 1439 0.8489675516224189
trueTopo s75d25 04 sub250 r02 1695 1216 1084 479 611 1461 0.8619469026548673
estTopo s75d25 04 sub250 r03 1696 1255 1235 441 461 1454 0.8573113207547169
trueTopo s75d25 04 sub250 r03 1696 1255 1208 441 488 1463 0.8626179245283019
estTopo s75d25 04 sub250 r04 1689 1203 1176 486 513 1422 0.8419182948490231
trueTopo s75d25 04 sub250 r04 1689 1203 1125 486 564 1445 0.8555358200118414
estTopo s75d25 04 sub250 r05 1692 1225 1176 467 516 1437 0.849290780141844
trueTopo s75d25 04 sub250 r05 1692 1225 1199 467 493 1452 0.8581560283687943
estTopo s75d25 05 sub250 r01 2050 1607 1512 443 538 1775 0.8658536585365854
trueTopo s75d25 05 sub250 r01 2050 1607 1540 443 510 1801 0.8785365853658537
estTopo s75d25 05 sub250 r02 2045 1609 1521 436 524 1775 0.8679706601466992
trueTopo s75d25 05 sub250 r02 2045 1609 1556 436 489 1784 0.8723716381418093
estTopo s75d25 05 sub250 r03 2078 1632 1513 446 565 1819 0.8753609239653513
trueTopo s75d25 05 sub250 r03 2078 1632 1551 446 527 1849 0.8897978825794033
estTopo s75d25 05 sub250 r04 2128 1683 1569 445 559 1826 0.8580827067669173
trueTopo s75d25 05 sub250 r04 2128 1683 1703 445 425 1862 0.875
estTopo s75d25 05 sub250 r05 2095 1649 1760 446 335 1780 0.8496420047732697
trueTopo s75d25 05 sub250 r05 2095 1649 1787 446 308 1783 0.8510739856801909
estTopo s75d25 06 sub250 r01 1731 1241 1058 490 673 1436 0.829578278451762
trueTopo s75d25 06 sub250 r01 1731 1241 1101 490 630 1453 0.8393991912189486
estTopo s75d25 06 sub250 r02 1731 1269 1209 462 522 1481 0.855574812247256
trueTopo s75d25 06 sub250 r02 1731 1269 1193 462 538 1507 0.8705950317735413
estTopo s75d25 06 sub250 r03 1748 1246 1061 502 687 1465 0.8381006864988558
trueTopo s75d25 06 sub250 r03 1748 1246 1084 502 664 1488 0.851258581235698
estTopo s75d25 06 sub250 r04 1637 1174 1022 463 615 1353 0.8265119120342089
trueTopo s75d25 06 sub250 r04 1637 1174 1017 463 620 1384 0.8454489920586439
estTopo s75d25 06 sub250 r05 1697 1243 1179 454 518 1411 0.8314672952268709
trueTopo s75d25 06 sub250 r05 1697 1243 1176 454 521 1448 0.8532704773129052
estTopo s75d25 07 sub250 r01 1962 1452 1427 510 535 1683 0.8577981651376146
trueTopo s75d25 07 sub250 r01 1962 1452 1408 510 554 1698 0.8654434250764526
estTopo s75d25 07 sub250 r02 1956 1458 1340 498 616 1680 0.8588957055214724
trueTopo s75d25 07 sub250 r02 1956 1458 1300 498 656 1716 0.8773006134969326
estTopo s75d25 07 sub250 r03 1949 1447 1364 502 585 1706 0.8753206772703951
trueTopo s75d25 07 sub250 r03 1949 1447 1330 502 619 1722 0.883530015392509
estTopo s75d25 07 sub250 r04 1986 1510 1466 476 520 1740 0.8761329305135952
trueTopo s75d25 07 sub250 r04 1986 1510 1456 476 530 1742 0.877139979859013
estTopo s75d25 07 sub250 r05 1969 1475 1355 494 614 1709 0.8679532757745049
trueTopo s75d25 07 sub250 r05 1969 1475 1365 494 604 1729 0.8781107160995429
estTopo s75d25 08 sub250 r01 1418 933 748 485 670 1147 0.808885754583921
trueTopo s75d25 08 sub250 r01 1418 933 750 485 668 1159 0.8173483779971791
estTopo s75d25 08 sub250 r02 1535 984 925 551 610 1244 0.8104234527687296
trueTopo s75d25 08 sub250 r02 1535 984 899 551 636 1276 0.8312703583061889
estTopo s75d25 08 sub250 r03 1443 961 836 482 607 1162 0.8052668052668053
trueTopo s75d25 08 sub250 r03 1443 961 834 482 609 1188 0.8232848232848233
estTopo s75d25 08 sub250 r04 1452 963 792 489 660 1189 0.818870523415978
trueTopo s75d25 08 sub250 r04 1452 963 812 489 640 1203 0.8285123966942148
estTopo s75d25 08 sub250 r05 1450 953 872 497 578 1189 0.82
trueTopo s75d25 08 sub250 r05 1450 953 876 497 574 1219 0.8406896551724138
estTopo s75d25 09 sub250 r01 2198 1724 1727 474 471 1925 0.8757961783439491
trueTopo s75d25 09 sub250 r01 2198 1724 1669 474 529 1957 0.8903548680618745
estTopo s75d25 09 sub250 r02 2205 1763 1744 442 461 1960 0.8888888888888888
trueTopo s75d25 09 sub250 r02 2205 1763 1737 442 468 1979 0.8975056689342403
estTopo s75d25 09 sub250 r03 2149 1716 1615 433 534 1906 0.886924150767799
trueTopo s75d25 09 sub250 r03 2149 1716 1581 433 568 1920 0.893438808748255
estTopo s75d25 09 sub250 r04 2191 1741 1702 450 489 1944 0.8872660885440438
trueTopo s75d25 09 sub250 r04 2191 1741 1682 450 509 1954 0.8918302145139206
estTopo s75d25 09 sub250 r05 2107 1692 1684 415 423 1879 0.8917892738490745
trueTopo s75d25 09 sub250 r05 2107 1692 1677 415 430 1888 0.8960607498813479
estTopo s75d25 10 sub250 r01 2172 1765 1755 407 417 1930 0.8885819521178637
trueTopo s75d25 10 sub250 r01 2172 1765 1744 407 428 1939 0.8927255985267035
estTopo s75d25 10 sub250 r02 2240 1788 1659 452 581 1963 0.8763392857142858
trueTopo s75d25 10 sub250 r02 2240 1788 1643 452 597 1981 0.884375
estTopo s75d25 10 sub250 r03 2219 1801 1821 418 398 1975 0.8900405588102749
trueTopo s75d25 10 sub250 r03 2219 1801 1784 418 435 1994 0.8986029743127535
estTopo s75d25 10 sub250 r04 2266 1833 1849 433 417 1970 0.8693733451015004
trueTopo s75d25 10 sub250 r04 2266 1833 1804 433 462 2001 0.883053839364519
estTopo s75d25 10 sub250 r05 2234 1805 1775 429 459 2000 0.8952551477170994
trueTopo s75d25 10 sub250 r05 2234 1805 1760 429 474 2015 0.9019695613249776
estTopo s100d0 01 sub250 r01 1971 1971 1971 0 0 1971 1.0
trueTopo s100d0 01 sub250 r01 1971 1971 1971 0 0 1971 1.0
estTopo s100d0 01 sub250 r02 1878 1878 1878 0 0 1878 1.0
trueTopo s100d0 01 sub250 r02 1878 1878 1878 0 0 1878 1.0
estTopo s100d0 01 sub250 r03 1880 1880 1880 0 0 1880 1.0
trueTopo s100d0 01 sub250 r03 1880 1880 1880 0 0 1880 1.0
estTopo s100d0 01 sub250 r04 1919 1919 1919 0 0 1919 1.0
trueTopo s100d0 01 sub250 r04 1919 1919 1919 0 0 1919 1.0
estTopo s100d0 01 sub250 r05 1913 1913 1913 0 0 1913 1.0
trueTopo s100d0 01 sub250 r05 1913 1913 1913 0 0 1913 1.0
estTopo s100d0 02 sub250 r01 1662 1662 1654 0 8 1654 0.9951865222623345
trueTopo s100d0 02 sub250 r01 1662 1662 1654 0 8 1654 0.9951865222623345
estTopo s100d0 02 sub250 r02 1641 1641 1641 0 0 1641 1.0
trueTopo s100d0 02 sub250 r02 1641 1641 1641 0 0 1641 1.0
estTopo s100d0 02 sub250 r03 1604 1604 1604 0 0 1604 1.0
trueTopo s100d0 02 sub250 r03 1604 1604 1604 0 0 1604 1.0
estTopo s100d0 02 sub250 r04 1706 1706 1706 0 0 1706 1.0
trueTopo s100d0 02 sub250 r04 1706 1706 1706 0 0 1706 1.0
estTopo s100d0 02 sub250 r05 1633 1633 1622 0 11 1622 0.9932639314145744
trueTopo s100d0 02 sub250 r05 1633 1633 1626 0 7 1626 0.9957134109001837
estTopo s100d0 03 sub250 r01 1983 1983 1983 0 0 1983 1.0
trueTopo s100d0 03 sub250 r01 1983 1983 1983 0 0 1983 1.0
estTopo s100d0 03 sub250 r02 1951 1951 1951 0 0 1951 1.0
trueTopo s100d0 03 sub250 r02 1951 1951 1951 0 0 1951 1.0
estTopo s100d0 03 sub250 r03 2004 2004 2004 0 0 2004 1.0
trueTopo s100d0 03 sub250 r03 2004 2004 2004 0 0 2004 1.0
estTopo s100d0 03 sub250 r04 1995 1995 1995 0 0 1995 1.0
trueTopo s100d0 03 sub250 r04 1995 1995 1995 0 0 1995 1.0
estTopo s100d0 03 sub250 r05 1987 1987 1987 0 0 1987 1.0
trueTopo s100d0 03 sub250 r05 1987 1987 1987 0 0 1987 1.0
estTopo s100d0 04 sub250 r01 2152 2152 2152 0 0 2152 1.0
trueTopo s100d0 04 sub250 r01 2152 2152 2152 0 0 2152 1.0
estTopo s100d0 04 sub250 r02 2084 2084 2084 0 0 2084 1.0
trueTopo s100d0 04 sub250 r02 2084 2084 2084 0 0 2084 1.0
estTopo s100d0 04 sub250 r03 2234 2234 2234 0 0 2234 1.0
trueTopo s100d0 04 sub250 r03 2234 2234 2234 0 0 2234 1.0
estTopo s100d0 04 sub250 r04 2118 2118 2118 0 0 2118 1.0
trueTopo s100d0 04 sub250 r04 2118 2118 2118 0 0 2118 1.0
estTopo s100d0 04 sub250 r05 2117 2117 2117 0 0 2117 1.0
trueTopo s100d0 04 sub250 r05 2117 2117 2117 0 0 2117 1.0
estTopo s100d0 05 sub250 r01 1646 1646 1646 0 0 1646 1.0
trueTopo s100d0 05 sub250 r01 1646 1646 1646 0 0 1646 1.0
estTopo s100d0 05 sub250 r02 1699 1699 1699 0 0 1699 1.0
trueTopo s100d0 05 sub250 r02 1699 1699 1699 0 0 1699 1.0
estTopo s100d0 05 sub250 r03 1698 1698 1698 0 0 1698 1.0
trueTopo s100d0 05 sub250 r03 1698 1698 1698 0 0 1698 1.0
estTopo s100d0 05 sub250 r04 1712 1712 1712 0 0 1712 1.0
trueTopo s100d0 05 sub250 r04 1712 1712 1712 0 0 1712 1.0
estTopo s100d0 05 sub250 r05 1739 1739 1739 0 0 1739 1.0
trueTopo s100d0 05 sub250 r05 1739 1739 1739 0 0 1739 1.0
estTopo s100d0 06 sub250 r01 1846 1846 1846 0 0 1846 1.0
trueTopo s100d0 06 sub250 r01 1846 1846 1846 0 0 1846 1.0
estTopo s100d0 06 sub250 r02 1844 1844 1844 0 0 1844 1.0
trueTopo s100d0 06 sub250 r02 1844 1844 1844 0 0 1844 1.0
estTopo s100d0 06 sub250 r03 1868 1868 1868 0 0 1868 1.0
trueTopo s100d0 06 sub250 r03 1868 1868 1868 0 0 1868 1.0
estTopo s100d0 06 sub250 r04 1881 1881 1881 0 0 1881 1.0
trueTopo s100d0 06 sub250 r04 1881 1881 1881 0 0 1881 1.0
estTopo s100d0 06 sub250 r05 1839 1839 1839 0 0 1839 1.0
trueTopo s100d0 06 sub250 r05 1839 1839 1839 0 0 1839 1.0
estTopo s100d0 07 sub250 r01 1770 1770 1770 0 0 1770 1.0
trueTopo s100d0 07 sub250 r01 1770 1770 1770 0 0 1770 1.0
estTopo s100d0 07 sub250 r02 1792 1792 1792 0 0 1792 1.0
trueTopo s100d0 07 sub250 r02 1792 1792 1792 0 0 1792 1.0
estTopo s100d0 07 sub250 r03 1759 1759 1759 0 0 1759 1.0
trueTopo s100d0 07 sub250 r03 1759 1759 1759 0 0 1759 1.0
estTopo s100d0 07 sub250 r04 1734 1734 1734 0 0 1734 1.0
trueTopo s100d0 07 sub250 r04 1734 1734 1734 0 0 1734 1.0
estTopo s100d0 07 sub250 r05 1764 1764 1764 0 0 1764 1.0
trueTopo s100d0 07 sub250 r05 1764 1764 1764 0 0 1764 1.0
estTopo s100d0 08 sub250 r01 1702 1702 1702 0 0 1702 1.0
trueTopo s100d0 08 sub250 r01 1702 1702 1702 0 0 1702 1.0
estTopo s100d0 08 sub250 r02 1685 1685 1685 0 0 1685 1.0
trueTopo s100d0 08 sub250 r02 1685 1685 1685 0 0 1685 1.0
estTopo s100d0 08 sub250 r03 1773 1773 1773 0 0 1773 1.0
trueTopo s100d0 08 sub250 r03 1773 1773 1773 0 0 1773 1.0
estTopo s100d0 08 sub250 r04 1767 1767 1767 0 0 1767 1.0
trueTopo s100d0 08 sub250 r04 1767 1767 1767 0 0 1767 1.0
estTopo s100d0 08 sub250 r05 1735 1735 1735 0 0 1735 1.0
trueTopo s100d0 08 sub250 r05 1735 1735 1735 0 0 1735 1.0
estTopo s100d0 09 sub250 r01 1966 1966 1966 0 0 1966 1.0
trueTopo s100d0 09 sub250 r01 1966 1966 1966 0 0 1966 1.0
estTopo s100d0 09 sub250 r02 1935 1935 1935 0 0 1935 1.0
trueTopo s100d0 09 sub250 r02 1935 1935 1935 0 0 1935 1.0
estTopo s100d0 09 sub250 r03 1914 1914 1914 0 0 1914 1.0
trueTopo s100d0 09 sub250 r03 1914 1914 1914 0 0 1914 1.0
estTopo s100d0 09 sub250 r04 1938 1938 1938 0 0 1938 1.0
trueTopo s100d0 09 sub250 r04 1938 1938 1938 0 0 1938 1.0
estTopo s100d0 09 sub250 r05 1957 1957 1957 0 0 1957 1.0
trueTopo s100d0 09 sub250 r05 1957 1957 1957 0 0 1957 1.0
estTopo s100d0 10 sub250 r01 2099 2099 2099 0 0 2099 1.0
trueTopo s100d0 10 sub250 r01 2099 2099 2099 0 0 2099 1.0
estTopo s100d0 10 sub250 r02 2173 2173 2173 0 0 2173 1.0
trueTopo s100d0 10 sub250 r02 2173 2173 2173 0 0 2173 1.0
estTopo s100d0 10 sub250 r03 2190 2190 2190 0 0 2190 1.0
trueTopo s100d0 10 sub250 r03 2190 2190 2190 0 0 2190 1.0
estTopo s100d0 10 sub250 r04 2128 2128 2128 0 0 2128 1.0
trueTopo s100d0 10 sub250 r04 2128 2128 2128 0 0 2128 1.0
estTopo s100d0 10 sub250 r05 2159 2159 2159 0 0 2159 1.0
trueTopo s100d0 10 sub250 r05 2159 2159 2159 0 0 2159 1.0
trueTopoTrueParams s0d100 01 sub250 r01 1940 0 0 1940 1940 1940 1.0
trueTopoTrueParams s0d100 01 sub250 r02 1934 0 0 1934 1934 1934 1.0
trueTopoTrueParams s0d100 01 sub250 r03 1898 0 0 1898 1898 1898 1.0
trueTopoTrueParams s0d100 01 sub250 r04 1902 0 0 1902 1902 1902 1.0
trueTopoTrueParams s0d100 01 sub250 r05 1909 0 0 1909 1909 1909 1.0
trueTopoTrueParams s0d100 02 sub250 r01 1859 0 0 1859 1859 1859 1.0
trueTopoTrueParams s0d100 02 sub250 r02 1867 0 0 1867 1867 1867 1.0
trueTopoTrueParams s0d100 02 sub250 r03 1844 0 0 1844 1844 1844 1.0
trueTopoTrueParams s0d100 02 sub250 r04 1890 0 0 1890 1890 1890 1.0
trueTopoTrueParams s0d100 02 sub250 r05 1841 0 0 1841 1841 1841 1.0
trueTopoTrueParams s0d100 03 sub250 r01 1924 0 0 1924 1924 1924 1.0
trueTopoTrueParams s0d100 03 sub250 r02 1874 0 0 1874 1874 1874 1.0
trueTopoTrueParams s0d100 03 sub250 r03 1867 0 0 1867 1867 1867 1.0
trueTopoTrueParams s0d100 03 sub250 r04 1873 0 0 1873 1873 1873 1.0
trueTopoTrueParams s0d100 03 sub250 r05 1934 0 0 1934 1934 1934 1.0
trueTopoTrueParams s0d100 04 sub250 r01 1947 0 0 1947 1947 1947 1.0
trueTopoTrueParams s0d100 04 sub250 r02 1906 0 0 1906 1906 1906 1.0
trueTopoTrueParams s0d100 04 sub250 r03 1871 0 0 1871 1871 1871 1.0
trueTopoTrueParams s0d100 04 sub250 r04 1965 0 0 1965 1965 1965 1.0
trueTopoTrueParams s0d100 04 sub250 r05 1905 0 0 1905 1905 1905 1.0
trueTopoTrueParams s0d100 05 sub250 r01 1884 0 0 1884 1884 1884 1.0
trueTopoTrueParams s0d100 05 sub250 r02 1828 0 0 1828 1828 1828 1.0
trueTopoTrueParams s0d100 05 sub250 r03 1882 0 0 1882 1882 1882 1.0
trueTopoTrueParams s0d100 05 sub250 r04 1876 0 0 1876 1876 1876 1.0
trueTopoTrueParams s0d100 05 sub250 r05 1904 0 0 1904 1904 1904 1.0
trueTopoTrueParams s0d100 06 sub250 r01 1885 0 0 1885 1885 1885 1.0
trueTopoTrueParams s0d100 06 sub250 r02 1905 0 0 1905 1905 1905 1.0
trueTopoTrueParams s0d100 06 sub250 r03 1896 0 0 1896 1896 1896 1.0
trueTopoTrueParams s0d100 06 sub250 r04 1927 0 0 1927 1927 1927 1.0
trueTopoTrueParams s0d100 06 sub250 r05 1899 0 0 1899 1899 1899 1.0
trueTopoTrueParams s0d100 07 sub250 r01 1858 0 0 1858 1858 1858 1.0
trueTopoTrueParams s0d100 07 sub250 r02 1852 0 0 1852 1852 1852 1.0
trueTopoTrueParams s0d100 07 sub250 r03 1859 0 0 1859 1859 1859 1.0
trueTopoTrueParams s0d100 07 sub250 r04 1874 0 0 1874 1874 1874 1.0
trueTopoTrueParams s0d100 07 sub250 r05 1897 0 0 1897 1897 1897 1.0
trueTopoTrueParams s0d100 08 sub250 r01 1913 0 0 1913 1913 1913 1.0
trueTopoTrueParams s0d100 08 sub250 r02 1880 0 0 1880 1880 1880 1.0
trueTopoTrueParams s0d100 08 sub250 r03 1849 0 0 1849 1849 1849 1.0
trueTopoTrueParams s0d100 08 sub250 r04 1889 0 0 1889 1889 1889 1.0
trueTopoTrueParams s0d100 08 sub250 r05 1874 0 0 1874 1874 1874 1.0
trueTopoTrueParams s0d100 09 sub250 r01 1958 0 0 1958 1958 1958 1.0
trueTopoTrueParams s0d100 09 sub250 r02 1946 0 0 1946 1946 1946 1.0
trueTopoTrueParams s0d100 09 sub250 r03 1873 0 0 1873 1873 1873 1.0
trueTopoTrueParams s0d100 09 sub250 r04 1875 0 0 1875 1875 1875 1.0
trueTopoTrueParams s0d100 09 sub250 r05 1945 0 0 1945 1945 1945 1.0
trueTopoTrueParams s0d100 10 sub250 r01 1898 0 0 1898 1898 1898 1.0
trueTopoTrueParams s0d100 10 sub250 r02 1858 0 0 1858 1858 1858 1.0
trueTopoTrueParams s0d100 10 sub250 r03 1894 0 0 1894 1894 1894 1.0
trueTopoTrueParams s0d100 10 sub250 r04 1877 0 0 1877 1877 1877 1.0
trueTopoTrueParams s0d100 10 sub250 r05 1916 0 0 1916 1916 1916 1.0
trueTopoTrueParams s25d75 01 sub250 r01 1806 411 304 1395 1502 1635 0.9053156146179402
trueTopoTrueParams s25d75 01 sub250 r02 1830 392 278 1438 1552 1666 0.9103825136612022
trueTopoTrueParams s25d75 01 sub250 r03 1832 405 298 1427 1534 1683 0.9186681222707423
trueTopoTrueParams s25d75 01 sub250 r04 1870 395 306 1475 1564 1701 0.9096256684491979
trueTopoTrueParams s25d75 01 sub250 r05 1863 387 278 1476 1585 1726 0.9264626945786366
trueTopoTrueParams s25d75 02 sub250 r01 1879 467 353 1412 1526 1737 0.9244278871740287
trueTopoTrueParams s25d75 02 sub250 r02 1859 411 306 1448 1553 1728 0.9295320064550834
trueTopoTrueParams s25d75 02 sub250 r03 1899 402 280 1497 1619 1757 0.9252238020010531
trueTopoTrueParams s25d75 02 sub250 r04 1862 412 299 1450 1563 1711 0.9189044038668098
trueTopoTrueParams s25d75 02 sub250 r05 1798 404 302 1394 1496 1660 0.9232480533926585
trueTopoTrueParams s25d75 03 sub250 r01 1776 436 276 1340 1500 1598 0.8997747747747747
trueTopoTrueParams s25d75 03 sub250 r02 1853 433 317 1420 1536 1679 0.9060982191041554
trueTopoTrueParams s25d75 03 sub250 r03 1811 411 262 1400 1549 1636 0.9033683048039757
trueTopoTrueParams s25d75 03 sub250 r04 1874 426 271 1448 1603 1673 0.8927427961579509
trueTopoTrueParams s25d75 03 sub250 r05 1814 436 289 1378 1525 1627 0.8969128996692393
trueTopoTrueParams s25d75 04 sub250 r01 1828 399 285 1429 1543 1680 0.9190371991247265
trueTopoTrueParams s25d75 04 sub250 r02 1780 389 270 1391 1510 1611 0.9050561797752809
trueTopoTrueParams s25d75 04 sub250 r03 1783 377 279 1406 1504 1617 0.9068984856982614
trueTopoTrueParams s25d75 04 sub250 r04 1801 419 287 1382 1514 1645 0.9133814547473625
trueTopoTrueParams s25d75 04 sub250 r05 1782 372 273 1410 1509 1657 0.9298540965207632
trueTopoTrueParams s25d75 05 sub250 r01 1852 514 395 1338 1457 1685 0.9098272138228942
trueTopoTrueParams s25d75 05 sub250 r02 1886 501 380 1385 1506 1741 0.9231177094379639
trueTopoTrueParams s25d75 05 sub250 r03 1894 503 364 1391 1530 1739 0.9181626187961985
trueTopoTrueParams s25d75 05 sub250 r04 1887 504 393 1383 1494 1756 0.9305776364599894
trueTopoTrueParams s25d75 05 sub250 r05 1896 507 404 1389 1492 1727 0.9108649789029536
trueTopoTrueParams s25d75 06 sub250 r01 1830 502 401 1328 1429 1701 0.9295081967213115
trueTopoTrueParams s25d75 06 sub250 r02 1922 486 399 1436 1523 1771 0.921436004162331
trueTopoTrueParams s25d75 06 sub250 r03 1950 515 413 1435 1537 1796 0.921025641025641
trueTopoTrueParams s25d75 06 sub250 r04 1934 501 408 1433 1526 1775 0.9177869700103413
trueTopoTrueParams s25d75 06 sub250 r05 1881 473 355 1408 1526 1739 0.924508240297714
trueTopoTrueParams s25d75 07 sub250 r01 1700 234 141 1466 1559 1559 0.9170588235294118
trueTopoTrueParams s25d75 07 sub250 r02 1779 266 146 1513 1633 1601 0.8999437886453063
trueTopoTrueParams s25d75 07 sub250 r03 1703 264 131 1439 1572 1550 0.91015854374633
trueTopoTrueParams s25d75 07 sub250 r04 1735 246 120 1489 1615 1587 0.9146974063400576
trueTopoTrueParams s25d75 07 sub250 r05 1690 246 140 1444 1550 1534 0.9076923076923077
trueTopoTrueParams s25d75 08 sub250 r01 1683 246 149 1437 1534 1538 0.9138443256090315
trueTopoTrueParams s25d75 08 sub250 r02 1675 262 170 1413 1505 1519 0.906865671641791
trueTopoTrueParams s25d75 08 sub250 r03 1658 249 140 1409 1518 1525 0.9197828709288299
trueTopoTrueParams s25d75 08 sub250 r04 1669 244 130 1425 1539 1533 0.9185140802875974
trueTopoTrueParams s25d75 08 sub250 r05 1631 237 131 1394 1500 1479 0.9068056407112202
trueTopoTrueParams s25d75 09 sub250 r01 1671 285 160 1386 1511 1516 0.9072411729503291
trueTopoTrueParams s25d75 09 sub250 r02 1738 318 205 1420 1533 1579 0.9085155350978136
trueTopoTrueParams s25d75 09 sub250 r03 1711 314 198 1397 1513 1565 0.9146697837521917
trueTopoTrueParams s25d75 09 sub250 r04 1751 307 196 1444 1555 1608 0.9183323814962878
trueTopoTrueParams s25d75 09 sub250 r05 1732 306 174 1426 1558 1570 0.9064665127020786
trueTopoTrueParams s25d75 10 sub250 r01 1812 411 308 1401 1504 1671 0.9221854304635762
trueTopoTrueParams s25d75 10 sub250 r02 1809 390 255 1419 1554 1648 0.9110005527915975
trueTopoTrueParams s25d75 10 sub250 r03 1787 381 241 1406 1546 1623 0.9082260772243984
trueTopoTrueParams s25d75 10 sub250 r04 1793 402 292 1391 1501 1665 0.9286112660345789
trueTopoTrueParams s25d75 10 sub250 r05 1802 388 253 1414 1549 1637 0.9084350721420644
trueTopoTrueParams s50d50 01 sub250 r01 1662 695 526 967 1136 1399 0.8417569193742479
trueTopoTrueParams s50d50 01 sub250 r02 1643 729 569 914 1074 1369 0.8332318928788801
trueTopoTrueParams s50d50 01 sub250 r03 1678 721 563 957 1115 1398 0.833134684147795
trueTopoTrueParams s50d50 01 sub250 r04 1702 728 628 974 1074 1414 0.8307873090481787
trueTopoTrueParams s50d50 01 sub250 r05 1657 711 517 946 1140 1373 0.8286059143029572
trueTopoTrueParams s50d50 02 sub250 r01 1786 882 731 904 1055 1535 0.8594624860022396
trueTopoTrueParams s50d50 02 sub250 r02 1797 867 722 930 1075 1546 0.8603227601558152
trueTopoTrueParams s50d50 02 sub250 r03 1788 831 673 957 1115 1538 0.860178970917226
trueTopoTrueParams s50d50 02 sub250 r04 1812 858 697 954 1115 1551 0.8559602649006622
trueTopoTrueParams s50d50 02 sub250 r05 1785 889 728 896 1057 1534 0.8593837535014006
trueTopoTrueParams s50d50 03 sub250 r01 2030 1073 929 957 1101 1784 0.8788177339901477
trueTopoTrueParams s50d50 03 sub250 r02 2034 1068 948 966 1086 1778 0.8741396263520157
trueTopoTrueParams s50d50 03 sub250 r03 1987 1060 905 927 1082 1720 0.8656265727226975
trueTopoTrueParams s50d50 03 sub250 r04 1970 1052 950 918 1020 1742 0.884263959390863
trueTopoTrueParams s50d50 03 sub250 r05 1939 1037 901 902 1038 1683 0.8679731820526044
trueTopoTrueParams s50d50 04 sub250 r01 1837 934 809 903 1028 1606 0.874251497005988
trueTopoTrueParams s50d50 04 sub250 r02 1847 919 773 928 1074 1627 0.8808879263670818
trueTopoTrueParams s50d50 04 sub250 r03 1829 947 798 882 1031 1592 0.8704209950792783
trueTopoTrueParams s50d50 04 sub250 r04 1796 905 769 891 1027 1572 0.8752783964365256
trueTopoTrueParams s50d50 04 sub250 r05 1820 921 821 899 999 1618 0.889010989010989
trueTopoTrueParams s50d50 05 sub250 r01 2081 1197 1068 884 1013 1810 0.86977414704469
trueTopoTrueParams s50d50 05 sub250 r02 2080 1137 990 943 1090 1821 0.8754807692307692
trueTopoTrueParams s50d50 05 sub250 r03 2032 1130 963 902 1069 1767 0.8695866141732284
trueTopoTrueParams s50d50 05 sub250 r04 2063 1198 1054 865 1009 1835 0.8894813378574891
trueTopoTrueParams s50d50 05 sub250 r05 2022 1130 995 892 1027 1771 0.8758654797230465
trueTopoTrueParams s50d50 06 sub250 r01 2018 1168 1055 850 963 1787 0.8855302279484638
trueTopoTrueParams s50d50 06 sub250 r02 2041 1187 1094 854 947 1822 0.8926996570308672
trueTopoTrueParams s50d50 06 sub250 r03 2034 1166 1024 868 1010 1784 0.8770894788593904
trueTopoTrueParams s50d50 06 sub250 r04 2096 1197 1074 899 1022 1863 0.8888358778625954
trueTopoTrueParams s50d50 06 sub250 r05 2036 1142 1008 894 1028 1830 0.8988212180746562
trueTopoTrueParams s50d50 07 sub250 r01 2274 1410 1300 864 974 2038 0.8962181178540017
trueTopoTrueParams s50d50 07 sub250 r02 2214 1336 1224 878 990 2010 0.907859078590786
trueTopoTrueParams s50d50 07 sub250 r03 2188 1313 1191 875 997 1958 0.8948811700182815
trueTopoTrueParams s50d50 07 sub250 r04 2184 1331 1203 853 981 1966 0.9001831501831502
trueTopoTrueParams s50d50 07 sub250 r05 2225 1363 1225 862 1000 2011 0.9038202247191012
trueTopoTrueParams s50d50 08 sub250 r01 1955 1029 898 926 1057 1706 0.8726342710997442
trueTopoTrueParams s50d50 08 sub250 r02 1878 991 849 887 1029 1638 0.8722044728434505
trueTopoTrueParams s50d50 08 sub250 r03 1904 1037 889 867 1015 1672 0.8781512605042017
trueTopoTrueParams s50d50 08 sub250 r04 1982 1058 904 924 1078 1742 0.8789101917255298
trueTopoTrueParams s50d50 08 sub250 r05 1975 1036 903 939 1072 1734 0.8779746835443037
trueTopoTrueParams s50d50 09 sub250 r01 1825 919 776 906 1049 1584 0.8679452054794521
trueTopoTrueParams s50d50 09 sub250 r02 1814 905 725 909 1089 1546 0.8522601984564498
trueTopoTrueParams s50d50 09 sub250 r03 1895 938 795 957 1100 1636 0.8633245382585752
trueTopoTrueParams s50d50 09 sub250 r04 1821 905 766 916 1055 1572 0.8632619439868204
trueTopoTrueParams s50d50 09 sub250 r05 1850 926 778 924 1072 1586 0.8572972972972973
trueTopoTrueParams s50d50 10 sub250 r01 1742 808 646 934 1096 1476 0.8473019517795637
