sample nsites nodeID d2root dML dMP
3703_NT_T2 67 I261 0.116882 0.00500008 6
3703_NT_T2 67 I262 0.950756 0.833874 3
3703_NT_T2 67 I264 1.46946 0.5187 0
3703_NT_T2 67 I266 2.48961 1.02016 0
3703_NT_T2 67 I267 2.50756 0.0179506 2
3703_NT_T2 67 I268 3.44625 0.938687 2
3703_NT_T2 67 I269 4.45442 1.00817 2
3703_NT_T2 67 I270 5.0243 0.56988 0
3703_NT_T2 67 I279 2.91019 0.402627 0
3703_NT_T2 67 I288 1.75737 0.287917 0
3703_NT_T2 67 I289 2.49238 0.735011 1
3703_NT_T2 67 I293 3.97322 1.48083 1
3703_NT_T2 67 I3 0.0614004 0.00500001 1
3703_NT_T2 67 I306 1.11914 0.168381 0
3703_NT_T2 67 I316 1.94329 0.824151 0
3703_NT_T2 67 I317 1.94829 0.00500013 2
3703_NT_T2 67 I318 2.86033 0.91204 3
3703_NT_T2 67 I330 1.58676 1.46988 0
3703_NT_T2 67 I335 3.11587 1.52911 1
3703_NT_T2 67 I336 3.56957 0.453702 1
3703_NT_T2 67 I346 0.137429 0.137429 0
3703_NT_T2 67 I4 0.111882 0.0504814 1
3703_NT_T2 67 I43 0.621943 0.193141 0
3703_NT_T2 67 I46 0.660043 0.0381002 0
3703_NT_T2 67 I49 0.892275 0.232231 0
3703_NT_T2 67 I5 0.428802 0.31692 14
3703_NT_T2 67 I51 1.07214 0.179867 0
3703_NT_T2 67 I52 1.35612 0.283973 1
3703_NT_T2 67 I53 1.4734 0.117283 2
3703_NT_T2 67 I61 1.4784 0.00500005 0
3703_NT_T2 67 I66 2.12184 0.643439 0
3703_NT_T2 67 I68 4.8631 3.50698 1
3703_NT_T2 67 I76 2.88906 1.53295 1
3703_NT_T2 67 I82 3.53802 0.648963 0
3703_NT_T2 67 I84 4.96804 1.43002 0
3703_NT_T2 67 I93 4.17799 1.28893 0
3703_NT_T2 67 I97 1.14984 0.0776988 1
3703_NT_T2 67 I98 3.93278 2.78294 1
3703_NT_T3 73 I1 0 0 6
3703_NT_T3 73 I11 2.53025 1.5234 0
3703_NT_T3 73 I12 2.66299 0.132741 1
3703_NT_T3 73 I13 4.02457 1.36157 0
3703_NT_T3 73 I15 3.52022 0.857231 0
3703_NT_T3 73 I2 0.014509 0.014509 21
3703_NT_T3 73 I22 2.94563 1.93878 0
3703_NT_T3 73 I23 3.68867 0.743039 2
3703_NT_T3 73 I26 3.4699 0.524263 2
3703_NT_T3 73 I27 3.71957 0.249677 1
3703_NT_T3 73 I3 0.907584 0.893075 29
3703_NT_T3 73 I30 3.83915 0.36925 1
3703_NT_T3 73 I34 3.19726 3.18275 0
3703_NT_T3 73 I36 4.71981 1.52255 0
3703_NT_T3 73 I39 0.484388 0.484388 39
3703_NT_T3 73 I40 3.9774 3.49301 25
3703_NT_T3 73 I42 4.14083 0.163431 1
3703_NT_T3 73 I44 4.71981 0.578984 0
3703_NT_T3 73 I9 1.00685 0.0992698 5
