true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,truetopo_phi,truetopo_nu,problin_nu,problin_phi,true_llh,startle_NLLH,cassg_NLLH,truetopo_NLLH,problin_NLLH,startle_wp,cassg_wp,truetopo_wp,problin_wp,startle_rf,cassg_rf,problin_rf
s100,0,05,r04, 0, 0.3084154876677757, 0, 0.2954976541100473, 0, 0.2807129695041181, 0.28733287820286363, 0,5181.390033743206, 5221.531185018404, 5586.108318289392, 5038.05432719476, 5093.8395028196, 3925.5321090090615, 4373.516421475269, 3972.074695620573, 3982.1643928590847, 0.400810, 0.463563, 0.226721
s100,0,05,r05, 0, 0.30235513570831585, 0, 0.28599295812632475, 0, 0.2641458322769539, 0.27391241852496584, 0,5331.759592374571, 5393.365276516413, 5925.515366951142, 5215.427496511334, 5245.484753735015, 4118.3789328198645, 4954.201738958675, 4186.341676078509, 4155.169087627443, 0.404858, 0.542510, 0.242915
s100,0,06,r01, 0.00017679240364404077, 0.32900296600469486, 0, 0.32929659731641514, 0, 0.28649034804789225, 0.2989739093953324, 0,5009.603571965592, 5053.971709547265, 5671.090775876411, 4889.521495945811, 4918.392411161305, 4190.777065854669, 4859.944368841849, 4211.728780321724, 4207.526474728444, 0.372470, 0.554656, 0.206478
s100,0,06,r02, 0.009229129529682358, 0.3316518908818805, 0, 0.33788874517825856, 0, 0.31096586362442846, 0.30979145962315685, 0,5013.888196740278, 5103.818814511347, 5434.930178841526, 4874.63930248867, 4879.038614190074, 4101.652772343291, 4536.9450936681515, 4115.177719226328, 4139.277354650197, 0.388664, 0.495951, 0.210526
s100,0,06,r03, 0, 0.35970083178672346, 0, 0.3279596948016307, 0, 0.3162478658892371, 0.3195660862233477, 0,5018.33503906444, 5050.139122471732, 5549.645712324217, 4891.228749029622, 4894.327739135303, 4027.0114197063876, 4679.692156526923, 4086.807188868464, 4057.3284866594227, 0.376518, 0.530364, 0.218623
s100,0,06,r04, 0.008427666416289344, 0.29949154555210866, 0.009035540452818715, 0.2853842755232465, 0, 0.28964360363630015, 0.2902364768770926, 0,5178.336798878354, 5219.6603230767005, 5658.862478319729, 5050.483436818045, 5078.14572422437, 4388.280345876185, 4956.5570409558495, 4388.102781872268, 4423.696452119845, 0.352227, 0.495951, 0.165992
s100,0,06,r05, 0.005347135345945878, 0.30114783490168234, 0, 0.3091347542976035, 0, 0.2784656726804823, 0.2840085344825495, 0,5179.639380469523, 5208.859546952298, 5774.3321967399, 5067.034923922794, 5087.091179419598, 4436.7046116751, 5213.088485713058, 4504.794299625047, 4468.2873046454215, 0.323887, 0.526316, 0.161943
s100,0,07,r01, 0, 0.3694833761021145, 0, 0.3568377379068639, 0, 0.2825535673875393, 0.30162445674216676, 0,5660.570369169151, 6088.998858737595, 6885.526971689445, 5515.367927739316, 5721.651225986421, 5365.356689266533, 6359.8990620343, 5152.929209472059, 5295.389186515442, 0.481781, 0.580972, 0.271255
s100,0,07,r02, 0, 0.35971748045631274, 0, 0.37365572010123166, 0, 0.3048383721973912, 0.3205764471999846, 0,5644.591189580506, 5723.321413664567, 6939.269973377835, 5493.676369309852, 5548.397594228691, 5002.364278126608, 6346.163318803214, 4985.842983273064, 4976.863720846623, 0.368421, 0.631579, 0.210526
s100,0,07,r03, 0, 0.34473699785261763, 0, 0.3492659080116056, 0, 0.29032865244900374, 0.3003811616104232, 0,5642.083139834521, 5764.705005665643, 7102.756411515032, 5518.441211990301, 5565.889150664439, 5084.77507363627, 6653.537352251294, 5081.474203925633, 5087.289655573407, 0.340081, 0.627530, 0.178138
s100,0,07,r04, 0, 0.354752922699943, 0, 0.3611805472032549, 0, 0.29327532565220626, 0.31006312708714545, 0,5642.4448423260465, 5773.324194768108, 6789.882072076394, 5497.020918840969, 5559.17824690294, 5039.820222560711, 6223.992122088895, 5060.356114620758, 5034.128846188337, 0.412955, 0.629555, 0.234818
s100,0,07,r05, 0, 0.37615809598336614, 0, 0.3591347513707282, 0, 0.3007789936996701, 0.31590409312036527, 0,5523.256037863173, 5742.193602293878, 6581.497873593269, 5400.911999071976, 5459.643959872878, 4874.970930722118, 5959.203067070455, 4854.826668802124, 4846.832192032121, 0.421053, 0.542510, 0.218623
s100,0,08,r01, 0, 0.34492842822138714, 0, 0.3385444968454089, 0, 0.29504137931503716, 0.3058667126014154, 0,5667.760541122886, 5758.568218078911, 6508.230679428881, 5524.989099373562, 5599.007094328526, 5016.010991518307, 5921.0002718986725, 5013.458335867903, 5044.833850834741, 0.368421, 0.550607, 0.198381
s100,0,08,r02, 0.001245866146741059, 0.3273587254460749, 0, 0.3324753275264443, 0.003782505768267853, 0.27722663913025697, 0.2993057583986156, 0,5645.745937192545, 5687.490076149682, 6310.92128710725, 5496.199576721124, 5537.084598563628, 4903.135458846484, 5653.583321402438, 4932.785021177985, 4926.632689982657, 0.352227, 0.473684, 0.251012
s100,0,08,r03, 0, 0.3475500784930752, 0, 0.3423201621309643, 0, 0.292318284527013, 0.3090979207064773, 0,5677.566323444344, 5826.049573256129, 6258.677237748967, 5520.898423563509, 5636.789879226965, 4991.391956651734, 5649.550623271105, 5011.267199172776, 5031.136840818579, 0.412955, 0.493927, 0.291498
s100,0,08,r04, 0, 0.32583232302754833, 0, 0.31054896872730287, 0, 0.2734263249074049, 0.28622531436614607, 0,5739.0027803020575, 5882.258851696157, 6298.244752719981, 5591.422081769077, 5661.167419148863, 5138.227820940742, 5746.035240049458, 5139.652912237519, 5134.5926503043465, 0.344130, 0.437247, 0.178138
s100,0,08,r05, 0, 0.34072625084361985, 0, 0.3310304021299832, 0, 0.2814508059080574, 0.2935281603957144, 0,5758.786452063394, 5947.344574374601, 6533.366562722943, 5628.492748037721, 5723.0064372995585, 5172.511935472508, 5934.435696806935, 5196.330547241523, 5222.348148768793, 0.445344, 0.566802, 0.295547
s100,0,09,r01, 0, 0.329374071124967, 0, 0.3436792353768836, 0, 0.284892254426811, 0.2920130393022638, 0,5716.04928867935, 5722.442073881787, 6286.387967610486, 5589.061627104558, 5595.652108056311, 5382.605818745051, 6064.357601797627, 5485.807110210075, 5453.741074029346, 0.307692, 0.437247, 0.153846
s100,0,09,r02, 0, 0.31536439438278346, 0, 0.3123946706972093, 0, 0.27618276155957866, 0.27781800018884584, 0,5541.798272024066, 5545.002641950509, 6057.317273316195, 5415.393609629586, 5420.940183308538, 5171.473030441768, 5924.307994630394, 5240.574062691998, 5240.9256908334955, 0.323887, 0.406883, 0.182186
s100,0,09,r03, 0.0038468253612316742, 0.29854535592565573, 0.006458178432316736, 0.2854226966239723, 0, 0.2772360856904462, 0.27918139686271914, 0,5773.91577496908, 5736.622043711521, 6076.444090983151, 5653.601713524849, 5646.03136328114, 5377.403942004872, 5865.401535659272, 5476.726697646888, 5446.592802005303, 0.283401, 0.372470, 0.101215
s100,0,09,r04, 0, 0.3132596586784799, 0, 0.3171236255522271, 0, 0.2683839090567113, 0.27575245029185974, 0,5709.27318391544, 5732.931786278405, 6165.724593931584, 5572.874566652516, 5570.604337548428, 5440.468553752415, 6045.472836578521, 5537.695710724237, 5483.913526398501, 0.299595, 0.398785, 0.133603
s100,0,09,r05, 0, 0.3099067717442329, 0, 0.3162756241213853, 0, 0.27240259723529564, 0.27667608919500447, 0,5655.253607534541, 5636.383599681597, 5918.176198719036, 5519.245474250772, 5525.440369777768, 5293.918458564777, 5637.264703076905, 5373.187256741681, 5342.637980486576, 0.295547, 0.370445, 0.137652
s100,0,10,r01, 0.008395780625949348, 0.3091796373277152, 0, 0.3148137486988731, 0, 0.2803178123808949, 0.2891411210640352, 0,5371.625289255293, 5612.423384377729, 5885.3561084741505, 5238.857536598519, 5271.277887298291, 5194.159866224143, 5677.664441227915, 5031.588490049817, 5011.601479107518, 0.465587, 0.497976, 0.218623
s100,0,10,r02, 0, 0.3292073577860581, 0, 0.3318560022624754, 0, 0.28869873193616363, 0.2928575347269898, 0,5242.424558940878, 5297.34340210008, 5649.656734539532, 5127.617912374296, 5127.560430089713, 4894.665589414866, 5346.030164111527, 4889.688199274762, 4865.437417796384, 0.303644, 0.396761, 0.109312
s100,0,10,r03, 0, 0.3454077517781575, 0, 0.34265762185341525, 0, 0.29027539942141, 0.30062585458451535, 0,5338.726337621475, 5444.268820258944, 5847.059222164622, 5210.9081553858405, 5242.089853927853, 5000.675949677223, 5511.811544132134, 4985.9195640661765, 4981.297236138664, 0.404858, 0.500000, 0.194332
s100,0,10,r04, 0.0018239160532496311, 0.3059361691137338, 0.0003276594721318756, 0.3245560587799931, 0, 0.28075702149958603, 0.28623038799074885, 0,5465.647885897893, 5434.377898850966, 5834.366540839876, 5332.717808455688, 5331.859017024904, 5065.302949579274, 5517.19056801421, 5125.14793855992, 5080.74624319642, 0.291498, 0.394737, 0.149798
s100,0,10,r05, 0, 0.3201730548615472, 0, 0.30794746883942853, 0, 0.2722761920893856, 0.2787932750003484, 0,5275.018643757149, 5338.783985816426, 5580.8439191447305, 5157.820740841729, 5157.4106794712, 4938.969181448661, 5329.283021005898, 5024.945754799454, 4964.322346480204, 0.331984, 0.382591, 0.133603
s25,75,01,r01, 0.19652331754853533, 0.06899956718427998, 0.1935725850299565, 0.07866237576021061, 0.1939053207641475, 0.07265201548099383, 0.07624969276744588, 0.19307565101056096,7592.499101151137, 7496.30366348538, 8155.459887455738, 7444.664914414597, 7464.068164061681, 5286.56697143873, 6521.751218721955, 5280.097274488559, 5304.7320472215715, 0.437247, 0.688259, 0.336032
s25,75,01,r02, 0.2048588541413749, 0.06662502532037726, 0.19522829943851763, 0.08718039682604038, 0.19897001142825615, 0.0738530193753609, 0.07441870464487937, 0.19934609436637404,7677.663383612674, 7720.997787369966, 8143.303305642077, 7537.099490003292, 7664.597201766979, 5443.017361741041, 6194.546625021554, 5212.689452413905, 5443.8713677099995, 0.510121, 0.623482, 0.388664
s25,75,01,r03, 0.19996869349724317, 0.07416421112884264, 0.19153362331274165, 0.09504552304471148, 0.1968977320281732, 0.07465700156966941, 0.07970824784486587, 0.19592747777414074,7559.379486696662, 7490.233470573037, 8198.274631962835, 7434.634479567748, 7455.434373415397, 5095.550275946762, 6440.6281811723475, 5108.119012414979, 5129.571622826266, 0.429150, 0.708502, 0.307692
s25,75,01,r04, 0.20358964786521572, 0.07565308537298687, 0.20303775215080438, 0.07771606818048667, 0.19926161396833134, 0.08128347222428117, 0.07467676863700527, 0.202433690135738,7612.920635277379, 7587.42391879711, 8134.637240283161, 7474.070578519051, 7512.558057013966, 5213.934068073825, 6286.10710717833, 5145.089259205545, 5178.144051836926, 0.449393, 0.678138, 0.364372
s25,75,01,r05, 0.21167275626485513, 0.05665594358939491, 0.19516428007433081, 0.09638067001286017, 0.20725106579392008, 0.062136037683756876, 0.0640046063510544, 0.20768843249087926,7511.834661897451, 7370.811374541744, 8183.867243118993, 7370.680757332252, 7334.159776642569, 4852.925419066427, 6310.271251187852, 4990.550874657447, 4874.345696562766, 0.445344, 0.726721, 0.392713
s25,75,02,r01, 0.19750756003579206, 0.07659680993280678, 0.19310497770592458, 0.08749975102221622, 0.19775205741863747, 0.06932547734269703, 0.06976560797783174, 0.19786862568060032,8185.882921685192, 8078.3389055448815, 8661.490176522733, 8054.6824835562165, 8039.6913375226395, 6333.847025885104, 7524.33582078637, 6394.837630572852, 6354.544266613055, 0.348178, 0.657895, 0.279352
s25,75,02,r02, 0.20716690766054463, 0.05184431000960975, 0.2037064907560486, 0.06367266294999875, 0.20655860837437093, 0.04909088988266105, 0.052110383842075954, 0.20581478789967642,8198.855772918838, 8076.784960265779, 8490.516810552352, 8063.436220417506, 8047.94217577103, 6283.799319602382, 7136.827866460271, 6342.733837103868, 6288.120446283929, 0.319838, 0.520243, 0.238866
s25,75,02,r03, 0.2144312614914005, 0.05472844122169318, 0.20635807417786914, 0.0783401597035171, 0.21482012197691652, 0.048571486518877674, 0.05513142140060409, 0.2123866712429461,8087.281795092964, 7991.590066500104, 8465.540411279118, 7941.721315718903, 7934.206598181601, 6047.7046514927115, 6927.956961971423, 6007.263608107405, 6037.8359402325905, 0.372470, 0.611336, 0.283401
s25,75,02,r04, 0.2077450665761719, 0.052734691752822895, 0.19987211549249578, 0.07360532740326924, 0.20683784790588264, 0.052885990023046864, 0.05399410308004879, 0.20676292067198737,8127.500906596655, 8039.51518823281, 8484.962041883166, 7996.971918932625, 7986.566185774117, 6210.435358564055, 7201.195695914032, 6234.784513639673, 6188.0836185139915, 0.384615, 0.621457, 0.218623
s25,75,02,r05, 0.2003742383174998, 0.05147108260375928, 0.19734805836885158, 0.05539443097671412, 0.1986086878700942, 0.04969707391020891, 0.04921439523190692, 0.19910751602038082,8098.387126348768, 8036.658802644564, 8420.425152392902, 7957.9615722447425, 7953.935498989491, 6338.132898220962, 7148.638026529516, 6322.248889828686, 6288.0237476452685, 0.392713, 0.522267, 0.263158
s25,75,03,r01, 0.1920860751468257, 0.074390609988277, 0.18121295108615953, 0.10147967581476097, 0.1893615888826452, 0.07868534267867663, 0.08218101298612317, 0.18800323280122408,7853.761611034371, 7719.662248092225, 8454.523758530166, 7704.719456602154, 7690.266295206214, 5848.439796545956, 7353.4863724627085, 5918.202976604943, 5862.658917548815, 0.319838, 0.568826, 0.251012
s25,75,03,r02, 0.18943885557217605, 0.1088607602864601, 0.18703734973764927, 0.11591585333357067, 0.189579942855216, 0.10134519359860221, 0.10707909717864367, 0.1870581882455346,7977.154797244749, 7916.246505827088, 8452.672103771432, 7849.38304918524, 7868.770678688958, 6094.946281587276, 7111.99002001339, 6050.157162344155, 6105.063996911298, 0.352227, 0.641700, 0.230769
s25,75,03,r03, 0.20030229993268614, 0.06841337064528369, 0.19023064336651166, 0.09684529934668529, 0.1975766260015463, 0.07266318524470214, 0.07176990239267313, 0.19739887708281922,7844.037854514838, 7742.407733865447, 8283.336020233126, 7713.983166962398, 7709.3298665489465, 5737.091635591203, 6843.906266422853, 5779.263022824262, 5746.294313540456, 0.360324, 0.601215, 0.259109
s25,75,03,r04, 0.205722131549988, 0.07816473143645242, 0.2029817979763941, 0.08860940591519863, 0.20348379184439636, 0.08063458265224197, 0.0840933982003222, 0.20204251236427637,7958.098938238478, 7827.797034559445, 8471.82780898299, 7826.2382661179445, 7804.003562474176, 5752.7292642394295, 7012.759361649475, 5824.590811755084, 5773.70130388677, 0.336032, 0.613360, 0.251012
s25,75,03,r05, 0.19493416517425455, 0.08189661622061925, 0.19088914305446805, 0.0886912295394232, 0.1943143689935228, 0.0764217074773773, 0.07674482316099841, 0.19490102948206037,7998.593899997024, 7909.89411287241, 8506.386119911574, 7870.7825929720375, 7879.731824325713, 6051.870480309068, 7351.366332246717, 6103.445906578739, 6074.793518944774, 0.372470, 0.580972, 0.299595
s25,75,04,r01, 0.20113904449527364, 0.06728135289886425, 0.19797705534691334, 0.0745839655529762, 0.19898040702527567, 0.0659463783038349, 0.07219535380566437, 0.19726530698310754,7784.560277729391, 7721.666079912473, 8328.928243832142, 7640.654535246755, 7675.932337291723, 5552.02470471969, 6705.822737076358, 5492.347510260395, 5578.35797796213, 0.380567, 0.623482, 0.344130
s25,75,04,r02, 0.2019941243528751, 0.05280235865113228, 0.19421035926812694, 0.07085986455001217, 0.19787452439311562, 0.05573610834856807, 0.05514563815865548, 0.19849944001582712,7828.950182505002, 7720.9178705967915, 8262.523064369767, 7687.869229375985, 7676.311978808105, 5567.005730411767, 6739.778597465722, 5656.968457737182, 5589.44480901996, 0.445344, 0.621457, 0.299595
s25,75,04,r03, 0.1990663910285494, 0.05657374704205089, 0.19397488540543611, 0.07293911024253502, 0.19692826526094034, 0.05800678925886542, 0.055435231099323516, 0.19738807185885532,7810.400737738946, 7698.147168872696, 8533.660309880463, 7677.926049517737, 7664.6685643168585, 5531.442002325895, 7090.14728124918, 5571.757896015973, 5577.548968720436, 0.384615, 0.712551, 0.344130
s25,75,04,r04, 0.19968867536865959, 0.05476655257807307, 0.1975282276612257, 0.06368227495911798, 0.19743242390337726, 0.056494895810425744, 0.05336126799144723, 0.19781638788891828,7772.082276475992, 7692.296345384977, 8581.791699466607, 7640.558370313525, 7648.846689974, 5507.365151095459, 7299.3168720617905, 5498.589766942216, 5531.923669911737, 0.388664, 0.682186, 0.295547
s25,75,04,r05, 0.19560021695145433, 0.0686852711521235, 0.1974314421482905, 0.06421664743802757, 0.19530035513793143, 0.06123310000633656, 0.06414094061943229, 0.19475327318501084,7826.035023971479, 7796.727860874158, 8478.300131551649, 7701.000901788188, 7742.627268209556, 5733.369093671068, 7032.329515282437, 5682.295252951161, 5759.3949725460225, 0.417004, 0.686235, 0.307692
s25,75,05,r01, 0.1943779205958038, 0.062251465067491386, 0.18874785927616747, 0.08056820678143117, 0.18841112486566536, 0.07334900786247397, 0.07592647835544712, 0.18724946861100558,6946.839856713599, 6909.063364413488, 7432.998398262847, 6827.978056865424, 6844.93003404715, 4043.2972927310416, 5010.147869063774, 4100.681681308683, 4083.7881116039416, 0.546559, 0.708502, 0.445344
s25,75,05,r02, 0.20037342353143192, 0.06488335208589131, 0.19215035454834578, 0.08115266717760505, 0.19991296389208663, 0.05686060455348057, 0.06527496591237472, 0.19787138931051598,6862.088609585813, 6828.133918332126, 7099.603873021196, 6737.957515737612, 6746.9789518750995, 3797.8535193762054, 4399.831253486344, 3849.6334787924025, 3814.804208527527, 0.506073, 0.621457, 0.372470
s25,75,05,r03, 0.20318017243343384, 0.061573637638233106, 0.1984800042199006, 0.07668555244939763, 0.2014133107764963, 0.05736314902198301, 0.053822604745862694, 0.20277681956958812,6946.6943991609605, 6909.2417940526575, 7375.621764907891, 6818.1465958564995, 6828.631975486496, 3991.067178104676, 4795.573434302658, 4020.2046054063385, 3989.266852562182, 0.550607, 0.676113, 0.433198
s25,75,05,r04, 0.1982502663057491, 0.06597723116290266, 0.19106846861812984, 0.08456248129498915, 0.19521391816242423, 0.06396600274010608, 0.06345411129907585, 0.1953517912337128,6896.604393529684, 6853.498286975712, 7409.8655000087165, 6757.51697217055, 6789.650054161116, 3931.0985484124976, 4901.974909624143, 3986.163486223261, 3986.277447266907, 0.611336, 0.692308, 0.518219
s25,75,05,r05, 0.20013897404336423, 0.06498991450225897, 0.197099297983246, 0.07407905449820006, 0.19740090916078032, 0.06603241555891756, 0.06449898049500324, 0.19828487974797276,6921.890314379227, 6822.639274421714, 7267.624193845033, 6797.890058550912, 6783.86378326913, 3867.8166141551037, 4702.79021986978, 3963.703619856267, 3903.620513404092, 0.417004, 0.625506, 0.336032
s25,75,06,r01, 0.18806592107224884, 0.07071893201409565, 0.18596454649538122, 0.08424096795104058, 0.18731107687743084, 0.06734428878990287, 0.06399986696792413, 0.188185523998985,7646.548784660173, 7510.850950121466, 7981.920173689981, 7495.78605609115, 7468.770559411187, 5553.518794150017, 6385.833662866244, 5641.0366508257075, 5576.180446685011, 0.331984, 0.574899, 0.202429
s25,75,06,r02, 0.20430257299028678, 0.06712562850790342, 0.198578299272617, 0.08417903091057949, 0.2032139568215289, 0.061124126496119854, 0.0658176246034272, 0.20174436090357767,7788.539981728862, 7643.4347400169, 8198.510110831088, 7639.928228122207, 7602.151577317319, 5548.9772893592735, 6551.604638841896, 5640.94316488656, 5564.0049508887905, 0.360324, 0.629555, 0.267206
s25,75,06,r03, 0.20251841827262684, 0.07513455355403631, 0.20093753645469092, 0.08941269985088253, 0.20026128809073285, 0.07539909832182637, 0.07583088240589596, 0.20077750659805804,7892.185969106548, 7772.30160929108, 8388.915875079125, 7750.037953758696, 7741.729033440538, 5727.92066230829, 6773.354478272529, 5755.6349778257, 5738.151811174946, 0.303644, 0.641700, 0.275304
s25,75,06,r04, 0.19954891634092276, 0.08156023694002154, 0.19407146492063573, 0.09223749374010379, 0.20005500775324309, 0.07290477683175592, 0.07963603756198215, 0.1977422540668727,7848.729348278556, 7732.178799434558, 8273.056913160528, 7693.9148268632935, 7694.591954734707, 5652.8426570389765, 6679.48640742495, 5677.466793495737, 5669.221527922065, 0.404858, 0.633603, 0.315789
s25,75,06,r05, 0.20161306589550465, 0.06903707467836545, 0.19844643921356253, 0.07984001371378642, 0.19883518781269527, 0.06712500505961647, 0.07038965727214473, 0.19908066857860227,7802.287433637106, 7686.404651730735, 8228.969656493811, 7652.708920987843, 7640.891334944767, 5610.29192726106, 6618.809341919512, 5689.6459030635, 5623.578644574422, 0.360324, 0.649798, 0.271255
s25,75,07,r01, 0.20324296884497103, 0.051829979099753724, 0.19330814142830724, 0.06840069478312316, 0.19906735426371183, 0.05630212896567297, 0.05092865506777791, 0.20114980188033152,7862.7072918798785, 7777.450638632671, 8294.28955692486, 7744.723514660799, 7729.278411119081, 5650.274425831179, 6903.984849731055, 5696.142764967233, 5654.843463584204, 0.311741, 0.645749, 0.194332
s25,75,07,r02, 0.21315682384694573, 0.048686751805389, 0.20162055002423412, 0.07479916864448834, 0.2129049783511638, 0.045958712659315754, 0.0462571146386117, 0.21306658346798926,8087.32127580105, 8043.898734637663, 8567.660351069087, 7954.403888931889, 8007.139200748365, 5975.004861684616, 7183.378576597424, 5932.102717182273, 6008.107211606777, 0.453441, 0.659919, 0.368421
s25,75,07,r03, 0.207678081666231, 0.036089977162407395, 0.2026125700278387, 0.050712638977154265, 0.20582600125644704, 0.03621303406825147, 0.03628853159936203, 0.20604375072601375,7902.4458520815015, 7803.5240629584105, 8220.6851072371, 7773.852989750778, 7767.516958589695, 5720.016226533979, 6626.908381711605, 5767.215140321177, 5733.4518090989695, 0.380567, 0.599190, 0.299595
s25,75,07,r04, 0.20784163058360158, 0.04870398227286673, 0.2054205976993062, 0.05205543884163752, 0.2071978140107235, 0.04539460159432405, 0.04929408987875829, 0.20622082761679275,8161.757198477748, 8077.916345414632, 8477.422980567686, 8034.609728332443, 8042.655276672833, 6154.467925269462, 7097.049074460941, 6201.376370793164, 6180.446216849266, 0.408907, 0.587045, 0.275304
s25,75,07,r05, 0.2024347946212613, 0.044607412436525, 0.19254060692087666, 0.06893325745704774, 0.1994632369587384, 0.05116078267371648, 0.04666654500912225, 0.2007129475614138,8010.512962315364, 7905.517946981306, 8427.556343335718, 7897.4108393399265, 7880.816537481765, 5902.321747315976, 7056.599578662395, 5965.288159253127, 5921.312387987311, 0.364372, 0.641700, 0.279352
s25,75,08,r01, 0.20175881282511215, 0.05393421514814251, 0.19752268704681045, 0.06548995222916323, 0.19531839395791245, 0.06692231151793687, 0.06658826143364559, 0.1955762147576202,8005.041459950281, 7949.069415745273, 8244.155484811074, 7871.720863021527, 7896.261746554657, 5751.039214568466, 6418.794597394731, 5726.033206056791, 5748.584372264814, 0.437247, 0.556680, 0.356275
s25,75,08,r02, 0.19411380025490596, 0.07030622599506246, 0.18879609084022606, 0.081248973840586, 0.19150818671811318, 0.0705704301922079, 0.07575856579422593, 0.19042148517738522,8013.865668093196, 7990.112024177903, 8277.798780453491, 7867.889716838246, 7924.644216421383, 5814.911301525828, 6491.0709255293505, 5750.8775496899025, 5821.395191891319, 0.489879, 0.609312, 0.384615
s25,75,08,r03, 0.19688903979263622, 0.06337311246249423, 0.19359091968774855, 0.06400913532187386, 0.19655805652292768, 0.0541636046849446, 0.06494560523447573, 0.19451792546860514,8045.395211388484, 8012.516910565941, 8268.130034022759, 7919.159462453623, 7954.007271399516, 5806.376961554097, 6422.344263771561, 5753.721759448908, 5811.484506071871, 0.412955, 0.512146, 0.311741
s25,75,08,r04, 0.20273591015805106, 0.046676751818385764, 0.2056306461267009, 0.03843585195986167, 0.1999943997610098, 0.04774516213145267, 0.04870194476186166, 0.2005074661004823,8003.5330608251, 7926.823872920512, 8301.140440779338, 7860.546920297105, 7869.038869469824, 5573.809189933798, 6437.275578325905, 5603.57327916707, 5575.148866309308, 0.473684, 0.589069, 0.360324
s25,75,08,r05, 0.19311505207877724, 0.055131488777148935, 0.18803055287091364, 0.0702702491908077, 0.19132423419983607, 0.057677551587822166, 0.062230096855467334, 0.18955234576267896,8036.114433081825, 8011.233364574289, 8297.138603456238, 7900.595673836333, 7943.6903974315965, 5896.597026680792, 6517.330309938368, 5776.718731522876, 5887.1177602762245, 0.506073, 0.576923, 0.364372
s25,75,09,r01, 0.197698337139808, 0.04356257410041696, 0.19627802122063084, 0.04626937027770496, 0.19630705760703596, 0.044162263300697085, 0.04405345869019149, 0.1966860436891991,7672.585080733114, 7539.418376909828, 8062.964587190054, 7525.30331987605, 7508.993094297025, 5197.914633886386, 6168.261339669992, 5282.032062405703, 5217.424085027734, 0.392713, 0.589069, 0.336032
s25,75,09,r02, 0.205656660488451, 0.04098541386448603, 0.19850435987383452, 0.062073266995493086, 0.20178091050113015, 0.048338891093477956, 0.04385599956424948, 0.20379874490388508,7654.583020101754, 7512.696111670813, 8077.605888855409, 7507.336364289938, 7485.855855277337, 5121.09126024959, 6182.811826159892, 5222.841203153033, 5132.35909742282, 0.388664, 0.621457, 0.303644
s25,75,09,r03, 0.1990038463941776, 0.04656987128873986, 0.19515771703376866, 0.05745343602338478, 0.19626949680781136, 0.051068226286223754, 0.04984900623463144, 0.1974012635328483,7736.404761499713, 7621.569824833362, 8095.379828049017, 7587.946372752084, 7595.48286911336, 5346.322544888603, 6254.9172567204205, 5384.483331352546, 5353.468725592499, 0.429150, 0.651822, 0.323887
s25,75,09,r04, 0.20953974151653604, 0.03561714757303479, 0.20998219940999188, 0.038426381082704304, 0.20639289770179578, 0.04107250520848386, 0.038204732465747154, 0.20815821965885817,7651.63134999013, 7516.567877257692, 8062.921791982922, 7511.340235557528, 7497.873597019936, 5082.081974398947, 6079.71752571748, 5156.102585387797, 5089.077138306891, 0.384615, 0.589069, 0.331984
s25,75,09,r05, 0.20671388673715915, 0.038784850444652415, 0.19985429260511695, 0.05678176487949432, 0.20266079344365304, 0.047192327938670904, 0.04636938536948035, 0.20349522234727577,7643.278143403773, 7516.928040677645, 8006.934931665724, 7502.920974166252, 7493.196173226378, 5002.015511704054, 5945.875208508626, 5073.228300562961, 5006.670273277274, 0.380567, 0.585020, 0.307692
s25,75,10,r01, 0.20083965750294755, 0.05907659220520272, 0.19506336862832857, 0.0725320361306468, 0.19945250903534256, 0.052926271356862654, 0.05966380116554855, 0.1989065120504222,7232.990933070623, 7173.8997635975165, 7604.2023807905825, 7093.905683543052, 7136.969248515226, 4946.413067633331, 5804.890190092183, 4891.58688955209, 4957.277749332846, 0.449393, 0.672065, 0.372470
s25,75,10,r02, 0.2068189864192774, 0.048079087817853326, 0.20196316164547728, 0.058677477245807415, 0.2022119020450928, 0.05212244893264616, 0.04760209980414702, 0.20543947365890994,7429.955452102024, 7330.091692999019, 7712.84741176648, 7290.482513217077, 7292.800469540962, 5134.75063382883, 5957.627333737641, 5184.776478144241, 5141.007781850225, 0.485830, 0.582996, 0.412955
s25,75,10,r03, 0.2073880793981846, 0.04435029147439017, 0.20896488241770447, 0.039480909798859695, 0.20487485889428064, 0.041202143463938926, 0.046473827438353356, 0.20330874669274893,7360.543515480917, 7276.644345459438, 7522.541036922713, 7225.220718632871, 7226.643969699108, 5010.492805402606, 5576.191381659692, 5053.507132781678, 5056.158521796982, 0.485830, 0.562753, 0.380567
s25,75,10,r04, 0.20209223207033117, 0.04598068943149048, 0.2013101092877771, 0.053609605865234375, 0.19921644079221118, 0.04684574700478564, 0.04940556584145849, 0.19914572953798604,7312.596166204479, 7206.833616157139, 7582.102021035039, 7164.6168356551425, 7172.440225962513, 5051.405173548684, 5757.208669078666, 5098.5320483777805, 5062.4545424607195, 0.485830, 0.603239, 0.396761
