true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,truetopo_phi,truetopo_nu,problin_nu,problin_phi,true_llh,startle_NLLH,cassg_NLLH,truetopo_NLLH,problin_NLLH,startle_wp,cassg_wp,truetopo_wp,problin_wp,startle_rf,cassg_rf,problin_rf
s0,100,09,r03, 0.24973036981918573, 8.664245241640467e-06, 0.24973079572639545, 7.630761590743683e-06, 0.24973188669001323, 4.295807282508848e-06, 1.2959665004827276e-05, 0.24972876653835926,8207.141327167068, 8107.1152146387485, 8649.856191712666, 8078.016052771158, 8094.3836802185015, 5513.532294850651, 6739.135856370899, 5508.94043613266, 5516.944567621685, 0.461538, 0.692308, 0.380567
s0,100,09,r04, 0.24999346208984743, 2.0859152077644814e-05, 0.2499973771289655, 8.424963968148586e-06, 0.24999695992290388, 9.943577059141812e-06, 7.606370580414991e-06, 0.2499976785225053,8086.887827538777, 8035.178126674153, 8532.153361714427, 7959.023940320904, 7975.673894116749, 5367.543613525508, 6468.8039655893535, 5274.801744231124, 5348.552677765282, 0.546559, 0.690283, 0.506073
s0,100,09,r05, 0.25933117657904375, 7.245770156895336e-06, 0.25933071235693894, 7.989733063161171e-06, 0.2593309470519385, 7.512215318695105e-06, 5.612360050322018e-06, 0.2593316548077079,8098.830801555203, 8092.349953708202, 8700.580637187677, 7966.292907415717, 8070.156332315521, 5366.82622695902, 6723.788836703965, 5203.897673964594, 5373.152365317716, 0.469636, 0.647773, 0.445344
s0,100,10,r01, 0.25306486155294905, 6.029764598560834e-06, 0.25301529584812943, 0.0001454231987524358, 0.25306517483950147, 5.133138864573409e-06, 4.5592954763079005e-06, 0.25306533919366725,8229.313316765114, 8100.662376915401, 8508.761847758327, 8093.800591100011, 8080.171888349903, 5477.006479601596, 6429.753622591902, 5583.516963594697, 5496.114249944791, 0.518219, 0.680162, 0.510121
s0,100,10,r02, 0.24773090793648125, 7.182815427418154e-06, 0.24560811765581886, 0.005358475800577103, 0.2477204743552964, 3.540879789284562e-05, 2.1291023573087103e-05, 0.24772578575099372,8077.022901967182, 7946.287603891955, 8326.827506344456, 7935.553758568988, 7920.155579848992, 5378.571492032876, 6173.282749700557, 5428.162513696241, 5384.692823210974, 0.433198, 0.582996, 0.376518
s0,100,10,r03, 0.2525325573157614, 2.778956748784921e-06, 0.2525318755131997, 4.3792779198557385e-06, 0.25253261588654297, 2.455002668623015e-06, 3.031577804358723e-06, 0.25253244869371216,8342.82641809139, 8231.600913790562, 8565.83572516327, 8216.204980657116, 8212.199187092112, 5824.107686113556, 6570.243599768237, 5858.097871694563, 5838.001438725729, 0.433198, 0.653846, 0.368421
s0,100,10,r04, 0.2502632642460304, 1.1021768107229944e-05, 0.2499587031273118, 0.000866600032148372, 0.24968988675256273, 0.0016332151634190371, 1.3432485386920272e-05, 0.25026247378316013,8212.622081190231, 8123.442201735682, 8487.314005793598, 8086.065797796964, 8107.0760735738595, 5623.519393848164, 6462.930742509715, 5670.963871924738, 5629.503146002666, 0.449393, 0.676113, 0.392713
s0,100,10,r05, 0.25546160088348135, 1.4715168160229296e-05, 0.25546321884523776, 9.955434122590073e-06, 0.2554659550492793, 2.4784488257638245e-06, 2.544823413491114e-05, 0.25545720021039137,8270.519630026012, 8179.696987596925, 8535.806700869307, 8145.940297115828, 8157.251240486695, 5578.533998536151, 6383.620653384419, 5602.800178972209, 5608.871111680097, 0.441296, 0.637652, 0.376518
s100,0,01,r01, 0.006115045318907761, 0.33562752604826235, 0, 0.3362803594132046, 0, 0.2946407232707509, 0.3098590920558377, 0,4954.039191620845, 5031.066566602292, 5642.4180634729155, 4825.488730736288, 4853.8325147325295, 4415.727460310393, 5309.311981994375, 4499.697290100453, 4437.86659158451, 0.421053, 0.556680, 0.255061
s100,0,01,r02, 0, 0.32158744675465406, 0, 0.3031901845334455, 0, 0.27040645225998533, 0.27648003389325027, 0,5111.862418262029, 5155.555970705451, 5770.376161721733, 4975.38009924989, 4992.0712227722515, 4697.657885761629, 5576.627509014377, 4797.057006688246, 4755.423327087091, 0.453441, 0.542510, 0.246964
s100,0,01,r03, 0.009638774507778884, 0.3038726793884586, 0, 0.3209309432484443, 0, 0.2801874568516621, 0.28317842643065705, 0,4872.567727289002, 4919.540399709699, 5326.197868101372, 4748.234472397095, 4734.529398146163, 4371.846609555299, 5000.319953812397, 4479.828192433868, 4426.807261098549, 0.396761, 0.437247, 0.161943
s100,0,01,r04, 0, 0.31064836697209086, 0, 0.3011962371969565, 0, 0.262601489495439, 0.26467691786699293, 0,5061.471878536485, 5109.9503034165, 5559.733306520509, 4925.307129757346, 4935.028118359045, 4738.686117048758, 5372.819459123764, 4794.332719626489, 4796.53903755952, 0.429150, 0.423077, 0.238866
s100,0,01,r05, 0, 0.320647669600476, 0, 0.29860388805356414, 0, 0.2645138201564985, 0.27750551606202123, 0,5109.743749094895, 5222.225160698209, 5575.134918877498, 4974.0179417985255, 5075.262525704867, 4836.434186565827, 5452.990531025741, 4802.591290589758, 4899.968817436349, 0.453441, 0.502024, 0.275304
s100,0,02,r01, 0.012986533573045432, 0.29769219024966886, 0.012026566520693541, 0.30187822309372675, 0.008449802115901572, 0.277336572378477, 0.28138040638560224, 0.008766478453108274,6021.439134034623, 6016.0786917634, 6435.859189556833, 5885.013296811847, 5892.980622248736, 5711.541624562078, 6398.984836189625, 5796.370444739538, 5761.1234769403245, 0.344130, 0.425101, 0.137652
s100,0,02,r02, 0.007862955388981374, 0.3160204918490236, 0, 0.3438432957173315, 0, 0.31379280130710624, 0.3191092693313776, 0,5924.7763771635255, 5898.388080968054, 6385.64114200127, 5786.448330062381, 5779.305235129357, 5630.962244394648, 6341.150794012331, 5664.741843829637, 5625.223723378844, 0.299595, 0.479757, 0.178138
s100,0,02,r03, 0, 0.3001940905849289, 0, 0.2893591393177736, 0, 0.26924505313465696, 0.27407120442952637, 0,6052.2569063788005, 6036.235281608613, 6413.868333311395, 5922.04970451634, 5934.924838431945, 5967.81098793136, 6643.906862336775, 6043.839928456422, 6029.251924876467, 0.299595, 0.384615, 0.121457
s100,0,02,r04, 0, 0.33082186101367705, 0, 0.328776024898508, 0, 0.30120693890875233, 0.30433884869103156, 0,5999.975632171005, 5960.545357404765, 6547.2292011921, 5865.391295282619, 5861.498421192251, 5669.496959142595, 6566.677710471951, 5748.520618116232, 5708.380313211423, 0.255061, 0.417004, 0.117409
s100,0,02,r05, 0.010655494214944798, 0.2757856064525087, 0.010003492827084027, 0.27602959595702226, 0.006676743245983565, 0.25853879959417037, 0.255975315834382, 0.008356060403704334,5978.5567920321855, 5986.773200618017, 6437.410692358459, 5855.2536099560275, 5881.537825830487, 5829.279050846802, 6488.149700762568, 5852.020361911611, 5872.369825476144, 0.275304, 0.412955, 0.125506
s100,0,03,r01, 0.011259347216432274, 0.30655765356144793, 0.0011432869425430762, 0.33095684201147624, 0, 0.2988439360376827, 0.3019585625379838, 0.004013347230541188,5158.577193010976, 5142.870217940175, 5411.819421399763, 5021.211937654093, 5025.403679146084, 4535.250982673278, 4870.640584610788, 4639.111859088719, 4545.3020913132705, 0.421053, 0.412955, 0.226721
s100,0,03,r02, 0, 0.3249075469793086, 0, 0.31390710409032785, 0, 0.28000915769394646, 0.28338196932330983, 0,5119.499813032838, 5114.274203083004, 5486.292267594698, 4973.958418448925, 4964.562237168774, 4571.186530879004, 5128.558450503863, 4664.486009869308, 4619.284384919584, 0.392713, 0.453441, 0.230769
s100,0,03,r03, 0.00424416698956178, 0.32084323894474076, 0.009164138268728127, 0.28609724282920856, 0.0007233483165188125, 0.29449491054654736, 0.2982667655630966, 0,5066.990695240921, 5077.511181056117, 5430.9058800897765, 4941.78912033777, 4932.045015868812, 4472.75775746191, 5009.780311310873, 4497.076107919435, 4476.624653485621, 0.352227, 0.396761, 0.153846
s100,0,03,r04, 0, 0.3340050983673275, 0, 0.31691691240632447, 0, 0.2868483812983443, 0.2898010386334443, 0,5181.039306290508, 5204.929607872984, 5704.983453088858, 5048.095396197219, 5034.925981784049, 4577.369470396362, 5309.912274915732, 4658.713160830253, 4627.3897994306335, 0.408907, 0.479757, 0.214575
s100,0,03,r05, 0, 0.3418581171746623, 0, 0.33130101014468843, 0, 0.298809712753604, 0.3045809385901678, 0,5132.224293051031, 5213.847114661444, 5592.505901386049, 5003.627436022467, 5046.621132595097, 4598.547259764734, 5097.255350503809, 4596.931304565234, 4618.557481556369, 0.417004, 0.459514, 0.178138
s100,0,04,r01, 0, 0.3268796979946086, 0, 0.32568781867293267, 0, 0.2902915104406613, 0.2926600605394669, 0,5479.489649845497, 5523.94214961672, 5801.015786033053, 5346.201082213787, 5386.404113746555, 5007.24972673755, 5424.582761508905, 5034.638349727337, 5047.423064609642, 0.360324, 0.384615, 0.186235
s100,0,04,r02, 0, 0.3409589400281527, 0, 0.33012034619074526, 0, 0.28714831941415986, 0.292908523785008, 0,5551.661003341296, 5597.986885476783, 5786.498889064995, 5405.324550974189, 5412.356992563568, 5109.122965286422, 5441.988044443665, 5182.637282545224, 5139.374175484606, 0.344130, 0.366397, 0.153846
s100,0,04,r03, 0, 0.3660001445648834, 0, 0.3439484841444014, 0, 0.3099849228559675, 0.3150290001684356, 0,5503.052458698019, 5671.812532879991, 5892.986164278186, 5348.302442948592, 5459.546806075821, 5018.0897483449635, 5376.512037443212, 4968.306335293852, 5092.277070710772, 0.384615, 0.441296, 0.210526
s100,0,04,r04, 0, 0.3153284640053837, 0, 0.3285232822517864, 0, 0.2815571445797835, 0.2841159549250045, 0,5500.178577370927, 5461.030543196394, 5846.987824553152, 5355.050416193736, 5340.662758593016, 5055.916260879401, 5526.728032340091, 5171.149903185908, 5095.178734897697, 0.327935, 0.449393, 0.202429
s100,0,04,r05, 0, 0.3571798450844653, 0, 0.3591017539187192, 0, 0.30534677149252876, 0.3131601737815498, 0,5377.490989754171, 5483.014424670194, 5865.612928659146, 5251.414878478232, 5290.293427636066, 4878.693444920368, 5393.91567369692, 4861.477740899683, 4876.595812978415, 0.376518, 0.475709, 0.174089
s100,0,05,r01, 0.004895783011653215, 0.28644876505027, 0.005954350969983058, 0.2814891315236984, 0, 0.26593316398815164, 0.27383928664081625, 0,5333.312097541533, 5402.692919383174, 5814.151705816098, 5215.171612389269, 5247.671340528199, 4160.678452747064, 4642.984232995487, 4200.93369103078, 4176.859321750565, 0.376518, 0.504049, 0.234818
s100,0,05,r02, 0.0001889164857291896, 0.2895515212328282, 0, 0.28303506480112084, 0, 0.26416093690974873, 0.26813116306244283, 0,5171.166595580511, 5165.038934234485, 5610.018478566339, 5049.785549099812, 5048.675842495979, 3962.5453239430926, 4519.114035175331, 4015.5507144640956, 3982.2024977842207, 0.331984, 0.475709, 0.198381
s100,0,05,r03, 0, 0.2995423262371702, 0, 0.2901672596496308, 0, 0.27446874876965177, 0.28150118893751014, 0,5172.488904268533, 5174.872036719718, 5523.183849681834, 5052.69865546106, 5070.763594635599, 3988.858274322209, 4470.6986010027595, 4049.2912030077446, 4011.257444671363, 0.336032, 0.504049, 0.238866
