true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,problin_nu,problin_phi
s75,25,02,r02, 0.07781438930999085, 0.22737806117713627, 0.07139818817173954, 0.24464051590277722, 0.21585104691972418, 0.07114249399898587
s75,25,02,r03, 0.07569559222682404, 0.2274032176177085, 0.06953345421425788, 0.2442928907289004, 0.21271525466884747, 0.07197949053894569
s75,25,02,r04, 0.0708708636996737, 0.2703576095902018, 0.060490385980322796, 0.30572828448937117, 0.23844211631122428, 0.06782893944594805
s75,25,02,r05, 0.07190908382002215, 0.24635416396199394, 0.07019392666859911, 0.2611782352234511, 0.23114622043259248, 0.06624941491846792
s75,25,03,r01, 0.0813680597865847, 0.2591934490045307, 0.07457453164100014, 0.28076412058406314, 0.2323635819492253, 0.07673297235402136
s75,25,03,r02, 0.0772898807138876, 0.2756160695010339, 0.0621795206491163, 0.33469113013312424, 0.2541660115366428, 0.07181594200066846
s75,25,03,r03, 0.08682538548362409, 0.2861946418114615, 0.07731907303739295, 0.3232386106640271, 0.2451490490965671, 0.08047298104446564
s75,25,03,r04, 0.0840116263589157, 0.2520755678563487, 0.06944304972819512, 0.30334088333090015, 0.2524985767112478, 0.0714433889362253
s75,25,03,r05, 0.07461995175665419, 0.2859086623366567, 0.07126611897112123, 0.31739859145708765, 0.25029304557565374, 0.07516258030069659
s75,25,04,r01, 0.08280963021696414, 0.1868504771096817, 0.07814127446727205, 0.18718584007524694, 0.16895137700773055, 0.07872484843360804
s75,25,04,r02, 0.08212106078498692, 0.19388082339169915, 0.07982749497938436, 0.1907485658933339, 0.18194536290271265, 0.07853839630214896
s75,25,04,r03, 0.0756779981324563, 0.2107143005624498, 0.07127627739759766, 0.20918775192227224, 0.20364206112389072, 0.06737200820591739
s75,25,04,r04, 0.07861693926521318, 0.22332690853596804, 0.06634885776902393, 0.23689585001126695, 0.20647557575866854, 0.07420752779913145
s75,25,04,r05, 0.07946725719919026, 0.21441649028139953, 0.0771136542911935, 0.21272018669480608, 0.21130423822631275, 0.07088767851633251
s75,25,05,r01, 0.08691452229939257, 0.22477276550656708, 0.0726001952442925, 0.24322337397798452, 0.21661690475782971, 0.0778914412569705
s75,25,05,r02, 0.09122992127940215, 0.20813420667821075, 0.07913110041248804, 0.226360437729786, 0.2098740262046279, 0.07649234968003604
s75,25,05,r03, 0.09285091471566617, 0.20548859760246976, 0.09225495191566724, 0.1973116690293277, 0.2130577756510162, 0.08036740190029923
s75,25,05,r04, 0.0980567473607678, 0.21929916578876862, 0.08347488487851498, 0.23885347776435034, 0.22807202641180704, 0.07887287698336722
s75,25,05,r05, 0.08304889065390514, 0.2683627703999248, 0.06528788357749925, 0.29004975471686995, 0.27467224519802497, 0.06339184068442157
s75,25,06,r01, 0.09684830456940269, 0.18459978794694015, 0.09153912798084246, 0.18879562176549217, 0.20244239867256975, 0.08427970141391251
s75,25,06,r02, 0.08556119521264371, 0.20168532458415858, 0.07368963971882041, 0.21756345176382616, 0.21511703599631557, 0.06944737907461437
s75,25,06,r03, 0.09862217363611496, 0.18209431385964664, 0.09955413641364366, 0.16815412668837976, 0.18634342168320742, 0.08858767656184345
s75,25,06,r04, 0.09574729111956554, 0.1651456516738851, 0.09203458447428989, 0.16406716953884776, 0.1866973515482262, 0.07889139718272327
s75,25,06,r05, 0.0824878423618447, 0.2093946269035774, 0.07674451574699974, 0.20463147904602794, 0.21484477913754066, 0.07096530319968052
s75,25,07,r01, 0.0840365450050386, 0.25385166182059343, 0.08467365621696483, 0.25522366013346753, 0.23645213294212514, 0.08065310322476478
s75,25,07,r02, 0.08622473138198464, 0.22250833413220708, 0.08455298357855803, 0.22157441738873196, 0.20832035058418163, 0.0844404417834983
s75,25,07,r03, 0.08323838812427227, 0.25149280343397873, 0.07889435218486616, 0.26268488888004055, 0.2163757789872189, 0.08101123215297644
s75,25,07,r04, 0.08463061903759625, 0.25684106688591146, 0.07510090077280565, 0.282066595594347, 0.25170810559283985, 0.07596587129809616
s75,25,07,r05, 0.08785859342274288, 0.25331785664773465, 0.0835746244168664, 0.2545175132310795, 0.24934945430804864, 0.08151105045308049
s75,25,08,r01, 0.08527565948243741, 0.1738971145599755, 0.08099712026216355, 0.17942797604695676, 0.16816220515950567, 0.0819959062498847
s75,25,08,r02, 0.08471609048133744, 0.2116687768952976, 0.08219728860398544, 0.22405122332789176, 0.2115199737191788, 0.07975621647058766
s75,25,08,r03, 0.07706388982753794, 0.20315289743638093, 0.07835529974786783, 0.19226809022866745, 0.19338457146143714, 0.07539657891924888
s75,25,08,r04, 0.08887456692853107, 0.1775234346150883, 0.08257742441736506, 0.19984567001963532, 0.18462525860231166, 0.08047074225844321
s75,25,08,r05, 0.07883222701218308, 0.1971376113842106, 0.07796429375156165, 0.19555902274422843, 0.19352259728017254, 0.07435447886384396
s75,25,09,r01, 0.08261182147381797, 0.27004558666253986, 0.0789354488337755, 0.26519104492117207, 0.24475098847007748, 0.0741165202726413
s75,25,09,r02, 0.07915203140675026, 0.23537984124241668, 0.0700195287929455, 0.2589188701873789, 0.22468959065488145, 0.07147458920060834
s75,25,09,r03, 0.07857548951161028, 0.22321414701172815, 0.07524781580008243, 0.23228360327165593, 0.20445640222199973, 0.07686194625318211
s75,25,09,r04, 0.07871122701107451, 0.23872874070606215, 0.07850459761482388, 0.23709910099441855, 0.21707523105393708, 0.07598153985724039
s75,25,09,r05, 0.06860040091568187, 0.24088195158105155, 0.06347011023866647, 0.2540438911605461, 0.2249146649714741, 0.06312624389971806
s75,25,10,r01, 0.06850887792295594, 0.2487089676571476, 0.0652528479219741, 0.24878992530845992, 0.21714559095138694, 0.06537529271613221
s75,25,10,r02, 0.09004209528106598, 0.22231250899719324, 0.07621283139218823, 0.24516611677770359, 0.1985163015195474, 0.08506650027808738
s75,25,10,r03, 0.07404997297928283, 0.24405612233531856, 0.06503210740626161, 0.2644478127167863, 0.22903549842143345, 0.06789288212166927
s75,25,10,r04, 0.07865948963874705, 0.2535008889291409, 0.07039481037489215, 0.265762526853642, 0.24473896369745693, 0.07061128469365581
s75,25,10,r05, 0.07758420226132566, 0.23929991664707145, 0.055855292124716203, 0.2781398992669351, 0.22237184413822056, 0.07061344246844152
