true_nu,true_phi,prioridx,rep,startle_phi,startle_nu,cassg_phi,cassg_nu,problin_nu,problin_phi
s0,100,10,r02, 0.24773173792305653, 4.788574781825525e-06, 0.24557541567204985, 0.005474872748204253, 2.1291023573087103e-05, 0.24772578575099372
s0,100,10,r03, 0.25253255886525666, 2.7535355851423407e-06, 0.2525316440426647, 4.999774722614878e-06, 3.031577804358723e-06, 0.25253244869371216
s0,100,10,r04, 0.25026348144202715, 1.0334998181418802e-05, 0.24976182707212435, 0.0014243658572492249, 1.3432485386920272e-05, 0.25026247378316013
s0,100,10,r05, 0.2554625782844256, 1.1898430175441011e-05, 0.25546359152775544, 8.887762007462717e-06, 2.544823413491114e-05, 0.25545720021039137
s100,0,01,r01, 0.007357603981223228, 0.34376637852065717, 0, 0.3380270675848373, 0.3098590920558377, 0
s100,0,01,r02, 0, 0.3326545927426261, 0, 0.30431406774653114, 0.27648003389325027, 0
s100,0,01,r03, 0.01128102131177981, 0.3119046878046666, 0, 0.32314940407342735, 0.28317842643065705, 0
s100,0,01,r04, 0, 0.326605056977213, 0, 0.30271695739869015, 0.26467691786699293, 0
s100,0,01,r05, 0, 0.3284367269273761, 0, 0.30037805320191974, 0.27750551606202123, 0
s100,0,02,r01, 0.014244697762215059, 0.3052033965708578, 0.011951753873816254, 0.3039926221444226, 0.28138040638560224, 0.008766478453108274
s100,0,02,r02, 0.007350150962545293, 0.3282969156266566, 0, 0.3453559139743937, 0.3191092693313776, 0
s100,0,02,r03, 0, 0.3048461417779762, 0, 0.29049722443736503, 0.27407120442952637, 0
s100,0,02,r04, 0.0064337650998109305, 0.3170964629677708, 0, 0.330153371208133, 0.30433884869103156, 0
s100,0,02,r05, 0.011513678254298448, 0.27826397027277955, 0.010066233859774083, 0.2767659300687653, 0.255975315834382, 0.008356060403704334
s100,0,03,r01, 0.012060389618113091, 0.3164274239802187, 0.00026690037785835613, 0.3355617757970288, 0.3019585625379838, 0.004013347230541188
s100,0,03,r02, 0.0034750127148710504, 0.32575234537333153, 0, 0.3152317416379512, 0.28338196932330983, 0
s100,0,03,r03, 0.010413625788534745, 0.3110029578727209, 0.008919432135912729, 0.2883948131268331, 0.2982667655630966, 0
s100,0,03,r04, 0, 0.34916719347034586, 0, 0.3188390223799531, 0.2898010386334443, 0
s100,0,03,r05, 0, 0.3553825892979499, 0, 0.3338744935859979, 0.3045809385901678, 0
s100,0,04,r01, 0.0008746369047898931, 0.334196867923397, 0, 0.3272469025136319, 0.2926600605394669, 0
s100,0,04,r02, 0, 0.34920312162384937, 0, 0.33149404882760036, 0.292908523785008, 0
s100,0,04,r03, 0, 0.3809134409067042, 0, 0.3455700041711316, 0.3150290001684356, 0
s100,0,04,r04, 0, 0.32816219582133943, 0, 0.33035934615933144, 0.2841159549250045, 0
s100,0,04,r05, 0, 0.3702454222636915, 0, 0.36075734868671205, 0.3131601737815498, 0
s100,0,05,r01, 0.008028360055246875, 0.28393422035706484, 0.002645217754331195, 0.2922236234814822, 0.27383928664081625, 0
s100,0,05,r02, 0.007527546402684407, 0.27824049781702326, 0, 0.2844686531277449, 0.26813116306244283, 0
s100,0,05,r03, 0, 0.3089566187066522, 0, 0.2914481408563719, 0.28150118893751014, 0
s100,0,05,r04, 0, 0.31589403159923984, 0, 0.2969249997167505, 0.28733287820286363, 0
s100,0,05,r05, 0, 0.3098467975856122, 0, 0.28702059617376074, 0.27391241852496584, 0
s100,0,06,r01, 0.0001514993201615076, 0.3415482964161845, 0, 0.330817287900107, 0.2989739093953324, 0
s100,0,06,r02, 0.019004994320535117, 0.31783456323841464, 0, 0.33964438846978007, 0.30979145962315685, 0
s100,0,06,r03, 0.00044577086581096774, 0.3684210862084141, 0, 0.3296195000008817, 0.3195660862233477, 0
s100,0,06,r04, 0.008351386569656132, 0.30319612229678083, 0.00875891941234413, 0.2873945962343472, 0.2902364768770926, 0
s100,0,06,r05, 0.006121381420020997, 0.30463726884528464, 0, 0.31013687970149834, 0.2840085344825495, 0
s100,0,07,r01, 0, 0.3858193667159825, 0, 0.35821976694710594, 0.30162445674216676, 0
s100,0,07,r02, 0, 0.36609713710070974, 0, 0.3752923185539313, 0.3205764471999846, 0
s100,0,07,r03, 0, 0.35611902453709415, 0, 0.35074818207581776, 0.3003811616104232, 0
s100,0,07,r04, 0, 0.3634779638112887, 0, 0.36260250076352685, 0.31006312708714545, 0
s100,0,07,r05, 0, 0.38590693058035846, 0, 0.3606808735819051, 0.31590409312036527, 0
s100,0,08,r01, 0, 0.35603665724622063, 0, 0.3400487168601688, 0.3058667126014154, 0
s100,0,08,r02, 0, 0.33867336035483175, 0, 0.3339919751615871, 0.2993057583986156, 0
s100,0,08,r03, 0, 0.3596452458384919, 0, 0.3435910082390209, 0.3090979207064773, 0
s100,0,08,r04, 0, 0.33660056485570367, 0, 0.31182654831333717, 0.28622531436614607, 0
s100,0,08,r05, 0, 0.345076014002149, 0, 0.3323787214146932, 0.2935281603957144, 0
s100,0,09,r01, 0, 0.3393465590505387, 0, 0.3451218286888483, 0.2920130393022638, 0
s100,0,09,r02, 0, 0.3275044470209358, 0, 0.3138355752185592, 0.27781800018884584, 0
s100,0,09,r03, 0.007632014409851438, 0.29227311109459675, 0.0038933749844254806, 0.2943910244230807, 0.27918139686271914, 0
s100,0,09,r04, 0, 0.32119684095343803, 0, 0.3184135427246239, 0.27575245029185974, 0
s100,0,09,r05, 0, 0.32000640414756076, 0, 0.3175364434221459, 0.27667608919500447, 0
s100,0,10,r01, 0.00797794496570243, 0.32431072422420193, 0, 0.31596853886104154, 0.2891411210640352, 0
s100,0,10,r02, 0.010971606198009031, 0.30371397870152694, 0, 0.33322837024372204, 0.2928575347269898, 0
s100,0,10,r03, 0, 0.3535723161228217, 0, 0.34416567576809365, 0.30062585458451535, 0
s100,0,10,r04, 0.0005949654084902514, 0.3187571334553965, 0.00020283362368548604, 0.3265409365196441, 0.28623038799074885, 0
s100,0,10,r05, 0.00018981917353486205, 0.32869466942236103, 0, 0.30981875392185904, 0.2787932750003484, 0
s25,75,01,r01, 0.19740890022151786, 0.0672606611614398, 0.19337192684809232, 0.07935610045343702, 0.07624969276744588, 0.19307565101056096
s25,75,01,r02, 0.20506481527368906, 0.06650786779138222, 0.1947085932370097, 0.08869933831452677, 0.07441870464487937, 0.19934609436637404
s25,75,01,r03, 0.20094813910877846, 0.07269956987688143, 0.19094563425490652, 0.09670612884349815, 0.07970824784486587, 0.19592747777414074
s25,75,01,r04, 0.20532937793931666, 0.07246276733319718, 0.20270693531758838, 0.07873077495967881, 0.07467676863700527, 0.202433690135738
s25,75,01,r05, 0.21188976227784032, 0.05624612323219456, 0.19489588858762644, 0.09734259035017172, 0.0640046063510544, 0.20768843249087926
s25,75,02,r01, 0.19738918378774525, 0.07733318211286198, 0.19304071301360415, 0.08782927156345717, 0.06976560797783174, 0.19786862568060032
s25,75,02,r02, 0.20708387458107902, 0.05307987949663308, 0.203558364428199, 0.06424615412767926, 0.052110383842075954, 0.20581478789967642
s25,75,02,r03, 0.21447162904270944, 0.05554936166721352, 0.20553284223036233, 0.08097033641198441, 0.05513142140060409, 0.2123866712429461
s25,75,02,r04, 0.20712204689620695, 0.056341358005430275, 0.19949055168093427, 0.07487384052663891, 0.05399410308004879, 0.20676292067198737
s25,75,02,r05, 0.20019615535094448, 0.05236231799455353, 0.19717779668326268, 0.056011194239569365, 0.04921439523190692, 0.19910751602038082
s25,75,03,r01, 0.19331915914549777, 0.07158903367199496, 0.18076438192096694, 0.10305296586584663, 0.08218101298612317, 0.18800323280122408
s25,75,03,r02, 0.19054588949122422, 0.10707134991285279, 0.18624650495596198, 0.11848214173604367, 0.10707909717864367, 0.1870581882455346
s25,75,03,r03, 0.2008116273544466, 0.06788946508930453, 0.18988582139909996, 0.09807265189032585, 0.07176990239267313, 0.19739887708281922
s25,75,03,r04, 0.20654575078551085, 0.07823489094473621, 0.20275019709352574, 0.08937892756233282, 0.0840933982003222, 0.20204251236427637
s25,75,03,r05, 0.1953052331542552, 0.08104411206775951, 0.18972097909425695, 0.09192891488103402, 0.07674482316099841, 0.19490102948206037
s25,75,04,r01, 0.20105735975607616, 0.06793277139290393, 0.19692730003341577, 0.07760680313658525, 0.07219535380566437, 0.19726530698310754
s25,75,04,r02, 0.20198343313016165, 0.0531494641354423, 0.1940525180053017, 0.07139488679819475, 0.05514563815865548, 0.19849944001582712
s25,75,04,r03, 0.1987678821380158, 0.058256631405732874, 0.19323837262957191, 0.07494788453245496, 0.055435231099323516, 0.19738807185885532
s25,75,04,r04, 0.1988418352732324, 0.05873448685779913, 0.19736157454935965, 0.06422076426081386, 0.05336126799144723, 0.19781638788891828
s25,75,04,r05, 0.19549358571125008, 0.06927605125578236, 0.1969426451108433, 0.06561670282870859, 0.06414094061943229, 0.19475327318501084
s25,75,05,r01, 0.19441940794919485, 0.06444144766818713, 0.18730386064332138, 0.084921605730659, 0.07592647835544712, 0.18724946861100558
s25,75,05,r02, 0.20086319720932214, 0.06422079046785996, 0.19140535461556124, 0.08351610248959859, 0.06527496591237472, 0.19787138931051598
s25,75,05,r03, 0.20392550023246087, 0.05996449228881661, 0.1979883354840143, 0.07821476287014448, 0.053822604745862694, 0.20277681956958812
s25,75,05,r04, 0.19792905014091014, 0.06824419935194083, 0.19047810171736462, 0.08628407639766356, 0.06345411129907585, 0.1953517912337128
s25,75,05,r05, 0.2013203518957842, 0.06265828259740508, 0.19659122507652618, 0.07573548310120712, 0.06449898049500324, 0.19828487974797276
s25,75,06,r01, 0.18846927228637264, 0.07159818616401702, 0.18583974708413575, 0.08469463486988348, 0.06399986696792413, 0.188185523998985
s25,75,06,r02, 0.20458470849652766, 0.06776693006762698, 0.19835937050437652, 0.0850582237493767, 0.0658176246034272, 0.20174436090357767
s25,75,06,r03, 0.20301317448690948, 0.07474782827341866, 0.20071901782175317, 0.09015200314577376, 0.07583088240589596, 0.20077750659805804
s25,75,06,r04, 0.199759178643119, 0.08160551421663723, 0.1940766593260329, 0.0923880130516816, 0.07963603756198215, 0.1977422540668727
s25,75,06,r05, 0.20189471568903394, 0.0685717130731707, 0.19822312285016708, 0.08048598700261994, 0.07038965727214473, 0.19908066857860227
s25,75,07,r01, 0.20302749408270607, 0.05341422697594199, 0.19301916219215903, 0.06930835159395518, 0.05092865506777791, 0.20114980188033152
s25,75,07,r02, 0.21424297425984323, 0.045951185483289886, 0.20106390624866782, 0.07650042851676972, 0.0462571146386117, 0.21306658346798926
s25,75,07,r03, 0.207899062287549, 0.03560498094891304, 0.2023951984504335, 0.05143302792241987, 0.03628853159936203, 0.20604375072601375
s25,75,07,r04, 0.2079390726414524, 0.04864277421224943, 0.20500240279077828, 0.053272168825610866, 0.04929408987875829, 0.20622082761679275
s25,75,07,r05, 0.2023812406375467, 0.04489011272446883, 0.19207512351926115, 0.07036414017793992, 0.04666654500912225, 0.2007129475614138
s25,75,08,r01, 0.20251204973424664, 0.05273906589789476, 0.19664954711435467, 0.06831268163923651, 0.06658826143364559, 0.1955762147576202
s25,75,08,r02, 0.196572035335471, 0.06523747452850549, 0.18835678655796056, 0.08279252603781787, 0.07575856579422593, 0.19042148517738522
s25,75,08,r03, 0.1976088020924589, 0.061981174493597656, 0.1924199915729501, 0.06784280371232089, 0.06494560523447573, 0.19451792546860514
s25,75,08,r04, 0.20362673362502087, 0.044508608031099156, 0.20524287984225972, 0.03972949030699092, 0.04870194476186166, 0.2005074661004823
s25,75,08,r05, 0.19431267346275594, 0.05362363048582695, 0.18665375786697413, 0.07491191319629648, 0.062230096855467334, 0.18955234576267896
s25,75,09,r01, 0.19796560535364055, 0.043520143220003644, 0.19580741986258424, 0.04772152416935085, 0.04405345869019149, 0.1966860436891991
s25,75,09,r02, 0.20557493760938933, 0.04144116936289035, 0.1979915135122567, 0.06366253496489781, 0.04385599956424948, 0.20379874490388508
s25,75,09,r03, 0.19925183909703537, 0.04626263511193388, 0.1946342735426696, 0.05902659950123991, 0.04984900623463144, 0.1974012635328483
s25,75,09,r04, 0.20955836963238678, 0.03578259043859245, 0.2095654134265514, 0.039722472265239915, 0.038204732465747154, 0.20815821965885817
s25,75,09,r05, 0.20682054236709488, 0.0388358035836361, 0.1996068672120864, 0.05758614912217048, 0.04636938536948035, 0.20349522234727577
s25,75,10,r01, 0.20071058249715928, 0.06200696385869739, 0.19449527333577332, 0.07429028559096662, 0.05966380116554855, 0.1989065120504222
s25,75,10,r02, 0.20607224883431446, 0.05135018007566627, 0.20122413113338838, 0.06099573098149985, 0.04760209980414702, 0.20543947365890994
s25,75,10,r03, 0.20756039471651339, 0.04488594921755145, 0.20794015214273887, 0.04236546594173456, 0.046473827438353356, 0.20330874669274893
s25,75,10,r04, 0.20276832414627752, 0.045400338234236275, 0.20065853209349244, 0.05551227671596789, 0.04940556584145849, 0.19914572953798604
s25,75,10,r05, 0.20862063359131558, 0.04354394215573381, 0.2092181033539194, 0.04224262827272468, 0.04413428824179352, 0.2065863490865124
s50,50,01,r01, 0.1477767105085561, 0.13994083373638302, 0.14680347409890157, 0.13788692388518556, 0.14381073394966548, 0.1409219859830571
s50,50,01,r02, 0.1431707694605308, 0.151636102010031, 0.13448501926891188, 0.16947484703904644, 0.15524984670466846, 0.13504607644293132
s50,50,01,r03, 0.14410123125451585, 0.1458534384688682, 0.13487744585516942, 0.16595993951567112, 0.13421494309963, 0.1431427832424289
s50,50,01,r04, 0.14408207753024796, 0.1540296183007035, 0.13946307499825342, 0.167551606402597, 0.15013897007321714, 0.1406604123217266
s50,50,01,r05, 0.1499941114012918, 0.12963778733347653, 0.14647471730529094, 0.1344434227256278, 0.1372331851907135, 0.14207236228992018
s50,50,02,r01, 0.13990401069730457, 0.15233832847861617, 0.12895063379783656, 0.17683529476267879, 0.1525394147462288, 0.1358295341875422
s50,50,02,r02, 0.1469823269002199, 0.13942507524367853, 0.14383661831511932, 0.13603899617024978, 0.14943353790228414, 0.13985173446507027
s50,50,02,r03, 0.1449818436628895, 0.15208054231274704, 0.13922089307052438, 0.16340130315317766, 0.15376815474982092, 0.13919534641148648
s50,50,02,r04, 0.15027919464414627, 0.1313904784754111, 0.14109025933391253, 0.1537877286743076, 0.14998223096066013, 0.13968860090924784
s50,50,02,r05, 0.14348088361552802, 0.13552982071592473, 0.13617493013420415, 0.14942241226029404, 0.1384687672397486, 0.13694514855694317
s50,50,03,r01, 0.1596249062032826, 0.12247334694399481, 0.14450705447923853, 0.15545266870718796, 0.13334043559190156, 0.14927776780005964
s50,50,03,r02, 0.15633398428254014, 0.1254256188090861, 0.15217497345450753, 0.13040498131533532, 0.12549307928758857, 0.15158916136633083
s50,50,03,r03, 0.15538358488520412, 0.1036451644410465, 0.1541424645894089, 0.11206715872387218, 0.10939721692662141, 0.14930257270902866
s50,50,03,r04, 0.14793230927551557, 0.11905648190030223, 0.14202041760188747, 0.12746967275083287, 0.11946890521727464, 0.14386091917519034
s50,50,03,r05, 0.14608923636907561, 0.1126675850802786, 0.1420756834314381, 0.12304596816043106, 0.11055046848600952, 0.142262091077699
s50,50,04,r01, 0.14248765574165145, 0.14321384841891854, 0.13411764521135824, 0.16646535967211584, 0.14654174440596537, 0.13573501076355518
s50,50,04,r02, 0.13740478336693357, 0.1578649059105856, 0.13271433717689002, 0.16705782497838592, 0.15351584485577105, 0.1346050179907616
s50,50,04,r03, 0.1360769326645921, 0.15899261806503284, 0.13383101032306283, 0.16071154462013162, 0.14077223930372737, 0.1336844245723201
s50,50,04,r04, 0.1352372360988534, 0.16327321906417028, 0.13219698907779986, 0.16885976652461432, 0.14641117088308014, 0.1341342202792802
s50,50,04,r05, 0.13309907227785295, 0.17293164290991464, 0.1253208192173807, 0.18412120500950102, 0.15494889163072692, 0.13189531558112896
s50,50,05,r01, 0.14135395869422676, 0.15521567940975559, 0.12613342576163353, 0.1958869684309909, 0.13936505846876482, 0.13935942660142306
s50,50,05,r02, 0.1523462809363655, 0.15487770112221086, 0.13054096240989324, 0.2069979978551039, 0.1690043105452074, 0.14064073093961924
s50,50,05,r03, 0.14642910742381937, 0.14919701926970888, 0.12797402486796855, 0.2058967537596072, 0.15872495312076926, 0.1386845926897484
s50,50,05,r04, 0.1381896598123002, 0.17211234377042145, 0.1308028773770747, 0.19255909771156968, 0.1408591253030214, 0.1397145893717444
s50,50,05,r05, 0.14478533068555102, 0.15880560835645022, 0.13615863285299837, 0.18165343303053252, 0.14346864631200992, 0.14090555869281954
s50,50,06,r01, 0.14332364971824554, 0.13427984825347825, 0.1345850895999027, 0.16110747684691948, 0.14183847979258216, 0.13274655101472224
s50,50,06,r02, 0.13986370656742225, 0.15185066215351867, 0.13406649928434178, 0.16800572103131453, 0.14981295208363243, 0.1336230349096378
s50,50,06,r03, 0.14314201553948253, 0.14549109605704716, 0.12774969951938095, 0.19241368657433902, 0.14462801784249052, 0.13416218519863343
s50,50,06,r04, 0.14450810155083468, 0.15590239417658458, 0.14356232334851582, 0.1632200785296535, 0.15496763709303144, 0.13725632416290692
s50,50,06,r05, 0.15035004315039, 0.1353525523843773, 0.14389413219691954, 0.15725047264639158, 0.13651935159234024, 0.14232774595412573
s50,50,07,r01, 0.1448333741640975, 0.15362666674490968, 0.14383923242047933, 0.15380283483666105, 0.14402048144313037, 0.1410393843588661
s50,50,07,r02, 0.1436887264209358, 0.15603668890779687, 0.13605556135248684, 0.1698647579012907, 0.1423986003825894, 0.14161813018642244
s50,50,07,r03, 0.14121891838302997, 0.1497194111845653, 0.13846178889635954, 0.14421355573882488, 0.1368532855865533, 0.13957461463034518
s50,50,07,r04, 0.13566801617127575, 0.17199834810236264, 0.13727587597708918, 0.15780456329270479, 0.15197877294732168, 0.1333872610099008
s50,50,07,r05, 0.1469678106702426, 0.1450143512202973, 0.14201755542529804, 0.15498543209379076, 0.12688392064111828, 0.14456384897245425
s50,50,08,r01, 0.14953257624222357, 0.13314496026270134, 0.14669055789418145, 0.1421439170591734, 0.13508842046778696, 0.1451667999799933
s50,50,08,r02, 0.14951119379287445, 0.1223731574858472, 0.14202776030207082, 0.14886114611360202, 0.12922100544417883, 0.14083662139462455
s50,50,08,r03, 0.14033964561946635, 0.14161749980592214, 0.14068134253038733, 0.14301364394264118, 0.13484506061570262, 0.13725124861244603
s50,50,08,r04, 0.14775535389159325, 0.13633859725525171, 0.13329000298977312, 0.17136658806738822, 0.13909005736080665, 0.14182467185839806
s50,50,08,r05, 0.1530598436410328, 0.14968055425732277, 0.1437914615924274, 0.16937532895327362, 0.1408843363266741, 0.14789101218624426
s50,50,09,r01, 0.1435808649363135, 0.14981076274206312, 0.1336043877394939, 0.17727698915203854, 0.14507242773367088, 0.13734486078010644
s50,50,09,r02, 0.14682614268592567, 0.1369528098867284, 0.14630924944800888, 0.13555118207022598, 0.13214228415596765, 0.14351695370175613
s50,50,09,r03, 0.1489336573471928, 0.17438038386449448, 0.14213522401938383, 0.17987825791357512, 0.1765217445319222, 0.14113964689195954
s50,50,09,r04, 0.1410566737971994, 0.18430658811463024, 0.13510400108123496, 0.19484863149914378, 0.1910694999276645, 0.1303313895497634
s50,50,09,r05, 0.14317600481382894, 0.1632316929046745, 0.13824557781707056, 0.17032673790686886, 0.16375076592522528, 0.1362881275021045
s50,50,10,r01, 0.14870892209666003, 0.13054552720604767, 0.13854664064731667, 0.14653040924203695, 0.14236172081723536, 0.13699436938215764
s50,50,10,r02, 0.1538462455110188, 0.11867645399433478, 0.1408033052564362, 0.1487824935338295, 0.13275947990206458, 0.142552268729674
s50,50,10,r03, 0.1605589643285649, 0.1099109263656451, 0.15355042742555516, 0.12048221371702632, 0.1238998083300862, 0.14863350049006135
s50,50,10,r04, 0.15391200285224707, 0.11435649653487565, 0.14424150310644657, 0.1351674051127619, 0.12154197200252452, 0.1456293133186154
s50,50,10,r05, 0.1422822121718913, 0.12770609528393473, 0.12891340995772688, 0.1540934913478187, 0.1400448087344392, 0.1322608891130825
s75,25,01,r01, 0.08325380333804627, 0.2666621737208811, 0.08384448239374723, 0.2569141759913885, 0.25072630695179793, 0.07085742746682153
s75,25,01,r02, 0.0888802287886226, 0.26420827269232466, 0.08235848164070039, 0.2653519986897592, 0.22182103896037983, 0.08481387767378486
s75,25,01,r03, 0.08330934874621915, 0.25127866493286094, 0.08311877167358478, 0.2351998821600761, 0.22529332609854508, 0.07720415666405771
s75,25,01,r04, 0.07616604505430832, 0.26278269700145584, 0.08308320449509835, 0.244568251083605, 0.22705384101958384, 0.07203882983411172
s75,25,01,r05, 0.08516228129449038, 0.24592248966995336, 0.0856000687341261, 0.2365321914324347, 0.2227557564020876, 0.08215823824278971
s75,25,02,r01, 0.0701630314765377, 0.2547980290167475, 0.0641602971596003, 0.2801600594749851, 0.25167133858779517, 0.06304134243983664
