interval_start,SomiteSclero,Endoderm,Prog-lial-derm,Somite,Somite-1,NeuralTube1,NMPs,SomiteDermo,PCGLC,pPSM,Prog,Somite0,NeuralTube2,aPSM
0.069,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.07,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.07100000000000001,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.07200000000000001,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.073,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.074,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.075,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.076,0,0,3,0,0,0,12,0,0,1,1,1,0,0
0.077,0,0,3,0,0,0,15,0,0,1,1,1,0,0
0.078,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.079,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.08,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.081,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.082,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.083,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.084,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.085,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.08600000000000001,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.08700000000000001,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.088,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.089,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.09,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.091,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.092,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.093,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.094,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.095,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.096,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.097,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.098,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.099,0,0,3,0,0,0,14,0,0,1,1,1,0,0
0.1,0,0,4,0,0,0,16,1,0,1,1,1,0,0
0.101,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.10200000000000001,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.10300000000000001,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.10400000000000001,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.105,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.106,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.107,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.108,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.109,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.11,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.111,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.112,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.113,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.114,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.115,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.116,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.117,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.11800000000000001,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.11900000000000001,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.12,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.121,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.122,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.123,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.124,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.125,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.126,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.127,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.128,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.129,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.13,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.131,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.132,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.133,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.134,0,0,3,0,0,0,16,1,0,1,1,1,0,0
0.135,0,0,3,0,0,0,20,1,0,1,2,1,0,0
0.136,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.137,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.138,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.139,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.14,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.14100000000000001,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.14200000000000002,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.14300000000000002,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.14400000000000002,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.145,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.146,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.147,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.148,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.149,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.15,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.151,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.152,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.153,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.154,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.155,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.156,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.157,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.158,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.159,0,0,3,0,0,0,20,1,0,1,1,1,0,0
0.16,0,0,3,0,0,0,22,1,0,1,1,1,0,0
0.161,0,0,3,0,0,0,21,1,0,1,1,1,0,0
0.162,0,0,3,0,0,0,21,1,0,1,1,1,0,0
0.163,0,0,3,0,0,0,21,1,0,1,1,1,0,0
0.164,0,0,4,2,0,0,21,1,0,2,1,1,0,0
0.165,0,0,3,2,0,0,21,1,0,2,1,1,0,0
0.166,0,0,3,2,0,0,21,1,0,2,1,1,0,0
0.167,0,0,3,2,0,0,21,1,0,2,1,1,0,0
0.168,0,0,3,2,0,0,21,1,0,2,1,1,0,0
0.169,0,0,3,2,0,0,21,1,0,2,1,1,0,0
0.17,0,0,3,2,0,0,21,2,0,2,2,1,0,0
0.171,0,0,3,2,0,0,21,2,0,2,1,1,0,0
0.17200000000000001,0,0,3,2,0,0,21,2,0,2,1,1,0,0
0.17300000000000001,0,0,3,3,0,0,22,2,0,2,1,1,0,0
0.17400000000000002,0,0,3,3,0,0,21,2,0,2,1,1,0,0
0.17500000000000002,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.176,0,0,3,3,0,0,22,2,0,2,1,1,0,0
0.177,0,0,3,3,0,0,22,2,0,2,1,1,0,0
0.178,0,0,3,3,0,0,22,2,0,2,1,1,0,0
0.179,0,0,4,3,0,0,23,2,0,2,1,1,0,0
0.18,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.181,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.182,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.183,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.184,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.185,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.186,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.187,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.188,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.189,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.19,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.191,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.192,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.193,0,0,3,3,0,0,23,2,0,2,1,1,0,0
0.194,0,0,3,3,0,0,23,2,1,2,1,1,0,1
0.195,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.196,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.197,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.198,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.199,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.2,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.201,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.202,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.203,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.20400000000000001,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.20500000000000002,0,0,3,3,0,0,23,2,1,2,0,1,0,1
0.20600000000000002,0,0,4,3,0,0,26,2,1,2,0,1,0,1
0.20700000000000002,0,0,3,3,0,0,26,2,1,2,0,1,0,1
0.20800000000000002,0,0,3,3,0,0,26,2,1,2,0,1,0,1
0.209,0,0,3,3,0,0,28,2,1,2,0,1,0,1
0.21,0,0,3,3,0,0,27,2,1,2,0,1,0,1
0.211,0,0,3,3,0,0,27,2,1,2,0,1,0,1
0.212,0,0,3,3,0,0,27,2,1,2,0,1,0,1
0.213,0,0,3,3,0,0,30,2,1,2,0,2,0,1
0.214,0,0,3,3,0,0,29,2,1,2,0,2,0,1
0.215,0,0,3,5,0,0,30,3,1,2,0,2,0,1
0.216,0,0,3,5,0,0,30,3,1,2,0,2,0,2
0.217,0,0,3,5,0,0,29,3,1,2,0,2,0,2
0.218,0,0,3,5,0,0,29,3,1,2,0,2,0,2
0.219,0,0,3,5,0,0,32,3,1,3,0,2,0,2
0.22,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.221,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.222,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.223,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.224,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.225,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.226,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.227,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.228,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.229,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.23,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.231,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.232,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.233,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.234,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.23500000000000001,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.23600000000000002,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.23700000000000002,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.23800000000000002,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.23900000000000002,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.24,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.241,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.242,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.243,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.244,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.245,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.246,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.247,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.248,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.249,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.25,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.251,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.252,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.253,0,0,3,5,0,0,31,3,1,3,0,2,0,2
0.254,0,0,3,5,0,1,32,3,1,3,0,2,0,3
0.255,0,0,3,5,0,1,33,3,1,3,0,2,0,3
0.256,0,0,3,5,0,1,32,3,1,3,0,2,0,3
0.257,0,0,3,5,0,1,32,3,1,3,0,2,0,3
0.258,0,0,3,5,0,1,36,3,1,3,0,2,0,3
0.259,0,0,3,5,0,1,34,3,1,3,0,2,0,3
0.26,0,0,3,5,0,1,34,3,1,3,0,2,0,3
0.261,0,0,3,5,0,1,34,3,1,3,0,2,0,3
0.262,0,0,3,5,0,1,34,3,1,3,0,2,0,3
0.263,0,0,3,5,0,1,34,3,1,3,0,2,0,3
0.264,0,0,3,5,0,1,36,3,1,3,0,2,0,3
0.265,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.266,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.267,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.268,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.269,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.27,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.271,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.272,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.273,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.274,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.275,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.276,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.277,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.278,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.279,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.28,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.281,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.28200000000000003,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.28300000000000003,0,0,3,5,0,1,35,3,1,3,0,2,0,3
0.28400000000000003,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.28500000000000003,0,0,3,5,0,1,36,3,1,4,0,2,0,3
0.28600000000000003,0,0,3,5,0,1,36,3,1,4,0,2,0,3
0.28700000000000003,0,0,3,5,0,1,36,3,1,4,0,2,0,3
0.28800000000000003,0,0,3,5,0,1,36,3,1,4,0,2,0,3
0.289,0,0,3,5,0,1,36,3,1,4,0,2,0,3
0.29,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.291,0,0,3,5,0,1,37,3,1,4,0,2,0,3
0.292,0,0,3,5,0,1,37,3,1,4,0,2,0,3
0.293,0,0,3,5,0,1,39,3,1,4,0,2,0,3
0.294,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.295,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.296,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.297,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.298,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.299,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.3,0,0,3,5,0,1,38,3,1,4,0,2,0,3
0.301,0,0,3,6,0,1,39,3,1,4,0,2,0,4
0.302,0,0,3,6,0,1,38,3,1,4,0,2,0,4
0.303,0,0,3,6,0,1,38,3,1,4,0,2,0,4
0.304,0,0,3,6,0,1,38,3,1,4,0,2,0,4
0.305,0,0,3,6,0,1,38,3,1,4,0,2,0,4
0.306,0,0,3,6,0,1,38,3,1,4,0,2,0,4
0.307,0,0,3,6,0,1,38,3,1,4,0,2,0,4
0.308,0,0,3,6,0,1,40,3,1,4,0,2,0,4
0.309,0,0,3,6,0,1,39,3,1,4,0,2,0,4
0.31,0,0,3,6,0,2,40,3,1,4,0,2,0,4
0.311,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.312,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.313,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.314,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.315,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.316,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.317,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.318,0,0,3,6,0,2,39,3,1,4,0,2,0,4
0.319,0,0,3,6,0,2,42,3,1,5,0,2,0,4
0.32,0,0,3,6,0,2,40,3,1,5,0,2,0,4
0.321,0,0,3,6,0,2,40,3,1,5,0,2,0,4
0.322,0,0,3,6,0,2,40,3,1,5,0,2,0,4
0.323,0,0,3,6,0,2,40,3,1,5,0,2,0,4
0.324,0,0,3,7,0,2,40,3,1,6,0,2,0,4
0.325,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.326,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.327,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.328,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.329,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.33,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.331,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.332,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.333,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.334,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.335,0,0,3,7,0,2,40,3,1,5,0,2,0,4
0.336,0,0,3,8,0,2,41,3,1,5,0,2,0,4
0.337,0,0,3,8,0,2,40,3,1,5,0,2,0,4
0.338,0,0,3,8,0,2,40,3,1,5,0,2,0,4
0.339,0,0,3,8,0,3,41,3,1,5,0,2,0,4
0.34,0,0,3,8,0,3,40,3,1,5,0,2,0,4
0.341,0,0,3,8,0,3,40,3,1,5,0,2,0,4
0.342,0,0,3,8,0,3,40,3,1,5,0,2,0,4
0.343,0,0,3,8,0,3,40,3,1,5,0,2,0,4
0.34400000000000003,0,0,3,8,0,3,40,3,1,5,0,2,0,4
0.34500000000000003,1,0,4,8,0,3,42,3,1,5,0,2,0,4
0.34600000000000003,1,0,3,8,0,3,43,3,1,5,0,2,0,4
0.34700000000000003,1,0,3,8,0,4,44,3,1,6,0,2,0,4
0.34800000000000003,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.34900000000000003,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.35000000000000003,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.35100000000000003,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.352,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.353,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.354,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.355,1,0,3,8,0,4,43,3,1,6,0,2,0,4
0.356,1,0,3,8,0,4,45,3,1,6,0,2,0,4
0.357,1,0,3,8,0,4,44,3,1,6,0,2,0,4
0.358,1,0,3,8,0,4,44,3,1,6,0,2,0,4
0.359,1,0,3,8,0,4,44,3,1,6,0,2,0,4
0.36,1,0,3,8,0,4,44,3,1,6,0,2,0,4
0.361,2,0,3,8,0,4,47,3,1,6,0,2,0,4
0.362,2,0,4,8,0,4,46,3,1,6,0,2,0,5
0.363,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.364,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.365,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.366,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.367,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.368,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.369,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.37,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.371,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.372,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.373,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.374,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.375,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.376,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.377,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.378,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.379,2,0,3,8,0,4,46,3,1,6,0,2,0,5
0.38,2,0,4,8,0,4,48,4,1,6,0,2,0,5
0.381,2,0,3,8,0,4,48,4,1,6,0,2,0,5
0.382,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.383,2,0,3,8,0,4,48,4,1,6,0,2,0,6
0.384,2,0,3,8,0,4,48,4,1,6,0,2,0,6
0.385,2,0,3,8,0,4,48,4,1,6,0,2,0,6
0.386,2,0,3,8,0,4,48,4,1,6,0,2,0,6
0.387,2,0,3,8,0,4,48,4,1,6,0,2,0,6
0.388,2,0,3,8,0,4,50,4,1,6,0,2,0,6
0.389,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.39,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.391,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.392,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.393,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.394,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.395,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.396,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.397,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.398,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.399,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.4,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.401,2,0,3,8,0,4,49,4,1,6,0,2,0,6
0.402,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.403,2,0,3,8,0,4,52,4,1,6,0,2,0,6
0.404,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.405,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.406,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.40700000000000003,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.40800000000000003,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.40900000000000003,2,0,3,8,0,4,51,4,1,6,0,2,0,6
0.41000000000000003,2,0,3,8,0,5,52,4,1,7,0,2,0,7
0.41100000000000003,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.41200000000000003,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.41300000000000003,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.41400000000000003,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.41500000000000004,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.41600000000000004,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.417,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.418,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.419,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.42,2,0,3,8,0,5,51,4,1,7,0,2,0,6
0.421,2,0,3,8,0,5,51,4,1,7,0,2,0,6
