interval_start,PCGLC,Endothelial,Endoderm,NeuralTube2,NeuralTube1,SomiteDermo,SomiteSclero,Somite,Somite0,Somite-1,pPSM,aPSM,NMPs,Prog-derm-NMPs,Prog-lial-derm,Prog-PGCLC-lial,Prog
0.107,0,0,0,0,0,0,0,0,2,0,2,0,30,0,6,0,2
0.108,0,0,0,0,0,0,0,0,2,0,2,0,30,0,6,0,2
0.109,0,0,0,0,0,0,0,0,2,0,2,0,30,0,6,0,2
0.11,0,0,0,0,0,2,0,0,2,0,2,0,34,0,8,0,2
0.111,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.112,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.113,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.114,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.115,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.116,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.117,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.11800000000000001,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.11900000000000001,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.12,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.121,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.122,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.123,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.124,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.125,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.126,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.127,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.128,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.129,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.13,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.131,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.132,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.133,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.134,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.135,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.136,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.137,0,0,0,0,0,2,0,0,2,0,2,0,32,0,6,0,2
0.138,0,0,0,0,0,2,0,0,2,0,2,0,34,0,6,0,4
0.139,0,0,0,0,0,2,0,0,2,0,2,0,34,0,6,0,2
0.14,0,0,0,0,0,2,0,0,2,0,2,0,34,0,6,0,2
0.14100000000000001,0,0,0,0,0,2,0,0,2,0,2,0,34,0,6,0,2
0.14200000000000002,0,0,0,0,0,2,0,0,2,0,2,0,34,0,6,0,2
0.14300000000000002,0,0,0,0,0,2,0,0,2,0,2,0,34,0,6,0,2
0.14400000000000002,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,4
0.145,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,2
0.146,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,2
0.147,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,2
0.148,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,2
0.149,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,2
0.15,0,0,0,0,0,2,0,0,2,0,2,0,36,0,6,0,2
0.151,0,0,0,0,0,2,0,0,2,0,2,0,38,0,6,0,4
0.152,0,0,0,0,0,2,0,0,2,0,2,0,38,0,6,0,2
0.153,0,0,0,0,0,2,0,0,2,0,2,0,38,0,6,0,2
0.154,0,0,0,0,0,2,0,0,2,0,2,0,38,0,6,0,2
0.155,0,0,0,0,0,2,0,0,2,0,2,0,38,0,6,0,2
0.156,0,0,0,0,0,2,0,0,2,0,2,0,38,0,6,0,2
0.157,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,4
0.158,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.159,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.16,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.161,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.162,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.163,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.164,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.165,0,0,0,0,0,2,0,0,2,0,2,0,40,0,6,0,2
0.166,0,0,0,0,0,2,0,0,2,0,2,0,44,0,6,0,2
0.167,0,0,0,0,0,2,0,2,2,0,2,0,42,0,8,0,2
0.168,0,0,0,0,0,2,0,2,2,0,2,0,42,0,6,0,2
0.169,0,0,0,0,0,2,0,2,2,0,2,0,42,0,6,0,2
0.17,0,0,0,0,0,2,0,2,2,0,2,0,42,0,6,0,2
0.171,0,0,0,0,0,2,0,2,2,0,2,0,42,0,6,0,2
0.17200000000000001,0,0,0,0,0,2,0,2,2,0,2,0,42,0,6,0,2
0.17300000000000001,0,0,0,0,0,2,0,2,2,0,2,0,42,0,6,0,2
0.17400000000000002,0,0,0,0,0,2,0,2,2,0,4,0,42,0,8,0,2
0.17500000000000002,0,0,0,0,0,2,0,2,2,0,4,0,42,0,6,0,2
0.176,0,0,0,0,0,2,0,2,2,0,4,0,42,0,6,0,2
0.177,0,0,0,0,0,2,0,2,2,0,4,0,42,0,6,0,2
0.178,0,0,0,0,0,2,0,2,2,0,4,0,42,0,6,0,2
0.179,0,0,0,0,0,2,0,2,2,0,4,0,46,0,6,0,2
0.18,0,0,0,0,0,2,0,4,2,0,4,0,44,0,8,0,2
0.181,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.182,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.183,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.184,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.185,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.186,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.187,0,0,0,0,0,2,0,4,2,0,4,0,44,0,6,0,2
0.188,0,0,0,0,0,2,0,6,2,0,4,0,48,0,8,0,2
0.189,0,0,0,0,0,2,0,6,2,0,4,0,46,0,6,0,2
0.19,0,0,0,0,0,2,0,6,2,0,4,0,46,0,6,0,2
0.191,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,4
0.192,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.193,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.194,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.195,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.196,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.197,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.198,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.199,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.2,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.201,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.202,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.203,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.20400000000000001,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.20500000000000002,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.20600000000000002,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.20700000000000002,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.20800000000000002,0,0,0,0,0,4,0,6,2,0,4,0,46,0,6,0,2
0.209,0,0,0,0,0,4,0,6,2,0,4,0,48,0,8,0,2
0.21,0,0,0,0,0,4,0,6,2,0,4,0,48,0,6,0,2
0.211,0,0,0,0,0,4,0,6,2,0,4,0,48,0,6,0,2
0.212,0,0,0,0,0,4,0,6,2,0,4,0,48,0,6,0,2
0.213,0,0,0,0,0,4,0,6,2,0,4,0,48,0,6,0,2
0.214,2,0,0,0,0,4,0,6,2,0,4,2,48,0,6,0,2
0.215,2,0,0,0,0,4,0,6,2,0,4,2,54,0,8,0,0
0.216,2,0,0,0,0,4,0,8,2,0,6,2,60,0,6,0,0
0.217,2,0,0,0,0,4,0,8,2,0,6,2,54,0,6,0,0
0.218,2,0,0,0,0,4,0,8,2,0,6,2,54,0,6,0,0
0.219,2,0,0,0,0,4,0,8,2,0,6,2,54,0,6,0,0
0.22,2,0,0,0,0,4,0,8,2,0,6,2,54,0,6,0,0
0.221,2,0,0,0,0,4,0,8,2,0,6,4,56,0,6,0,0
0.222,2,0,0,0,0,4,0,8,2,0,6,4,60,0,8,0,0
0.223,2,0,0,0,0,4,0,10,2,0,6,4,64,0,6,0,0
0.224,2,0,0,0,0,4,0,10,2,0,6,4,60,0,6,0,0
0.225,2,0,0,0,0,4,0,10,2,0,6,4,60,0,6,0,0
0.226,2,0,0,0,0,4,0,10,2,0,6,4,60,0,6,0,0
0.227,2,0,0,0,0,4,0,10,2,0,6,4,60,0,6,0,0
0.228,2,0,0,0,0,4,0,10,2,0,6,4,60,0,6,0,0
0.229,2,0,0,0,0,6,0,12,4,0,6,4,66,0,6,0,0
0.23,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.231,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.232,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.233,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.234,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.23500000000000001,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.23600000000000002,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.23700000000000002,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.23800000000000002,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.23900000000000002,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.24,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.241,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.242,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.243,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.244,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.245,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.246,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.247,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.248,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.249,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.25,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.251,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.252,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.253,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.254,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.255,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.256,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.257,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.258,2,0,0,0,0,6,0,10,4,0,6,4,62,0,6,0,0
0.259,2,0,0,0,0,6,0,10,4,0,6,4,66,0,6,0,0
0.26,2,0,0,0,0,6,0,10,4,0,6,4,64,0,6,0,0
0.261,2,0,0,0,0,6,0,10,4,0,6,4,72,0,6,0,0
0.262,2,0,0,0,0,6,0,10,4,0,6,4,68,0,6,0,0
0.263,2,0,0,0,0,6,0,10,4,0,6,4,68,0,6,0,0
0.264,2,0,0,0,0,6,0,10,4,0,6,4,68,0,6,0,0
0.265,2,0,0,0,0,6,0,10,4,0,6,4,72,0,6,0,0
0.266,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.267,2,0,0,0,2,6,0,10,4,0,6,6,68,0,6,0,0
0.268,2,0,0,0,2,6,0,10,4,0,6,6,68,0,6,0,0
0.269,2,0,0,0,2,6,0,10,4,0,6,6,72,0,6,0,0
0.27,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.271,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.272,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.273,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.274,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.275,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.276,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.277,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.278,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.279,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.281,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28200000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28300000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28400000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28500000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28600000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28700000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.28800000000000003,2,0,0,0,2,6,0,10,4,0,6,6,70,0,6,0,0
0.289,2,0,0,0,2,6,0,10,4,0,8,6,72,0,6,0,0
0.29,2,0,0,0,2,6,0,10,4,0,8,6,74,0,6,0,0
0.291,2,0,0,0,2,6,0,10,4,0,8,6,72,0,6,0,0
0.292,2,0,0,0,2,6,0,10,4,0,8,6,72,0,6,0,0
0.293,2,0,0,0,2,6,0,10,4,0,8,6,72,0,6,0,0
0.294,2,0,0,0,2,6,0,10,4,0,8,6,72,0,6,0,0
0.295,2,0,0,0,2,6,0,10,4,0,8,6,76,0,6,0,0
0.296,2,0,0,0,2,6,0,10,4,0,8,6,74,0,6,0,0
0.297,2,0,0,0,2,6,0,10,4,0,8,6,74,0,6,0,0
0.298,2,0,0,0,2,6,0,10,4,0,8,6,78,0,6,0,0
0.299,2,0,0,0,2,6,0,10,4,0,8,6,76,0,6,0,0
0.3,2,0,0,0,2,6,0,10,4,0,8,8,78,0,6,0,0
0.301,2,0,0,0,2,6,0,10,4,0,8,8,76,0,6,0,0
0.302,2,0,0,0,2,6,0,10,4,0,8,8,76,0,6,0,0
0.303,2,0,0,0,2,6,0,10,4,0,8,8,76,0,6,0,0
0.304,2,0,0,0,2,6,0,10,4,0,8,8,76,0,6,0,0
0.305,2,0,0,0,2,6,0,10,4,0,8,8,76,0,6,0,0
0.306,2,0,0,0,2,6,0,12,4,0,8,8,78,0,6,0,0
0.307,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.308,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.309,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.31,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.311,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.312,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.313,2,0,0,0,2,6,0,12,4,0,8,8,76,0,6,0,0
0.314,2,0,0,0,2,6,0,12,4,0,8,8,80,0,6,0,0
0.315,2,0,0,0,4,6,0,12,4,0,8,8,80,0,6,0,0
0.316,2,0,0,0,4,6,0,12,4,0,8,8,78,0,6,0,0
0.317,2,0,0,0,4,6,0,12,4,0,8,8,78,0,6,0,0
0.318,2,0,0,0,4,6,0,12,4,0,8,8,78,0,6,0,0
0.319,2,0,0,0,4,6,0,12,4,0,8,8,78,0,6,0,0
0.32,2,0,0,0,4,6,0,12,4,0,8,8,78,0,6,0,0
0.321,2,0,0,0,4,6,0,12,4,0,8,8,78,0,6,0,0
0.322,2,0,0,0,4,6,0,12,4,0,8,8,82,0,6,0,0
0.323,2,0,0,0,4,6,0,12,4,0,8,8,80,0,6,0,0
0.324,2,0,0,0,4,6,0,12,4,0,10,8,82,0,6,0,0
0.325,2,0,0,0,4,6,0,12,4,0,10,8,80,0,6,0,0
0.326,2,0,0,0,4,6,0,12,4,0,10,8,80,0,6,0,0
0.327,2,0,0,0,4,6,0,12,4,0,10,8,80,0,6,0,0
0.328,2,0,0,0,4,6,0,12,4,0,10,8,80,0,6,0,0
0.329,2,0,0,0,4,6,0,12,4,0,10,8,80,0,6,0,0
0.33,2,0,0,0,4,6,0,12,4,0,10,8,80,0,6,0,0
0.331,2,0,0,0,4,6,0,14,4,0,12,8,80,0,6,0,0
0.332,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.333,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.334,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.335,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.336,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.337,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.338,2,0,0,0,4,6,0,14,4,0,10,8,80,0,6,0,0
0.339,2,0,0,0,4,6,0,16,4,0,10,8,82,0,6,0,0
0.34,2,0,0,0,4,6,0,16,4,0,10,8,80,0,6,0,0
0.341,2,0,0,0,4,6,0,16,4,0,10,8,80,0,6,0,0
0.342,2,0,0,0,4,6,0,16,4,0,10,8,80,0,6,0,0
0.343,2,0,0,0,4,6,0,16,4,0,10,8,80,0,6,0,0
0.34400000000000003,2,0,0,0,6,6,0,16,4,0,10,8,82,0,6,0,0
0.34500000000000003,2,0,0,0,6,6,0,16,4,0,10,8,80,0,6,0,0
0.34600000000000003,2,0,0,0,6,6,0,16,4,0,10,8,80,0,6,0,0
0.34700000000000003,2,0,0,0,6,6,0,16,4,0,10,8,80,0,6,0,0
0.34800000000000003,2,0,0,0,6,6,0,16,4,0,10,8,84,0,6,0,0
0.34900000000000003,2,0,0,0,6,6,2,16,4,0,10,8,82,0,8,0,0
0.35000000000000003,2,0,0,0,6,6,2,16,4,0,10,8,82,0,6,0,0
0.35100000000000003,2,0,0,0,6,6,2,16,4,0,10,8,86,0,6,0,0
0.352,2,0,0,0,6,6,2,16,4,0,10,8,88,0,6,0,0
0.353,2,0,0,0,6,6,2,16,4,0,10,8,86,0,6,0,0
0.354,2,0,0,0,6,6,2,16,4,0,10,8,90,0,6,0,0
