Sample,Startle_RF,CassG_RF,CassH_RF,Problin_RF,Startle_NLLH,CassG_NLLH,CassH_NLLH,Problin_NLLH,Startle_WPS,CassG_WPS,CassH_WPS,Problin_WPS,NumNodes
s3c3,0.571429,0.666667,0.636364,0.571429,41.897555361735556,43.255412766292004,43.25541256248454,41.89755650307453,13.862943611198906,18.71497387511852,14.556090791758852,13.862943611198906,10
s3c5,0.428571,0.428571,0.600000,0.714286,70.9202984358366,88.14184848471663,88.14184894496711,69.88510044969456,16.635532333438686,18.71497387511852,15.249237972318795,17.328679513998633,10
s4c1,0.400000,0.250000,0.250000,0.000000,25.448517037212383,24.303442410826065,24.303442311303073,24.308834277714116,10.39720770839918,10.39720770839918,10.39720770839918,10.39720770839918,8
s4c10,0.666667,0.818182,0.818182,0.777778,19.752753078111095,19.674718374350086,19.674718956831878,19.692908221213756,8.317766166719343,9.010913347279288,9.010913347279288,9.010913347279288,12
s4c3,0.454545,0.600000,0.625000,0.363636,46.29975957374968,55.85728129043768,55.857281628380974,45.50793330879945,12.476649250079015,14.556090791758852,13.862943611198906,12.476649250079015,14
s4c4,0.000000,0.000000,0.000000,0.000000,20.443759194312612,20.330488015671033,20.33048834520849,20.3304873863261,10.39720770839918,10.39720770839918,10.39720770839918,10.39720770839918,5
s4c5,0.166667,0.454545,0.454545,0.000000,47.86162996731659,47.3362906350698,47.336291767801356,44.53439361172438,14.556090791758852,15.942385152878742,15.942385152878742,14.556090791758852,9
s4c6,0.666667,0.625000,0.625000,0.583333,28.17242250498733,27.889102962412334,27.889102950134216,27.613086363268923,7.6246189861593985,7.6246189861593985,7.6246189861593985,7.6246189861593985,15
s4c7,,1.000000,1.000000,0.000000,,14.399939472864732,14.399939444791821,14.408445108090609,,6.931471805599453,6.931471805599453,6.931471805599453,4
s5c1,0.333333,0.636364,0.555556,0.666667,50.60104874545933,50.07819704814554,50.078196925438256,47.75439822229986,15.249237972318795,15.249237972318797,11.78350206951907,15.249237972318797,9
s5c10,0.565217,0.555556,0.575758,0.608696,83.77528129895074,102.85402744762996,102.85403096992118,81.6758020905826,19.408121055678464,24.260151319598084,20.101268236238415,19.408121055678464,26
s5c11,0.400000,0.250000,0.250000,0.000000,21.612874867919274,21.437957779383062,21.437957886321506,21.507395747930264,4.1588830833596715,4.1588830833596715,4.1588830833596715,4.1588830833596715,8
s5c12,0.583333,0.450000,0.588235,0.416667,96.2105664808123,124.9354711067393,124.93547056735285,95.59815931431697,22.180709777918246,26.33959286127792,24.260151319598087,22.873856958478193,27
s5c13,0.800000,0.777778,0.777778,0.800000,34.324779089355665,34.31852466635879,34.31852430164103,34.30878483624869,13.16979643063896,13.16979643063896,13.16979643063896,13.16979643063896,8
s5c2,0.888889,1.000000,1.000000,0.777778,18.090300663971423,18.044028046251896,18.044027705187105,18.076341524470013,7.6246189861593985,7.6246189861593985,7.6246189861593985,7.6246189861593985,12
s5c3,0.739130,0.794872,0.777778,0.565217,132.98409696878457,162.7579087692239,162.75790986745952,130.48775962928934,37.429947750237034,43.66827237527655,33.27106466687737,37.42994775023704,26
s5c4,0.166667,0.200000,0.200000,0.000000,32.76236129840995,32.68286690929548,32.682866749662665,32.527344583392264,7.6246189861593985,7.6246189861593985,7.6246189861593985,7.6246189861593985,9
s5c5,0.363636,0.545455,0.666667,0.272727,61.98915017571271,74.4500517976769,74.45005091116477,61.062652049971156,21.487562597358302,26.339592861277914,23.567004139038136,21.487562597358302,14
s5c6,,,,,20.21529373232425,20.215293271614826,20.215293793243106,20.215293564344336,9.010913347279288,9.010913347279288,9.010913347279288,9.010913347279288,3
s5c7,0.714286,0.714286,0.684211,0.714286,81.02785034113393,90.64998169630151,90.64998170464749,74.81537070177001,22.87385695847819,25.646445680717974,23.567004139038136,22.873856958478196,31
s5c9,,0.000000,0.000000,0.000000,,35.346749787538286,35.34674984807689,30.51082690732871,,12.476649250079015,12.476649250079015,10.39720770839918,6
s6c1,,0.714286,0.714286,0.600000,,26.6694702451018,26.669470323768405,26.177879507841784,,7.6246189861593985,7.6246189861593985,7.6246189861593985,8
s6c2,,,,,29.473403064141426,29.473403039715933,29.473402977175787,29.47340300528357,9.010913347279288,9.010913347279288,9.010913347279288,9.010913347279288,3
s6c3,0.789474,0.916667,0.913043,0.894737,36.82872036015229,37.055861739141825,37.055860445084576,35.9124309676606,13.862943611198906,15.249237972318797,13.16979643063896,13.862943611198906,22
s7c1,0.466667,0.481481,0.652174,0.400000,89.91885886431336,114.06796353454659,114.06796362176276,85.63770138755507,24.953298500158027,25.646445680717978,22.18070977791825,24.95329850015803,18
s7c2,0.833333,0.500000,0.500000,0.666667,22.202088972585184,21.929369823538273,21.929369886760803,21.5233360774647,9.704060527839234,9.704060527839234,9.704060527839234,9.704060527839234,9
s7c3,0.708333,0.764706,0.875000,0.666667,47.00849602897453,52.668474033988254,52.668488474822055,46.295369425503225,15.249237972318797,16.635532333438686,17.32867951399863,15.249237972318797,27
s7c5,0.700000,0.777778,0.625000,0.500000,69.44152325739205,72.31016600785051,72.31016605701038,68.6869890876303,15.249237972318797,16.635532333438686,12.476649250079015,15.249237972318797,13
s7c6,,0.000000,0.000000,0.000000,,37.67631222674339,37.676313111474606,37.67631271089885,,9.704060527839234,9.704060527839234,9.704060527839234,4
s8c1,0.333333,0.333333,0.333333,0.333333,35.24233734566456,39.164762592382125,39.16476249124104,35.13665063501673,7.6246189861593985,9.010913347279288,9.010913347279288,7.6246189861593985,12
s8c2,0.000000,0.000000,0.000000,0.000000,28.185752318669294,28.18574682317696,28.185746699163538,28.185746654183383,7.624618986159398,7.624618986159398,7.624618986159398,7.624618986159398,6
s8c3,0.416667,0.555556,0.625000,0.333333,41.871216341640725,43.86206675778547,43.86206682792854,40.56546694459397,12.476649250079015,13.16979643063896,12.476649250079015,13.16979643063896,15
s8c4,0.384615,0.578947,0.473684,0.230769,46.94268180182568,51.90165464003336,51.90165479937096,46.086447456729324,12.476649250079015,13.862943611198906,12.476649250079015,12.476649250079015,16
s8c5,0.600000,0.696970,0.642857,0.600000,81.01651074866555,90.02804024131959,90.02803322270913,78.64347777182175,22.87385695847819,22.873856958478193,17.32867951399863,23.56700413903814,23
s8c6,0.538462,0.590909,0.550000,0.538462,112.53631465764711,119.18773549043208,119.18773271885263,112.3483777120009,32.57791748631742,34.657359027997266,30.49847594463759,33.27106466687737,29
s9c1,0.357143,0.583333,0.636364,0.285714,52.97542301604228,58.50423593289594,58.50423211343509,52.950908943792165,15.249237972318797,16.635532333438686,16.635532333438686,15.249237972318797,17
s9c2,0.750000,0.909091,0.882353,0.750000,98.00805233647296,106.72979883707802,106.72979945221691,98.00805188737468,26.339592861277918,28.419034402957756,21.487562597358302,26.339592861277918,15
s9c3,0.739130,0.707317,0.750000,0.652174,111.64961688992797,134.4409873197721,134.44098232325334,110.24531108550005,29.112181583517696,31.191623125197534,20.10126823623841,31.19162312519753,26
s9c4,0.789474,0.705882,0.857143,0.736842,93.29100954181592,124.43156798928389,124.43156767099931,88.98374503194773,21.487562597358302,22.873856958478193,21.487562597358302,21.487562597358306,22
s9c5,0.846154,0.818182,0.809524,0.846154,83.44565389121188,101.61704209951215,101.61704222489288,82.51901259016623,20.10126823623841,23.56700413903814,18.021826694558577,20.10126823623841,16
s9c6,,,,,20.025465535319505,20.02546554655374,20.025465530395866,20.025465465664,6.931471805599453,6.931471805599453,6.931471805599453,6.931471805599453,3
