model_condition,method,memory_kb,cpu_percent,runtime_seconds
k30M100p03_medium_sub500_r02,laml_fastEM_cpu,543004,74.24,246
k30M100p03_medium_sub500_r03,laml_fastEM_cpu,539276,72.72,222
k30M100p03_medium_sub500_r04,laml_fastEM_cpu,546708,74.30,260
k30M100p03_medium_sub500_r05,laml_fastEM_cpu,544976,75.97,296
k30M100p04_medium_sub500_r01,laml_fastEM_cpu,551884,70.71,254
k30M100p04_medium_sub500_r02,laml_fastEM_cpu,534300,72.05,262
k30M100p04_medium_sub500_r03,laml_fastEM_cpu,536232,68.89,254
k30M100p04_medium_sub500_r04,laml_fastEM_cpu,526.50M,69.74,230
k30M100p04_medium_sub500_r05,laml_fastEM_cpu,548804,71.88,224
k30M100p05_medium_sub500_r01,laml_fastEM_cpu,531520,71.41,263
k30M100p05_medium_sub500_r02,laml_fastEM_cpu,549560,72.66,242
k30M100p05_medium_sub500_r03,laml_fastEM_cpu,541256,69.23,201
k30M100p05_medium_sub500_r04,laml_fastEM_cpu,548184,69.48,177
k30M100p05_medium_sub500_r05,laml_fastEM_cpu,546080,70.32,304
k30M100p06_medium_sub500_r01,laml_fastEM_cpu,538328,72.18,258
k30M100p06_medium_sub500_r02,laml_fastEM_cpu,549452,71.92,185
k30M100p06_medium_sub500_r03,laml_fastEM_cpu,546596,72.19,208
k30M100p06_medium_sub500_r04,laml_fastEM_cpu,547368,72.44,206
k30M100p06_medium_sub500_r05,laml_fastEM_cpu,557908,73.13,229
k30M100p07_medium_sub500_r01,laml_fastEM_cpu,538388,71.28,294
k30M100p07_medium_sub500_r02,laml_fastEM_cpu,553892,70.98,181
k30M100p07_medium_sub500_r03,laml_fastEM_cpu,542900,69.48,173
k30M100p07_medium_sub500_r04,laml_fastEM_cpu,534072,70.81,220
k30M100p07_medium_sub500_r05,laml_fastEM_cpu,537112,69.13,213
k30M100p08_medium_sub500_r01,laml_fastEM_cpu,532580,70.75,230
k30M100p08_medium_sub500_r02,laml_fastEM_cpu,533032,68.27,183
k30M100p08_medium_sub500_r03,laml_fastEM_cpu,544536,68.58,231
k30M100p08_medium_sub500_r04,laml_fastEM_cpu,538468,69.32,174
k30M100p08_medium_sub500_r05,laml_fastEM_cpu,538688,69.10,190
k30M100p09_medium_sub500_r01,laml_fastEM_cpu,540136,70.23,273
k30M100p09_medium_sub500_r02,laml_fastEM_cpu,539656,69.64,232
k30M100p09_medium_sub500_r03,laml_fastEM_cpu,546504,70.01,196
k30M100p09_medium_sub500_r04,laml_fastEM_cpu,537988,70.57,195
k30M100p09_medium_sub500_r05,laml_fastEM_cpu,535684,70.16,209
k30M100p10_medium_sub500_r01,laml_fastEM_cpu,533724,69.90,192
k30M100p10_medium_sub500_r02,laml_fastEM_cpu,546280,69.66,197
k30M100p10_medium_sub500_r03,laml_fastEM_cpu,551144,70.84,274
k30M100p10_medium_sub500_r04,laml_fastEM_cpu,538872,70.89,213
k30M100p10_medium_sub500_r05,laml_fastEM_cpu,551548,68.92,226
