model_condition,method,memory_kb,cpu_percent,runtime_seconds
k30M100p05_medium_sub250_r02,greedy,3680,0.00,0
k30M100p05_medium_sub250_r03,greedy,3724,0.00,0
k30M100p05_medium_sub250_r04,greedy,3684,0.00,0
k30M100p05_medium_sub250_r05,greedy,3572,0.00,0
k30M100p06_medium_sub250_r01,greedy,3676,0.00,0
k30M100p06_medium_sub250_r02,greedy,3696,0.00,0
k30M100p06_medium_sub250_r03,greedy,3800,0.00,0
k30M100p06_medium_sub250_r04,greedy,3700,0.00,0
k30M100p06_medium_sub250_r05,greedy,3696,0.00,0
k30M100p07_medium_sub250_r01,greedy,3688,0.00,0
k30M100p07_medium_sub250_r02,greedy,3576,0.00,0
k30M100p07_medium_sub250_r03,greedy,3680,0.00,0
k30M100p07_medium_sub250_r04,greedy,3680,0.00,0
k30M100p07_medium_sub250_r05,greedy,3580,0.00,0
k30M100p08_medium_sub250_r01,greedy,3888,0.00,0
k30M100p08_medium_sub250_r02,greedy,3676,0.00,0
k30M100p08_medium_sub250_r03,greedy,3552,0.00,0
k30M100p08_medium_sub250_r04,greedy,3684,0.00,0
k30M100p08_medium_sub250_r05,greedy,3744,0.00,0
k30M100p09_medium_sub250_r01,greedy,3744,0.00,0
k30M100p09_medium_sub250_r02,greedy,3896,0.00,0
k30M100p09_medium_sub250_r03,greedy,3680,0.00,0
k30M100p09_medium_sub250_r04,greedy,3684,0.00,0
k30M100p09_medium_sub250_r05,greedy,3680,0.00,0
k30M100p10_medium_sub250_r01,greedy,3568,0.00,0
k30M100p10_medium_sub250_r02,greedy,3676,0.00,0
k30M100p10_medium_sub250_r03,greedy,3680,0.00,0
k30M100p10_medium_sub250_r04,greedy,3684,0.00,0
k30M100p10_medium_sub250_r05,greedy,3700,0.00,0
k30M30p02_medium_sub250_r03,greedy,124116,25.00,0
k30M30p03_medium_sub250_r01,greedy,124252,33.33,0
k30M30p03_medium_sub250_r02,greedy,124560,33.33,0
k30M30p03_medium_sub250_r03,greedy,124528,50.00,0
k30M30p03_medium_sub250_r04,greedy,124132,50.00,0
k30M30p03_medium_sub250_r05,greedy,124132,50.00,0
k30M30p04_medium_sub250_r01,greedy,124424,50.00,0
k30M30p04_medium_sub250_r02,greedy,124536,50.00,0
k30M30p04_medium_sub250_r03,greedy,124020,50.00,0
k30M30p04_medium_sub250_r04,greedy,124032,50.00,0
k30M30p04_medium_sub250_r05,greedy,124680,50.00,0
k30M30p05_medium_sub250_r01,greedy,124680,50.00,0
k30M30p05_medium_sub250_r02,greedy,124128,50.00,0
k30M30p05_medium_sub250_r03,greedy,124384,50.00,0
k30M30p05_medium_sub250_r04,greedy,124464,50.00,0
k30M30p05_medium_sub250_r05,greedy,124288,50.00,0
k30M30p06_medium_sub250_r01,greedy,124240,50.00,0
k30M30p06_medium_sub250_r02,greedy,124412,50.00,0
k30M30p06_medium_sub250_r03,greedy,123932,50.00,0
k30M30p06_medium_sub250_r04,greedy,124432,50.00,0
k30M30p06_medium_sub250_r05,greedy,124200,50.00,0
k30M30p07_medium_sub250_r01,greedy,124064,50.00,0
k30M30p07_medium_sub250_r02,greedy,124340,50.00,0
k30M30p07_medium_sub250_r03,greedy,124472,50.00,0
k30M30p07_medium_sub250_r04,greedy,124480,50.00,0
k30M30p07_medium_sub250_r05,greedy,124056,33.33,0
k30M30p08_medium_sub250_r01,greedy,124576,33.33,0
k30M30p08_medium_sub250_r02,greedy,124044,33.33,0
k30M30p08_medium_sub250_r03,greedy,124584,33.33,0
k30M30p08_medium_sub250_r04,greedy,124312,50.00,0
k30M30p08_medium_sub250_r05,greedy,124240,50.00,0
k30M30p09_medium_sub250_r01,greedy,124180,33.33,0
k30M30p09_medium_sub250_r02,greedy,124624,33.33,0
k30M30p09_medium_sub250_r03,greedy,124444,33.33,0
k30M30p09_medium_sub250_r04,greedy,124444,33.33,0
k30M30p09_medium_sub250_r05,greedy,124016,33.33,0
k30M30p10_medium_sub250_r01,greedy,123940,25.00,0
k30M30p10_medium_sub250_r02,greedy,123928,33.33,0
k30M30p10_medium_sub250_r03,greedy,124128,25.00,0
k30M30p10_medium_sub250_r04,greedy,124312,25.00,0
k30M30p10_medium_sub250_r05,greedy,124116,25.00,0
k30M100p02_medium_sub250_r01,greedy,124008,25.00,0
k30M100p03_medium_sub250_r01,greedy,124116,25.00,0
k30M100p03_medium_sub250_r02,greedy,124052,25.00,0
k30M100p03_medium_sub250_r03,greedy,124348,50.00,0
k30M100p03_medium_sub250_r04,greedy,124124,50.00,0
k30M100p03_medium_sub250_r05,greedy,124456,50.00,0
k30M100p04_medium_sub250_r01,greedy,124424,50.00,0
k30M100p04_medium_sub250_r02,greedy,124068,33.33,0
k30M100p04_medium_sub250_r03,greedy,124080,33.33,0
k30M100p04_medium_sub250_r04,greedy,124036,33.33,0
k30M100p04_medium_sub250_r05,greedy,124548,33.33,0
k30M100p05_medium_sub250_r01,greedy,124320,25.00,0
k30M100p05_medium_sub250_r02,greedy,124432,50.00,0
k30M100p05_medium_sub250_r03,greedy,124592,50.00,0
k30M100p05_medium_sub250_r04,greedy,124256,50.00,0
k30M100p05_medium_sub250_r05,greedy,124392,50.00,0
k30M100p06_medium_sub250_r01,greedy,124096,50.00,0
k30M100p06_medium_sub250_r02,greedy,124372,25.00,0
k30M100p06_medium_sub250_r03,greedy,124508,25.00,0
k30M100p06_medium_sub250_r04,greedy,124464,25.00,0
k30M100p06_medium_sub250_r05,greedy,140472,0.88,1
k30M100p07_medium_sub250_r01,greedy,147148,0.88,1
k30M100p07_medium_sub250_r02,greedy,124616,25.00,0
k30M100p07_medium_sub250_r03,greedy,124388,25.00,0
k30M100p07_medium_sub250_r04,greedy,124516,25.00,0
k30M100p07_medium_sub250_r05,greedy,124296,25.00,0
k30M100p08_medium_sub250_r01,greedy,123920,33.33,0
k30M100p08_medium_sub250_r02,greedy,124028,33.33,0
k30M100p08_medium_sub250_r03,greedy,123956,33.33,0
k30M100p08_medium_sub250_r04,greedy,124580,33.33,0
k30M100p08_medium_sub250_r05,greedy,124448,33.33,0
k30M100p09_medium_sub250_r01,greedy,124176,50.00,0
k30M100p09_medium_sub250_r02,greedy,124064,50.00,0
k30M100p09_medium_sub250_r03,greedy,124308,50.00,0
k30M100p09_medium_sub250_r04,greedy,124556,50.00,0
k30M100p09_medium_sub250_r05,greedy,124420,50.00,0
k30M100p10_medium_sub250_r01,greedy,124684,50.00,0
k30M100p10_medium_sub250_r02,greedy,124124,33.33,0
k30M100p10_medium_sub250_r03,greedy,124512,33.33,0
k30M100p10_medium_sub250_r04,greedy,124264,33.33,0
k30M100p10_medium_sub250_r05,greedy,124432,50.00,0
k30M30p02_medium_sub250_r03,greedy,1537204,63.58,77
k30M30p03_medium_sub250_r01,greedy,1543872,63.84,67
k30M30p03_medium_sub250_r02,greedy,1535052,63.54,129
k30M30p03_medium_sub250_r03,greedy,1538484,63.34,66
k30M30p03_medium_sub250_r04,greedy,1505.50M,63.23,55
k30M30p03_medium_sub250_r05,greedy,1536900,63.52,46
k30M30p04_medium_sub250_r01,greedy,1542620,61.63,124
k30M30p04_medium_sub250_r02,greedy,1540264,63.38,78
k30M30p04_medium_sub250_r03,greedy,1545480,63.36,72
k30M30p04_medium_sub250_r04,greedy,1545188,63.19,88
k30M30p04_medium_sub250_r05,greedy,1540108,62.97,137
k30M30p05_medium_sub250_r01,greedy,1538320,63.09,93
k30M30p05_medium_sub250_r02,greedy,1536468,63.25,87
k30M30p05_medium_sub250_r03,greedy,1539012,63.34,126
k30M30p05_medium_sub250_r04,greedy,1546176,63.45,80
k30M30p05_medium_sub250_r05,greedy,1542348,63.32,99
k30M30p06_medium_sub250_r01,greedy,1539664,63.54,66
k30M30p06_medium_sub250_r02,greedy,1545540,63.17,152
k30M30p06_medium_sub250_r03,greedy,1541376,63.41,82
k30M30p06_medium_sub250_r04,greedy,1539556,63.70,59
k30M30p06_medium_sub250_r05,greedy,1534320,64.05,54
k30M30p07_medium_sub250_r01,greedy,1544356,63.48,81
k30M30p07_medium_sub250_r02,greedy,1543876,64.09,56
k30M30p07_medium_sub250_r03,greedy,1545360,63.86,75
k30M30p07_medium_sub250_r04,greedy,1544212,63.31,106
k30M30p07_medium_sub250_r05,greedy,1544932,63.77,77
k30M30p08_medium_sub250_r01,greedy,1539620,63.50,140
k30M30p08_medium_sub250_r02,greedy,1536916,63.47,122
k30M30p08_medium_sub250_r03,greedy,1540488,63.46,123
k30M30p08_medium_sub250_r04,greedy,1544860,61.98,75
k30M30p08_medium_sub250_r05,greedy,1549992,63.63,80
k30M30p09_medium_sub250_r01,greedy,1547008,63.63,87
k30M30p09_medium_sub250_r02,greedy,1543560,63.73,64
k30M30p09_medium_sub250_r03,greedy,1552488,63.43,118
k30M30p09_medium_sub250_r04,greedy,1558624,63.55,92
k30M30p09_medium_sub250_r05,greedy,1545528,63.48,79
k30M30p10_medium_sub250_r01,greedy,1559140,63.57,66
k30M30p10_medium_sub250_r02,greedy,1564844,63.26,89
k30M30p10_medium_sub250_r03,greedy,1547428,63.79,46
k30M30p10_medium_sub250_r04,greedy,1538420,63.24,95
k30M30p10_medium_sub250_r05,greedy,1551608,63.19,140
k30M100p02_medium_sub250_r01,greedy,1545964,63.26,80
k30M100p03_medium_sub250_r01,greedy,1548824,63.57,88
k30M100p03_medium_sub250_r02,greedy,1546636,63.38,126
k30M100p03_medium_sub250_r03,greedy,1541400,62.15,129
k30M100p03_medium_sub250_r04,greedy,1558024,63.35,129
k30M100p03_medium_sub250_r05,greedy,1564452,64.11,62
k30M100p04_medium_sub250_r01,greedy,1565380,63.42,106
k30M100p04_medium_sub250_r02,greedy,1559288,63.64,91
k30M100p04_medium_sub250_r03,greedy,1517M,63.66,100
k30M100p04_medium_sub250_r04,greedy,1568704,63.50,77
k30M100p04_medium_sub250_r05,greedy,1547160,63.61,98
k30M100p05_medium_sub250_r01,greedy,1536932,63.47,96
k30M100p05_medium_sub250_r02,greedy,1544168,63.29,80
k30M100p05_medium_sub250_r03,greedy,1542976,63.52,70
k30M100p05_medium_sub250_r04,greedy,1541208,63.66,72
k30M100p05_medium_sub250_r05,greedy,1538100,63.11,109
k30M100p06_medium_sub250_r01,greedy,1538572,63.12,115
k30M100p06_medium_sub250_r02,greedy,1541892,63.46,98
k30M100p06_medium_sub250_r03,greedy,1541604,64.21,50
k30M100p06_medium_sub250_r04,greedy,1549156,63.60,67
k30M100p06_medium_sub250_r05,greedy,1542232,63.47,101
k30M100p07_medium_sub250_r01,greedy,1557036,63.75,71
k30M100p07_medium_sub250_r02,greedy,1563992,63.53,128
k30M100p07_medium_sub250_r03,greedy,1559856,63.34,83
k30M100p07_medium_sub250_r04,greedy,1543384,63.42,82
k30M100p07_medium_sub250_r05,greedy,1543428,63.18,103
k30M100p08_medium_sub250_r01,greedy,1546952,62.06,81
k30M100p08_medium_sub250_r02,greedy,1546444,62.49,73
k30M100p08_medium_sub250_r03,greedy,1565040,62.31,128
k30M100p08_medium_sub250_r04,greedy,1541028,64.01,62
k30M100p08_medium_sub250_r05,greedy,1539324,63.67,104
k30M100p09_medium_sub250_r01,greedy,1547720,63.68,73
k30M100p09_medium_sub250_r02,greedy,1544160,63.70,116
k30M100p09_medium_sub250_r03,greedy,1547076,64.03,57
k30M100p09_medium_sub250_r04,greedy,1546280,63.67,68
k30M100p09_medium_sub250_r05,greedy,1534544,63.95,67
k30M100p10_medium_sub250_r01,greedy,1566956,63.50,108
k30M100p10_medium_sub250_r02,greedy,1552664,63.38,70
k30M100p10_medium_sub250_r03,greedy,1536132,63.50,79
k30M100p10_medium_sub250_r04,greedy,1541100,63.80,101
k30M100p10_medium_sub250_r05,greedy,1535976,63.73,93
